"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15810	24321	"Bitsch-Naters"	46.34111	7.99167	300	"AWI"	300	1838	2805	2271	1	0	0	1	2	0	4	0	24	0	0	1	0	3	0	0	3	37	3	0	0	0	3	0	0	0	0	0	12	2	0	0	19	0	0	0	0	1	10	0	0	0	1	3	0	0	0	0	0	0	1	2	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	310	"AWI"	310	1915	2900	2359	4	0	0	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	320	"AWI"	320	2012	2986	2444	2	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	23	0	0	0	0	1	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	330	"AWI"	330	2100	3079	2533	1	0	0	0	1	1	0	0	54	0	0	0	0	0	0	0	2	7	0	0	0	0	1	0	1	0	0	0	9	3	0	0	13	0	0	0	0	0	5	0	0	0	0	1	3	0	0	0	0	0	1	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	340	"AWI"	340	2213	3161	2618	1	0	0	0	1	0	2	0	101	0	0	0	0	0	0	0	17	25	0	0	0	0	1	0	0	0	0	0	26	2	0	0	25	0	0	0	0	1	53	0	0	0	1	3	7	0	0	9	0	0	0	2	0	1
15810	24321	"Bitsch-Naters"	46.34111	7.99167	350	"AWI"	350	2315	3241	2697	1	0	0	0	0	0	2	0	52	0	1	0	0	0	0	0	7	6	0	0	0	0	1	1	4	0	0	0	10	1	0	0	8	0	0	0	0	4	14	0	0	0	1	0	6	0	0	0	0	0	2	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	360	"AWI"	360	2457	3355	2800	2	0	0	0	0	0	8	0	93	0	0	0	0	0	0	0	14	20	1	0	0	0	2	0	0	0	0	0	32	1	0	0	11	0	0	0	0	2	46	0	0	0	0	2	6	0	0	6	0	0	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	370	"AWI"	370	2602	3525	2952	0	0	0	0	0	0	1	0	42	0	0	0	0	0	0	0	13	2	0	0	0	0	1	0	1	0	0	0	3	0	0	0	3	0	0	0	0	0	19	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	375	"AWI"	375	2645	3656	3028	5	2	0	0	2	0	2	0	81	2	0	0	0	0	0	0	20	3	0	0	0	0	1	0	0	0	0	0	2	6	0	0	7	0	0	0	0	0	89	0	0	0	0	2	2	0	0	0	0	2	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	380	"AWI"	380	2746	3765	3150	2	1	0	0	1	0	2	0	45	0	0	0	0	0	0	0	30	2	0	0	0	0	1	0	2	0	0	0	1	1	0	0	4	0	0	0	0	0	37	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	385	"AWI"	385	2832	3891	3303	9	0	0	1	1	0	4	0	41	0	0	0	0	0	0	0	36	9	0	0	0	0	3	0	0	0	0	0	4	3	1	0	5	0	0	0	0	1	71	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	390	"AWI"	390	2889	4084	3444	3	0	0	0	0	0	1	0	33	0	0	0	0	0	0	0	9	2	0	0	0	0	1	0	2	0	0	0	4	0	0	0	7	0	0	0	0	1	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	395	"AWI"	395	2934	4319	3576	14	3	0	0	3	0	11	0	138	0	3	0	0	1	0	0	54	14	0	0	0	1	8	0	10	0	0	0	7	5	0	0	36	0	0	0	1	1	161	0	0	0	0	1	2	0	0	0	0	0	5	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	400	"AWI"	400	3055	4491	3707	2	2	0	0	0	0	6	0	45	0	0	0	0	0	0	0	18	8	0	0	0	0	1	0	0	0	0	0	1	1	0	0	3	0	0	0	0	10	55	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	405	"AWI"	405	3213	4558	3855	8	2	0	1	1	0	25	0	169	0	0	0	0	0	0	0	83	12	1	0	0	1	1	0	29	0	0	0	3	1	0	0	12	0	0	0	0	6	127	0	0	0	3	7	2	0	0	0	0	4	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	410	"AWI"	410	3324	4641	4008	3	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	2	14	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	415	"AWI"	415	3415	4780	4158	11	0	0	1	2	0	12	0	168	0	0	0	0	0	0	0	33	12	0	0	0	0	2	0	6	0	0	0	0	3	0	0	7	0	0	0	0	2	56	0	0	0	1	5	2	0	0	0	0	1	3	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	420	"AWI"	420	3581	4943	4308	8	0	0	0	0	0	11	0	118	0	0	0	0	0	0	0	44	13	0	0	0	0	2	0	4	0	0	0	4	3	0	0	7	164	0	0	1	21	74	0	0	0	0	2	2	0	0	0	0	2	6	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	425	"AWI"	425	3973	5028	4475	25	3	0	1	2	0	22	0	172	0	1	0	0	1	0	0	62	10	0	0	0	0	5	0	8	0	0	0	6	3	0	0	8	0	0	0	0	14	90	0	0	0	0	2	5	0	0	1	1	2	6	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	430	"AWI"	430	4263	5164	4653	4	1	0	0	1	0	7	0	106	0	0	0	0	0	0	0	24	16	0	0	0	0	1	0	4	0	0	0	0	3	0	0	7	0	0	0	0	4	46	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	435	"AWI"	435	4422	5357	4841	8	2	0	0	1	0	24	0	104	1	1	0	0	1	0	0	70	14	0	0	0	0	3	0	4	0	0	0	1	2	0	0	4	0	0	0	0	3	102	0	0	0	1	7	1	0	0	0	0	2	3	0	1	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	440	"AWI"	440	4534	5626	5021	5	0	0	1	0	0	13	0	29	0	0	0	0	0	0	0	29	11	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	24	0	0	0	0	2	6	0	0	0	0	0	1	1	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	445	"AWI"	445	4840	5709	5233	21	0	0	3	0	0	26	0	118	0	1	0	0	2	0	0	56	8	0	0	0	0	2	0	4	0	0	0	0	3	0	0	2	0	0	0	0	1	118	0	0	0	5	5	2	0	0	0	0	1	9	1	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	450	"AWI"	450	5115	5812	5448	7	1	0	1	1	0	6	0	79	0	0	0	0	0	0	0	35	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	13	0	0	0	0	5	0	0	0	0	0	0	1	1	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	455	"AWI"	455	5322	5952	5665	12	1	0	0	0	0	7	0	112	1	0	0	0	0	0	0	33	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	35	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	460	"AWI"	460	5476	6172	5881	11	0	0	0	0	0	6	0	48	0	0	0	0	0	0	0	13	7	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	27	0	0	0	0	5	0	0	0	0	0	0	11	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	465	"AWI"	465	5726	6279	6046	19	4	0	1	1	0	17	0	133	0	0	0	0	0	0	0	34	5	0	0	0	0	2	0	3	0	0	0	1	11	0	0	0	0	0	0	1	0	84	0	0	0	1	7	0	0	0	0	1	0	8	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	470	"AWI"	470	5857	6553	6211	3	0	0	0	0	0	7	0	45	0	0	0	0	0	0	0	15	9	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	475	"AWI"	475	5932	6932	6353	11	0	0	0	0	0	4	0	67	0	0	0	0	1	0	0	13	1	0	0	0	0	3	0	2	0	0	0	1	1	0	0	1	0	0	0	0	1	24	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	480	"AWI"	480	5991	7345	6504	4	0	0	0	0	0	3	0	59	0	0	0	0	0	0	0	22	11	0	0	0	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	485	"AWI"	485	6123	7515	6660	9	1	0	0	0	0	21	0	239	2	1	0	0	0	0	0	45	25	0	0	0	0	2	0	8	0	0	0	17	2	0	0	0	0	0	0	0	3	102	0	0	0	2	4	2	0	0	0	0	1	4	2	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	490	"AWI"	490	6235	7627	6836	5	0	0	0	1	0	11	0	124	0	0	0	0	0	0	0	16	3	0	0	0	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	1	27	0	0	0	0	3	3	0	0	0	0	2	1	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	495	"AWI"	495	6304	7757	7007	11	5	0	1	0	0	42	0	177	4	1	0	0	1	0	0	41	20	0	0	0	0	3	0	1	0	0	0	20	5	0	0	0	286	0	0	0	10	191	0	0	0	1	6	8	0	0	1	1	2	10	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	500	"AWI"	500	6366	7940	7164	4	4	0	0	0	0	8	0	39	0	0	0	0	0	0	0	23	5	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	2	44	0	0	0	0	3	4	0	0	0	0	1	1	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	505	"AWI"	505	6531	8075	7312	10	4	0	2	1	0	12	0	198	2	2	0	0	0	0	0	42	17	0	0	0	0	1	0	6	0	0	0	28	1	0	0	1	0	0	0	0	4	103	0	0	0	0	12	11	0	0	0	0	2	7	4	1	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	510	"AWI"	510	6753	8140	7460	14	4	0	0	2	0	11	0	253	0	0	0	0	0	0	0	32	30	0	0	0	1	5	0	3	0	0	0	0	1	0	0	1	0	0	0	0	1	96	0	0	0	0	0	11	0	0	0	0	3	7	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	515	"AWI"	515	6917	8228	7618	6	7	0	1	0	0	14	0	211	0	0	0	0	1	0	0	31	8	0	0	0	0	1	0	6	0	0	0	16	1	0	0	0	0	0	0	0	0	79	0	0	0	1	7	8	0	0	0	0	4	5	1	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	520	"AWI"	520	7037	8347	7778	9	4	0	0	2	0	10	0	64	0	0	0	0	0	0	0	21	13	0	0	0	0	3	0	5	0	0	0	3	0	0	0	1	0	0	0	0	5	61	0	0	0	0	2	5	0	0	0	0	0	8	0	2	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	525	"AWI"	525	7233	8470	7925	43	5	0	0	1	0	26	0	122	0	1	0	0	0	0	0	55	17	0	0	0	1	2	0	12	0	0	0	44	8	0	0	0	0	0	0	0	4	174	0	0	0	1	21	4	0	1	0	2	5	28	1	2	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	530	"AWI"	530	7612	8565	8067	14	0	0	0	0	0	10	0	87	0	1	0	0	0	0	0	9	18	1	0	0	0	0	0	7	0	0	0	2	5	0	0	0	0	0	0	0	6	93	0	0	0	3	26	0	0	0	0	0	5	12	1	3	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	535	"AWI"	535	7825	8696	8226	32	3	0	0	0	0	6	0	41	0	1	0	0	1	0	0	11	12	0	0	0	1	0	0	4	0	0	0	3	3	0	0	0	0	0	0	0	1	69	0	0	0	1	3	4	0	0	0	0	5	12	0	2	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	540	"AWI"	540	7934	8939	8382	4	0	0	0	0	0	9	0	181	1	0	0	0	0	0	0	22	14	1	0	0	0	0	0	8	0	0	0	3	5	0	0	0	0	0	0	0	8	63	0	0	0	2	19	5	0	0	0	0	7	28	0	7	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	545	"AWI"	545	8016	9241	8526	12	1	0	0	1	0	18	0	94	0	1	0	0	1	0	0	34	15	0	0	0	0	0	0	3	0	0	0	9	7	0	0	0	0	0	0	1	5	68	1	0	0	3	13	4	0	0	0	0	6	20	0	4	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	550	"AWI"	550	8155	9410	8697	9	1	0	0	2	1	11	0	103	4	0	0	0	0	0	0	26	8	1	0	0	0	0	0	4	0	1	0	0	1	0	0	0	167	0	0	0	3	30	0	0	0	1	3	4	0	0	0	0	4	22	0	1	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	555	"AWI"	555	8239	9662	8862	8	5	0	0	1	0	22	0	250	0	1	0	0	1	0	1	96	7	0	0	0	3	0	0	0	0	0	0	14	9	0	0	0	0	0	0	0	12	71	2	0	0	1	31	4	0	0	0	0	12	38	0	11	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	560	"AWI"	560	8293	9979	9017	3	0	0	0	1	2	10	0	59	1	0	0	0	0	0	0	39	8	0	0	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	21	0	0	0	0	9	6	0	0	0	0	4	10	0	1	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	565	"AWI"	565	8341	10326	9160	6	1	0	0	1	0	14	0	79	0	1	0	0	1	0	0	44	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	6	2	0	0	0	0	6	32	0	3	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	570	"AWI"	570	8527	10434	9337	1	0	0	0	0	0	3	0	64	0	0	0	0	0	0	0	48	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	7	2	0	0	0	0	3	6	0	1	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	575	"AWI"	575	8650	10562	9524	2	3	0	0	0	0	7	0	68	0	0	0	0	0	0	0	84	5	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	5	14	0	0	0	0	9	7	0	1	0	1	6	15	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	580	"AWI"	580	8732	10729	9697	1	0	0	0	1	0	7	0	88	0	0	0	0	0	0	0	51	3	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	13	12	0	0	0	2	9	6	0	1	0	0	0	17	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	585	"AWI"	585	8808	10967	9870	0	0	0	0	1	0	9	0	86	0	0	0	0	0	0	0	36	7	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	2	0	0	0	0	3	22	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	590	"AWI"	590	9048	11087	10037	0	0	0	0	1	0	8	0	83	0	0	0	0	0	0	0	53	8	1	0	0	0	0	0	1	0	1	0	10	1	0	0	0	0	0	0	0	7	11	0	0	0	0	20	6	0	0	0	0	1	21	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	595	"AWI"	595	9216	11175	10221	0	0	0	1	0	0	3	0	50	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	6	0	1	0	0	0	10	5	0	0	0	0	0	2	0	1	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	600	"AWI"	600	9346	11293	10398	0	0	0	0	1	0	5	0	52	0	0	0	0	1	0	0	0	6	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	7	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	602.5	"AWI"	602.5	9396.5	11364.5	10495	0	0	0	1	1	0	5	0	67	1	1	0	0	0	0	0	0	8	5	0	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	2	3	0	0	0	1	9	3	0	0	0	0	0	5	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	605	"AWI"	605	9447	11449	10585	0	0	0	1	1	0	10	0	114	0	0	0	0	0	0	0	1	8	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	0	0	0	1	11	5	0	0	0	2	1	3	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	607.5	"AWI"	607.5	9521	11545	10668.5	0	0	0	1	1	0	5	0	83	0	0	0	0	0	0	0	0	5	4	0	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	1	6	0	0	0	0	8	1	0	0	0	0	0	4	0	0	0
15810	24321	"Bitsch-Naters"	46.34111	7.99167	610	"AWI"	610	9691	11570	10747	1	0	0	0	0	0	6	0	103	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0
