"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"
14554	22817	"Tegeler See"	52.58583	13.25694	69	"AWI"	69	830	1423	1055	2	0	0	1	0	0	0	6	0	0	0	218	0	2	0	8	0	0	0	0	0	0	0	22	0	12	0	0	0	0	0	0	47	0	5	0	0	0	0	2	0	1	0	0	17	0	1	562	0	0	0	8	0	161	0	0	0	1	13	5	0	0	0	0	1	0	0	0	0	12	7	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	76	"AWI"	76	867	1572	1143	3	1	0	1	0	0	0	15	0	0	0	217	0	0	0	3	0	0	0	0	0	0	0	26	0	11	0	0	0	0	0	0	42	0	9	0	0	0	0	0	0	1	0	0	24	0	3	532	0	0	0	12	1	179	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	6	6	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	83	"AWI"	83	937	1679	1241	7	0	0	2	0	0	0	5	0	0	0	243	0	1	0	4	0	0	0	0	0	0	0	18	0	12	0	0	0	0	0	0	50	0	12	1	0	0	0	0	0	0	0	0	30	0	1	529	0	0	0	10	0	199	0	0	0	0	0	11	0	0	0	1	0	0	2	0	0	5	2	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	90	"AWI"	90	986	1818	1337	7	0	0	2	0	0	0	7	0	0	0	237	0	1	0	2	0	0	0	0	0	0	0	17	0	17	0	0	0	0	0	0	55	0	12	0	0	0	0	0	0	0	0	0	40	2	7	525	0	0	0	12	0	223	0	0	0	0	0	10	0	0	0	0	0	1	0	1	0	13	2	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	97	"AWI"	97	1056	1913	1437	3	0	0	1	0	0	0	10	0	0	0	191	0	1	0	1	0	0	0	0	0	0	0	15	0	10	0	0	0	0	0	0	68	0	13	0	0	0	0	1	0	0	0	0	27	0	4	462	0	0	0	10	0	199	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	6	3	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	104	"AWI"	104	1129	2025	1535	6	0	0	2	0	0	0	15	0	0	0	212	0	1	0	2	0	0	0	0	0	0	0	26	0	5	0	0	0	0	0	0	98	1	17	0	0	0	0	1	0	0	0	0	40	0	2	474	0	0	0	3	0	211	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	11	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	111	"AWI"	111	1210	2113	1639	7	1	0	1	0	0	0	8	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	76	0	8	0	0	0	0	0	0	0	0	0	50	0	2	468	0	0	0	4	0	174	0	1	0	0	0	5	0	0	0	0	0	0	0	1	0	4	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	118	"AWI"	118	1292	2206	1735	7	0	0	2	0	0	0	3	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	30	0	7	0	0	0	0	0	0	86	0	11	0	0	0	0	0	0	0	0	0	59	0	4	581	0	0	0	8	0	174	0	0	0	1	0	7	0	0	0	0	0	0	0	3	0	3	2	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	125	"AWI"	125	1366	2310	1835	2	0	0	0	0	0	0	6	0	0	0	169	0	1	0	0	0	0	0	0	0	0	0	42	0	7	0	0	0	0	0	0	70	0	14	0	0	0	0	0	0	0	0	0	56	0	7	472	0	0	0	4	0	156	0	0	0	0	5	5	0	0	0	0	0	0	0	2	0	5	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	132	"AWI"	132	1463	2393	1933	5	1	0	4	0	0	0	9	0	0	0	141	0	3	0	1	0	0	0	0	0	0	0	77	0	3	0	0	0	0	0	0	69	0	7	0	0	0	0	0	0	0	0	0	36	0	3	373	0	0	0	0	0	228	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	6	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	139	"AWI"	139	1536	2479	2031	4	0	0	1	0	0	0	20	0	0	0	127	0	0	0	2	0	0	0	0	0	0	0	68	0	6	0	0	0	0	0	0	98	0	11	0	0	0	0	1	0	0	0	0	50	0	6	435	0	0	0	3	0	207	0	0	0	1	0	5	1	0	0	1	0	2	1	2	0	7	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	146	"AWI"	146	1636	2548	2125	4	1	0	2	0	0	0	10	0	0	0	173	0	2	0	2	0	0	0	0	0	0	0	34	0	12	0	0	0	0	0	0	71	1	7	0	0	0	0	0	0	0	0	0	28	0	3	541	0	0	0	1	0	145	0	0	0	1	0	7	0	0	0	1	0	0	0	2	0	6	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	153	"AWI"	153	1712	2639	2218	7	0	0	0	0	0	0	12	0	0	0	214	0	0	0	2	0	0	0	0	0	0	0	66	0	12	0	0	0	0	0	0	64	0	8	0	0	0	0	0	0	1	0	0	24	0	1	379	0	0	0	1	0	235	0	0	0	0	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	160	"AWI"	160	1828	2697	2315	5	0	0	2	0	0	0	6	0	0	0	165	0	1	0	1	0	0	0	0	0	0	0	42	0	8	0	0	0	0	0	0	62	0	5	0	0	0	0	1	0	0	0	0	30	0	5	381	0	0	0	0	1	240	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	6	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	167	"AWI"	167	1920	2788	2414	7	0	0	0	0	0	0	7	0	0	0	158	0	1	0	2	0	0	0	0	0	0	0	37	0	8	0	0	0	0	0	0	38	0	10	0	0	0	0	0	0	2	0	0	30	0	3	488	0	0	0	0	0	180	0	1	0	0	4	4	0	0	0	0	0	0	1	1	0	4	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	174	"AWI"	174	2046	2844	2515	6	1	0	0	0	0	0	6	0	0	1	230	0	2	0	0	0	0	0	0	0	0	0	20	0	11	0	0	0	0	0	0	21	0	10	1	0	0	0	0	0	0	0	0	20	0	2	478	0	0	0	4	1	174	0	0	0	0	0	9	1	0	0	0	0	0	1	1	0	9	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	181	"AWI"	181	2157	2914	2611	7	0	0	2	0	0	0	11	1	0	0	167	0	0	0	2	0	0	0	0	0	0	0	15	0	14	0	0	0	0	0	0	28	0	3	0	0	0	0	0	0	1	0	0	13	0	3	628	0	0	0	4	0	177	0	0	0	0	0	7	0	0	1	0	0	1	0	1	0	5	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	188	"AWI"	188	2271	2969	2705	9	1	0	1	0	0	0	8	0	0	0	136	0	0	0	2	0	0	0	0	0	0	0	36	0	13	0	0	0	0	0	0	32	0	1	0	0	0	0	1	0	0	0	0	12	0	5	596	0	0	0	3	0	189	0	1	0	3	0	2	0	0	0	0	0	0	1	2	0	6	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	195	"AWI"	195	2426	3028	2794	3	0	0	4	0	0	0	14	0	0	0	187	0	1	0	1	0	0	0	0	0	0	0	26	0	11	0	0	0	0	0	0	17	1	6	0	0	0	0	0	0	0	0	0	7	0	6	656	0	0	0	1	0	119	0	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	202	"AWI"	202	2606	3080	2881	3	0	0	0	0	0	0	11	0	0	0	191	0	0	0	1	0	0	0	0	0	0	0	24	0	11	0	0	0	0	0	0	22	0	13	0	0	0	0	0	0	0	0	0	13	0	2	518	0	0	0	1	0	124	0	0	0	0	0	6	0	0	0	0	0	0	1	1	0	2	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	209	"AWI"	209	2747	3137	2954	3	0	0	3	0	0	0	6	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	36	0	14	0	0	0	0	0	0	46	1	10	0	0	0	0	0	0	0	0	0	11	0	2	538	0	0	0	1	1	136	0	0	0	4	0	4	1	0	0	0	0	0	1	3	0	5	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	216	"AWI"	216	2785	3227	3014	4	0	0	2	0	0	0	6	0	0	0	188	0	1	0	1	0	0	0	0	0	0	0	25	0	4	0	0	0	0	0	0	30	0	7	0	0	0	0	0	0	0	0	0	10	0	2	576	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	223	"AWI"	223	2818	3296	3062	1	0	0	2	0	0	0	2	0	0	0	195	0	0	0	1	0	0	0	0	0	0	0	34	0	11	0	0	0	0	0	0	32	0	5	0	0	0	0	0	0	0	0	0	5	0	1	479	0	0	0	0	0	130	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	3	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	231	"AWI"	231	2852	3393	3114	2	1	0	0	0	1	0	1	0	0	0	97	0	1	0	1	0	0	0	0	0	0	0	36	0	6	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	1	0	0	11	0	3	591	0	0	0	1	1	98	0	0	0	0	0	6	1	0	0	0	0	2	0	4	0	4	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	238	"AWI"	238	2887	3449	3160	3	1	0	2	0	0	0	10	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	37	0	12	0	0	0	0	0	0	35	0	5	0	0	0	0	0	0	1	0	0	9	0	5	748	0	0	0	0	0	92	0	0	0	1	0	4	1	0	0	0	0	0	0	2	0	11	0	0	1
14554	22817	"Tegeler See"	52.58583	13.25694	245	"AWI"	245	2919	3516	3206	12	0	0	7	0	0	0	25	0	0	0	65	0	3	0	3	0	0	0	0	0	0	0	69	0	18	0	0	0	0	0	0	54	0	9	0	0	0	0	1	0	0	0	0	7	0	10	801	0	0	0	1	0	112	0	0	0	1	0	4	0	0	0	0	0	2	1	4	0	9	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	252	"AWI"	252	2950	3582	3254	14	2	0	6	0	0	0	26	0	0	0	83	0	1	0	2	0	0	0	0	0	0	0	60	0	10	0	0	0	0	0	0	41	0	11	0	0	0	0	1	0	0	0	0	13	0	10	669	0	0	0	0	0	117	0	0	0	2	0	2	0	0	0	0	0	0	1	7	0	14	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	259	"AWI"	259	2985	3644	3302	7	0	0	1	0	0	0	25	0	0	0	92	0	2	0	0	0	0	0	0	1	0	0	60	0	9	0	0	0	0	0	0	61	0	11	1	0	0	0	0	0	0	0	0	11	0	8	647	0	0	0	0	0	124	0	1	0	0	0	6	0	0	0	0	0	1	0	4	0	9	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	266	"AWI"	266	3024	3716	3351	6	0	0	4	0	1	0	25	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	65	0	16	0	0	0	0	0	0	46	0	14	0	0	0	0	1	0	0	0	0	15	0	10	701	0	0	0	5	0	128	0	0	0	2	0	7	0	0	1	0	0	0	0	10	0	7	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	273	"AWI"	273	3063	3769	3397	8	0	0	2	0	0	0	19	0	0	0	122	0	1	0	0	0	0	0	0	0	0	1	100	0	8	0	0	0	0	0	0	54	0	9	1	0	0	0	0	0	1	0	0	11	0	7	618	0	0	0	1	0	132	0	0	0	1	0	0	0	0	0	0	0	0	1	14	0	8	0	0	1
14554	22817	"Tegeler See"	52.58583	13.25694	280	"AWI"	280	3095	3839	3445	4	2	0	7	0	0	0	11	0	0	0	77	0	1	0	0	0	0	0	0	0	0	0	150	0	11	0	0	0	0	0	0	35	0	14	1	0	0	0	1	0	0	0	0	9	0	4	465	0	0	0	0	0	136	0	0	0	0	0	7	0	0	0	0	0	0	1	11	0	11	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	287	"AWI"	287	3133	3899	3494	4	2	0	0	0	0	0	4	0	0	0	81	0	0	0	1	0	0	0	0	0	0	0	141	0	7	0	0	0	0	0	0	33	0	9	0	0	0	0	0	0	0	0	0	6	0	4	522	0	0	0	0	0	118	0	1	0	0	15	3	2	0	0	0	1	1	1	15	0	11	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	294	"AWI"	294	3165	3964	3538	9	0	0	0	0	0	0	14	0	0	0	112	0	1	0	0	0	0	0	0	0	0	0	144	0	11	0	0	0	0	0	0	37	0	11	0	0	0	0	0	0	0	0	0	14	0	2	532	0	0	0	2	0	204	0	0	0	1	0	4	0	0	0	0	1	0	0	26	0	19	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	301	"AWI"	301	3207	4020	3588	6	0	0	0	0	0	0	4	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	107	0	8	0	0	0	0	0	0	25	1	17	1	1	0	0	0	0	1	0	0	14	0	4	532	0	0	0	4	0	173	0	0	0	1	0	5	0	0	0	0	0	3	0	21	0	21	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	308	"AWI"	308	3240	4083	3635	2	0	0	0	0	1	0	7	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	129	0	6	0	0	0	0	0	0	35	0	9	0	0	0	0	0	0	0	0	0	12	0	0	508	0	0	0	0	0	170	0	0	0	0	0	8	0	0	0	0	0	3	0	42	0	20	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	326	"AWI"	326	3343	4231	3757	9	0	0	0	0	0	0	5	0	0	0	88	0	1	0	0	0	0	0	0	0	0	0	111	0	10	0	0	0	0	0	0	16	0	14	0	0	0	0	0	0	0	0	0	5	0	9	585	0	0	0	2	0	232	0	0	0	1	0	5	0	3	0	0	0	0	1	27	0	18	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	333	"AWI"	333	3382	4284	3808	5	0	0	0	0	0	0	4	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	139	0	4	0	0	0	0	0	0	13	0	32	1	0	0	0	0	0	0	0	0	3	0	10	499	0	0	0	2	0	204	0	1	0	1	0	5	0	0	0	0	0	1	0	22	0	15	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	340	"AWI"	340	3423	4342	3855	6	1	0	1	0	0	0	5	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	85	0	2	0	0	0	0	0	0	16	0	24	0	0	0	0	0	0	0	0	0	5	0	5	541	0	0	0	1	0	186	0	2	0	2	0	0	0	0	0	0	0	0	0	13	0	16	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	347	"AWI"	347	3461	4400	3903	5	0	0	1	0	0	0	3	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	132	0	6	0	0	0	0	0	0	17	0	20	0	0	0	0	0	0	0	0	0	4	0	10	519	0	0	0	2	0	231	0	1	0	1	0	1	1	0	0	0	0	0	2	27	0	18	3	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	354	"AWI"	354	3500	4458	3950	3	0	0	2	0	0	0	10	0	0	0	85	0	0	0	1	0	0	0	0	0	0	0	142	0	13	0	0	0	0	0	0	14	1	20	0	0	0	0	0	0	0	0	0	4	0	11	591	0	0	0	4	0	194	0	1	0	0	6	3	0	0	0	0	0	1	0	24	0	17	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	361	"AWI"	361	3545	4512	3998	4	2	0	1	0	0	0	3	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	86	0	2	0	0	0	0	0	0	15	0	15	0	0	0	0	0	0	0	0	0	3	0	14	700	0	0	0	3	0	143	0	0	0	1	0	3	0	1	0	0	0	1	0	24	0	12	1	1	0
14554	22817	"Tegeler See"	52.58583	13.25694	368	"AWI"	368	3581	4563	4046	5	0	0	2	0	1	0	4	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	115	0	5	0	0	0	0	0	0	11	0	19	1	0	0	0	0	0	0	0	0	4	0	6	640	0	0	0	1	0	152	0	1	0	1	0	3	0	0	0	0	0	1	1	29	0	8	1	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	375	"AWI"	375	3625	4618	4093	2	1	0	1	0	0	0	7	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	140	0	11	0	0	0	0	0	0	17	0	26	0	0	0	0	0	0	0	0	0	3	0	17	670	0	0	0	3	0	266	0	2	0	0	0	3	0	3	0	0	0	1	1	17	0	17	0	0	1
14554	22817	"Tegeler See"	52.58583	13.25694	382	"AWI"	382	3659	4683	4141	2	0	0	1	0	0	0	6	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	112	0	8	0	0	0	0	0	0	8	1	12	0	0	0	0	0	0	0	0	0	0	0	11	740	0	0	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0	13	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	389	"AWI"	389	3704	4732	4191	2	1	0	1	0	0	0	2	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	112	0	7	0	0	0	0	0	0	11	1	17	0	0	0	0	0	0	0	0	0	0	0	11	502	0	0	0	2	0	231	0	2	0	1	0	1	0	0	0	0	0	5	0	8	0	9	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	396	"AWI"	396	3743	4791	4238	2	1	0	0	0	0	0	7	0	0	0	104	0	0	0	1	0	0	0	0	0	0	0	91	0	7	0	0	0	0	0	0	14	0	9	0	0	1	0	0	0	0	0	0	1	0	18	622	0	0	0	2	0	192	0	1	0	1	0	4	0	0	0	0	1	2	0	13	0	12	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	403	"AWI"	403	3784	4846	4285	2	0	0	0	0	0	0	10	0	0	0	111	0	0	0	1	0	0	0	0	0	0	0	164	0	15	0	0	0	0	0	0	3	0	21	0	0	0	0	0	0	0	0	0	2	0	11	642	0	0	0	1	0	168	0	0	0	1	0	1	0	0	0	0	0	1	0	10	0	11	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	410	"AWI"	410	3823	4901	4334	1	0	0	0	0	0	0	7	0	0	0	115	0	1	0	1	0	0	0	0	0	0	0	103	0	6	0	0	0	1	0	0	10	0	10	0	0	0	0	0	0	0	0	0	1	0	22	730	0	0	0	5	0	124	0	1	0	0	0	4	0	0	0	0	1	0	0	13	0	9	3	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	417	"AWI"	417	3866	4950	4383	2	0	0	0	0	0	0	5	0	0	0	134	0	1	0	0	0	0	0	0	0	0	0	137	0	7	0	0	0	0	0	0	13	0	17	2	0	0	0	0	0	0	0	0	2	0	31	583	0	0	0	1	0	231	0	1	0	0	0	2	0	0	1	0	0	2	0	17	0	13	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	424	"AWI"	424	3910	5003	4433	0	0	0	0	0	0	0	5	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	138	0	7	0	0	0	0	0	0	7	0	23	0	0	0	0	0	0	0	0	0	1	0	19	626	0	0	0	3	1	149	0	2	0	0	0	4	0	0	1	0	0	1	0	15	0	11	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	429	"AWI"	429	3943	5042	4468	2	1	0	0	0	0	0	7	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	105	0	3	0	0	0	0	0	0	15	0	23	0	0	0	0	0	0	1	0	0	4	0	12	771	0	0	0	3	0	253	0	2	0	3	0	0	0	0	1	0	0	1	0	19	0	13	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	436	"AWI"	436	3991	5095	4517	1	0	0	1	0	0	0	4	0	0	0	140	0	0	0	1	0	0	0	0	0	0	0	121	1	11	0	0	0	0	0	0	6	0	18	1	0	0	0	0	0	0	0	0	2	0	11	543	0	0	0	0	0	200	0	0	0	0	0	0	0	0	1	0	0	0	2	6	0	14	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	443	"AWI"	443	4031	5150	4566	2	1	0	2	0	0	0	11	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	100	0	7	0	0	0	0	0	0	13	0	15	0	0	0	0	0	0	0	0	0	2	0	20	651	0	0	0	4	0	173	0	0	0	1	0	1	0	1	0	0	0	1	0	12	0	12	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	450	"AWI"	450	4076	5204	4613	1	0	0	1	0	0	0	13	0	0	0	131	0	0	0	1	0	0	0	0	0	0	0	120	0	10	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	0	18	633	0	0	0	2	0	179	0	0	0	0	0	2	0	0	1	0	0	1	0	19	0	11	0	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	457	"AWI"	457	4115	5268	4663	1	0	0	0	0	1	0	6	0	0	0	99	0	1	0	3	0	0	0	0	0	0	0	95	0	5	0	0	0	0	0	0	19	0	14	0	0	0	0	0	2	0	0	0	1	0	22	698	0	0	0	1	0	144	0	2	0	0	3	3	0	1	1	0	1	2	0	7	0	9	2	0	0
14554	22817	"Tegeler See"	52.58583	13.25694	464	"AWI"	464	4165	5314	4711	1	1	0	1	0	0	0	9	0	0	0	116	0	1	0	0	0	0	0	0	0	0	0	153	0	7	0	0	0	0	0	0	6	1	19	0	0	0	0	0	0	0	0	0	0	0	22	635	0	0	0	2	0	164	0	0	0	1	0	3	0	3	0	0	0	0	1	13	0	8	0	0	0
