"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Violaceae"
3315	4306	"Niechorze"	54	15.05	320	"AWI"	320	2412	3087	2704	0	0	0	0	0	0	1.6	0	0	0	0	0.133333333333333	0	0	0	0	0	0	0	1.46666666666667	0	86.4	0.266666666666667	0	0	0	0.133333333333333	0	0.533333333333333	0	0.133333333333333	0	0	0	0	0	0	0	0.4	0	0	0.533333333333333	0	0.266666666666667	0	0	0	0	0	0	0	6.53333333333333	0	0	0	0.666666666666667	0	0	0	0	0	0	0.666666666666667	0	0.266666666666667	0	0
3315	4306	"Niechorze"	54	15.05	325	"AWI"	325	4265	4742	4506	1.0752688172043	0	6.98924731182796	0	0	0	11.2903225806452	0	0	0	0	4.3010752688172	0	0	0	0	0	0	0	18.8172043010753	0	20.9677419354839	1.61290322580645	0	0	0	1.0752688172043	0	0.537634408602151	0	0	0	0	0	0	0	0	0	0	0	0	1.0752688172043	0	0.537634408602151	0	0	0	0	0	0	0	22.5806451612903	0	0	0	0.537634408602151	0	0	0	0	0	0.537634408602151	5.91397849462366	0	2.1505376344086	0	0
3315	4306	"Niechorze"	54	15.05	330	"AWI"	330	5701	6774	6315	0	0	3.52112676056338	0	0.704225352112676	0	4.22535211267606	0	0	0	0	2.11267605633803	0	0	0	0	0	0	0	17.6056338028169	0	34.5070422535211	0	0	0	0	0	1.40845070422535	0	0	0	0.704225352112676	0	0	0	0	0	0	0	0	0	0	0	1.40845070422535	0	0	0	0	0	0	0	21.830985915493	0	0	0	0.704225352112676	0	0	0.704225352112676	0	0	0	8.45070422535211	0	2.11267605633803	0	0
3315	4306	"Niechorze"	54	15.05	335	"AWI"	335	6653	7688	7110	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	48	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	0
3315	4306	"Niechorze"	54	15.05	340	"AWI"	340	6843	9487	7862	0	0	0	0	0	0	4.98220640569395	0	0	65.1245551601424	0	0.355871886120996	0	0	0	0	0	0	0	1.42348754448399	0	25.6227758007117	0	0	0	0	0	0	0	0	0	0	0	0	1.42348754448399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.711743772241993	0	0	0	0	0	0	0	0	0	0	0	0	0.355871886120996	0	0	0	0
3315	4306	"Niechorze"	54	15.05	345	"AWI"	345	7318	9719	8522	0	0	2.07852193995381	0	0	0	8.31408775981524	0	0	67.8983833718245	0	0.23094688221709	0	0	0	0	0	0	0	0.23094688221709	0	19.1685912240185	0	0	0	0	0	0	0	0	0	0	0	0	0.69284064665127	0	0	0	0	0	0	0	0	0.23094688221709	0	0	0	0	0	0	0	0	0	0	0	0.23094688221709	0	0	0	0	0	0.46189376443418	0.46189376443418	0	0	0	0
3315	4306	"Niechorze"	54	15.05	350	"AWI"	350	7570	10284	9163	0	0	0.369685767097967	0	0	0	8.50277264325323	0	0	55.083179297597	0	0.184842883548983	0	0	0	0	0	0	0	0	0	33.641404805915	0	0	0	0	0	0	0	0	0	0	0.184842883548983	0	1.66358595194085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184842883548983	0	0	0	0	0	0	0.184842883548983	0	0	0	0
3315	4306	"Niechorze"	54	15.05	355	"AWI"	355	8760	10406	9697	0	0	0.614754098360656	0	0	0	11.2704918032787	0	0	54.3032786885246	0	0	0	0.204918032786885	0	0	0	0	0	0	0	30.327868852459	0	0	0	0	0	0	0	0	0	0	0	0	1.02459016393443	0	0	0	0	0.614754098360656	0	0	0	0.204918032786885	0	0	0	0	0	0.204918032786885	0	0	0	0	0	0.204918032786885	0	0	0	0	0	1.02459016393443	0	0	0	0	0
3315	4306	"Niechorze"	54	15.05	360	"AWI"	360	9544	10769	10270	0	0	0.674157303370786	0	0	0	8.98876404494382	0.224719101123596	0	48.7640449438202	0	0	0	0	0	0	0.224719101123596	0	0	0	0	38.2022471910112	0	0	0	0	0	0	0	0	0	0	0	0	1.57303370786517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224719101123596	0	0.449438202247191	0	0	0	0	0	0.674157303370786	0	0	0	0	0
3315	4306	"Niechorze"	54	15.05	365	"AWI"	365	9885	10997	10512	0	0	1.77133655394525	0	0	0.161030595813205	5.95813204508857	0	0	44.4444444444444	0	0.161030595813205	0	0	0	0	0	0	0	0	0	37.5201288244767	0.161030595813205	0	0	0	0	0	0	0	0	0	0	0	7.89049919484702	0	0	0	0	0.644122383252818	0	0	0	0.161030595813205	0	0	0	0	0	0	0	0	0	0	0	0.644122383252818	0	0	0	0	0	0.322061191626409	0	0.161030595813205	0	0	0
