"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
24268	42716	"Großer Krebssee"	52.845046	14.09915	278	"AWI"	278	1902	2292	2057	1	0	147	0	0	0	7	0	61	1	0	0	0	0	0	0	13	10	0	0	0	0	47	0	1	0	0	0	0	0	0	0	0	0	0	32	0	4	186	0	0	0	0	0	0	102	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	176	"AWI"	176	1161	1435	1300	1	0	117	2	0	0	11	0	47	0	0	0	0	0	0	0	22	11	0	0	0	0	70	0	1	0	0	2	0	0	0	0	0	0	0	35	0	2	172	0	0	0	0	0	0	140	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	212	"AWI"	212	1447	1721	1565	1	0	169	2	0	0	3	0	108	0	0	0	0	0	0	0	21	1	0	0	0	0	47	0	4	0	0	1	0	0	0	0	0	0	0	41	0	0	152	0	0	0	0	0	0	96	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	224	"AWI"	224	1516	1830	1652	1	0	133	0	0	0	2	0	55	0	0	0	0	0	0	0	23	10	0	0	0	0	47	0	1	0	0	1	0	0	0	0	0	0	0	70	0	0	259	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	374	"AWI"	374	2888	3274	3101	1	0	135	1	0	0	3	0	79	2	0	0	0	0	0	0	37	5	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	123	0	0	0	0	0	0	102	0	0	0	4	1	0	0	0	0	0	0	0	0	0	7	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	228	"AWI"	228	1542	1861	1681	1	0	26	0	0	0	2	0	11	1	0	0	0	0	0	0	20	3	0	0	0	0	121	0	0	0	0	1	0	0	0	0	0	0	0	80	0	0	516	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	264	"AWI"	264	1789	2176	1938	1	0	156	0	0	0	4	0	37	0	0	0	0	0	0	0	28	6	0	0	0	0	69	0	5	0	0	2	0	0	0	0	0	0	0	74	0	1	123	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	160	"AWI"	160	1005	1332	1178	0	0	89	3	0	0	7	0	42	0	0	0	0	0	0	0	20	8	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	37	0	4	237	0	0	0	0	0	0	156	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	510	"AWI"	510	4044	4456	4237	0	0	109	0	0	0	2	0	95	0	0	0	0	0	0	0	52	0	0	0	0	0	6	0	2	0	0	0	0	0	1	0	0	0	0	13	0	0	177	0	0	0	0	0	0	135	0	0	0	2	2	0	0	0	0	0	0	0	0	0	9	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	546	"AWI"	546	4304	4857	4552	0	0	99	0	0	0	3	0	62	1	0	0	0	0	0	0	79	7	0	0	0	0	12	0	11	0	0	1	0	0	0	0	0	0	0	15	0	2	470	0	0	0	0	0	0	102	0	0	0	2	0	0	1	0	0	0	0	0	0	0	13	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	252	"AWI"	252	1705	2061	1853	1	0	163	0	0	0	2	0	87	0	0	0	0	0	0	0	17	5	0	0	0	0	60	0	3	0	0	0	0	1	0	0	0	0	0	60	0	1	153	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	450	"AWI"	450	3560	3966	3766	0	0	145	1	0	0	12	0	59	0	0	0	0	0	0	0	63	6	0	0	0	0	16	0	6	1	0	0	0	1	0	0	0	0	0	18	0	1	186	0	0	0	0	0	0	78	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	538	"AWI"	538	4245	4771	4483	1	0	184	0	0	0	4	0	158	0	0	0	0	0	0	0	42	11	0	0	0	0	9	0	7	0	0	1	0	0	0	0	0	0	0	4	0	0	130	0	0	0	0	0	0	79	0	0	0	0	3	0	1	0	0	0	0	0	0	0	11	1	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	386	"AWI"	386	3024	3381	3240	3	0	163	1	0	0	3	0	152	0	0	0	0	0	0	0	33	4	0	0	0	0	21	0	2	0	0	1	0	0	1	0	0	0	0	34	0	0	133	0	0	0	0	0	0	105	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	232	"AWI"	232	1567	1894	1709	1	0	156	0	1	0	4	0	99	0	0	0	0	0	0	0	12	5	0	0	0	0	38	0	1	0	0	0	0	0	2	0	0	0	0	51	0	1	110	0	0	0	0	0	0	96	0	0	0	1	4	0	0	0	0	0	0	0	0	0	8	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	382	"AWI"	382	2981	3346	3194	1	0	126	0	0	0	2	0	100	0	0	0	0	0	0	0	29	9	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	33	0	0	164	0	0	0	0	0	0	108	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	598	"AWI"	598	4685	5405	5007	3	0	113	0	0	0	8	0	62	1	0	0	0	0	0	0	84	9	0	0	0	0	8	0	2	0	0	7	0	0	0	0	0	0	0	9	0	0	207	0	0	0	0	0	0	105	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	530	"AWI"	530	4191	4682	4414	0	1	177	0	0	0	2	0	132	0	0	0	0	0	0	0	63	1	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	35	0	0	0	0	0	0	82	0	0	1	1	0	0	0	0	0	0	0	0	0	0	17	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	200	"AWI"	200	1381	1618	1475	3	0	201	1	0	0	8	0	58	0	0	0	0	0	0	0	15	2	0	0	0	0	61	0	1	0	0	1	0	0	0	0	0	0	0	76	0	6	145	0	0	0	0	0	0	75	0	0	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	184	"AWI"	184	1254	1479	1357	0	0	180	1	0	0	9	0	98	1	0	0	0	0	0	0	18	5	0	0	0	0	47	0	4	0	0	4	0	0	0	0	0	0	0	45	0	1	140	0	0	0	0	0	0	78	0	0	0	6	5	0	0	0	0	0	0	0	0	0	7	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	322	"AWI"	322	2346	2674	2521	2	0	169	1	0	0	16	0	93	1	0	0	0	0	0	0	40	10	0	0	0	0	37	0	2	0	0	0	0	0	0	0	0	0	0	35	0	0	76	0	0	0	0	0	0	117	0	0	0	10	1	0	0	0	0	0	0	0	0	0	4	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	260	"AWI"	260	1756	2136	1910	4	0	164	0	0	2	12	0	96	0	0	0	0	0	0	0	13	8	0	0	0	0	54	1	1	0	0	3	0	0	1	0	0	0	0	56	0	0	157	0	0	0	0	0	0	98	0	0	0	2	4	0	1	0	0	0	0	0	0	0	6	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	522	"AWI"	522	4131	4587	4342	1	0	124	0	0	0	3	0	124	0	0	0	0	0	0	0	64	6	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	25	0	1	263	0	0	0	0	0	0	121	0	0	0	2	3	0	0	0	0	0	0	0	0	0	16	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	562	"AWI"	562	4419	5031	4694	4	0	147	0	0	0	3	0	87	0	0	0	0	0	0	0	42	7	0	0	0	0	7	0	10	0	0	3	0	0	0	0	0	0	0	9	0	2	299	0	0	0	0	1	0	75	0	0	0	2	3	0	0	0	0	0	0	0	0	0	8	1	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	366	"AWI"	366	2800	3197	3008	1	0	145	0	0	0	1	0	58	0	0	0	0	0	0	0	32	10	0	0	0	0	29	0	0	0	0	3	0	0	1	0	1	0	0	49	0	0	218	0	0	0	0	0	0	104	0	0	0	3	1	0	0	0	0	0	0	0	0	0	3	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	152	"AWI"	152	938	1274	1117	1	0	93	1	0	0	5	0	92	0	0	0	0	0	0	0	20	2	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	31	0	2	64	0	0	0	0	0	0	125	0	0	0	1	3	0	0	0	0	0	0	0	0	0	4	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	434	"AWI"	434	3433	3830	3643	0	0	165	0	0	0	17	0	141	0	0	1	0	0	0	0	51	4	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	105	0	0	0	0	0	0	80	0	0	0	11	0	0	0	0	0	0	0	0	0	0	12	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	220	"AWI"	220	1490	1798	1623	0	0	153	0	1	0	6	0	122	0	0	1	0	0	0	0	26	4	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	0	0	50	0	1	135	0	0	0	0	0	0	99	0	0	0	3	3	0	0	0	0	0	0	0	0	0	10	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	626	"AWI"	626	4894	5691	5258	0	0	84	3	0	0	9	0	42	0	0	0	0	0	0	0	98	23	0	0	0	0	11	0	2	0	0	1	0	0	0	0	0	0	0	13	0	6	280	0	0	0	0	0	0	124	0	0	0	4	4	0	0	0	0	0	0	0	0	0	8	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	164	"AWI"	164	1045	1359	1208	0	0	157	1	1	0	12	0	139	0	0	0	0	0	0	0	11	10	0	0	0	0	31	1	5	0	0	2	0	0	0	0	0	0	0	18	0	0	80	0	0	0	0	0	0	129	0	0	0	12	4	0	0	0	1	0	0	0	0	0	7	1	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	136	"AWI"	136	801	1165	992	0	0	59	1	0	0	6	0	64	0	0	0	0	0	0	0	24	6	0	0	0	0	70	0	0	0	0	1	0	0	0	0	0	0	0	43	0	0	146	0	0	0	0	0	0	143	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	494	"AWI"	494	3920	4315	4108	1	0	137	0	0	0	6	0	77	1	0	0	0	0	0	0	67	6	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	7	0	0	254	0	0	0	0	0	0	83	0	0	0	3	4	0	0	0	0	0	0	0	0	0	8	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	248	"AWI"	248	1676	2029	1825	1	0	141	1	0	0	3	0	101	0	0	0	0	0	0	0	11	8	0	0	0	0	54	0	1	0	0	2	0	0	0	0	0	0	0	48	0	2	150	0	0	0	0	0	0	92	0	0	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	378	"AWI"	378	2933	3311	3148	4	0	178	0	0	0	3	0	114	0	0	2	0	0	0	0	43	12	0	0	0	0	19	0	3	0	0	1	0	0	0	0	0	0	0	35	0	1	127	0	0	0	0	0	0	94	0	0	0	6	4	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	422	"AWI"	422	3348	3725	3550	3	1	132	2	0	0	9	0	86	0	0	0	0	0	0	0	30	13	0	0	0	0	15	0	5	0	0	1	0	0	1	0	0	0	0	17	0	0	310	0	0	0	0	0	0	103	0	0	0	14	4	0	0	0	0	0	0	0	0	0	3	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	302	"AWI"	302	2125	2505	2314	2	0	182	1	0	0	20	0	78	0	0	1	0	0	0	0	38	5	0	0	0	0	52	0	2	0	0	1	0	0	0	0	0	0	0	24	0	1	77	0	0	0	0	0	0	109	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	454	"AWI"	454	3593	3998	3796	0	0	167	0	0	0	27	0	91	0	0	0	0	0	0	0	33	4	0	0	0	0	12	0	9	0	0	0	0	0	0	0	2	0	0	13	0	1	238	0	0	0	0	0	0	80	0	0	1	15	10	0	0	0	0	0	0	0	0	0	3	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	470	"AWI"	470	3717	4130	3921	4	0	174	3	0	0	20	0	49	0	0	0	0	0	0	0	62	9	0	0	0	0	18	0	3	0	0	2	0	0	1	0	0	0	0	16	0	0	165	0	0	0	0	0	0	84	0	0	0	5	1	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	418	"AWI"	418	3317	3686	3520	0	0	128	1	0	0	9	0	117	1	0	1	0	0	0	0	32	7	0	0	0	0	28	0	1	0	0	2	0	1	0	0	0	0	0	11	0	2	307	0	0	0	0	0	0	76	0	0	0	6	2	0	0	0	0	0	0	0	0	0	2	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	534	"AWI"	534	4220	4729	4448	1	2	134	0	0	0	8	0	86	0	0	0	0	0	0	0	64	7	0	0	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0	8	0	2	240	0	0	0	0	0	0	79	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	334	"AWI"	334	2481	2795	2650	2	0	167	1	0	0	6	0	107	0	0	0	0	0	0	0	16	5	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	98	0	0	0	0	0	0	98	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	172	"AWI"	172	1124	1410	1269	1	0	131	2	1	0	11	0	47	0	0	0	0	0	0	0	18	10	0	0	0	0	54	0	3	0	0	0	0	1	0	0	0	0	0	58	0	0	242	0	0	0	0	0	0	185	0	0	0	2	1	0	0	0	1	0	0	0	0	0	12	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	458	"AWI"	458	3628	4028	3828	1	1	334	4	1	0	33	0	234	0	0	1	0	0	0	0	118	16	0	0	0	0	18	0	11	0	0	4	0	0	0	0	0	1	0	30	0	4	348	0	0	0	0	0	0	122	0	0	0	12	8	1	1	0	0	0	0	0	0	0	18	2	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	614	"AWI"	614	4805	5564	5151	0	0	153	3	0	0	4	0	69	0	0	1	0	0	0	0	151	5	0	0	0	0	13	0	7	0	0	9	0	0	0	0	0	0	0	3	0	3	87	0	0	0	0	0	0	83	0	0	0	6	2	0	0	0	0	0	0	0	0	0	13	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	402	"AWI"	402	3197	3530	3407	2	0	159	8	0	1	18	0	109	0	0	0	0	0	0	0	26	16	0	0	0	0	44	0	0	0	0	2	0	0	0	0	0	0	0	21	0	0	144	0	0	0	0	0	0	78	0	0	0	11	0	0	0	0	0	0	0	0	0	0	5	1	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	414	"AWI"	414	3285	3651	3490	3	0	86	0	0	0	5	0	60	0	0	0	0	0	0	0	45	15	0	0	0	0	40	0	5	0	0	0	0	0	0	0	0	0	0	32	0	2	828	0	0	0	0	0	0	117	0	0	1	1	0	0	1	0	0	0	0	0	0	0	7	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	602	"AWI"	602	4714	5438	5043	0	0	133	3	0	0	5	0	48	0	0	0	0	0	0	0	89	4	0	0	0	0	9	0	3	0	0	3	0	0	0	0	0	0	0	8	0	2	160	0	0	0	0	0	0	90	0	0	1	6	3	0	0	0	0	0	0	0	0	0	10	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	156	"AWI"	156	973	1303	1148	0	0	140	0	0	0	12	0	179	0	0	1	0	0	0	0	16	9	0	0	0	0	26	0	3	0	0	0	0	0	0	0	1	0	0	26	0	0	141	0	0	0	0	0	0	115	0	0	1	9	6	0	0	0	0	0	0	0	0	0	4	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	204	"AWI"	204	1401	1651	1505	2	0	187	0	1	0	6	0	115	0	0	1	0	0	0	0	13	4	0	0	0	0	54	0	0	0	0	3	0	0	0	0	0	0	0	47	0	1	75	0	0	0	0	0	0	85	0	0	0	3	1	0	0	0	0	0	0	0	0	0	8	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	168	"AWI"	168	1083	1384	1238	0	1	149	1	0	0	10	0	45	0	0	0	0	0	0	0	16	8	0	0	0	0	51	0	3	0	0	0	0	0	1	0	0	0	0	42	0	1	144	0	0	0	0	0	0	148	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	578	"AWI"	578	4538	5195	4835	5	1	68	0	0	0	5	0	29	1	0	0	0	0	0	0	66	11	0	0	0	0	23	0	3	0	0	0	0	0	0	0	0	0	0	24	0	9	955	0	0	0	0	0	0	153	0	0	0	3	1	0	0	0	0	0	0	0	0	0	16	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	506	"AWI"	506	4018	4408	4206	0	0	152	0	0	0	5	0	142	1	0	0	0	0	0	0	57	3	0	0	0	0	9	0	4	0	0	1	0	0	0	0	1	0	0	16	0	0	178	0	0	0	0	0	0	101	0	0	0	6	4	0	0	0	0	0	0	0	0	0	9	1	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	554	"AWI"	554	4359	4947	4622	2	0	132	1	0	0	3	0	86	0	0	0	0	0	0	0	64	4	0	0	0	0	9	0	3	0	0	2	0	0	0	0	0	0	0	9	0	1	238	0	0	0	0	0	0	76	0	0	1	1	4	0	0	0	0	0	0	0	0	0	12	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	594	"AWI"	594	4655	5365	4973	3	0	82	3	0	0	13	0	53	0	0	0	0	0	0	0	85	21	0	0	0	0	14	0	7	0	0	4	0	0	0	0	0	0	0	8	0	5	226	0	0	0	0	0	0	118	0	0	0	6	12	0	0	0	0	0	0	0	0	0	8	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	629	"AWI"	629	4920	5727	5282	1	1	100	3	0	1	7	0	41	0	0	0	0	0	0	0	115	12	0	0	0	0	10	0	5	0	1	2	0	0	0	0	0	0	0	5	0	4	270	0	0	0	0	0	0	102	0	0	0	11	2	0	0	0	0	0	0	0	0	0	9	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	370	"AWI"	370	2840	3240	3055	3	1	101	2	1	0	5	0	75	0	0	0	0	0	0	0	40	3	0	0	0	0	30	0	1	0	0	1	0	0	1	0	0	0	0	42	0	1	155	0	0	0	0	0	0	107	0	0	0	4	2	0	0	0	0	0	0	0	0	0	6	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	502	"AWI"	502	3990	4373	4171	0	0	126	2	0	0	6	0	103	0	0	0	0	0	0	0	65	2	0	0	0	0	7	0	1	1	0	0	0	0	0	0	0	0	0	8	0	1	282	0	0	0	0	0	0	82	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	486	"AWI"	486	3854	4252	4047	0	0	138	3	0	0	4	0	66	1	0	0	0	0	0	0	80	10	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	8	0	1	274	0	0	0	0	0	0	76	0	0	0	5	4	0	0	0	0	0	0	0	0	0	11	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	574	"AWI"	574	4511	5156	4800	0	1	118	1	0	0	9	0	102	0	0	2	0	0	0	0	68	4	0	0	0	0	6	1	4	0	0	1	0	0	0	0	0	0	0	16	0	3	159	0	0	0	0	0	0	68	0	0	0	5	4	0	0	0	0	0	0	0	0	0	9	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	268	"AWI"	268	1822	2210	1964	1	0	197	2	0	0	13	0	97	0	0	0	0	0	0	0	21	1	0	0	0	0	29	0	2	0	0	1	0	1	0	0	1	0	0	36	0	2	52	0	0	0	0	0	0	96	0	0	0	2	6	0	0	0	0	0	0	0	0	0	12	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	354	"AWI"	354	2673	3065	2870	1	0	146	0	1	0	6	0	70	3	0	0	0	0	0	0	38	14	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	55	0	2	232	0	0	0	0	0	0	137	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	133	"AWI"	133	776	1144	968	0	0	65	2	1	0	8	0	146	0	0	3	0	0	0	0	27	11	0	0	0	0	62	0	3	0	0	0	0	1	0	0	0	0	0	23	0	0	232	0	0	0	0	0	0	162	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	586	"AWI"	586	4592	5280	4904	2	0	93	3	0	0	20	0	72	0	0	1	0	0	0	0	89	9	0	0	0	0	8	0	6	0	0	7	0	0	0	0	0	0	0	5	0	3	156	0	0	0	0	0	0	102	0	0	0	7	4	0	0	0	1	0	0	0	0	0	10	0	0
