"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26024	45107	"Lake Gramousti"	39.885	20.59528	174	"AWI"	174	702	2027	1419	0	0	2	31	1	0	1	0	0	7	0	1	0	4	6	4	11	0	0	17	0	82	0	2	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	206	"AWI"	206	1173	2231	1677	0	7	4	11	0	12	0	1	4	12	1	0	0	2	4	0	3	0	0	99	44	52	28	0	1	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	238	"AWI"	238	1460	2542	1953	2	3	3	15	0	9	2	2	3	22	0	0	0	3	2	5	7	0	0	37	0	87	1	1	1	3	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	270	"AWI"	270	1638	2928	2218	2	7	3	21	1	11	0	0	3	3	0	2	0	1	21	5	24	0	0	42	4	129	8	1	5	0	2	1	0
26024	45107	"Lake Gramousti"	39.885	20.59528	284	"AWI"	284	1698	3142	2324	2	2	0	48	2	25	1	2	1	16	0	0	0	2	10	4	28	0	0	69	6	179	5	0	2	3	1	7	1
26024	45107	"Lake Gramousti"	39.885	20.59528	302	"AWI"	302	1755	3496	2454	5	0	0	83	1	10	6	0	0	6	0	0	0	0	7	1	16	0	0	56	1	36	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	316	"AWI"	316	1843	3619	2571	10	3	2	102	1	0	2	3	0	56	0	0	0	1	12	3	23	0	0	66	7	83	25	0	0	0	3	1	0
26024	45107	"Lake Gramousti"	39.885	20.59528	338	"AWI"	338	1964	3827	2757	0	4	0	8	0	9	0	2	12	24	0	0	0	1	30	4	30	0	0	63	13	134	6	1	0	1	4	0	4
26024	45107	"Lake Gramousti"	39.885	20.59528	366	"AWI"	366	2064	4198	2970	3	6	3	5	3	0	2	1	15	40	0	0	0	0	10	4	15	0	0	50	10	143	0	2	0	2	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	398	"AWI"	398	2289	4443	3258	1	4	2	37	0	0	0	0	3	23	0	0	0	0	33	2	18	0	0	46	2	111	5	1	0	1	8	0	3
26024	45107	"Lake Gramousti"	39.885	20.59528	412	"AWI"	412	2353	4602	3374	0	7	10	18	0	9	0	0	6	26	1	1	5	2	32	3	7	0	0	95	4	101	0	0	2	0	4	0	6
26024	45107	"Lake Gramousti"	39.885	20.59528	430	"AWI"	430	2439	4810	3526	0	0	8	2	0	0	3	0	0	26	0	0	0	0	7	2	17	0	0	33	0	49	0	0	0	0	0	0	1
26024	45107	"Lake Gramousti"	39.885	20.59528	452	"AWI"	452	2644	4949	3706	4	5	3	19	2	30	0	2	2	16	1	3	2	0	17	0	18	0	0	117	6	66	0	0	1	2	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	476	"AWI"	476	2773	5175	3909	8	8	1	10	0	0	0	0	4	49	0	0	0	0	35	1	36	0	0	36	5	164	0	3	1	4	6	0	1
26024	45107	"Lake Gramousti"	39.885	20.59528	494	"AWI"	494	2894	5341	4061	2	1	6	30	0	0	0	0	6	15	0	0	1	0	9	0	17	0	0	31	5	52	2	1	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	526	"AWI"	526	3159	5536	4337	1	1	2	105	1	5	0	0	9	27	0	0	0	0	6	6	22	0	0	43	0	65	0	0	0	2	1	0	1
26024	45107	"Lake Gramousti"	39.885	20.59528	558	"AWI"	558	3392	5820	4605	4	9	4	29	1	0	0	2	11	20	1	0	0	0	15	2	41	0	0	53	0	225	0	0	2	0	0	1	1
26024	45107	"Lake Gramousti"	39.885	20.59528	575	"AWI"	575	3555	5919	4751	8	3	3	22	0	5	0	2	3	7	0	1	0	0	26	0	26	0	0	58	7	118	26	0	3	5	2	0	1
26024	45107	"Lake Gramousti"	39.885	20.59528	600	"AWI"	600	3722	6106	4964	2	11	8	58	0	0	0	1	7	7	0	0	0	6	20	4	14	0	0	88	6	95	9	0	3	0	0	3	1
26024	45107	"Lake Gramousti"	39.885	20.59528	622	"AWI"	622	3913	6264	5137	12	10	2	72	2	0	0	0	6	3	0	0	0	1	21	6	31	0	4	17	0	191	32	0	0	3	1	1	6
26024	45107	"Lake Gramousti"	39.885	20.59528	646	"AWI"	646	4098	6383	5339	7	3	3	90	0	4	0	0	12	10	1	0	0	0	6	10	25	0	0	35	4	159	0	0	0	0	0	1	0
26024	45107	"Lake Gramousti"	39.885	20.59528	662	"AWI"	662	4200	6498	5479	5	6	4	116	0	17	2	2	9	20	0	0	0	0	30	13	38	0	0	60	1	309	0	0	3	1	0	2	1
26024	45107	"Lake Gramousti"	39.885	20.59528	686	"AWI"	686	4462	6638	5687	23	2	0	94	0	0	0	0	3	3	1	2	0	2	11	3	50	0	0	8	0	180	4	0	0	0	1	1	0
