id,year,month,day,tmin,tmax,mean_cloud,wind,prcp,wet_day
"1",1950,1,1,2.20000,-2.40000,0.00000,0.00000,0.00000,0
"1",1950,1,2,-3.10000,15.0000,0.450730,14.0614,0.00000,0
"1",1950,1,3,2.40000,17.6000,0.834680,7.17576,0.00000,0
"1",1950,1,4,0.300000,22.9000,0.516003,6.38908,0.00000,0
"1",1950,1,5,0.400000,9.90000,1.00000,6.99565,10.2000,1
"1",1950,1,6,-1.70000,9.50000,0.740300,5.29847,0.00000,0
"1",1950,1,7,1.70000,16.2000,0.744428,13.3471,0.00000,0
"1",1950,1,8,0.600000,17.6000,0.728688,15.0427,6.80000,1
"1",1950,1,9,-1.00000,12.0000,1.00000,8.28581,0.800000,1
"1",1950,1,10,0.200000,19.0000,1.00000,7.83773,5.00000,1
"1",1950,1,11,-0.900000,14.9000,0.854304,11.5569,5.50000,1
"1",1950,1,12,1.00000,18.3000,1.00000,8.36838,5.00000,1
"1",1950,1,13,-0.800000,12.4000,0.887870,5.52182,2.70000,1
"1",1950,1,14,1.90000,13.9000,1.00000,6.45395,3.60000,1
"1",1950,1,15,-1.00000,21.0000,0.474847,9.17455,0.00000,0
"1",1950,1,16,-1.50000,18.5000,1.00000,0.00000,0.00000,0
"1",1950,1,17,3.30000,15.3000,0.992372,8.06114,0.200000,1
"1",1950,1,18,0.400000,15.2000,0.607915,7.91067,0.00000,0
"1",1950,1,19,2.40000,12.7000,0.949021,11.3988,1.80000,1
"1",1950,1,20,0.800000,15.8000,0.931054,7.22857,12.8000,1
"1",1950,1,21,-0.700000,18.9000,0.895644,2.60912,3.70000,1
"1",1950,1,22,-0.700000,11.7000,0.987259,9.98395,0.200000,1
"1",1950,1,23,1.00000,18.3000,0.970500,5.00376,31.7000,1
"1",1950,1,24,0.200000,12.1000,1.00000,6.61522,8.60000,1
"1",1950,1,25,2.90000,10.4000,1.00000,9.99045,34.8000,1
"1",1950,1,26,-0.400000,17.2000,0.703669,9.20448,0.00000,0
"1",1950,1,27,1.20000,14.0000,1.00000,6.53244,1.50000,1
"1",1950,1,28,-3.20000,9.00000,0.710148,5.42469,0.00000,0
"1",1950,1,29,0.400000,21.6000,1.00000,7.96132,7.10000,1
"1",1950,1,30,1.40000,15.5000,1.00000,10.3962,3.20000,1
"1",1950,1,31,0.600000,11.2000,1.00000,8.50598,0.400000,1
"1",1950,2,1,-8.10000,8.90000,1.00000,6.68284,0.100000,1
"1",1950,2,2,-13.5000,9.50000,0.549366,7.19191,0.00000,0
"1",1950,2,3,-9.70000,15.8000,0.771758,9.01806,0.00000,0
"1",1950,2,4,-6.30000,12.8000,0.908231,10.6750,1.00000,1
"1",1950,2,5,-8.10000,12.2000,0.820742,9.31452,0.500000,1
"1",1950,2,6,-12.9000,17.6000,0.509072,9.90387,0.00000,0
"1",1950,2,7,-12.7000,21.2000,0.647588,5.28016,0.00000,0
"1",1950,2,8,-11.8000,17.5000,0.814159,5.40400,0.00000,0
"1",1950,2,9,-9.50000,17.2000,0.426232,7.32238,0.00000,0
"1",1950,2,10,-10.5000,11.2000,0.794197,0.585953,0.00000,0
"1",1950,2,11,-9.20000,12.2000,0.971752,12.5577,0.00000,0
"1",1950,2,12,-8.50000,15.4000,0.929122,3.31321,0.700000,1
"1",1950,2,13,-8.80000,14.7000,0.775876,6.74209,0.900000,1
"1",1950,2,14,-9.90000,13.2000,0.865427,5.10134,0.100000,1
"1",1950,2,15,-11.3000,16.5000,0.710599,3.54065,0.00000,0
"1",1950,2,16,-10.4000,21.0000,0.627112,5.51980,0.00000,0
"1",1950,2,17,-8.40000,17.9000,1.00000,6.70183,0.00000,0
"1",1950,2,18,-11.4000,16.7000,0.426111,7.90063,0.00000,0
"1",1950,2,19,-6.20000,11.0000,1.00000,8.46759,0.300000,1
"1",1950,2,20,-9.80000,11.9000,0.720999,4.01975,0.00000,0
"1",1950,2,21,-5.50000,15.2000,1.00000,7.21650,0.400000,1
"1",1950,2,22,-12.6000,9.70000,0.714681,6.09637,0.00000,0
"1",1950,2,23,-5.80000,20.3000,0.957896,6.53752,0.100000,1
"1",1950,2,24,-10.9000,21.0000,0.545937,1.21150,0.00000,0
"1",1950,2,25,-8.90000,18.1000,0.538499,2.36060,0.00000,0
"1",1950,2,26,-6.60000,11.8000,0.796525,6.71651,0.200000,1
"1",1950,2,27,-9.70000,14.9000,0.538734,1.99527,0.00000,0
