Predictor variable,Categorical,Sample average
WHC,false,307.1383732866761
bio12,false,971.7759505161295
bio6,false,-3.494922093540777
pH,false,6.183462655998959
sum_apsep_GDD5,false,2503.352834774193
w_bal,false,-34.921534387096834
