x,y,species cloglog values
14001.0,14001.0,0.008022338
14002.0,14002.0,0.23039712
14003.0,14003.0,0.0072662337
14004.0,14004.0,0.63318914
14005.0,14005.0,0.6395603
14006.0,14006.0,0.3289403
14007.0,14007.0,0.42122874
14008.0,14008.0,0.12126894
14009.0,14009.0,0.7577815
14010.0,14010.0,0.01757384
14011.0,14011.0,0.01142705
14012.0,14012.0,0.86667573
14013.0,14013.0,0.873612
14014.0,14014.0,0.291929
14015.0,14015.0,0.5082211
14016.0,14016.0,0.0014763216
14017.0,14017.0,0.6543244
14018.0,14018.0,0.4842244
14019.0,14019.0,0.010302791
14020.0,14020.0,0.17284034
14021.0,14021.0,0.23308252
14022.0,14022.0,0.801819
14023.0,14023.0,0.01292914
14024.0,14024.0,0.28402
14025.0,14025.0,0.26475486
14026.0,14026.0,0.45621976
14027.0,14027.0,0.21736325
14028.0,14028.0,0.31849307
14029.0,14029.0,0.68312526
14030.0,14030.0,5.9526874E-4
14031.0,14031.0,0.7947348
14032.0,14032.0,0.0025157426
14033.0,14033.0,0.034023196
14034.0,14034.0,0.83069116
14035.0,14035.0,0.85340244
14036.0,14036.0,5.5084866E-4
14037.0,14037.0,0.0019186251
14038.0,14038.0,0.5731807
14039.0,14039.0,0.75393754
14040.0,14040.0,0.48888424
14041.0,14041.0,0.4650955
14042.0,14042.0,0.6682168
14043.0,14043.0,0.6797222
14044.0,14044.0,0.40026325
14045.0,14045.0,0.39607835
14046.0,14046.0,9.63656E-4
14047.0,14047.0,0.22728041
14048.0,14048.0,0.42084405
14049.0,14049.0,0.013986536
14050.0,14050.0,0.8043465
14051.0,14051.0,0.030837575
14052.0,14052.0,0.0020643861
14053.0,14053.0,0.27634126
14054.0,14054.0,0.090858266
14055.0,14055.0,0.16221543
14056.0,14056.0,0.018322632
14057.0,14057.0,0.3002026
14058.0,14058.0,0.6861497
14059.0,14059.0,0.0152927125
14060.0,14060.0,0.006128795
14061.0,14061.0,0.6449528
14062.0,14062.0,0.009523532
14063.0,14063.0,0.8638411
14064.0,14064.0,0.17669156
14065.0,14065.0,0.6999074
14066.0,14066.0,0.0052173724
14067.0,14067.0,0.0037292398
14068.0,14068.0,0.8611943
14069.0,14069.0,0.15996039
14070.0,14070.0,0.75661767
14071.0,14071.0,0.023880184
14072.0,14072.0,0.73156625
14073.0,14073.0,0.45656836
14074.0,14074.0,0.4226799
14075.0,14075.0,0.01904822
14076.0,14076.0,0.31717414
14077.0,14077.0,0.017969027
14078.0,14078.0,0.46083185
14079.0,14079.0,0.84169406
14080.0,14080.0,0.7588756
14081.0,14081.0,0.24908185
14082.0,14082.0,0.4509643
14083.0,14083.0,0.61020285
14084.0,14084.0,0.19080524
14085.0,14085.0,0.111318715
14086.0,14086.0,0.5349559
14087.0,14087.0,0.005429151
14088.0,14088.0,0.75978196
14089.0,14089.0,0.41166934
14090.0,14090.0,0.22841163
14091.0,14091.0,0.733476
14092.0,14092.0,0.23107891
14093.0,14093.0,0.0115961945
14094.0,14094.0,0.76047534
14095.0,14095.0,0.029955018
14096.0,14096.0,0.6180279
14097.0,14097.0,0.020377154
14098.0,14098.0,0.3830278
14099.0,14099.0,6.4881257E-4
14100.0,14100.0,0.61867917
14101.0,14101.0,0.8587723
14102.0,14102.0,0.8035648
14103.0,14103.0,0.014732217
14104.0,14104.0,0.47227415
14105.0,14105.0,0.008650353
14106.0,14106.0,0.7361398
14107.0,14107.0,8.8248006E-4
14108.0,14108.0,0.007506287
14109.0,14109.0,0.55449337
14110.0,14110.0,0.17810751
14111.0,14111.0,0.7913086
14112.0,14112.0,0.0022728802
14113.0,14113.0,0.013796447
14114.0,14114.0,0.0013210188
14115.0,14115.0,0.78941816
14116.0,14116.0,0.0037964985
14117.0,14117.0,6.418573E-4
14118.0,14118.0,0.410357
14119.0,14119.0,0.11448067
14120.0,14120.0,0.0013999518
14121.0,14121.0,0.601739
14122.0,14122.0,0.5729038
14123.0,14123.0,0.0047701723
14124.0,14124.0,0.027460784
14125.0,14125.0,0.5926649
14126.0,14126.0,0.057831608
14127.0,14127.0,0.42017087
14128.0,14128.0,0.00842132
14129.0,14129.0,0.78130454
14130.0,14130.0,0.7311393
14131.0,14131.0,0.0047019776
14132.0,14132.0,0.8309955
14133.0,14133.0,0.021651056
14134.0,14134.0,0.7360896
14135.0,14135.0,0.007216212
14136.0,14136.0,0.48953864
14137.0,14137.0,0.11311507
14138.0,14138.0,0.57872695
14139.0,14139.0,0.15144782
14140.0,14140.0,0.3820758
14141.0,14141.0,0.013057445
14142.0,14142.0,0.1445001
14143.0,14143.0,0.2634261
14144.0,14144.0,0.60261583
14145.0,14145.0,0.13310996
14146.0,14146.0,0.14989904
14147.0,14147.0,0.110676
14148.0,14148.0,0.7688888
14149.0,14149.0,0.01593899
14150.0,14150.0,0.3034507
14151.0,14151.0,0.03770337
14152.0,14152.0,0.0077621667
14153.0,14153.0,0.07192963
14154.0,14154.0,0.02977832
14155.0,14155.0,0.07940444
14156.0,14156.0,0.0030832076
14157.0,14157.0,0.7738341
14158.0,14158.0,0.035507225
14159.0,14159.0,0.054890934
14160.0,14160.0,0.044288706
14161.0,14161.0,0.41072854
14162.0,14162.0,0.7771233
14163.0,14163.0,0.61440957
14164.0,14164.0,0.8384293
14165.0,14165.0,0.46516192
14166.0,14166.0,0.27849695
14167.0,14167.0,0.027135242
14168.0,14168.0,0.014890213
14169.0,14169.0,0.082985334
14170.0,14170.0,0.6359905
14171.0,14171.0,0.03421715
14172.0,14172.0,0.83680576
14173.0,14173.0,0.22613844
14174.0,14174.0,0.055728197
14175.0,14175.0,0.032125052
14176.0,14176.0,0.3140612
14177.0,14177.0,0.01656577
14178.0,14178.0,0.81279
14179.0,14179.0,0.0061979513
14180.0,14180.0,0.20730633
14181.0,14181.0,0.006350706
14182.0,14182.0,0.0029943641
14183.0,14183.0,0.17702432
14184.0,14184.0,0.46596324
14185.0,14185.0,0.6214645
14186.0,14186.0,0.004650656
14187.0,14187.0,0.5671137
14188.0,14188.0,0.8015887
14189.0,14189.0,0.7411608
14190.0,14190.0,0.26883057
14191.0,14191.0,0.13936855
14192.0,14192.0,0.0012873374
14193.0,14193.0,0.041255023
14194.0,14194.0,0.00769066
14195.0,14195.0,0.21527192
14196.0,14196.0,0.21883902
14197.0,14197.0,0.015770659
14198.0,14198.0,0.91765684
14199.0,14199.0,2.8523093E-4
14200.0,14200.0,0.056441806
14201.0,14201.0,0.056130793
14202.0,14202.0,0.8421575
14203.0,14203.0,0.7197898
14204.0,14204.0,0.7063824
14205.0,14205.0,0.0037034438
14206.0,14206.0,0.4056897
14207.0,14207.0,0.80435467
14208.0,14208.0,0.028683925
14209.0,14209.0,0.0024143117
14210.0,14210.0,0.62852085
14211.0,14211.0,0.06472981
14212.0,14212.0,0.16996035
14213.0,14213.0,0.44839013
14214.0,14214.0,0.25726327
14215.0,14215.0,0.8420514
14216.0,14216.0,0.46878716
14217.0,14217.0,0.82887983
14218.0,14218.0,0.22071794
14219.0,14219.0,0.4630523
14220.0,14220.0,0.8236317
14221.0,14221.0,0.1525437
14222.0,14222.0,0.51620746
14223.0,14223.0,0.021438938
14224.0,14224.0,0.8550935
14225.0,14225.0,0.033636056
14226.0,14226.0,0.16220616
14227.0,14227.0,0.87615806
14228.0,14228.0,0.0048980075
14229.0,14229.0,0.03642018
14230.0,14230.0,0.19776301
14231.0,14231.0,0.0059780916
14232.0,14232.0,0.60237914
14233.0,14233.0,0.39114523
14234.0,14234.0,0.13722712
14235.0,14235.0,0.7659546
14236.0,14236.0,0.5301704
14237.0,14237.0,0.0011028899
14238.0,14238.0,0.5146
14239.0,14239.0,0.82447165
14240.0,14240.0,0.2615403
14241.0,14241.0,0.30438083
14242.0,14242.0,0.03794919
14243.0,14243.0,0.109876394
14244.0,14244.0,0.7061862
14245.0,14245.0,0.84602535
14246.0,14246.0,0.15310994
14247.0,14247.0,0.7499661
14248.0,14248.0,0.6555085
14249.0,14249.0,0.6589114
14250.0,14250.0,0.42949277
14251.0,14251.0,0.5427556
14252.0,14252.0,0.7279129
14253.0,14253.0,0.2524807
14254.0,14254.0,0.30790317
14255.0,14255.0,0.012096168
14256.0,14256.0,0.81619215
14257.0,14257.0,0.0011667869
14258.0,14258.0,0.0031318492
14259.0,14259.0,0.0015288712
14260.0,14260.0,0.020861285
14261.0,14261.0,0.78636044
14262.0,14262.0,0.6348672
14263.0,14263.0,0.014897583
14264.0,14264.0,0.07900179
14265.0,14265.0,0.0013517152
14266.0,14266.0,0.2256253
14267.0,14267.0,0.22320569
14268.0,14268.0,0.11185711
14269.0,14269.0,0.15722458
14270.0,14270.0,0.5214367
14271.0,14271.0,0.013400755
14272.0,14272.0,0.105636634
14273.0,14273.0,0.0046996432
14274.0,14274.0,0.12828848
14275.0,14275.0,0.41490343
14276.0,14276.0,0.45728102
14277.0,14277.0,0.8804555
14278.0,14278.0,0.40458935
14279.0,14279.0,0.00392336
14280.0,14280.0,0.76981664
14281.0,14281.0,0.23029487
14282.0,14282.0,0.7959766
14283.0,14283.0,0.5439917
14284.0,14284.0,0.19930425
14285.0,14285.0,0.01493103
14286.0,14286.0,0.7447918
14287.0,14287.0,0.08619833
14288.0,14288.0,0.052620247
14289.0,14289.0,0.048004348
14290.0,14290.0,0.003331412
14291.0,14291.0,0.021687882
14292.0,14292.0,0.8415141
14293.0,14293.0,0.8924086
14294.0,14294.0,0.7445041
14295.0,14295.0,0.73076075
14296.0,14296.0,0.014702352
14297.0,14297.0,0.44377238
14298.0,14298.0,0.0017552563
14299.0,14299.0,0.5051344
14300.0,14300.0,0.11079387
14301.0,14301.0,0.4995592
14302.0,14302.0,0.14298002
14303.0,14303.0,0.016495511
14304.0,14304.0,5.617137E-4
14305.0,14305.0,0.5798518
14306.0,14306.0,0.23826791
14307.0,14307.0,0.11875211
14308.0,14308.0,0.39112258
14309.0,14309.0,0.8655319
14310.0,14310.0,0.79920053
14311.0,14311.0,0.0044266446
14312.0,14312.0,0.02273738
14313.0,14313.0,0.7166398
14314.0,14314.0,0.6869416
14315.0,14315.0,0.75720304
14316.0,14316.0,0.65473765
14317.0,14317.0,0.72767323
14318.0,14318.0,0.105582185
14319.0,14319.0,0.6936774
14320.0,14320.0,0.59096503
14321.0,14321.0,0.32700634
14322.0,14322.0,0.003072302
14323.0,14323.0,0.002127747
14324.0,14324.0,0.44491553
14325.0,14325.0,0.6107373
14326.0,14326.0,0.69406044
14327.0,14327.0,0.32440585
14328.0,14328.0,0.084592685
14329.0,14329.0,0.042151928
14330.0,14330.0,0.6814359
14331.0,14331.0,4.1197854E-4
14332.0,14332.0,0.67841643
14333.0,14333.0,0.0051991143
14334.0,14334.0,0.7982955
14335.0,14335.0,0.31007612
14336.0,14336.0,0.072095074
14337.0,14337.0,0.42779565
14338.0,14338.0,0.036447555
14339.0,14339.0,0.0344968
14340.0,14340.0,0.8764023
14341.0,14341.0,0.96028405
14342.0,14342.0,0.034591988
14343.0,14343.0,0.828574
14344.0,14344.0,0.82067305
14345.0,14345.0,0.0055565573
14346.0,14346.0,0.67951494
14347.0,14347.0,0.009183184
14348.0,14348.0,0.0014329382
14349.0,14349.0,0.008717835
14350.0,14350.0,0.43184084
14351.0,14351.0,0.09628323
14352.0,14352.0,0.024810959
14353.0,14353.0,0.24516404
14354.0,14354.0,0.031169714
14355.0,14355.0,0.85546666
14356.0,14356.0,0.058710862
14357.0,14357.0,0.28343093
14358.0,14358.0,0.13533099
14359.0,14359.0,0.15941621
14360.0,14360.0,0.2727592
14361.0,14361.0,0.50148755
14362.0,14362.0,0.50946707
14363.0,14363.0,0.13120992
14364.0,14364.0,0.22743776
14365.0,14365.0,0.111457594
14366.0,14366.0,0.009043571
14367.0,14367.0,0.37599596
14368.0,14368.0,0.0045765257
14369.0,14369.0,0.6397332
14370.0,14370.0,0.7518949
14371.0,14371.0,0.075778745
14372.0,14372.0,0.8731028
14373.0,14373.0,0.83099866
14374.0,14374.0,0.04495193
14375.0,14375.0,0.0029522676
14376.0,14376.0,0.5238991
14377.0,14377.0,0.3164324
14378.0,14378.0,0.01331648
14379.0,14379.0,0.5579635
14380.0,14380.0,0.20774204
14381.0,14381.0,0.17615162
14382.0,14382.0,0.10537451
14383.0,14383.0,0.005870105
14384.0,14384.0,0.0015098109
14385.0,14385.0,0.40030655
14386.0,14386.0,0.0024880106
14387.0,14387.0,0.0034143373
14388.0,14388.0,0.18379577
14389.0,14389.0,0.31861448
14390.0,14390.0,0.0060001905
14391.0,14391.0,0.53526014
14392.0,14392.0,0.02480951
14393.0,14393.0,0.14771637
14394.0,14394.0,0.5738184
14395.0,14395.0,0.8361485
14396.0,14396.0,0.5896316
14397.0,14397.0,0.2474248
14398.0,14398.0,0.559551
14399.0,14399.0,0.70764786
14400.0,14400.0,0.8566286
14401.0,14401.0,0.8752488
14402.0,14402.0,0.016653279
14403.0,14403.0,0.10550833
14404.0,14404.0,0.0012993744
14405.0,14405.0,0.0032942272
14406.0,14406.0,0.45265087
14407.0,14407.0,0.025623415
14408.0,14408.0,0.011291967
14409.0,14409.0,0.38639414
14410.0,14410.0,0.70339113
14411.0,14411.0,0.7245335
14412.0,14412.0,0.004216153
14413.0,14413.0,0.17409135
14414.0,14414.0,0.77510816
14415.0,14415.0,0.49798647
14416.0,14416.0,0.017361725
14417.0,14417.0,0.3281911
14418.0,14418.0,0.017629782
14419.0,14419.0,0.19409385
14420.0,14420.0,0.100488134
14421.0,14421.0,0.41767856
14422.0,14422.0,0.7934932
14423.0,14423.0,0.0030453359
14424.0,14424.0,0.058873896
14425.0,14425.0,0.028123703
14426.0,14426.0,0.2394544
14427.0,14427.0,0.0020484154
14428.0,14428.0,8.562218E-4
14429.0,14429.0,0.0022314794
14430.0,14430.0,0.02789115
14431.0,14431.0,0.40480727
14432.0,14432.0,0.01854928
14433.0,14433.0,0.048713483
14434.0,14434.0,0.38973683
14435.0,14435.0,0.43628445
14436.0,14436.0,0.30560866
14437.0,14437.0,0.027421666
14438.0,14438.0,0.007878556
14439.0,14439.0,0.006049543
14440.0,14440.0,0.46154055
14441.0,14441.0,0.36125144
14442.0,14442.0,0.17335857
14443.0,14443.0,0.27191493
14444.0,14444.0,0.03823544
14445.0,14445.0,0.25980273
14446.0,14446.0,0.014887776
14447.0,14447.0,0.014639304
14448.0,14448.0,0.027307643
14449.0,14449.0,0.34540343
14450.0,14450.0,0.6033244
14451.0,14451.0,0.62367797
14452.0,14452.0,0.005238611
14453.0,14453.0,0.004366146
14454.0,14454.0,0.016461328
14455.0,14455.0,0.70267177
14456.0,14456.0,0.5811073
14457.0,14457.0,0.46711332
14458.0,14458.0,0.5558886
14459.0,14459.0,0.06800021
14460.0,14460.0,0.4187061
14461.0,14461.0,0.45917422
14462.0,14462.0,0.83722436
14463.0,14463.0,0.52381384
14464.0,14464.0,0.08362053
14465.0,14465.0,0.6258931
14466.0,14466.0,0.036202423
14467.0,14467.0,0.66526043
14468.0,14468.0,0.0038336962
14469.0,14469.0,0.68465227
14470.0,14470.0,0.0035262182
14471.0,14471.0,0.8048088
14472.0,14472.0,0.81428564
14473.0,14473.0,0.34422868
14474.0,14474.0,0.4642154
14475.0,14475.0,0.0057743597
14476.0,14476.0,0.7341799
14477.0,14477.0,0.25956342
14478.0,14478.0,0.6416289
14479.0,14479.0,0.8790835
14480.0,14480.0,0.5494365
14481.0,14481.0,0.77294016
14482.0,14482.0,0.43329537
14483.0,14483.0,0.8414477
14484.0,14484.0,0.8138857
14485.0,14485.0,0.009653643
14486.0,14486.0,0.14354661
14487.0,14487.0,0.5322428
14488.0,14488.0,0.038735725
14489.0,14489.0,0.14615849
14490.0,14490.0,0.84630746
14491.0,14491.0,0.21482685
14492.0,14492.0,0.15786284
14493.0,14493.0,0.850684
14494.0,14494.0,0.817923
14495.0,14495.0,0.65453434
14496.0,14496.0,0.4199599
14497.0,14497.0,0.24496554
14498.0,14498.0,0.46073082
14499.0,14499.0,0.14778866
14500.0,14500.0,0.86597836
14501.0,14501.0,0.48238498
14502.0,14502.0,0.56933546
14503.0,14503.0,0.0024453478
14504.0,14504.0,0.028318685
14505.0,14505.0,6.0601224E-4
14506.0,14506.0,0.014771374
14507.0,14507.0,0.4466688
14508.0,14508.0,0.32288262
14509.0,14509.0,0.21845122
14510.0,14510.0,0.8621976
14511.0,14511.0,0.33399656
14512.0,14512.0,0.3811515
14513.0,14513.0,0.0038876075
14514.0,14514.0,0.052813023
14515.0,14515.0,0.022529192
14516.0,14516.0,0.2276253
14517.0,14517.0,0.8195738
14518.0,14518.0,0.006176147
14519.0,14519.0,0.4545498
14520.0,14520.0,0.07030163
14521.0,14521.0,0.014338781
14522.0,14522.0,0.76281285
14523.0,14523.0,0.012164116
14524.0,14524.0,0.0035489304
14525.0,14525.0,0.013226046
14526.0,14526.0,0.24040772
14527.0,14527.0,0.15493481
14528.0,14528.0,0.55010873
14529.0,14529.0,0.8099724
14530.0,14530.0,0.0071909074
14531.0,14531.0,0.40638798
14532.0,14532.0,0.014932466
14533.0,14533.0,0.7509912
14534.0,14534.0,0.11207481
14535.0,14535.0,0.8213031
14536.0,14536.0,0.5749156
14537.0,14537.0,0.001933455
14538.0,14538.0,0.0051603885
14539.0,14539.0,0.69413704
14540.0,14540.0,0.79526395
14541.0,14541.0,0.6657812
14542.0,14542.0,0.5486771
14543.0,14543.0,0.50455713
14544.0,14544.0,0.7965199
14545.0,14545.0,0.48863795
14546.0,14546.0,0.787859
14547.0,14547.0,0.40880877
14548.0,14548.0,0.18232475
14549.0,14549.0,0.05160352
14550.0,14550.0,0.3280656
14551.0,14551.0,0.3834168
14552.0,14552.0,0.21211386
14553.0,14553.0,0.21868311
14554.0,14554.0,0.006207152
14555.0,14555.0,0.10791848
14556.0,14556.0,0.022108039
14557.0,14557.0,0.04804233
14558.0,14558.0,0.05235522
14559.0,14559.0,0.86017257
14560.0,14560.0,0.06759059
14561.0,14561.0,0.30703995
14562.0,14562.0,0.01848732
14563.0,14563.0,0.6969283
14564.0,14564.0,0.7971634
14565.0,14565.0,0.018158082
14566.0,14566.0,0.052270543
14567.0,14567.0,0.6418806
14568.0,14568.0,0.009778406
14569.0,14569.0,0.359035
14570.0,14570.0,0.5244847
14571.0,14571.0,0.053412654
14572.0,14572.0,0.7472309
14573.0,14573.0,0.820732
14574.0,14574.0,0.3045076
14575.0,14575.0,0.0049508163
14576.0,14576.0,0.77814966
14577.0,14577.0,0.8231134
14578.0,14578.0,0.4686818
14579.0,14579.0,0.056987327
14580.0,14580.0,0.00519768
14581.0,14581.0,0.11620511
14582.0,14582.0,0.798542
14583.0,14583.0,0.23998839
14584.0,14584.0,0.83239406
14585.0,14585.0,0.84736145
14586.0,14586.0,0.22470355
14587.0,14587.0,0.041890025
14588.0,14588.0,0.66506016
14589.0,14589.0,0.57440555
14590.0,14590.0,0.6655944
14591.0,14591.0,7.9895346E-4
14592.0,14592.0,0.030666325
14593.0,14593.0,0.2284129
14594.0,14594.0,0.16127418
14595.0,14595.0,0.007834255
14596.0,14596.0,0.49672294
14597.0,14597.0,0.07348509
14598.0,14598.0,0.15843447
14599.0,14599.0,0.099175446
14600.0,14600.0,0.054168466
14601.0,14601.0,0.5850628
14602.0,14602.0,0.18282868
14603.0,14603.0,0.0016655558
14604.0,14604.0,7.748154E-4
14605.0,14605.0,0.048458345
14606.0,14606.0,0.83656746
14607.0,14607.0,0.7895408
14608.0,14608.0,0.010191035
14609.0,14609.0,0.29715633
14610.0,14610.0,0.28676996
14611.0,14611.0,0.0774192
14612.0,14612.0,0.011970197
14613.0,14613.0,0.27121153
14614.0,14614.0,0.0027265472
14615.0,14615.0,0.35900262
14616.0,14616.0,0.08024603
14617.0,14617.0,0.013320758
14618.0,14618.0,0.49973524
14619.0,14619.0,0.048529755
14620.0,14620.0,0.034385905
14621.0,14621.0,0.42138883
14622.0,14622.0,0.6066435
14623.0,14623.0,0.03709644
14624.0,14624.0,0.07557692
14625.0,14625.0,0.18280627
14626.0,14626.0,0.7763877
14627.0,14627.0,0.001286575
14628.0,14628.0,0.9264031
14629.0,14629.0,0.71892655
14630.0,14630.0,0.22171797
14631.0,14631.0,0.051727824
14632.0,14632.0,0.10665407
14633.0,14633.0,0.5130445
14634.0,14634.0,0.39495224
14635.0,14635.0,0.38727278
14636.0,14636.0,0.014618433
14637.0,14637.0,0.027070355
14638.0,14638.0,0.6641821
14639.0,14639.0,0.3864951
14640.0,14640.0,0.48073357
14641.0,14641.0,0.035303246
14642.0,14642.0,0.48564965
14643.0,14643.0,0.026887372
14644.0,14644.0,0.032128662
14645.0,14645.0,0.0019851432
14646.0,14646.0,0.0074029397
14647.0,14647.0,0.29455158
14648.0,14648.0,0.43694717
14649.0,14649.0,0.113980755
14650.0,14650.0,0.2388126
14651.0,14651.0,0.06353492
14652.0,14652.0,0.39466506
14653.0,14653.0,0.028593509
14654.0,14654.0,0.67187124
14655.0,14655.0,0.011719283
14656.0,14656.0,0.07774432
14657.0,14657.0,0.3232413
14658.0,14658.0,0.036976084
14659.0,14659.0,0.81135845
14660.0,14660.0,0.276977
14661.0,14661.0,0.024556713
14662.0,14662.0,0.6675505
14663.0,14663.0,0.7483204
14664.0,14664.0,0.23441133
14665.0,14665.0,0.021783764
14666.0,14666.0,0.6063745
14667.0,14667.0,0.40841663
14668.0,14668.0,0.0037008626
14669.0,14669.0,0.017640637
14670.0,14670.0,0.45922643
14671.0,14671.0,0.3696639
14672.0,14672.0,0.009326282
14673.0,14673.0,0.1976
14674.0,14674.0,0.2118235
14675.0,14675.0,0.038241997
14676.0,14676.0,0.7831928
14677.0,14677.0,0.20762542
14678.0,14678.0,0.04118707
14679.0,14679.0,0.030365907
14680.0,14680.0,0.20769727
14681.0,14681.0,0.103143364
14682.0,14682.0,0.013555292
14683.0,14683.0,0.5635966
14684.0,14684.0,0.8804447
14685.0,14685.0,0.11571326
14686.0,14686.0,0.42346027
14687.0,14687.0,0.0068149264
14688.0,14688.0,0.049381066
14689.0,14689.0,0.64251435
14690.0,14690.0,0.51728606
14691.0,14691.0,4.99716E-4
14692.0,14692.0,0.10620322
14693.0,14693.0,0.03699006
14694.0,14694.0,0.002939603
14695.0,14695.0,0.0033825685
14696.0,14696.0,0.3631648
14697.0,14697.0,0.13309294
14698.0,14698.0,0.005934615
14699.0,14699.0,0.03415775
14700.0,14700.0,0.008641117
14701.0,14701.0,0.034209102
14702.0,14702.0,0.039230518
14703.0,14703.0,0.62353766
14704.0,14704.0,0.30557066
14705.0,14705.0,0.11073387
14706.0,14706.0,0.01746146
14707.0,14707.0,0.005987705
14708.0,14708.0,0.07627917
14709.0,14709.0,0.047345795
14710.0,14710.0,0.16008958
14711.0,14711.0,0.46166098
14712.0,14712.0,9.5912855E-4
14713.0,14713.0,0.2280513
14714.0,14714.0,0.48291937
14715.0,14715.0,0.7821503
14716.0,14716.0,0.0010615209
14717.0,14717.0,0.036405735
14718.0,14718.0,0.49474445
14719.0,14719.0,0.61266816
14720.0,14720.0,0.007579574
14721.0,14721.0,0.062081616
14722.0,14722.0,0.005817035
14723.0,14723.0,0.21489719
14724.0,14724.0,0.29332942
14725.0,14725.0,0.78804487
14726.0,14726.0,0.02936727
14727.0,14727.0,0.009562656
14728.0,14728.0,0.015985059
14729.0,14729.0,0.020784112
14730.0,14730.0,0.14127634
14731.0,14731.0,0.8101809
14732.0,14732.0,0.78859276
14733.0,14733.0,0.8161299
14734.0,14734.0,0.3944154
14735.0,14735.0,4.7667124E-4
14736.0,14736.0,0.665173
14737.0,14737.0,0.016798481
14738.0,14738.0,0.7233053
14739.0,14739.0,0.016987566
14740.0,14740.0,0.7430086
14741.0,14741.0,0.02703237
14742.0,14742.0,0.075253904
14743.0,14743.0,0.8442481
14744.0,14744.0,3.5281305E-4
14745.0,14745.0,0.020907369
14746.0,14746.0,0.007639676
14747.0,14747.0,0.4220302
14748.0,14748.0,0.005901296
14749.0,14749.0,0.10152174
14750.0,14750.0,0.5288734
14751.0,14751.0,0.011229471
14752.0,14752.0,0.62425166
14753.0,14753.0,0.83759665
14754.0,14754.0,0.6539836
14755.0,14755.0,0.48971626
14756.0,14756.0,0.7540087
14757.0,14757.0,0.005069654
14758.0,14758.0,0.024405422
14759.0,14759.0,0.0024392675
14760.0,14760.0,0.008174634
14761.0,14761.0,0.11921506
14762.0,14762.0,0.41952792
14763.0,14763.0,0.36511502
14764.0,14764.0,0.04418082
14765.0,14765.0,0.49225116
14766.0,14766.0,0.64857346
14767.0,14767.0,0.67915
14768.0,14768.0,0.50306594
14769.0,14769.0,0.10088906
14770.0,14770.0,0.002201354
14771.0,14771.0,0.5626337
14772.0,14772.0,0.011977438
14773.0,14773.0,0.019490734
14774.0,14774.0,0.004774272
14775.0,14775.0,0.36416173
14776.0,14776.0,0.02429878
14777.0,14777.0,0.43877223
14778.0,14778.0,0.65307826
14779.0,14779.0,0.011531263
14780.0,14780.0,0.04351434
14781.0,14781.0,0.01440102
14782.0,14782.0,0.043613322
14783.0,14783.0,0.44010597
14784.0,14784.0,0.6516603
14785.0,14785.0,0.53753954
14786.0,14786.0,0.8567734
14787.0,14787.0,0.6112293
14788.0,14788.0,0.018129246
14789.0,14789.0,0.23909943
14790.0,14790.0,0.0018214919
14791.0,14791.0,0.5478447
14792.0,14792.0,0.3477341
14793.0,14793.0,0.0031666423
14794.0,14794.0,0.8062592
14795.0,14795.0,0.010847484
14796.0,14796.0,0.6981838
14797.0,14797.0,0.02040885
14798.0,14798.0,0.24516045
14799.0,14799.0,0.3722746
14800.0,14800.0,0.2936675
14801.0,14801.0,0.808395
14802.0,14802.0,0.11810093
14803.0,14803.0,0.25041875
14804.0,14804.0,0.008115912
14805.0,14805.0,0.061111454
14806.0,14806.0,0.82808775
14807.0,14807.0,0.0701379
14808.0,14808.0,0.0013921185
14809.0,14809.0,0.37005252
14810.0,14810.0,0.37956062
14811.0,14811.0,0.0015101272
14812.0,14812.0,0.8473988
14813.0,14813.0,0.72839403
14814.0,14814.0,0.7696809
14815.0,14815.0,0.37175894
14816.0,14816.0,0.19427504
14817.0,14817.0,0.2852155
14818.0,14818.0,0.59959555
14819.0,14819.0,0.7694966
14820.0,14820.0,0.7415419
14821.0,14821.0,0.0019200417
14822.0,14822.0,0.007799855
14823.0,14823.0,0.015171751
14824.0,14824.0,0.013719265
14825.0,14825.0,0.42384943
14826.0,14826.0,0.8541733
14827.0,14827.0,6.4576545E-4
14828.0,14828.0,0.0011674135
14829.0,14829.0,0.1944089
14830.0,14830.0,0.14166869
14831.0,14831.0,0.85938436
14832.0,14832.0,0.4484568
14833.0,14833.0,0.5215856
14834.0,14834.0,0.3966751
14835.0,14835.0,0.07909669
14836.0,14836.0,0.049745224
14837.0,14837.0,0.45950872
14838.0,14838.0,0.16843471
14839.0,14839.0,0.57672143
14840.0,14840.0,0.007159304
14841.0,14841.0,0.41306493
14842.0,14842.0,0.12657028
14843.0,14843.0,0.41243154
14844.0,14844.0,0.65524
14845.0,14845.0,0.7081254
14846.0,14846.0,0.0144147575
14847.0,14847.0,0.12159804
14848.0,14848.0,0.002398838
14849.0,14849.0,5.338852E-4
14850.0,14850.0,0.091131
14851.0,14851.0,0.79920363
14852.0,14852.0,0.70258063
14853.0,14853.0,0.4189464
14854.0,14854.0,0.4010633
14855.0,14855.0,0.86112523
14856.0,14856.0,0.17200072
14857.0,14857.0,0.48992032
14858.0,14858.0,0.18186301
14859.0,14859.0,0.5083874
14860.0,14860.0,0.06815517
14861.0,14861.0,0.0032240406
14862.0,14862.0,0.043082073
14863.0,14863.0,0.82995486
14864.0,14864.0,0.025965642
14865.0,14865.0,0.07056719
14866.0,14866.0,0.4989088
14867.0,14867.0,0.4600621
14868.0,14868.0,0.23284708
