# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-06-23

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	CastaneaSpecies_08_2021.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/5500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	1342	65.62	13.21	147.637	0.261	0.301	0.097	1.252	0.083	0.083	0.421	0.394	0.579	0.606	30
2	1343	65.62	13.46	144.403	0.238	0.303	0.097	1.231	0.078	0.079	0.423	0.393	0.577	0.606	30
3	1344	65.62	13.71	132.767	0.246	0.304	0.099	1.218	0.079	0.079	0.429	0.402	0.571	0.598	30
4	1345	65.62	13.96	143.893	0.23	0.302	0.099	1.255	0.08	0.08	0.442	0.412	0.558	0.588	30
5	1346	65.62	14.21	128.687	0.235	0.299	0.094	1.23	0.071	0.068	0.437	0.403	0.563	0.597	30
6	1347	65.62	14.46	116.071	0.251	0.299	0.094	1.198	0.066	0.062	0.43	0.403	0.57	0.597	30
7	1348	65.62	14.71	128.981	0.24	0.3	0.095	1.187	0.066	0.062	0.439	0.412	0.561	0.587	30
8	1349	65.62	14.96	152.8	0.225	0.3	0.096	1.196	0.068	0.064	0.456	0.424	0.544	0.576	30
9	1350	65.62	15.21	165.217	0.227	0.3	0.096	1.234	0.066	0.062	0.463	0.425	0.538	0.574	30
10	1351	65.62	15.46	170.689	0.231	0.301	0.097	1.249	0.063	0.059	0.461	0.419	0.539	0.581	30
11	1352	65.62	15.71	170.175	0.23	0.3	0.097	1.248	0.066	0.063	0.453	0.414	0.547	0.586	30
12	1353	65.62	15.96	179.409	0.214	0.3	0.097	1.266	0.065	0.062	0.461	0.422	0.54	0.578	30
13	1354	65.62	16.21	182.48	0.204	0.3	0.095	1.272	0.063	0.062	0.461	0.426	0.539	0.574	30
14	1355	65.62	16.46	187.873	0.198	0.299	0.094	1.303	0.065	0.065	0.463	0.432	0.537	0.569	30
15	1356	65.62	16.71	193.231	0.188	0.299	0.092	1.322	0.068	0.068	0.468	0.438	0.532	0.563	30
16	1357	65.62	16.96	196.955	0.178	0.298	0.091	1.322	0.068	0.069	0.461	0.433	0.539	0.567	30
17	1358	65.62	17.21	197.744	0.179	0.295	0.091	1.321	0.058	0.06	0.443	0.417	0.557	0.583	30
18	1359	65.62	17.46	196.669	0.184	0.296	0.092	1.318	0.062	0.063	0.449	0.421	0.552	0.579	30
19	1360	65.62	17.71	197.65	0.17	0.3	0.092	1.298	0.066	0.066	0.46	0.43	0.54	0.57	30
20	1361	65.62	17.96	197.614	0.161	0.305	0.093	1.264	0.068	0.069	0.465	0.435	0.535	0.565	30
21	1362	65.62	18.21	195	0.166	0.305	0.095	1.272	0.063	0.064	0.462	0.432	0.538	0.568	30
22	1363	65.62	18.46	193.891	0.174	0.299	0.092	1.306	0.055	0.057	0.445	0.416	0.555	0.584	30
23	1364	65.62	18.71	196.22	0.173	0.297	0.09	1.311	0.051	0.055	0.43	0.404	0.57	0.596	30
24	1365	65.62	18.96	196.239	0.167	0.298	0.09	1.314	0.052	0.058	0.43	0.405	0.57	0.595	30
25	1366	65.62	19.21	197.353	0.162	0.297	0.089	1.318	0.05	0.057	0.423	0.4	0.577	0.6	30
26	1367	65.62	19.46	199.355	0.158	0.299	0.089	1.309	0.05	0.056	0.416	0.393	0.584	0.606	30
27	1368	65.62	19.71	199.058	0.164	0.301	0.09	1.32	0.05	0.056	0.419	0.397	0.58	0.603	30
28	1369	65.62	19.96	198.395	0.171	0.299	0.09	1.334	0.049	0.055	0.422	0.401	0.578	0.599	30
29	1370	65.62	20.21	198.668	0.179	0.299	0.089	1.339	0.05	0.057	0.418	0.399	0.581	0.601	30
30	1371	65.62	20.46	199.248	0.174	0.3	0.09	1.335	0.057	0.064	0.418	0.398	0.582	0.601	30
31	1372	65.62	20.71	199.363	0.171	0.301	0.091	1.336	0.063	0.071	0.423	0.403	0.577	0.597	30
32	1373	65.62	20.96	199.554	0.169	0.299	0.092	1.33	0.067	0.075	0.42	0.398	0.58	0.602	30
33	1374	65.62	25.96	199.667	0.132	0.299	0.099	1.325	0.061	0.074	0.38	0.357	0.62	0.643	30
34	1375	65.62	26.21	199.62	0.12	0.302	0.098	1.308	0.068	0.079	0.408	0.389	0.592	0.611	30
