# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-06-23

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	CastaneaSpecies_08_2021.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/5500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	10055	45.62	34.71	199.968	0.025	0.335	0.211	1.463	0.306	0.313	0.736	0.724	0.264	0.276	30
2	10056	45.37	-1.04	199.904	0.074	0.3	0.148	1.495	0.197	0.208	0.486	0.472	0.514	0.528	30
3	10057	45.37	-0.539999999999999	199.983	0.109	0.311	0.178	1.506	0.252	0.288	0.624	0.619	0.376	0.381	30
4	10058	45.37	-0.289999999999999	199.963	0.126	0.317	0.189	1.506	0.263	0.308	0.662	0.664	0.338	0.336	30
5	10059	45.37	-0.0399999999999991	199.999	0.137	0.321	0.193	1.503	0.261	0.307	0.684	0.686	0.316	0.314	30
6	10060	45.37	0.210000000000001	199.996	0.136	0.321	0.195	1.505	0.265	0.318	0.697	0.702	0.302	0.298	30
7	10061	45.37	0.460000000000001	199.997	0.137	0.322	0.195	1.506	0.256	0.318	0.669	0.679	0.331	0.321	30
8	10062	45.37	0.710000000000001	199.996	0.139	0.321	0.19	1.5	0.24	0.303	0.624	0.638	0.376	0.363	30
9	10063	45.37	0.960000000000001	199.999	0.141	0.318	0.184	1.5	0.227	0.285	0.609	0.618	0.391	0.382	30
10	10064	45.37	1.21	200	0.137	0.314	0.174	1.5	0.216	0.265	0.602	0.605	0.398	0.395	30
11	10065	45.37	1.46	199.999	0.13	0.312	0.167	1.496	0.208	0.251	0.586	0.585	0.414	0.415	30
12	10066	45.37	1.71	199.995	0.135	0.308	0.156	1.48	0.188	0.227	0.552	0.545	0.448	0.455	30
13	10067	45.37	1.96	199.921	0.154	0.299	0.138	1.462	0.162	0.19	0.503	0.488	0.497	0.512	30
14	10068	45.37	2.21	199.787	0.159	0.306	0.14	1.456	0.173	0.195	0.522	0.504	0.478	0.497	30
15	10069	45.37	2.46	199.808	0.161	0.316	0.15	1.449	0.192	0.219	0.558	0.542	0.442	0.458	30
16	10070	45.37	2.71	199.357	0.181	0.321	0.151	1.42	0.2	0.221	0.576	0.555	0.424	0.445	30
17	10071	45.37	2.96	199.071	0.193	0.322	0.154	1.425	0.211	0.231	0.585	0.571	0.414	0.429	30
18	10072	45.37	3.21	199.589	0.163	0.313	0.163	1.49	0.228	0.257	0.571	0.569	0.429	0.431	30
19	10073	45.37	3.46	198.305	0.171	0.301	0.148	1.463	0.195	0.222	0.533	0.521	0.467	0.479	30
20	10074	45.37	3.71	196.896	0.189	0.298	0.134	1.437	0.17	0.189	0.502	0.483	0.498	0.517	30
21	10075	45.37	3.96	199.032	0.183	0.297	0.138	1.467	0.18	0.205	0.501	0.493	0.499	0.507	30
22	10076	45.37	4.21	199.643	0.162	0.301	0.15	1.49	0.199	0.232	0.528	0.527	0.472	0.473	30
23	10077	45.37	4.46	198.657	0.184	0.308	0.152	1.454	0.203	0.231	0.55	0.538	0.45	0.462	30
24	10078	45.37	4.71	199.59	0.146	0.309	0.167	1.495	0.223	0.26	0.594	0.592	0.405	0.408	30
25	10079	45.37	4.96	199.999	0.101	0.308	0.176	1.516	0.228	0.273	0.652	0.65	0.347	0.35	30
26	10080	45.37	5.21	199.945	0.107	0.309	0.169	1.508	0.225	0.269	0.652	0.646	0.348	0.354	30
27	10081	45.37	5.46	198.195	0.13	0.313	0.164	1.483	0.227	0.263	0.637	0.629	0.363	0.371	30
28	10082	45.37	5.71	190.357	0.17	0.32	0.159	1.432	0.222	0.247	0.617	0.599	0.383	0.401	30
29	10083	45.37	5.96	175.014	0.201	0.317	0.148	1.388	0.202	0.218	0.585	0.562	0.415	0.438	30
30	10084	45.37	6.21	152.787	0.234	0.314	0.133	1.328	0.166	0.175	0.533	0.509	0.467	0.491	30
31	10085	45.37	6.46	142.272	0.245	0.315	0.127	1.314	0.151	0.155	0.517	0.493	0.483	0.507	30
32	10086	45.37	6.71	113.898	0.272	0.312	0.119	1.272	0.131	0.132	0.494	0.468	0.506	0.532	30
33	10087	45.37	6.96	103.872	0.293	0.311	0.115	1.273	0.121	0.121	0.482	0.455	0.518	0.545	30
34	10088	45.37	7.21	118.025	0.299	0.309	0.115	1.288	0.124	0.125	0.475	0.448	0.525	0.552	30
35	10089	45.37	7.46	156.143	0.263	0.313	0.13	1.363	0.15	0.159	0.511	0.488	0.489	0.512	30
36	10090	45.37	7.71	186.62	0.195	0.31	0.147	1.448	0.174	0.198	0.564	0.555	0.436	0.445	30
37	10091	45.37	7.96	197.19	0.152	0.307	0.16	1.489	0.194	0.225	0.613	0.608	0.387	0.392	30
38	10092	45.37	8.21	199.732	0.127	0.309	0.162	1.492	0.206	0.233	0.653	0.647	0.347	0.353	30
39	10093	45.37	8.46	199.978	0.107	0.305	0.161	1.489	0.204	0.226	0.652	0.642	0.349	0.358	30
40	10094	45.37	8.71	199.993	0.109	0.301	0.162	1.493	0.204	0.224	0.631	0.621	0.369	0.38	30
41	10095	45.37	8.96	200	0.106	0.297	0.161	1.499	0.205	0.224	0.625	0.612	0.375	0.388	30
