# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-06-23

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	CastaneaSpecies_08_2021.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/5500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	4023	57.12	28.21	200	0.066	0.315	0.123	1.412	0.137	0.149	0.463	0.454	0.537	0.546	30
2	4024	57.12	28.46	200	0.06	0.315	0.123	1.399	0.137	0.15	0.47	0.461	0.53	0.538	30
3	4025	57.12	28.71	199.998	0.063	0.314	0.122	1.409	0.134	0.147	0.462	0.453	0.538	0.547	30
4	4026	57.12	28.96	199.993	0.068	0.311	0.12	1.432	0.121	0.134	0.444	0.434	0.556	0.566	30
5	4027	57.12	29.21	199.974	0.076	0.311	0.12	1.432	0.119	0.131	0.451	0.439	0.549	0.561	30
6	4028	57.12	29.46	199.919	0.073	0.315	0.122	1.426	0.124	0.136	0.463	0.449	0.537	0.551	30
7	4029	57.12	29.71	199.915	0.057	0.318	0.126	1.418	0.141	0.152	0.481	0.47	0.519	0.53	30
8	4030	57.12	29.96	199.998	0.05	0.321	0.127	1.419	0.14	0.152	0.466	0.456	0.534	0.544	30
9	4031	57.12	30.21	199.975	0.054	0.327	0.13	1.347	0.142	0.153	0.453	0.443	0.547	0.557	30
10	4032	57.12	30.46	199.986	0.061	0.332	0.134	1.287	0.156	0.169	0.47	0.46	0.53	0.54	30
11	4033	57.12	30.71	199.996	0.065	0.332	0.134	1.294	0.159	0.172	0.468	0.458	0.531	0.542	30
12	4034	57.12	30.96	199.998	0.067	0.321	0.126	1.371	0.133	0.145	0.438	0.425	0.562	0.575	30
13	4035	57.12	31.21	199.996	0.065	0.318	0.124	1.39	0.127	0.138	0.444	0.426	0.556	0.574	30
14	4036	57.12	31.46	199.987	0.062	0.317	0.128	1.396	0.13	0.142	0.476	0.455	0.524	0.545	30
15	4037	57.12	31.71	199.976	0.068	0.314	0.126	1.399	0.126	0.138	0.494	0.472	0.506	0.528	30
16	4038	57.12	31.96	199.954	0.082	0.306	0.123	1.395	0.123	0.136	0.505	0.483	0.495	0.517	30
17	4039	57.12	32.21	199.942	0.083	0.304	0.122	1.367	0.122	0.134	0.498	0.477	0.502	0.523	30
18	4040	57.12	32.46	199.983	0.076	0.302	0.123	1.376	0.122	0.134	0.49	0.469	0.51	0.531	30
19	4041	57.12	32.71	199.951	0.077	0.307	0.126	1.384	0.124	0.135	0.491	0.473	0.509	0.527	30
20	4042	57.12	32.96	199.851	0.073	0.311	0.127	1.379	0.127	0.138	0.49	0.472	0.51	0.528	30
21	4043	57.12	33.21	199.886	0.065	0.313	0.128	1.362	0.138	0.149	0.504	0.488	0.496	0.512	30
22	4044	57.12	33.46	199.973	0.056	0.313	0.13	1.355	0.148	0.159	0.511	0.493	0.489	0.507	30
23	4045	57.12	33.71	199.554	0.059	0.315	0.134	1.379	0.145	0.158	0.523	0.502	0.476	0.498	30
24	4046	57.12	33.96	199.407	0.065	0.313	0.132	1.379	0.143	0.158	0.528	0.506	0.471	0.494	30
25	4047	57.12	34.21	199.799	0.068	0.312	0.132	1.378	0.143	0.158	0.535	0.517	0.465	0.484	30
26	4048	57.12	34.46	199.967	0.063	0.315	0.135	1.372	0.149	0.164	0.559	0.544	0.441	0.457	30
27	4049	57.12	34.71	199.986	0.045	0.322	0.141	1.358	0.155	0.17	0.56	0.545	0.44	0.455	30
28	4050	56.87	-5.54	188.875	0.281	0.317	0.113	1.121	0.117	0.115	0.407	0.374	0.592	0.626	30
29	4051	56.87	-5.29	189.796	0.282	0.316	0.112	1.145	0.111	0.11	0.402	0.373	0.598	0.627	30
30	4052	56.87	-5.04	187.77	0.289	0.314	0.112	1.166	0.105	0.105	0.411	0.386	0.589	0.614	30
31	4053	56.87	-4.79	186.492	0.287	0.313	0.111	1.175	0.099	0.1	0.394	0.379	0.606	0.621	30
32	4054	56.87	-4.54	182.771	0.284	0.311	0.11	1.187	0.092	0.093	0.363	0.354	0.637	0.646	30
33	4055	56.87	-4.29	179.797	0.281	0.309	0.11	1.195	0.097	0.098	0.363	0.357	0.638	0.642	30
34	4056	56.87	-4.04	178.019	0.284	0.306	0.109	1.199	0.097	0.099	0.357	0.353	0.643	0.647	30
35	4057	56.87	-3.79	171.619	0.292	0.306	0.11	1.195	0.099	0.101	0.362	0.36	0.638	0.64	30
36	4058	56.87	-3.54	174.643	0.295	0.309	0.113	1.2	0.106	0.109	0.383	0.381	0.617	0.619	30
