# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-06-23

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	CastaneaSpecies_08_2021.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/5500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	11396	42.37	2.96	195.449	0.162	0.321	0.184	1.503	0.237	0.288	0.605	0.623	0.395	0.377	30
2	11397	42.37	8.96	179.851	0.255	0.329	0.163	1.418	0.204	0.233	0.537	0.54	0.463	0.461	30
3	11398	42.37	9.21	187.471	0.218	0.33	0.179	1.449	0.229	0.272	0.567	0.577	0.434	0.423	30
4	11399	42.37	9.46	194.179	0.18	0.332	0.184	1.459	0.233	0.278	0.575	0.586	0.425	0.414	30
5	11400	42.37	11.21	199.725	0.127	0.33	0.204	1.503	0.301	0.348	0.667	0.681	0.334	0.319	30
6	11401	42.37	11.46	199.966	0.115	0.33	0.204	1.507	0.3	0.343	0.661	0.674	0.34	0.326	30
7	11402	42.37	11.71	199.987	0.115	0.331	0.209	1.513	0.311	0.357	0.691	0.705	0.309	0.295	30
8	11403	42.37	11.96	199.923	0.122	0.334	0.207	1.506	0.306	0.361	0.692	0.71	0.308	0.291	30
9	11404	42.37	12.21	199.848	0.122	0.336	0.204	1.491	0.296	0.351	0.677	0.694	0.323	0.306	30
10	11405	42.37	12.46	199.944	0.117	0.339	0.211	1.501	0.307	0.356	0.697	0.709	0.303	0.291	30
11	11406	42.37	12.71	199.729	0.146	0.339	0.207	1.483	0.3	0.349	0.682	0.692	0.318	0.308	30
12	11407	42.37	12.96	198.156	0.176	0.334	0.193	1.453	0.277	0.317	0.652	0.655	0.348	0.345	30
13	11408	42.37	13.21	197.096	0.19	0.331	0.186	1.434	0.272	0.304	0.646	0.645	0.354	0.355	30
14	11409	42.37	13.46	192.146	0.206	0.328	0.181	1.428	0.257	0.285	0.631	0.629	0.369	0.371	30
15	11410	42.37	13.71	194.665	0.202	0.334	0.192	1.448	0.278	0.311	0.656	0.658	0.344	0.342	30
16	11411	42.37	13.96	199.117	0.156	0.335	0.211	1.502	0.318	0.356	0.722	0.728	0.278	0.272	30
17	11412	42.37	14.21	199.423	0.134	0.329	0.208	1.509	0.311	0.348	0.712	0.715	0.288	0.285	30
18	11413	42.37	18.96	199.627	0.129	0.358	0.201	1.388	0.325	0.371	0.707	0.71	0.293	0.29	30
19	11414	42.37	19.21	199.641	0.105	0.352	0.197	1.446	0.319	0.361	0.692	0.7	0.308	0.3	30
20	11415	42.37	19.46	192.768	0.148	0.349	0.189	1.404	0.283	0.323	0.652	0.656	0.348	0.344	30
21	11416	42.37	19.71	169.659	0.229	0.342	0.167	1.311	0.225	0.251	0.6	0.591	0.4	0.409	30
22	11417	42.37	19.96	170.619	0.226	0.336	0.164	1.34	0.222	0.247	0.6	0.592	0.4	0.408	30
23	11418	42.37	20.21	189.633	0.167	0.328	0.175	1.436	0.259	0.293	0.638	0.639	0.362	0.361	30
24	11419	42.37	20.46	199.268	0.113	0.317	0.18	1.503	0.272	0.308	0.666	0.668	0.334	0.332	30
25	11420	42.37	20.71	199.1	0.117	0.312	0.18	1.514	0.264	0.3	0.663	0.668	0.337	0.333	30
26	11421	42.37	20.96	197.031	0.136	0.316	0.175	1.494	0.246	0.277	0.651	0.649	0.349	0.351	30
27	11422	42.37	21.21	198.719	0.108	0.316	0.183	1.51	0.258	0.29	0.661	0.661	0.339	0.339	30
28	11423	42.37	21.46	199.938	0.112	0.32	0.193	1.509	0.264	0.303	0.655	0.661	0.345	0.339	30
29	11424	42.37	21.71	199.99	0.103	0.314	0.193	1.516	0.259	0.297	0.632	0.64	0.368	0.36	30
30	11425	42.37	21.96	199.979	0.115	0.312	0.183	1.502	0.245	0.281	0.609	0.613	0.391	0.387	30
31	11426	42.37	22.21	199.862	0.156	0.312	0.164	1.469	0.22	0.244	0.589	0.576	0.411	0.424	30
32	11427	42.37	22.46	199.618	0.17	0.309	0.16	1.469	0.213	0.236	0.576	0.561	0.424	0.439	30
33	11428	42.37	22.71	199.676	0.138	0.307	0.173	1.494	0.233	0.264	0.605	0.603	0.395	0.397	30
34	11429	42.37	22.96	199.767	0.106	0.31	0.182	1.51	0.251	0.281	0.64	0.642	0.361	0.358	30
35	11430	42.37	23.21	194.738	0.135	0.306	0.164	1.477	0.218	0.241	0.598	0.588	0.402	0.412	30
36	11431	42.37	23.46	191.193	0.151	0.3	0.145	1.454	0.193	0.211	0.563	0.543	0.437	0.458	30
37	11432	42.37	23.71	193.462	0.135	0.299	0.153	1.476	0.205	0.23	0.57	0.556	0.43	0.444	30
38	11433	42.37	23.96	198.454	0.125	0.301	0.169	1.505	0.228	0.263	0.586	0.586	0.414	0.414	30
