# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-07-07

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	fagus_cmaes_output_subset1_rep2.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/1500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	2715	61.87	23.96	199.131	0.162	0.31	0.11	1.368	0.109	0.12	0.467	0.451	0.533	0.548	30
2	2716	61.87	24.21	199.58	0.157	0.31	0.109	1.372	0.106	0.118	0.469	0.455	0.531	0.545	30
3	2717	61.87	24.46	199.85	0.151	0.311	0.111	1.376	0.109	0.12	0.488	0.474	0.512	0.525	30
4	2718	61.87	24.71	199.904	0.152	0.308	0.109	1.376	0.101	0.111	0.469	0.455	0.531	0.545	30
5	2719	61.87	24.96	199.963	0.15	0.306	0.105	1.381	0.091	0.102	0.456	0.441	0.544	0.559	30
6	2720	61.87	25.21	199.864	0.148	0.308	0.108	1.388	0.105	0.114	0.488	0.469	0.512	0.531	30
7	2721	61.87	25.46	198.007	0.162	0.311	0.11	1.374	0.105	0.113	0.473	0.452	0.527	0.548	30
8	2722	61.87	25.71	198.443	0.159	0.31	0.11	1.371	0.105	0.113	0.465	0.446	0.535	0.553	30
9	2723	61.87	25.96	199.888	0.149	0.306	0.106	1.378	0.097	0.106	0.453	0.439	0.546	0.561	30
10	2724	61.87	26.21	199.81	0.15	0.308	0.109	1.379	0.097	0.108	0.446	0.432	0.554	0.568	30
11	2725	61.87	26.46	199.286	0.152	0.311	0.111	1.375	0.097	0.106	0.44	0.424	0.56	0.575	30
12	2726	61.87	26.71	198.276	0.152	0.315	0.116	1.367	0.104	0.112	0.445	0.429	0.555	0.571	30
13	2727	61.87	26.96	199.555	0.146	0.311	0.111	1.362	0.098	0.107	0.437	0.42	0.563	0.58	30
14	2728	61.87	27.21	199.826	0.141	0.309	0.11	1.357	0.095	0.107	0.43	0.416	0.57	0.583	30
15	2729	61.87	27.46	199.984	0.142	0.308	0.108	1.354	0.096	0.108	0.428	0.415	0.571	0.585	30
16	2730	61.87	27.71	199.944	0.139	0.308	0.109	1.354	0.095	0.107	0.437	0.423	0.563	0.577	30
17	2731	61.87	27.96	199.933	0.131	0.308	0.109	1.361	0.096	0.107	0.447	0.431	0.553	0.569	30
18	2732	61.87	28.21	199.916	0.12	0.308	0.108	1.371	0.101	0.111	0.463	0.446	0.537	0.554	30
19	2733	61.87	28.46	199.454	0.128	0.312	0.112	1.364	0.108	0.117	0.461	0.447	0.539	0.553	30
20	2734	61.87	28.71	198.047	0.146	0.314	0.114	1.352	0.106	0.115	0.448	0.435	0.552	0.565	30
21	2735	61.87	28.96	197.603	0.142	0.313	0.113	1.356	0.116	0.125	0.465	0.451	0.535	0.548	30
22	2736	61.87	29.21	198.749	0.14	0.312	0.113	1.361	0.112	0.123	0.458	0.446	0.541	0.554	30
23	2737	61.87	29.46	197.669	0.148	0.319	0.119	1.356	0.116	0.126	0.451	0.44	0.548	0.56	30
24	2738	61.87	29.71	199.085	0.142	0.312	0.113	1.37	0.119	0.129	0.458	0.444	0.542	0.555	30
25	2739	61.87	29.96	199.351	0.142	0.313	0.114	1.372	0.114	0.123	0.459	0.444	0.54	0.555	30
26	2740	61.87	30.21	199.738	0.149	0.306	0.106	1.369	0.098	0.108	0.444	0.426	0.556	0.574	30
27	2741	61.87	30.46	199.977	0.143	0.306	0.104	1.368	0.099	0.107	0.455	0.433	0.545	0.567	30
28	2742	61.87	30.71	199.487	0.15	0.307	0.106	1.364	0.099	0.105	0.462	0.44	0.537	0.56	30
29	2743	61.87	30.96	199.183	0.15	0.309	0.108	1.369	0.101	0.108	0.457	0.436	0.542	0.564	30
30	2744	61.87	31.21	199.768	0.143	0.301	0.1	1.381	0.093	0.102	0.451	0.43	0.549	0.57	30
31	2745	61.87	31.46	199.898	0.143	0.296	0.096	1.383	0.077	0.087	0.417	0.399	0.583	0.601	30
32	2746	61.87	31.71	199.548	0.139	0.298	0.097	1.385	0.071	0.083	0.402	0.386	0.598	0.614	30
33	2747	61.87	31.96	199.351	0.134	0.303	0.101	1.38	0.081	0.093	0.431	0.414	0.569	0.586	30
34	2748	61.87	32.21	199.266	0.125	0.307	0.104	1.374	0.091	0.103	0.458	0.441	0.542	0.559	30
35	2749	61.87	32.46	199.895	0.115	0.31	0.108	1.368	0.095	0.107	0.464	0.447	0.536	0.553	30
36	2750	61.87	32.71	199.72	0.119	0.308	0.107	1.38	0.094	0.106	0.469	0.45	0.531	0.55	30
37	2751	61.87	32.96	198.876	0.121	0.311	0.112	1.385	0.102	0.111	0.463	0.446	0.537	0.553	30
38	2752	61.87	33.21	195.585	0.121	0.316	0.117	1.364	0.107	0.116	0.458	0.445	0.542	0.555	30
39	2753	61.87	33.46	199.857	0.106	0.307	0.108	1.359	0.09	0.099	0.44	0.423	0.56	0.577	30
40	2754	61.87	33.71	199.996	0.101	0.303	0.105	1.375	0.082	0.093	0.441	0.423	0.558	0.577	30
41	2755	61.87	33.96	199.972	0.1	0.303	0.108	1.397	0.098	0.107	0.45	0.431	0.55	0.569	30
42	2756	61.87	34.21	199.896	0.099	0.311	0.116	1.391	0.113	0.12	0.461	0.445	0.539	0.555	30
43	2757	61.87	34.46	198.399	0.125	0.309	0.113	1.371	0.105	0.113	0.455	0.438	0.545	0.562	30
44	2758	61.87	34.71	184.981	0.173	0.325	0.126	1.322	0.131	0.136	0.481	0.467	0.519	0.532	30
45	2759	61.62	5.46	146.52	0.306	0.313	0.106	1.206	0.089	0.085	0.428	0.392	0.572	0.608	30
46	2760	61.62	5.71	139.193	0.294	0.311	0.103	1.207	0.088	0.085	0.426	0.392	0.574	0.608	30
47	2761	61.62	5.96	131.259	0.293	0.308	0.099	1.179	0.09	0.087	0.427	0.396	0.573	0.604	30
48	2762	61.62	6.21	121.776	0.307	0.305	0.096	1.153	0.092	0.088	0.42	0.394	0.579	0.605	30
49	2763	61.62	6.46	125.62	0.316	0.305	0.098	1.172	0.087	0.082	0.409	0.385	0.591	0.615	30
50	2764	61.62	6.71	122.12	0.34	0.307	0.101	1.172	0.082	0.076	0.386	0.367	0.614	0.633	30
51	2765	61.62	6.96	119.842	0.355	0.308	0.102	1.162	0.08	0.076	0.388	0.369	0.612	0.631	30
52	2766	61.62	7.21	122.454	0.332	0.307	0.102	1.185	0.081	0.077	0.403	0.384	0.597	0.616	30
53	2767	61.62	7.46	113.192	0.295	0.304	0.101	1.208	0.077	0.072	0.407	0.39	0.592	0.61	30
54	2768	61.62	7.71	102.956	0.264	0.304	0.101	1.216	0.073	0.068	0.405	0.389	0.595	0.611	30
55	2769	61.62	7.96	93.007	0.257	0.303	0.1	1.204	0.071	0.065	0.4	0.385	0.6	0.614	30
56	2770	61.62	8.21	100.999	0.265	0.303	0.102	1.205	0.074	0.068	0.414	0.396	0.585	0.603	30
57	2771	61.62	8.46	100.505	0.263	0.304	0.104	1.203	0.079	0.074	0.418	0.399	0.582	0.601	30
58	2772	61.62	8.71	111.895	0.257	0.304	0.103	1.218	0.083	0.078	0.425	0.404	0.575	0.596	30
59	2773	61.62	8.96	152.643	0.239	0.304	0.102	1.277	0.082	0.079	0.441	0.415	0.558	0.584	30
60	2774	61.62	9.21	175.209	0.23	0.304	0.101	1.303	0.085	0.084	0.457	0.427	0.543	0.573	30
61	2775	61.62	9.46	180.908	0.235	0.305	0.103	1.305	0.089	0.087	0.469	0.438	0.531	0.562	30
62	2776	61.62	9.71	186.582	0.229	0.306	0.103	1.32	0.088	0.087	0.474	0.442	0.526	0.558	30
63	2777	61.62	9.96	183.919	0.223	0.306	0.103	1.31	0.086	0.084	0.464	0.434	0.536	0.566	30
64	2778	61.62	10.21	180.632	0.223	0.305	0.103	1.302	0.086	0.084	0.453	0.424	0.547	0.576	30
65	2779	61.62	10.46	175.941	0.226	0.306	0.103	1.291	0.087	0.084	0.444	0.419	0.556	0.581	30
66	2780	61.62	10.71	184.665	0.231	0.306	0.102	1.327	0.085	0.085	0.453	0.425	0.547	0.575	30
67	2781	61.62	10.96	195.401	0.231	0.305	0.101	1.366	0.077	0.081	0.451	0.422	0.549	0.578	30
68	2782	61.62	11.21	195.55	0.234	0.305	0.102	1.37	0.076	0.08	0.453	0.422	0.547	0.578	30
69	2783	61.62	11.46	189.882	0.221	0.307	0.102	1.343	0.072	0.074	0.449	0.42	0.552	0.581	30
70	2784	61.62	11.71	187.197	0.22	0.307	0.102	1.339	0.069	0.072	0.439	0.415	0.561	0.586	30
71	2785	61.62	11.96	183.599	0.228	0.305	0.1	1.324	0.076	0.079	0.438	0.415	0.562	0.585	30
72	2786	61.62	12.21	184.382	0.213	0.306	0.1	1.304	0.079	0.081	0.444	0.42	0.556	0.58	30
73	2787	61.62	12.46	184.709	0.217	0.304	0.098	1.332	0.082	0.086	0.453	0.428	0.547	0.572	30
74	2788	61.62	12.71	182.936	0.221	0.304	0.097	1.337	0.083	0.088	0.455	0.431	0.546	0.569	30
75	2789	61.62	12.96	196.301	0.208	0.301	0.093	1.371	0.075	0.082	0.45	0.421	0.55	0.579	30
76	2790	61.62	13.21	199.654	0.193	0.3	0.094	1.371	0.071	0.078	0.442	0.412	0.558	0.588	30
77	2791	61.62	13.46	199.431	0.195	0.304	0.097	1.357	0.077	0.081	0.444	0.416	0.556	0.584	30
78	2792	61.62	13.71	198.898	0.216	0.299	0.093	1.377	0.066	0.07	0.434	0.403	0.566	0.597	30
79	2793	61.62	13.96	199.282	0.212	0.296	0.092	1.377	0.061	0.066	0.417	0.387	0.584	0.613	30
80	2794	61.62	14.21	199.378	0.202	0.298	0.092	1.379	0.058	0.063	0.419	0.391	0.581	0.609	30
81	2795	61.62	14.46	198.62	0.209	0.3	0.093	1.384	0.063	0.069	0.433	0.404	0.567	0.596	30
82	2796	61.62	14.71	198.103	0.208	0.3	0.095	1.377	0.066	0.074	0.43	0.404	0.57	0.596	30
83	2797	61.62	14.96	199.151	0.203	0.296	0.095	1.381	0.062	0.072	0.413	0.388	0.587	0.612	30
84	2798	61.62	15.21	199.646	0.199	0.297	0.097	1.378	0.07	0.079	0.424	0.4	0.576	0.6	30
85	2799	61.62	15.46	199.795	0.195	0.296	0.097	1.37	0.07	0.08	0.415	0.391	0.585	0.609	30
86	2800	61.62	15.71	199.897	0.186	0.296	0.097	1.364	0.079	0.091	0.422	0.398	0.578	0.602	30
87	2801	61.62	15.96	199.829	0.181	0.298	0.099	1.362	0.083	0.095	0.435	0.41	0.564	0.589	30
88	2802	61.62	16.21	199.782	0.182	0.301	0.103	1.354	0.091	0.102	0.443	0.423	0.556	0.577	30
89	2803	61.62	16.46	199.641	0.179	0.301	0.103	1.338	0.093	0.103	0.431	0.417	0.569	0.583	30
90	2804	61.62	16.71	199.13	0.176	0.302	0.102	1.324	0.096	0.106	0.42	0.408	0.58	0.592	30
91	2805	61.62	16.96	199.533	0.166	0.309	0.112	1.312	0.115	0.125	0.412	0.403	0.588	0.597	30
92	2806	61.62	21.96	198.141	0.162	0.316	0.121	1.334	0.146	0.163	0.448	0.436	0.552	0.564	30
93	2807	61.62	22.21	199.153	0.164	0.313	0.116	1.343	0.137	0.154	0.44	0.428	0.559	0.572	30
94	2808	61.62	22.46	199.545	0.158	0.315	0.118	1.361	0.14	0.156	0.468	0.455	0.532	0.545	30
95	2809	61.62	22.71	199.234	0.157	0.315	0.118	1.369	0.136	0.152	0.48	0.466	0.52	0.534	30
