# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-06-23

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	CastaneaSpecies_08_2021.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/5500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	5364	53.62	26.71	199.827	0.082	0.291	0.114	1.489	0.089	0.108	0.432	0.427	0.568	0.573	30
2	5365	53.62	26.96	199.716	0.089	0.299	0.116	1.474	0.091	0.112	0.444	0.439	0.556	0.561	30
3	5366	53.62	27.21	199.961	0.076	0.303	0.121	1.474	0.099	0.121	0.484	0.48	0.516	0.52	30
4	5367	53.62	27.46	199.989	0.072	0.305	0.122	1.471	0.103	0.125	0.493	0.489	0.506	0.51	30
5	5368	53.62	27.71	199.989	0.063	0.301	0.121	1.461	0.1	0.119	0.469	0.463	0.531	0.537	30
6	5369	53.62	27.96	199.998	0.051	0.294	0.118	1.452	0.095	0.11	0.444	0.437	0.556	0.563	30
7	5370	53.62	28.21	199.998	0.054	0.293	0.115	1.444	0.088	0.102	0.405	0.397	0.595	0.603	30
8	5371	53.62	28.46	199.999	0.056	0.293	0.112	1.445	0.081	0.095	0.379	0.369	0.621	0.631	30
9	5372	53.62	28.71	200	0.054	0.297	0.114	1.447	0.083	0.097	0.393	0.382	0.607	0.618	30
10	5373	53.62	28.96	200	0.05	0.301	0.116	1.447	0.086	0.099	0.397	0.387	0.603	0.613	30
11	5374	53.62	29.21	200	0.054	0.297	0.115	1.465	0.085	0.099	0.399	0.389	0.601	0.611	30
12	5375	53.62	29.46	199.999	0.064	0.296	0.109	1.438	0.072	0.087	0.353	0.341	0.647	0.659	30
13	5376	53.62	29.71	199.992	0.07	0.298	0.11	1.453	0.079	0.096	0.37	0.359	0.63	0.64	30
14	5377	53.62	29.96	199.987	0.063	0.304	0.119	1.473	0.096	0.116	0.427	0.417	0.573	0.583	30
15	5378	53.62	30.21	199.999	0.059	0.309	0.123	1.456	0.109	0.127	0.456	0.446	0.544	0.554	30
16	5379	53.62	30.46	199.998	0.059	0.308	0.121	1.46	0.112	0.128	0.461	0.448	0.539	0.552	30
17	5380	53.62	30.71	199.999	0.056	0.307	0.122	1.464	0.116	0.134	0.47	0.455	0.53	0.545	30
18	5381	53.62	30.96	200	0.054	0.308	0.123	1.457	0.116	0.134	0.467	0.452	0.533	0.548	30
19	5382	53.62	31.21	199.998	0.061	0.309	0.124	1.453	0.116	0.133	0.462	0.446	0.538	0.554	30
20	5383	53.62	31.46	199.998	0.055	0.312	0.127	1.451	0.125	0.142	0.494	0.478	0.506	0.522	30
21	5384	53.62	31.71	199.997	0.049	0.314	0.128	1.447	0.128	0.146	0.498	0.483	0.502	0.517	30
22	5385	53.62	31.96	199.999	0.049	0.315	0.132	1.445	0.138	0.156	0.515	0.501	0.485	0.499	30
23	5386	53.62	32.21	199.997	0.052	0.318	0.133	1.445	0.135	0.153	0.514	0.499	0.486	0.501	30
24	5387	53.62	32.46	199.998	0.048	0.318	0.131	1.441	0.132	0.15	0.502	0.487	0.498	0.513	30
25	5388	53.62	32.71	199.999	0.048	0.317	0.129	1.438	0.126	0.143	0.481	0.466	0.519	0.534	30
26	5389	53.62	32.96	199.998	0.057	0.317	0.13	1.434	0.128	0.145	0.478	0.463	0.522	0.537	30
27	5390	53.62	33.21	199.998	0.049	0.325	0.137	1.419	0.152	0.169	0.529	0.514	0.471	0.486	30
28	5391	53.62	33.46	199.999	0.043	0.327	0.144	1.413	0.173	0.191	0.588	0.577	0.411	0.423	30
29	5392	53.62	33.71	199.998	0.044	0.324	0.138	1.4	0.154	0.169	0.539	0.526	0.461	0.474	30
30	5393	53.62	33.96	199.998	0.056	0.318	0.127	1.427	0.127	0.144	0.484	0.465	0.516	0.535	30
31	5394	53.62	34.21	199.994	0.064	0.318	0.126	1.43	0.128	0.145	0.488	0.469	0.511	0.531	30
32	5395	53.62	34.46	199.989	0.062	0.317	0.129	1.421	0.135	0.152	0.506	0.489	0.494	0.511	30
33	5396	53.62	34.71	199.998	0.055	0.321	0.134	1.413	0.152	0.17	0.532	0.517	0.468	0.483	30
34	5397	53.37	-9.54	196.23	0.182	0.323	0.126	1.273	0.118	0.125	0.414	0.405	0.586	0.594	30
35	5398	53.37	-9.29	195.903	0.176	0.328	0.132	1.302	0.141	0.148	0.454	0.446	0.546	0.554	30
36	5399	53.37	-9.04	193.995	0.169	0.337	0.144	1.288	0.2	0.206	0.545	0.528	0.455	0.472	30
37	5400	53.37	-8.79	191.096	0.186	0.338	0.147	1.297	0.21	0.218	0.575	0.56	0.425	0.44	30
38	5401	53.37	-8.54	192.983	0.186	0.336	0.143	1.275	0.196	0.206	0.549	0.535	0.451	0.464	30
39	5402	53.37	-8.29	189.701	0.186	0.335	0.142	1.267	0.193	0.205	0.529	0.517	0.47	0.483	30
40	5403	53.37	-8.04	189.179	0.188	0.334	0.14	1.26	0.195	0.205	0.511	0.502	0.489	0.498	30
41	5404	53.37	-7.79	192.946	0.188	0.334	0.142	1.286	0.196	0.206	0.52	0.515	0.48	0.485	30
42	5405	53.37	-7.54	194.838	0.188	0.335	0.146	1.295	0.196	0.206	0.529	0.524	0.471	0.476	30
43	5406	53.37	-7.29	194.536	0.187	0.335	0.143	1.262	0.187	0.198	0.502	0.497	0.497	0.503	30
44	5407	53.37	-7.04	193.059	0.19	0.334	0.143	1.264	0.189	0.2	0.497	0.492	0.503	0.508	30
45	5408	53.37	-6.79	194.26	0.185	0.333	0.147	1.326	0.196	0.204	0.522	0.519	0.477	0.481	30
46	5409	53.37	-6.54	194.862	0.182	0.329	0.149	1.384	0.203	0.21	0.548	0.545	0.451	0.455	30
47	5410	53.37	-6.29	194.188	0.178	0.322	0.143	1.399	0.192	0.197	0.526	0.516	0.474	0.484	30
48	5411	53.37	-3.04	199.679	0.124	0.312	0.136	1.44	0.185	0.187	0.483	0.47	0.517	0.53	30
49	5412	53.37	-2.79	199.797	0.137	0.314	0.138	1.438	0.195	0.197	0.478	0.47	0.522	0.53	30
50	5413	53.37	-2.54	199.742	0.143	0.317	0.138	1.424	0.192	0.194	0.476	0.471	0.523	0.529	30
51	5414	53.37	-2.29	199.607	0.143	0.314	0.136	1.423	0.183	0.188	0.502	0.497	0.498	0.503	30
52	5415	53.37	-2.04	198.236	0.19	0.323	0.14	1.37	0.183	0.192	0.535	0.536	0.465	0.464	30
53	5416	53.37	-1.79	194.488	0.21	0.331	0.143	1.332	0.181	0.191	0.538	0.539	0.462	0.461	30
54	5417	53.37	-1.54	197.662	0.184	0.323	0.145	1.395	0.199	0.211	0.572	0.566	0.428	0.434	30
55	5418	53.37	-1.29	199.631	0.164	0.316	0.155	1.456	0.224	0.236	0.596	0.586	0.403	0.414	30
56	5419	53.37	-1.04	199.934	0.143	0.307	0.148	1.456	0.214	0.222	0.532	0.515	0.468	0.485	30
57	5420	53.37	-0.789999999999999	199.99	0.137	0.312	0.155	1.447	0.233	0.234	0.537	0.515	0.462	0.485	30
58	5421	53.37	-0.539999999999999	199.998	0.139	0.316	0.163	1.449	0.244	0.248	0.569	0.548	0.431	0.452	30
59	5422	53.37	-0.289999999999999	200	0.147	0.319	0.164	1.45	0.234	0.245	0.593	0.579	0.407	0.421	30
60	5423	53.37	-0.0399999999999991	199.999	0.146	0.324	0.17	1.445	0.246	0.256	0.635	0.619	0.365	0.381	30
61	5424	53.37	0.210000000000001	200	0.117	0.331	0.168	1.413	0.26	0.259	0.637	0.606	0.363	0.394	30
62	5425	53.37	5.96	199.984	0.074	0.343	0.163	1.411	0.26	0.246	0.642	0.616	0.358	0.384	30
63	5426	53.37	6.21	199.995	0.068	0.328	0.148	1.4	0.219	0.211	0.538	0.515	0.462	0.485	30
64	5427	53.37	6.46	199.989	0.065	0.336	0.161	1.443	0.25	0.235	0.653	0.619	0.347	0.381	30
65	5428	53.37	6.71	199.998	0.062	0.333	0.157	1.451	0.247	0.231	0.636	0.599	0.364	0.401	30
66	5429	53.37	7.21	199.999	0.076	0.346	0.167	1.423	0.26	0.25	0.628	0.598	0.372	0.402	30
67	5430	53.37	7.46	199.999	0.075	0.32	0.139	1.376	0.178	0.174	0.45	0.427	0.55	0.573	30
68	5431	53.37	7.71	200	0.073	0.297	0.118	1.364	0.106	0.11	0.323	0.31	0.677	0.69	30
69	5432	53.37	7.96	200	0.078	0.299	0.123	1.38	0.125	0.13	0.354	0.342	0.646	0.658	30
70	5433	53.37	8.21	200	0.087	0.329	0.148	1.351	0.209	0.206	0.507	0.487	0.493	0.513	30
71	5434	53.37	8.46	200	0.087	0.343	0.161	1.366	0.248	0.239	0.593	0.568	0.406	0.432	30
72	5435	53.37	8.71	200	0.08	0.293	0.119	1.42	0.118	0.124	0.326	0.315	0.674	0.685	30
73	5436	53.37	8.96	200	0.08	0.281	0.108	1.401	0.08	0.09	0.246	0.242	0.754	0.757	30
74	5437	53.37	9.21	200	0.082	0.269	0.104	1.419	0.064	0.077	0.211	0.213	0.788	0.786	30
75	5438	53.37	9.46	200	0.081	0.267	0.104	1.445	0.07	0.082	0.229	0.231	0.77	0.768	30
76	5439	53.37	9.71	199.994	0.088	0.267	0.107	1.47	0.093	0.105	0.301	0.298	0.698	0.701	30
77	5440	53.37	9.96	199.99	0.097	0.271	0.109	1.483	0.102	0.113	0.348	0.344	0.651	0.655	30
