# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-07-07

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	fagus_cmaes_output_subset1_rep2.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/1500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	2037	63.62	16.71	199.835	0.184	0.299	0.095	1.38	0.067	0.079	0.462	0.439	0.537	0.561	30
2	2038	63.62	16.96	199.865	0.179	0.299	0.094	1.366	0.063	0.075	0.446	0.423	0.554	0.577	30
3	2039	63.62	17.21	199.876	0.183	0.3	0.093	1.364	0.061	0.071	0.433	0.409	0.567	0.591	30
4	2040	63.62	17.46	199.874	0.191	0.299	0.091	1.368	0.064	0.073	0.43	0.407	0.57	0.593	30
5	2041	63.62	17.71	199.786	0.197	0.298	0.092	1.363	0.066	0.074	0.426	0.403	0.573	0.597	30
6	2042	63.62	17.96	199.583	0.202	0.297	0.092	1.371	0.068	0.076	0.422	0.399	0.577	0.601	30
7	2043	63.62	18.21	199.331	0.205	0.297	0.094	1.367	0.074	0.083	0.429	0.405	0.571	0.595	30
8	2044	63.62	18.46	198.942	0.198	0.296	0.094	1.35	0.076	0.086	0.424	0.4	0.576	0.6	30
9	2045	63.62	18.71	198.845	0.195	0.297	0.095	1.338	0.077	0.088	0.424	0.401	0.576	0.599	30
10	2046	63.62	18.96	199.287	0.19	0.301	0.098	1.319	0.078	0.089	0.414	0.393	0.586	0.607	30
11	2047	63.62	19.21	199.286	0.188	0.302	0.1	1.306	0.077	0.088	0.391	0.37	0.609	0.63	30
12	2048	63.62	19.46	198.439	0.185	0.305	0.104	1.305	0.083	0.094	0.365	0.346	0.635	0.654	30
13	2049	63.62	19.71	198.364	0.19	0.304	0.104	1.287	0.078	0.088	0.344	0.327	0.656	0.673	30
14	2050	63.62	22.96	197.968	0.133	0.314	0.118	1.313	0.114	0.126	0.431	0.422	0.569	0.578	30
15	2051	63.62	23.21	199.297	0.141	0.31	0.113	1.316	0.095	0.109	0.395	0.387	0.604	0.613	30
16	2052	63.62	23.46	199.552	0.142	0.309	0.112	1.324	0.085	0.099	0.389	0.379	0.611	0.621	30
17	2053	63.62	23.71	199.599	0.145	0.306	0.11	1.329	0.076	0.091	0.379	0.368	0.621	0.632	30
18	2054	63.62	23.96	199.682	0.143	0.306	0.107	1.332	0.074	0.088	0.387	0.377	0.613	0.623	30
19	2055	63.62	24.21	199.805	0.143	0.308	0.108	1.325	0.08	0.095	0.404	0.392	0.596	0.608	30
20	2056	63.62	24.46	199.871	0.15	0.306	0.105	1.321	0.077	0.093	0.398	0.385	0.602	0.615	30
21	2057	63.62	24.71	199.404	0.151	0.306	0.106	1.324	0.075	0.092	0.383	0.371	0.617	0.629	30
22	2058	63.62	24.96	199.341	0.147	0.305	0.106	1.339	0.082	0.099	0.4	0.388	0.6	0.612	30
23	2059	63.62	25.21	199.864	0.149	0.303	0.104	1.357	0.087	0.102	0.417	0.402	0.583	0.598	30
24	2060	63.62	25.46	199.92	0.151	0.3	0.101	1.359	0.081	0.094	0.399	0.385	0.601	0.615	30
