# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-07-07

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	fagus_cmaes_output_subset1_rep2.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/hindcasting/simulation/castanea/run/inventory.txt

climateBaseName	=	D:/climate/HadCM3B_60Kyr_Climate/2023_dataset/castanea_format/025deg/1500BP/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	3394	59.87	14.21	195.641	0.172	0.294	0.093	1.379	0.065	0.072	0.422	0.394	0.579	0.606	30
2	3395	59.87	14.46	196.284	0.167	0.297	0.095	1.369	0.072	0.079	0.433	0.408	0.567	0.592	30
3	3396	59.87	14.71	197.029	0.166	0.296	0.094	1.368	0.075	0.083	0.441	0.416	0.559	0.584	30
4	3397	59.87	14.96	197.556	0.167	0.297	0.097	1.366	0.076	0.086	0.444	0.42	0.556	0.58	30
5	3398	59.87	15.21	198.088	0.166	0.296	0.096	1.356	0.072	0.082	0.435	0.409	0.565	0.59	30
6	3399	59.87	15.46	198.915	0.158	0.297	0.096	1.345	0.078	0.089	0.432	0.409	0.567	0.591	30
7	3400	59.87	15.71	199.329	0.15	0.304	0.103	1.348	0.096	0.107	0.449	0.427	0.55	0.573	30
8	3401	59.87	15.96	199.478	0.149	0.307	0.106	1.349	0.099	0.11	0.441	0.422	0.559	0.578	30
9	3402	59.87	16.21	199.695	0.14	0.312	0.117	1.367	0.126	0.136	0.47	0.453	0.53	0.547	30
10	3403	59.87	16.46	199.711	0.132	0.32	0.134	1.401	0.167	0.178	0.526	0.509	0.474	0.491	30
11	3404	59.87	16.71	199.705	0.128	0.323	0.141	1.409	0.186	0.197	0.546	0.529	0.454	0.471	30
12	3405	59.87	16.96	199.18	0.132	0.319	0.135	1.397	0.179	0.191	0.534	0.517	0.466	0.483	30
13	3406	59.87	17.21	196.796	0.135	0.316	0.13	1.381	0.173	0.186	0.512	0.497	0.488	0.503	30
14	3407	59.87	17.46	194.533	0.123	0.324	0.144	1.387	0.203	0.215	0.527	0.517	0.472	0.483	30
15	3408	59.87	17.71	192.546	0.122	0.324	0.144	1.37	0.204	0.216	0.511	0.502	0.489	0.498	30
16	3409	59.87	17.96	181.118	0.133	0.321	0.135	1.339	0.174	0.188	0.461	0.454	0.539	0.546	30
17	3410	59.87	18.21	166.128	0.135	0.319	0.132	1.314	0.157	0.171	0.431	0.425	0.569	0.575	30
18	3411	59.87	18.46	160.332	0.135	0.317	0.13	1.297	0.149	0.161	0.423	0.416	0.577	0.584	30
19	3412	59.87	18.71	154.646	0.127	0.319	0.132	1.296	0.164	0.174	0.432	0.426	0.568	0.574	30
20	3413	59.87	29.21	198.579	0.101	0.311	0.118	1.389	0.148	0.16	0.451	0.437	0.549	0.562	30
21	3414	59.87	29.46	199.73	0.1	0.312	0.118	1.383	0.143	0.154	0.46	0.446	0.54	0.554	30
22	3415	59.87	29.71	199.778	0.094	0.317	0.126	1.393	0.16	0.171	0.498	0.487	0.502	0.513	30
23	3416	59.87	30.46	199.995	0.064	0.322	0.134	1.418	0.191	0.199	0.537	0.532	0.463	0.468	30
24	3417	59.87	30.71	199.997	0.068	0.315	0.126	1.418	0.154	0.163	0.479	0.47	0.521	0.53	30
25	3418	59.87	30.96	199.861	0.069	0.313	0.12	1.4	0.134	0.144	0.445	0.435	0.555	0.565	30
26	3419	59.87	31.21	198.283	0.069	0.323	0.127	1.381	0.15	0.158	0.486	0.476	0.514	0.524	30
27	3420	59.87	31.96	199.981	0.055	0.314	0.123	1.405	0.138	0.151	0.478	0.47	0.522	0.53	30
28	3421	59.87	32.21	199.943	0.05	0.314	0.124	1.409	0.146	0.158	0.493	0.484	0.506	0.516	30
29	3422	59.87	32.46	199.991	0.047	0.315	0.126	1.405	0.151	0.164	0.501	0.491	0.499	0.509	30
30	3423	59.87	32.71	199.995	0.048	0.317	0.127	1.384	0.159	0.172	0.517	0.505	0.482	0.495	30
