# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-09

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	aalba_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	60690	49.5	28.6	200	0.071	0.309	0.15	1.463	0.181	0.19	0.651	0.64	0.349	0.359	30
2	60691	49.5	28.7	200	0.064	0.315	0.156	1.455	0.193	0.201	0.689	0.677	0.311	0.323	30
3	60692	49.5	28.8	200	0.065	0.316	0.156	1.453	0.196	0.203	0.693	0.68	0.307	0.32	30
4	60693	49.5	28.9	200	0.062	0.316	0.157	1.446	0.203	0.209	0.707	0.695	0.294	0.305	30
5	60694	49.5	29	200	0.068	0.315	0.157	1.447	0.206	0.212	0.72	0.709	0.28	0.291	30
6	60695	49.5	29.1	200	0.078	0.309	0.156	1.458	0.2	0.209	0.716	0.707	0.284	0.293	30
7	60696	49.5	29.2	200	0.079	0.308	0.156	1.461	0.202	0.213	0.716	0.707	0.284	0.293	30
8	60697	49.5	29.3	200	0.08	0.308	0.156	1.471	0.194	0.206	0.686	0.676	0.314	0.324	30
9	60698	49.5	29.4	200	0.08	0.31	0.156	1.468	0.199	0.212	0.71	0.701	0.29	0.299	30
10	60699	49.5	29.5	200	0.081	0.311	0.158	1.469	0.194	0.205	0.702	0.692	0.299	0.309	30
11	60700	49.5	29.6	200	0.076	0.312	0.162	1.466	0.194	0.203	0.71	0.7	0.29	0.3	30
12	60701	49.5	29.7	200	0.066	0.315	0.162	1.459	0.202	0.211	0.716	0.707	0.284	0.293	30
13	60702	49.5	29.8	200	0.062	0.313	0.16	1.465	0.194	0.204	0.681	0.672	0.319	0.329	30
14	60703	49.5	29.9	200	0.064	0.297	0.148	1.483	0.175	0.185	0.642	0.632	0.358	0.368	30
15	60704	49.5	30	200	0.066	0.304	0.154	1.486	0.179	0.187	0.656	0.646	0.344	0.354	30
16	60705	49.5	30.1	200	0.059	0.319	0.165	1.459	0.204	0.212	0.703	0.693	0.297	0.307	30
17	60706	49.5	30.2	200	0.052	0.32	0.166	1.444	0.209	0.218	0.7	0.691	0.3	0.309	30
18	60707	49.5	30.3	200	0.058	0.315	0.164	1.449	0.213	0.223	0.718	0.709	0.283	0.291	30
19	60708	49.5	30.4	200	0.066	0.311	0.163	1.462	0.215	0.226	0.727	0.718	0.273	0.282	30
20	60709	49.5	30.5	200	0.064	0.305	0.159	1.469	0.208	0.218	0.708	0.696	0.293	0.304	30
21	60710	49.5	30.6	199.999327991308	0.063	0.302	0.155	1.474	0.2	0.209	0.687	0.676	0.313	0.324	30
22	60711	49.5	30.7	199.998960270526	0.065	0.302	0.154	1.475	0.195	0.205	0.675	0.663	0.325	0.337	30
23	60712	49.5	30.8	199.999651909954	0.067	0.298	0.148	1.483	0.196	0.208	0.668	0.654	0.332	0.346	30
24	60713	49.5	30.9	200	0.066	0.297	0.151	1.494	0.202	0.216	0.674	0.661	0.326	0.339	30
25	60714	49.5	31	200	0.063	0.299	0.154	1.49	0.191	0.203	0.65	0.639	0.35	0.361	30
26	60715	49.5	31.1	200	0.061	0.3	0.148	1.481	0.183	0.194	0.642	0.633	0.359	0.367	30
27	60716	49.5	31.2	200	0.059	0.307	0.153	1.484	0.194	0.207	0.671	0.662	0.329	0.338	30
28	60717	49.5	31.3	200	0.057	0.301	0.151	1.489	0.204	0.217	0.677	0.667	0.323	0.333	30
29	60718	49.5	31.4	199.999935362056	0.051	0.292	0.141	1.492	0.193	0.205	0.625	0.613	0.375	0.386	30
30	60719	49.5	31.5	199.999641296089	0.045	0.275	0.125	1.508	0.144	0.154	0.475	0.464	0.525	0.536	30
31	60720	49.5	31.6	199.999863571745	0.035	0.282	0.132	1.495	0.16	0.168	0.519	0.508	0.481	0.492	30
32	60721	49.5	31.7	200	0.041	0.296	0.141	1.487	0.192	0.2	0.586	0.574	0.414	0.426	30
33	60722	49.5	31.8	199.918965286212	0.056	0.288	0.127	1.496	0.168	0.176	0.51	0.497	0.49	0.503	30
34	60723	49.5	31.9	199.8501539688	0.059	0.286	0.119	1.505	0.149	0.156	0.46	0.45	0.54	0.55	30
35	60724	49.5	32	199.873831819684	0.054	0.304	0.134	1.504	0.177	0.182	0.518	0.507	0.481	0.493	30
36	60725	49.5	32.1	199.955727443711	0.049	0.299	0.139	1.498	0.194	0.2	0.548	0.537	0.452	0.463	30
37	60726	49.5	32.2	199.793660440448	0.034	0.316	0.136	1.482	0.197	0.202	0.576	0.566	0.424	0.433	30
38	60727	49.5	32.3	199.91506628779	0.047	0.322	0.144	1.467	0.197	0.2	0.6	0.591	0.4	0.409	30
39	60728	49.5	32.4	199.901236255692	0.038	0.323	0.149	1.436	0.216	0.218	0.662	0.65	0.338	0.35	30
40	60729	49.5	32.5	199.990091103154	0.032	0.326	0.154	1.406	0.229	0.228	0.693	0.68	0.307	0.32	30
41	60730	49.5	32.6	200	0.031	0.325	0.153	1.391	0.229	0.226	0.693	0.681	0.307	0.319	30
42	60731	49.5	32.7	199.901563210894	0.045	0.327	0.146	1.458	0.214	0.219	0.596	0.587	0.404	0.413	30
43	60732	49.5	32.8	199.99272030352	0.029	0.327	0.145	1.463	0.213	0.218	0.615	0.604	0.385	0.396	30
44	60733	49.5	32.9	199.999957507712	0.025	0.327	0.152	1.443	0.218	0.219	0.662	0.65	0.338	0.35	30
45	60734	49.5	33	200	0.028	0.33	0.159	1.415	0.223	0.225	0.686	0.676	0.315	0.325	30
