# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	43027	53.7	26.1	199.999978196257	0.059	0.294	0.123	1.508	0.107	0.124	0.479	0.474	0.52	0.526	30
2	43028	53.7	26.2	199.891771196344	0.056	0.296	0.12	1.457	0.092	0.104	0.385	0.378	0.615	0.622	30
3	43029	53.7	26.3	198.949253432104	0.067	0.292	0.109	1.444	0.069	0.082	0.31	0.302	0.69	0.698	30
4	43030	53.7	26.4	198.840681196696	0.071	0.292	0.109	1.452	0.073	0.09	0.343	0.336	0.656	0.664	30
5	43031	53.7	26.5	199.590822704204	0.074	0.293	0.113	1.474	0.084	0.104	0.406	0.401	0.593	0.599	30
6	43032	53.7	26.6	199.583342131626	0.085	0.296	0.114	1.48	0.09	0.112	0.432	0.429	0.567	0.571	30
7	43033	53.7	26.7	199.806594697151	0.086	0.298	0.115	1.479	0.095	0.117	0.453	0.45	0.547	0.55	30
8	43034	53.7	26.8	199.992067633125	0.089	0.304	0.119	1.482	0.099	0.119	0.468	0.463	0.532	0.537	30
9	43035	53.7	26.9	199.992477453914	0.094	0.304	0.119	1.482	0.1	0.119	0.472	0.465	0.528	0.535	30
10	43036	53.7	27	199.991487492086	0.088	0.307	0.123	1.482	0.107	0.129	0.505	0.5	0.495	0.5	30
11	43037	53.7	27.1	199.996285413803	0.084	0.308	0.126	1.481	0.114	0.136	0.536	0.532	0.464	0.468	30
12	43038	53.7	27.2	199.999515878404	0.075	0.306	0.127	1.472	0.113	0.135	0.544	0.541	0.455	0.458	30
13	43039	53.7	27.3	199.999887047252	0.077	0.308	0.129	1.496	0.118	0.143	0.581	0.578	0.419	0.422	30
14	43040	53.7	27.4	199.999935367357	0.077	0.311	0.128	1.494	0.122	0.147	0.589	0.586	0.411	0.414	30
