# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	65861	48.3	33	199.999995195877	0.039	0.344	0.18	1.367	0.285	0.284	0.73	0.721	0.27	0.279	30
2	65862	48.3	33.1	199.998599803586	0.042	0.345	0.182	1.368	0.285	0.286	0.745	0.737	0.255	0.263	30
3	65863	48.3	33.2	199.971190149849	0.043	0.345	0.188	1.406	0.298	0.303	0.779	0.775	0.222	0.225	30
4	65864	48.3	33.3	199.99743890264	0.054	0.339	0.182	1.447	0.274	0.281	0.737	0.731	0.264	0.269	30
5	65865	48.3	33.4	199.999829520213	0.051	0.342	0.185	1.44	0.286	0.295	0.76	0.754	0.24	0.246	30
6	65866	48.3	33.5	199.996653711526	0.056	0.338	0.183	1.448	0.268	0.274	0.737	0.73	0.264	0.27	30
7	65867	48.3	33.6	199.986723154052	0.057	0.344	0.183	1.409	0.287	0.293	0.759	0.752	0.242	0.248	30
8	65868	48.3	33.7	199.998709211404	0.051	0.344	0.185	1.41	0.282	0.286	0.751	0.743	0.25	0.257	30
9	65869	48.3	33.8	199.999931238661	0.049	0.342	0.182	1.41	0.28	0.284	0.753	0.746	0.247	0.254	30
10	65870	48.3	33.9	200	0.053	0.345	0.186	1.432	0.285	0.289	0.752	0.745	0.248	0.255	30
11	65871	48.3	34	199.999959210953	0.046	0.347	0.192	1.422	0.301	0.304	0.775	0.765	0.225	0.235	30
12	65872	48.3	34.1	199.999862373471	0.045	0.346	0.192	1.44	0.287	0.291	0.747	0.738	0.253	0.262	30
13	65873	48.3	34.2	200	0.044	0.343	0.193	1.447	0.287	0.294	0.745	0.737	0.255	0.263	30
14	65874	48.3	34.3	199.999813665676	0.046	0.348	0.197	1.433	0.292	0.295	0.756	0.747	0.245	0.253	30
15	65875	48.3	34.4	199.999545864332	0.052	0.35	0.195	1.414	0.291	0.293	0.765	0.757	0.235	0.243	30
16	65876	48.3	34.5	199.999548378397	0.051	0.343	0.191	1.438	0.281	0.286	0.75	0.743	0.25	0.258	30
17	65877	48.3	34.6	199.999139703493	0.054	0.344	0.192	1.444	0.285	0.292	0.751	0.744	0.25	0.256	30
18	65878	48.3	34.7	199.993394247403	0.049	0.342	0.189	1.44	0.287	0.294	0.759	0.752	0.242	0.249	30
19	65879	48.3	34.8	199.987041805659	0.046	0.34	0.187	1.436	0.286	0.293	0.757	0.749	0.243	0.251	30
20	65880	48.3	34.9	199.994102535937	0.049	0.339	0.189	1.442	0.289	0.295	0.758	0.748	0.242	0.252	30
21	65881	48.3	35	199.992563497427	0.048	0.337	0.186	1.444	0.286	0.292	0.759	0.748	0.241	0.252	30
22	65882	48.3	35.1	199.975737328112	0.052	0.334	0.176	1.451	0.269	0.275	0.74	0.729	0.261	0.271	30
