# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	82160	43.8	11.9	199.585142971595	0.161	0.337	0.191	1.451	0.258	0.291	0.662	0.651	0.338	0.349	30
2	82161	43.8	12	199.712888212786	0.155	0.338	0.192	1.459	0.264	0.296	0.673	0.665	0.327	0.335	30
3	82162	43.8	12.1	199.578579801651	0.152	0.339	0.193	1.458	0.275	0.311	0.686	0.683	0.314	0.317	30
4	82163	43.8	12.2	199.764673433164	0.152	0.343	0.206	1.479	0.298	0.343	0.704	0.708	0.297	0.293	30
5	82164	43.8	12.3	199.649309501969	0.15	0.339	0.2	1.475	0.306	0.35	0.718	0.72	0.283	0.28	30
6	82165	43.8	12.4	199.810271095134	0.148	0.347	0.217	1.486	0.319	0.364	0.733	0.739	0.267	0.261	30
7	82166	43.8	12.5	199.99559129167	0.147	0.343	0.218	1.503	0.332	0.374	0.75	0.758	0.25	0.242	30
8	82167	43.8	12.6	199.993217750875	0.135	0.342	0.219	1.507	0.335	0.374	0.76	0.767	0.239	0.233	30
9	82168	43.8	12.7	199.994977916195	0.129	0.342	0.223	1.506	0.341	0.381	0.769	0.773	0.231	0.227	30
10	82169	43.8	12.8	199.996745565764	0.125	0.343	0.224	1.498	0.351	0.393	0.782	0.785	0.218	0.215	30
11	82170	43.8	12.9	199.999231288113	0.105	0.338	0.22	1.506	0.349	0.382	0.791	0.793	0.208	0.207	30
12	82171	43.8	13	199.999996835218	0.091	0.333	0.213	1.508	0.336	0.359	0.769	0.766	0.23	0.234	30
13	82172	43.8	15.7	199.82289212602	0.089	0.352	0.218	1.468	0.346	0.383	0.658	0.666	0.342	0.334	30
14	82173	43.8	15.8	199.914460425184	0.081	0.346	0.223	1.475	0.366	0.402	0.694	0.701	0.306	0.299	30
15	82174	43.8	15.9	199.647994871208	0.097	0.349	0.22	1.477	0.356	0.39	0.689	0.695	0.311	0.305	30
16	82175	43.8	16	199.595659559323	0.092	0.352	0.23	1.487	0.367	0.399	0.709	0.717	0.291	0.283	30
17	82176	43.8	16.1	199.997084076157	0.075	0.355	0.238	1.494	0.374	0.409	0.716	0.727	0.284	0.273	30
18	82177	43.8	16.2	199.99999348294	0.076	0.353	0.233	1.478	0.356	0.398	0.702	0.716	0.298	0.284	30
19	82178	43.8	16.3	199.956571172547	0.103	0.349	0.219	1.465	0.328	0.372	0.683	0.696	0.317	0.304	30
20	82179	43.8	16.4	199.811845352155	0.142	0.344	0.205	1.44	0.303	0.344	0.669	0.675	0.331	0.325	30
21	82180	43.8	16.5	199.841232347404	0.142	0.341	0.199	1.434	0.299	0.341	0.662	0.666	0.338	0.334	30
22	82181	43.8	16.6	199.963708916616	0.127	0.336	0.195	1.453	0.299	0.343	0.646	0.657	0.354	0.343	30
23	82182	43.8	16.7	199.973836650324	0.141	0.334	0.19	1.442	0.278	0.318	0.634	0.643	0.366	0.357	30
24	82183	43.8	16.8	199.598071909952	0.132	0.336	0.182	1.44	0.267	0.3	0.644	0.642	0.356	0.358	30
25	82184	43.8	16.9	199.692485406684	0.097	0.33	0.176	1.474	0.26	0.287	0.65	0.644	0.35	0.356	30
26	82185	43.8	17	199.931847240075	0.109	0.324	0.171	1.475	0.256	0.29	0.645	0.648	0.355	0.352	30
27	82186	43.8	17.1	199.093848997643	0.145	0.329	0.17	1.425	0.247	0.286	0.624	0.628	0.377	0.372	30
28	82187	43.8	17.2	199.377130067069	0.144	0.329	0.167	1.417	0.239	0.278	0.615	0.618	0.385	0.382	30
29	82188	43.8	17.3	198.794572547368	0.146	0.329	0.167	1.42	0.224	0.26	0.599	0.603	0.401	0.397	30
30	82189	43.8	17.4	196.304632174749	0.165	0.332	0.165	1.398	0.212	0.249	0.592	0.593	0.409	0.407	30
31	82190	43.8	17.5	195.518554422722	0.167	0.334	0.168	1.419	0.233	0.274	0.62	0.621	0.38	0.379	30
32	82191	43.8	17.6	197.369401814404	0.161	0.34	0.179	1.441	0.252	0.299	0.642	0.644	0.358	0.356	30
33	82192	43.8	17.7	198.017962065404	0.165	0.337	0.177	1.419	0.244	0.283	0.641	0.638	0.359	0.362	30
34	82193	43.8	17.8	198.146840415242	0.168	0.333	0.169	1.416	0.23	0.26	0.634	0.624	0.366	0.376	30
35	82194	43.8	17.9	195.084435938504	0.171	0.327	0.156	1.381	0.198	0.213	0.603	0.579	0.397	0.421	30
36	82195	43.8	18	195.906304832082	0.166	0.324	0.155	1.378	0.203	0.22	0.605	0.579	0.396	0.421	30
37	82196	43.8	18.1	198.108854166006	0.131	0.33	0.171	1.455	0.236	0.272	0.658	0.651	0.342	0.349	30
38	82197	43.8	18.2	196.373618255101	0.14	0.332	0.175	1.437	0.237	0.275	0.656	0.647	0.344	0.353	30
39	82198	43.8	18.3	197.445544146469	0.127	0.328	0.173	1.452	0.239	0.27	0.652	0.641	0.347	0.359	30
40	82199	43.8	18.4	198.554414991279	0.138	0.331	0.178	1.47	0.237	0.266	0.657	0.648	0.343	0.352	30
41	82200	43.8	18.5	196.449720119461	0.174	0.331	0.169	1.393	0.225	0.261	0.635	0.616	0.365	0.384	30
42	82201	43.8	18.6	194.909680537385	0.171	0.33	0.166	1.393	0.223	0.262	0.633	0.617	0.367	0.383	30
43	82202	43.8	18.7	198.943299667836	0.178	0.325	0.158	1.444	0.221	0.244	0.634	0.618	0.366	0.382	30
44	82203	43.8	18.8	199.868833314667	0.148	0.323	0.162	1.467	0.223	0.258	0.633	0.628	0.367	0.372	30
45	82204	43.8	18.9	199.469953276891	0.129	0.33	0.174	1.471	0.238	0.283	0.658	0.657	0.342	0.344	30
46	82205	43.8	19	199.624313674556	0.139	0.331	0.182	1.496	0.236	0.27	0.658	0.655	0.341	0.345	30
47	82206	43.8	19.1	199.201837906207	0.171	0.332	0.181	1.441	0.239	0.282	0.655	0.647	0.345	0.353	30
48	82207	43.8	19.2	197.828612028919	0.179	0.331	0.175	1.419	0.229	0.269	0.636	0.618	0.364	0.382	30
49	82208	43.8	19.3	199.214262354439	0.161	0.322	0.17	1.483	0.223	0.248	0.613	0.603	0.387	0.397	30
50	82209	43.8	19.4	198.454229963527	0.187	0.32	0.166	1.465	0.216	0.244	0.616	0.602	0.384	0.398	30
51	82210	43.8	19.5	196.920604285804	0.192	0.321	0.169	1.461	0.208	0.235	0.605	0.592	0.395	0.408	30
52	82211	43.8	19.6	197.931177355051	0.16	0.32	0.168	1.485	0.214	0.241	0.604	0.595	0.396	0.405	30
53	82212	43.8	19.7	199.670421174397	0.12	0.33	0.185	1.504	0.256	0.297	0.664	0.664	0.336	0.336	30
54	82213	43.8	19.8	199.929434010031	0.11	0.334	0.197	1.511	0.281	0.332	0.705	0.708	0.295	0.292	30
