# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	7457	66.8	26	195.981126636131	0.125	0.288	0.09	1.344	0.053	0.062	0.394	0.373	0.607	0.627	30
2	7458	66.8	26.1	194.822494315004	0.123	0.288	0.09	1.35	0.054	0.062	0.401	0.379	0.6	0.621	30
3	7459	66.8	26.2	196.580496753952	0.121	0.286	0.089	1.36	0.056	0.063	0.404	0.382	0.596	0.618	30
4	7460	66.8	26.3	196.814009762713	0.13	0.285	0.089	1.364	0.046	0.055	0.393	0.373	0.607	0.627	30
5	7461	66.8	26.4	197.499053561566	0.142	0.282	0.088	1.358	0.04	0.049	0.384	0.366	0.617	0.636	30
6	7462	66.8	26.5	195.241436731592	0.137	0.286	0.089	1.348	0.042	0.049	0.379	0.36	0.621	0.641	30
7	7463	66.8	26.6	188.328449566253	0.136	0.287	0.09	1.336	0.042	0.05	0.382	0.365	0.618	0.636	30
8	7464	66.8	26.7	185.995707596309	0.129	0.287	0.091	1.307	0.044	0.052	0.382	0.362	0.618	0.639	30
9	7465	66.8	26.8	187.576619324286	0.128	0.285	0.09	1.301	0.041	0.049	0.385	0.365	0.614	0.636	30
10	7466	66.8	26.9	184.213716063637	0.129	0.285	0.089	1.301	0.04	0.048	0.388	0.365	0.612	0.635	30
11	7467	66.8	27	181.694846279776	0.126	0.287	0.09	1.294	0.037	0.044	0.383	0.359	0.617	0.642	30
12	7468	66.8	27.1	179.698151123028	0.127	0.286	0.09	1.303	0.033	0.042	0.389	0.368	0.611	0.633	30
13	7469	66.8	27.2	192.44793972669	0.133	0.285	0.089	1.325	0.04	0.051	0.408	0.389	0.592	0.612	30
14	7470	66.8	27.3	196.690891357033	0.108	0.288	0.09	1.329	0.044	0.056	0.402	0.386	0.598	0.614	30
15	7471	66.8	27.4	187.990852151879	0.103	0.3	0.1	1.304	0.044	0.056	0.418	0.404	0.582	0.596	30
16	7472	66.8	27.5	185.183465024468	0.11	0.295	0.097	1.297	0.038	0.05	0.405	0.389	0.595	0.611	30
17	7473	66.8	27.6	190.666387493921	0.104	0.295	0.096	1.29	0.043	0.055	0.412	0.392	0.588	0.608	30
18	7474	66.8	27.7	192.678306683098	0.108	0.292	0.092	1.346	0.045	0.058	0.391	0.371	0.609	0.63	30
19	7475	66.8	27.8	196.598035905292	0.13	0.289	0.09	1.363	0.043	0.057	0.396	0.377	0.604	0.623	30
20	7476	66.8	27.9	199.443206904282	0.139	0.287	0.09	1.375	0.036	0.049	0.388	0.365	0.612	0.636	30
21	7477	66.8	28	193.518250747263	0.115	0.29	0.091	1.341	0.039	0.05	0.392	0.367	0.609	0.633	30
22	7478	66.8	28.1	190.479114247541	0.104	0.292	0.091	1.319	0.045	0.056	0.395	0.372	0.605	0.629	30
23	7479	66.8	28.2	192.963810216505	0.128	0.29	0.089	1.36	0.037	0.05	0.402	0.383	0.599	0.618	30
24	7480	66.8	28.3	196.243384150249	0.14	0.287	0.089	1.375	0.04	0.054	0.404	0.382	0.596	0.619	30
25	7481	66.8	28.4	196.014697890794	0.137	0.287	0.089	1.364	0.049	0.062	0.415	0.393	0.585	0.607	30
26	7482	66.8	28.5	193.442586333651	0.135	0.288	0.089	1.353	0.05	0.06	0.422	0.401	0.578	0.6	30
27	7483	66.8	28.6	190.776924239549	0.135	0.291	0.09	1.329	0.052	0.06	0.428	0.407	0.573	0.593	30
28	7484	66.8	28.7	190.966711434947	0.134	0.29	0.09	1.352	0.059	0.069	0.437	0.417	0.563	0.584	30
29	7485	66.8	28.8	183.049816968233	0.155	0.291	0.09	1.353	0.057	0.066	0.446	0.422	0.555	0.578	30
30	7486	66.8	28.9	187.154277202292	0.159	0.294	0.091	1.336	0.067	0.075	0.462	0.437	0.539	0.564	30
31	7487	66.8	29	182.990250169508	0.152	0.298	0.093	1.287	0.061	0.068	0.462	0.436	0.539	0.565	30
32	7488	66.8	29.1	173.995656259041	0.136	0.305	0.098	1.237	0.064	0.066	0.458	0.432	0.542	0.568	30
33	7489	66.8	29.2	177.288243948175	0.141	0.299	0.093	1.255	0.056	0.06	0.453	0.425	0.547	0.575	30
34	7490	66.8	29.3	187.015404121014	0.152	0.295	0.092	1.313	0.061	0.067	0.463	0.434	0.537	0.567	30
35	7491	66.8	29.4	191.758987098808	0.148	0.294	0.091	1.348	0.066	0.072	0.454	0.426	0.546	0.574	30
36	7593	66.7	13.5	156.31277762095	0.256	0.308	0.101	1.229	0.084	0.08	0.438	0.401	0.562	0.598	30
37	7594	66.7	13.6	146.951160206584	0.278	0.306	0.097	1.231	0.077	0.073	0.422	0.384	0.578	0.616	30
38	7595	66.7	13.7	139.636737211412	0.309	0.307	0.099	1.246	0.076	0.073	0.42	0.385	0.58	0.615	30
39	7596	66.7	13.8	124.092739459421	0.328	0.306	0.1	1.233	0.076	0.075	0.412	0.379	0.588	0.621	30
40	7597	66.7	13.9	107.364494720107	0.341	0.302	0.098	1.165	0.085	0.081	0.402	0.373	0.598	0.627	30
41	7598	66.7	14	91.2391843581672	0.39	0.309	0.103	1.175	0.099	0.093	0.407	0.382	0.593	0.618	30
42	7599	66.7	14.1	101.359742892415	0.359	0.311	0.107	1.177	0.103	0.101	0.43	0.404	0.57	0.596	30
43	7600	66.7	14.2	101.470801735297	0.316	0.303	0.102	1.178	0.098	0.095	0.425	0.398	0.575	0.602	30
44	7601	66.7	14.3	92.1585735365024	0.357	0.304	0.104	1.17	0.094	0.089	0.414	0.392	0.586	0.608	30
45	7602	66.7	14.4	89.8986618075822	0.372	0.308	0.105	1.197	0.089	0.084	0.392	0.375	0.608	0.625	30
46	7603	66.7	14.5	105.185754839251	0.336	0.302	0.1	1.205	0.082	0.077	0.4	0.379	0.6	0.621	30
47	7604	66.7	14.6	97.9375439539155	0.329	0.302	0.101	1.171	0.084	0.082	0.403	0.387	0.597	0.613	30
48	7605	66.7	14.7	94.2992642551126	0.327	0.305	0.104	1.164	0.092	0.09	0.413	0.402	0.588	0.598	30
49	7606	66.7	14.8	108.896304693493	0.29	0.301	0.1	1.214	0.082	0.079	0.422	0.408	0.578	0.592	30
50	7607	66.7	14.9	116.760742334709	0.244	0.298	0.098	1.212	0.068	0.065	0.422	0.401	0.577	0.599	30
51	7608	66.7	15	111.066801886395	0.241	0.299	0.095	1.181	0.066	0.063	0.428	0.403	0.572	0.597	30
52	7609	66.7	15.1	107.258078532616	0.261	0.3	0.097	1.182	0.077	0.074	0.436	0.413	0.564	0.587	30
53	7610	66.7	15.2	95.7105204836639	0.281	0.302	0.101	1.228	0.088	0.085	0.439	0.424	0.561	0.576	30
54	7611	66.7	15.3	109.083593010871	0.247	0.301	0.099	1.22	0.078	0.075	0.427	0.407	0.573	0.593	30
55	7612	66.7	15.4	133.666020616155	0.226	0.298	0.095	1.203	0.065	0.062	0.427	0.4	0.572	0.599	30
56	7613	66.7	15.5	138.838220221385	0.233	0.299	0.097	1.235	0.063	0.059	0.422	0.396	0.578	0.603	30
57	7614	66.7	15.6	121.582564874117	0.251	0.298	0.097	1.226	0.066	0.063	0.415	0.391	0.585	0.609	30
58	7615	66.7	15.7	123.282740990596	0.248	0.3	0.098	1.225	0.069	0.066	0.42	0.396	0.579	0.603	30
59	7616	66.7	15.8	128.596114700519	0.238	0.297	0.096	1.218	0.068	0.065	0.426	0.4	0.574	0.599	30
60	7617	66.7	15.9	120.356939185134	0.244	0.297	0.098	1.208	0.069	0.065	0.426	0.403	0.574	0.596	30
61	7618	66.7	16	122.224639627262	0.239	0.297	0.099	1.221	0.074	0.07	0.44	0.417	0.56	0.582	30
62	7619	66.7	16.1	128.683564036541	0.233	0.298	0.098	1.219	0.076	0.071	0.463	0.435	0.538	0.565	30
63	7620	66.7	16.2	126.584724872112	0.238	0.301	0.098	1.206	0.073	0.068	0.465	0.438	0.535	0.562	30
64	7621	66.7	16.3	122.416880481774	0.243	0.303	0.1	1.198	0.078	0.073	0.454	0.431	0.547	0.569	30
65	7622	66.7	16.4	111.80197982386	0.258	0.301	0.103	1.221	0.086	0.083	0.438	0.422	0.562	0.578	30
66	7623	66.7	16.5	120.229477208764	0.263	0.297	0.102	1.243	0.088	0.086	0.434	0.416	0.566	0.584	30
67	7624	66.7	16.6	135.413969255741	0.241	0.298	0.1	1.241	0.081	0.078	0.444	0.415	0.556	0.585	30
68	7625	66.7	16.7	131.173945776786	0.239	0.299	0.099	1.224	0.071	0.068	0.447	0.415	0.553	0.585	30
69	7626	66.7	16.8	126.58732668464	0.259	0.298	0.1	1.224	0.072	0.069	0.441	0.41	0.559	0.59	30
70	7627	66.7	16.9	134.504363179846	0.254	0.297	0.099	1.245	0.077	0.074	0.447	0.417	0.553	0.583	30
71	7628	66.7	17	134.766143010953	0.248	0.298	0.099	1.221	0.077	0.074	0.457	0.427	0.543	0.573	30
72	7629	66.7	17.1	130.611339665644	0.258	0.299	0.1	1.239	0.082	0.079	0.45	0.422	0.55	0.578	30
73	7630	66.7	17.2	145.246421115881	0.233	0.297	0.1	1.254	0.083	0.082	0.463	0.434	0.537	0.566	30
74	7631	66.7	17.3	173.023986793796	0.21	0.3	0.099	1.223	0.074	0.074	0.48	0.448	0.52	0.552	30
75	7632	66.7	17.4	182.402108481344	0.202	0.304	0.101	1.222	0.059	0.058	0.474	0.442	0.527	0.558	30
76	7633	66.7	17.5	171.348535325746	0.195	0.302	0.099	1.205	0.058	0.058	0.476	0.442	0.524	0.558	30
77	7634	66.7	17.6	163.760333251839	0.193	0.299	0.097	1.199	0.066	0.066	0.487	0.455	0.514	0.546	30
78	7635	66.7	17.7	161.114685662653	0.194	0.298	0.097	1.218	0.069	0.069	0.482	0.453	0.519	0.548	30
79	7636	66.7	17.8	161.344974698944	0.191	0.299	0.099	1.215	0.076	0.075	0.481	0.454	0.52	0.546	30
80	7637	66.7	17.9	165.319228332396	0.182	0.303	0.101	1.168	0.084	0.083	0.492	0.462	0.509	0.539	30
81	7638	66.7	18	177.557913570163	0.181	0.304	0.103	1.173	0.082	0.082	0.487	0.457	0.513	0.544	30
82	7639	66.7	18.1	179.247180267244	0.188	0.302	0.101	1.209	0.079	0.079	0.485	0.455	0.515	0.545	30
83	7640	66.7	18.2	182.531307903577	0.187	0.302	0.099	1.241	0.072	0.071	0.482	0.45	0.518	0.551	30
84	7641	66.7	18.3	181.667805057165	0.197	0.298	0.097	1.267	0.07	0.07	0.477	0.441	0.523	0.559	30
85	7642	66.7	18.4	181.223608427681	0.202	0.296	0.095	1.284	0.071	0.071	0.472	0.436	0.529	0.565	30
86	7643	66.7	18.5	189.74233527744	0.19	0.295	0.094	1.294	0.067	0.07	0.459	0.421	0.542	0.579	30
87	7644	66.7	18.6	193.812052224821	0.177	0.297	0.094	1.302	0.063	0.065	0.449	0.413	0.552	0.588	30
88	7645	66.7	18.7	183.685806544855	0.173	0.301	0.099	1.296	0.053	0.055	0.431	0.4	0.57	0.601	30
89	7646	66.7	18.8	187.572136858931	0.157	0.305	0.102	1.299	0.046	0.05	0.412	0.383	0.588	0.617	30
90	7647	66.7	18.9	195.143578363327	0.158	0.295	0.093	1.294	0.037	0.04	0.393	0.364	0.607	0.636	30
91	7648	66.7	19	194.328332949425	0.158	0.295	0.094	1.295	0.04	0.044	0.406	0.378	0.594	0.622	30
92	7649	66.7	19.1	195.315190490596	0.157	0.301	0.097	1.283	0.046	0.049	0.425	0.402	0.575	0.598	30
93	7650	66.7	19.2	194.969413683037	0.165	0.295	0.095	1.307	0.048	0.053	0.409	0.383	0.591	0.617	30
