# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	46206	52.9	10.3	199.9874622216	0.104	0.241	0.09	1.471	0.047	0.064	0.205	0.207	0.794	0.792	30
2	46207	52.9	10.4	199.928518837776	0.114	0.247	0.094	1.486	0.063	0.081	0.269	0.272	0.731	0.728	30
3	46208	52.9	10.5	199.931496267346	0.1	0.253	0.099	1.501	0.079	0.096	0.314	0.317	0.686	0.684	30
4	46209	52.9	10.6	199.967762871003	0.088	0.257	0.104	1.506	0.085	0.102	0.33	0.333	0.67	0.667	30
5	46210	52.9	10.7	199.935433939027	0.084	0.256	0.106	1.492	0.081	0.098	0.315	0.321	0.685	0.679	30
6	46211	52.9	10.8	200	0.094	0.258	0.103	1.491	0.077	0.094	0.317	0.322	0.683	0.678	30
7	46212	52.9	10.9	200	0.099	0.264	0.106	1.507	0.092	0.108	0.358	0.362	0.642	0.637	30
8	46213	52.9	11	200	0.08	0.264	0.107	1.505	0.093	0.108	0.323	0.329	0.677	0.67	30
9	46214	52.9	11.1	200	0.072	0.266	0.108	1.496	0.091	0.103	0.293	0.301	0.707	0.699	30
10	46215	52.9	11.2	200	0.067	0.263	0.109	1.488	0.096	0.11	0.301	0.312	0.698	0.688	30
11	46216	52.9	11.3	200	0.068	0.263	0.106	1.482	0.091	0.107	0.28	0.293	0.719	0.707	30
12	46217	52.9	11.4	200	0.068	0.254	0.102	1.483	0.075	0.09	0.23	0.244	0.77	0.757	30
13	46218	52.9	11.5	200	0.071	0.245	0.098	1.484	0.059	0.074	0.193	0.204	0.807	0.796	30
14	46219	52.9	11.6	200	0.07	0.253	0.103	1.485	0.068	0.081	0.207	0.216	0.792	0.784	30
15	46220	52.9	11.7	200	0.066	0.267	0.111	1.481	0.096	0.108	0.279	0.285	0.721	0.714	30
16	46221	52.9	11.8	200	0.06	0.277	0.117	1.476	0.122	0.131	0.344	0.347	0.656	0.653	30
17	46222	52.9	11.9	200	0.061	0.279	0.118	1.471	0.12	0.13	0.34	0.343	0.66	0.657	30
18	46223	52.9	12	199.99905612658	0.066	0.26	0.108	1.48	0.087	0.098	0.25	0.255	0.75	0.745	30
19	46224	52.9	12.1	199.998526633614	0.072	0.256	0.104	1.481	0.065	0.078	0.191	0.2	0.808	0.799	30
20	46225	52.9	12.2	199.999474154176	0.071	0.258	0.106	1.471	0.079	0.095	0.244	0.255	0.756	0.745	30
21	46226	52.9	12.3	200	0.07	0.264	0.109	1.483	0.089	0.105	0.283	0.296	0.717	0.704	30
22	46227	52.9	12.4	200	0.068	0.263	0.109	1.485	0.083	0.098	0.262	0.273	0.738	0.727	30
23	46228	52.9	12.5	200	0.07	0.256	0.105	1.487	0.083	0.098	0.279	0.289	0.72	0.711	30
24	46229	52.9	12.6	200	0.069	0.264	0.109	1.492	0.084	0.1	0.295	0.305	0.705	0.695	30
25	46230	52.9	12.7	200	0.069	0.267	0.111	1.5	0.091	0.106	0.325	0.334	0.675	0.666	30
26	46231	52.9	12.8	200	0.071	0.267	0.111	1.504	0.091	0.105	0.322	0.33	0.678	0.67	30
27	46232	52.9	12.9	200	0.068	0.259	0.106	1.502	0.07	0.084	0.243	0.25	0.756	0.75	30
28	46233	52.9	13	200	0.071	0.245	0.099	1.497	0.056	0.07	0.192	0.2	0.807	0.799	30
29	46234	52.9	13.1	200	0.078	0.245	0.1	1.488	0.064	0.078	0.216	0.223	0.783	0.777	30
30	46235	52.9	13.2	200	0.078	0.251	0.104	1.51	0.077	0.093	0.26	0.27	0.739	0.73	30
31	46236	52.9	13.3	200	0.067	0.252	0.103	1.501	0.076	0.09	0.247	0.256	0.752	0.744	30
32	46237	52.9	13.4	200	0.063	0.25	0.1	1.492	0.07	0.082	0.222	0.228	0.777	0.772	30
33	46238	52.9	13.5	200	0.087	0.237	0.093	1.492	0.05	0.064	0.175	0.178	0.824	0.821	30
34	46239	52.9	13.6	200	0.105	0.239	0.093	1.476	0.049	0.062	0.172	0.173	0.826	0.826	30
35	46240	52.9	13.7	199.993837860888	0.11	0.246	0.097	1.477	0.072	0.084	0.257	0.258	0.742	0.742	30
36	46241	52.9	13.8	199.996314934595	0.097	0.252	0.101	1.502	0.073	0.087	0.254	0.259	0.745	0.741	30
37	46242	52.9	13.9	199.999818396136	0.106	0.262	0.106	1.488	0.083	0.097	0.282	0.285	0.717	0.715	30
38	46243	52.9	14	200	0.107	0.273	0.114	1.5	0.125	0.139	0.405	0.402	0.595	0.598	30
39	46244	52.9	14.1	200	0.086	0.282	0.121	1.51	0.124	0.132	0.358	0.358	0.642	0.642	30
40	46245	52.9	14.2	200	0.093	0.265	0.111	1.506	0.124	0.13	0.377	0.373	0.623	0.627	30
41	46246	52.9	14.3	199.999978506602	0.095	0.251	0.103	1.524	0.101	0.117	0.345	0.35	0.655	0.65	30
42	46247	52.9	14.4	199.999368855169	0.094	0.255	0.105	1.534	0.102	0.118	0.334	0.341	0.666	0.659	30
43	46248	52.9	14.5	200	0.088	0.254	0.105	1.542	0.1	0.115	0.314	0.321	0.686	0.679	30
44	46249	52.9	14.6	200	0.086	0.249	0.104	1.538	0.095	0.111	0.288	0.298	0.712	0.702	30
45	46250	52.9	14.7	200	0.085	0.25	0.104	1.536	0.098	0.114	0.308	0.317	0.692	0.682	30
46	46251	52.9	14.8	199.999995811198	0.084	0.254	0.106	1.538	0.101	0.117	0.326	0.337	0.673	0.663	30
47	46252	52.9	14.9	199.999974613051	0.078	0.256	0.106	1.527	0.099	0.115	0.31	0.32	0.69	0.68	30
48	46253	52.9	15	200	0.074	0.254	0.104	1.533	0.088	0.105	0.278	0.288	0.721	0.711	30
49	46254	52.9	15.1	200	0.085	0.248	0.1	1.51	0.071	0.085	0.225	0.232	0.774	0.767	30
50	46255	52.9	15.2	200	0.098	0.247	0.096	1.468	0.051	0.063	0.178	0.179	0.821	0.82	30
51	46256	52.9	15.3	199.999046788583	0.103	0.238	0.091	1.445	0.045	0.056	0.165	0.164	0.833	0.834	30
52	46257	52.9	15.4	199.997145332853	0.094	0.239	0.095	1.469	0.06	0.073	0.201	0.204	0.798	0.794	30
53	46258	52.9	15.5	200	0.082	0.255	0.107	1.533	0.093	0.111	0.319	0.331	0.681	0.669	30
54	46259	52.9	15.6	199.999859158591	0.095	0.255	0.105	1.525	0.089	0.105	0.311	0.32	0.689	0.68	30
55	46260	52.9	15.7	199.999694496669	0.111	0.26	0.105	1.481	0.075	0.087	0.258	0.258	0.742	0.741	30
56	46261	52.9	15.8	199.999699535273	0.103	0.252	0.101	1.48	0.071	0.082	0.237	0.238	0.763	0.762	30
57	46262	52.9	15.9	199.999304239205	0.102	0.24	0.094	1.461	0.055	0.065	0.181	0.183	0.818	0.816	30
58	46263	52.9	16	199.999740880941	0.084	0.239	0.094	1.476	0.054	0.065	0.163	0.168	0.836	0.832	30
59	46264	52.9	16.1	200	0.069	0.244	0.097	1.497	0.06	0.071	0.178	0.183	0.821	0.815	30
60	46265	52.9	16.2	200	0.074	0.241	0.094	1.497	0.046	0.058	0.148	0.152	0.851	0.845	30
61	46266	52.9	16.3	199.999593766673	0.073	0.242	0.096	1.507	0.052	0.065	0.17	0.177	0.829	0.821	30
62	46267	52.9	16.4	199.999537692119	0.072	0.244	0.098	1.514	0.067	0.082	0.205	0.214	0.794	0.785	30
63	46268	52.9	16.5	200	0.072	0.258	0.106	1.518	0.089	0.105	0.273	0.279	0.727	0.72	30
64	46269	52.9	16.6	200	0.066	0.248	0.104	1.541	0.092	0.111	0.298	0.308	0.701	0.692	30
65	46270	52.9	16.7	200	0.064	0.237	0.1	1.532	0.065	0.083	0.218	0.229	0.781	0.77	30
66	46271	52.9	16.8	199.999284439774	0.068	0.238	0.095	1.521	0.056	0.072	0.189	0.198	0.81	0.801	30
67	46272	52.9	16.9	199.999474163917	0.064	0.238	0.098	1.543	0.067	0.086	0.231	0.243	0.768	0.756	30
68	46273	52.9	17	200	0.065	0.239	0.097	1.541	0.068	0.086	0.227	0.237	0.772	0.763	30
69	46274	52.9	17.1	200	0.061	0.243	0.1	1.552	0.077	0.097	0.262	0.272	0.737	0.727	30
70	46275	52.9	17.2	200	0.057	0.25	0.105	1.573	0.086	0.108	0.307	0.32	0.692	0.68	30
71	46276	52.9	17.3	200	0.057	0.251	0.108	1.581	0.091	0.114	0.335	0.348	0.665	0.652	30
72	46277	52.9	17.4	200	0.057	0.25	0.109	1.581	0.098	0.123	0.358	0.371	0.642	0.629	30
73	46278	52.9	17.5	200	0.055	0.252	0.108	1.583	0.089	0.111	0.336	0.347	0.664	0.653	30
74	46279	52.9	17.6	200	0.054	0.251	0.108	1.586	0.087	0.108	0.337	0.349	0.662	0.65	30
75	46280	52.9	17.7	200	0.06	0.252	0.107	1.578	0.089	0.11	0.338	0.352	0.661	0.648	30
76	46281	52.9	17.8	200	0.063	0.241	0.1	1.577	0.08	0.101	0.314	0.328	0.685	0.672	30
77	46282	52.9	17.9	200	0.064	0.244	0.1	1.567	0.079	0.097	0.296	0.308	0.704	0.693	30
78	46283	52.9	18	200	0.06	0.241	0.102	1.571	0.084	0.103	0.301	0.312	0.699	0.688	30
79	46284	52.9	18.1	200	0.055	0.244	0.104	1.579	0.093	0.113	0.32	0.332	0.679	0.668	30
80	46285	52.9	18.2	200	0.051	0.251	0.107	1.572	0.108	0.129	0.328	0.341	0.671	0.658	30
81	46286	52.9	18.3	200	0.055	0.255	0.107	1.56	0.1	0.119	0.293	0.303	0.706	0.696	30
82	46287	52.9	18.4	199.996944687513	0.067	0.253	0.104	1.518	0.088	0.103	0.259	0.262	0.74	0.738	30
83	46288	52.9	18.5	199.999749571755	0.066	0.249	0.101	1.517	0.076	0.091	0.239	0.245	0.761	0.756	30
84	46289	52.9	18.6	200	0.068	0.248	0.101	1.518	0.059	0.073	0.198	0.202	0.801	0.798	30
85	46290	52.9	18.7	200	0.074	0.249	0.103	1.521	0.084	0.097	0.246	0.249	0.753	0.751	30
86	46291	52.9	18.8	200	0.065	0.246	0.102	1.537	0.092	0.105	0.273	0.277	0.727	0.723	30
87	46292	52.9	18.9	200	0.073	0.242	0.1	1.532	0.061	0.076	0.203	0.209	0.796	0.79	30
88	46293	52.9	19	200	0.069	0.24	0.1	1.54	0.072	0.09	0.252	0.261	0.747	0.739	30
89	46294	52.9	19.1	200	0.056	0.24	0.102	1.562	0.096	0.116	0.333	0.343	0.666	0.656	30
90	46295	52.9	19.2	200	0.049	0.238	0.1	1.57	0.097	0.116	0.337	0.347	0.662	0.653	30
91	46296	52.9	19.3	200	0.054	0.244	0.098	1.555	0.08	0.098	0.27	0.279	0.729	0.72	30
92	46297	52.9	19.4	200	0.059	0.25	0.097	1.524	0.06	0.074	0.203	0.207	0.796	0.792	30
93	46298	52.9	19.5	200	0.053	0.249	0.098	1.529	0.068	0.084	0.223	0.232	0.776	0.767	30
94	46299	52.9	19.6	200	0.054	0.248	0.098	1.528	0.061	0.076	0.203	0.212	0.796	0.787	30
95	46300	52.9	19.7	200	0.045	0.258	0.103	1.519	0.076	0.092	0.259	0.269	0.741	0.731	30
96	46301	52.9	19.8	200	0.045	0.265	0.107	1.524	0.082	0.099	0.285	0.296	0.715	0.704	30
97	46302	52.9	19.9	200	0.05	0.271	0.109	1.518	0.08	0.096	0.25	0.26	0.749	0.739	30
98	46303	52.9	20	200	0.05	0.26	0.105	1.524	0.075	0.092	0.244	0.254	0.756	0.746	30
99	46304	52.9	20.1	200	0.049	0.258	0.105	1.527	0.076	0.094	0.263	0.275	0.736	0.724	30
100	46305	52.9	20.2	200	0.049	0.254	0.103	1.537	0.081	0.1	0.265	0.277	0.734	0.723	30
101	46306	52.9	20.3	200	0.05	0.25	0.102	1.528	0.081	0.099	0.252	0.263	0.747	0.736	30
102	46307	52.9	20.4	200	0.061	0.251	0.099	1.512	0.076	0.093	0.253	0.261	0.746	0.738	30
