# Command file for Castanea
# Generated on Rstudio by user vandermeersch, on the 2023-10-26

# The filenames below are relative to the folder containing this command file
castaneaFileName	=	qpetraea_subset1_rep1.txt
inventoryFileName	=	C:/Users/vandermeersch/Documents/CEFE/phd/castanea/run/inventory.txt

climateBaseName	=	D:/climate/ERA5-Land/castanea_format/
climateExtension	=	.txt
simulationName	=	ind1_


#	siteId	gridName	latitude	longitude	soilHeight	stone	wfc	wilt	bulk	SOLCLAYtop	SOLCLAYsol	SOLFINtop	SOLFINsol	SOLSANDtop	SOLSANDsol	numberOfYears
1	39576	54.7	24.5	199.979339119409	0.088	0.299	0.118	1.506	0.114	0.128	0.434	0.427	0.566	0.573	30
2	39577	54.7	24.6	199.983957730922	0.083	0.295	0.115	1.507	0.112	0.124	0.417	0.409	0.583	0.591	30
3	39578	54.7	24.7	199.947531078234	0.093	0.299	0.117	1.508	0.116	0.126	0.427	0.417	0.573	0.583	30
4	39579	54.7	24.8	199.941528675351	0.094	0.3	0.116	1.509	0.11	0.121	0.41	0.4	0.59	0.6	30
5	39580	54.7	24.9	199.930407835777	0.089	0.294	0.11	1.491	0.093	0.104	0.372	0.361	0.628	0.639	30
6	39581	54.7	25	199.919408380641	0.091	0.292	0.11	1.49	0.092	0.101	0.372	0.359	0.627	0.64	30
7	39582	54.7	25.1	199.957505886931	0.092	0.288	0.109	1.493	0.093	0.102	0.384	0.37	0.616	0.63	30
8	39583	54.7	25.2	199.952583761483	0.094	0.29	0.114	1.494	0.095	0.105	0.388	0.376	0.611	0.623	30
9	39584	54.7	25.3	199.976008231012	0.102	0.294	0.115	1.488	0.103	0.114	0.428	0.417	0.572	0.582	30
10	39585	54.7	25.4	199.953004331615	0.103	0.295	0.113	1.474	0.094	0.106	0.405	0.395	0.595	0.605	30
11	39586	54.7	25.5	199.946912635181	0.096	0.289	0.11	1.456	0.085	0.098	0.352	0.344	0.648	0.656	30
12	39587	54.7	25.6	199.942291132555	0.093	0.286	0.106	1.455	0.081	0.094	0.338	0.33	0.662	0.67	30
13	39588	54.7	25.7	199.466893979707	0.105	0.297	0.111	1.454	0.088	0.104	0.383	0.373	0.617	0.627	30
14	39589	54.7	25.8	199.313763299994	0.112	0.302	0.113	1.455	0.095	0.116	0.421	0.411	0.579	0.589	30
15	39590	54.7	25.9	199.697088778916	0.096	0.302	0.118	1.474	0.102	0.125	0.429	0.423	0.571	0.577	30
16	39591	54.7	26	199.767552385447	0.08	0.304	0.121	1.486	0.104	0.126	0.424	0.42	0.576	0.58	30
17	39592	54.7	26.1	199.932036392875	0.076	0.305	0.123	1.491	0.105	0.124	0.429	0.424	0.571	0.576	30
18	39593	54.7	26.2	199.986300260319	0.074	0.3	0.119	1.471	0.094	0.108	0.372	0.365	0.628	0.635	30
19	39594	54.7	26.3	199.9302070163	0.076	0.294	0.112	1.459	0.087	0.1	0.341	0.332	0.66	0.668	30
20	39595	54.7	26.4	199.888458601538	0.073	0.299	0.115	1.469	0.098	0.112	0.384	0.375	0.617	0.625	30
21	39596	54.7	26.5	199.948700627702	0.074	0.303	0.117	1.472	0.102	0.115	0.399	0.391	0.601	0.609	30
22	39597	54.7	26.6	199.994225767905	0.069	0.302	0.115	1.439	0.102	0.115	0.389	0.384	0.611	0.616	30
23	39598	54.7	26.7	199.999902705542	0.069	0.304	0.119	1.415	0.099	0.112	0.38	0.376	0.62	0.624	30
24	39599	54.7	26.8	199.999031774178	0.075	0.298	0.114	1.417	0.086	0.099	0.324	0.317	0.676	0.683	30
25	39600	54.7	26.9	199.99227248077	0.084	0.289	0.108	1.43	0.081	0.094	0.315	0.308	0.685	0.692	30
26	39601	54.7	27	199.972291123943	0.088	0.297	0.113	1.433	0.093	0.108	0.378	0.37	0.622	0.63	30
27	39602	54.7	27.1	199.972292237242	0.086	0.306	0.118	1.431	0.103	0.119	0.425	0.418	0.575	0.582	30
28	39603	54.7	27.2	199.994273611822	0.076	0.312	0.121	1.414	0.109	0.126	0.445	0.44	0.555	0.56	30
29	39604	54.7	27.3	199.996672990678	0.07	0.31	0.119	1.421	0.106	0.121	0.427	0.421	0.573	0.579	30
30	39605	54.7	27.4	199.975161773396	0.071	0.308	0.119	1.452	0.11	0.125	0.442	0.436	0.558	0.564	30
31	39606	54.7	27.5	199.97134989678	0.075	0.31	0.121	1.427	0.115	0.131	0.461	0.455	0.539	0.546	30
32	39607	54.7	27.6	199.987133231599	0.067	0.316	0.126	1.427	0.121	0.136	0.479	0.474	0.521	0.526	30
33	39608	54.7	27.7	199.994953752616	0.065	0.314	0.124	1.433	0.112	0.126	0.467	0.461	0.533	0.539	30
34	39609	54.7	27.8	199.993251658972	0.075	0.299	0.114	1.462	0.095	0.109	0.425	0.417	0.575	0.583	30
35	39610	54.7	27.9	199.990280869756	0.08	0.3	0.114	1.448	0.09	0.104	0.408	0.398	0.592	0.602	30
36	39611	54.7	28	199.93811729277	0.089	0.299	0.111	1.435	0.085	0.098	0.411	0.399	0.589	0.601	30
37	39612	54.7	28.1	199.978382004343	0.088	0.3	0.11	1.424	0.085	0.098	0.409	0.396	0.591	0.603	30
38	39613	54.7	28.2	199.900507117867	0.07	0.304	0.112	1.41	0.088	0.1	0.395	0.382	0.605	0.618	30
39	39614	54.7	28.3	199.983696380598	0.076	0.305	0.112	1.4	0.08	0.093	0.373	0.362	0.628	0.638	30
40	39615	54.7	28.4	199.941947352384	0.071	0.309	0.113	1.358	0.1	0.112	0.403	0.391	0.597	0.609	30
41	39616	54.7	28.5	199.800833248667	0.088	0.303	0.11	1.414	0.093	0.106	0.388	0.378	0.611	0.622	30
42	39617	54.7	28.6	199.990227596913	0.075	0.3	0.109	1.423	0.093	0.107	0.394	0.383	0.606	0.617	30
43	39618	54.7	28.7	199.999593851002	0.069	0.301	0.11	1.432	0.093	0.106	0.402	0.391	0.598	0.609	30
44	39619	54.7	28.8	199.998638538713	0.069	0.298	0.111	1.431	0.091	0.104	0.405	0.392	0.595	0.608	30
45	39620	54.7	28.9	199.999742802166	0.084	0.301	0.114	1.446	0.101	0.114	0.449	0.435	0.551	0.565	30
46	39621	54.7	29	199.996394823411	0.08	0.305	0.117	1.437	0.107	0.119	0.459	0.447	0.541	0.553	30
47	39622	54.7	29.1	199.989520483655	0.069	0.312	0.121	1.427	0.117	0.127	0.466	0.455	0.534	0.545	30
48	39623	54.7	29.2	199.999701649494	0.056	0.309	0.118	1.413	0.111	0.12	0.45	0.442	0.55	0.558	30
49	39624	54.7	29.3	199.998856145266	0.057	0.312	0.119	1.402	0.109	0.119	0.442	0.435	0.558	0.565	30
50	39625	54.7	29.4	200	0.061	0.312	0.119	1.404	0.113	0.123	0.444	0.437	0.556	0.563	30
51	39626	54.7	29.5	200	0.064	0.31	0.119	1.398	0.114	0.126	0.445	0.436	0.555	0.564	30
52	39627	54.7	29.6	200	0.071	0.312	0.121	1.412	0.119	0.132	0.477	0.465	0.523	0.535	30
53	39628	54.7	29.7	199.999903431678	0.078	0.316	0.127	1.446	0.131	0.146	0.526	0.513	0.474	0.487	30
54	39629	54.7	29.8	199.999790553583	0.074	0.315	0.127	1.443	0.139	0.154	0.542	0.529	0.458	0.471	30
55	39630	54.7	29.9	200	0.066	0.31	0.122	1.429	0.129	0.144	0.506	0.493	0.493	0.507	30
56	39631	54.7	30	200	0.07	0.315	0.126	1.425	0.135	0.151	0.529	0.515	0.471	0.485	30
57	39632	54.7	30.1	200	0.067	0.32	0.13	1.415	0.141	0.157	0.543	0.531	0.458	0.47	30
58	39633	54.7	30.2	200	0.065	0.318	0.129	1.41	0.136	0.151	0.525	0.513	0.476	0.487	30
59	39634	54.7	30.3	200	0.066	0.316	0.128	1.402	0.13	0.145	0.51	0.498	0.491	0.502	30
60	39635	54.7	30.4	200	0.063	0.315	0.125	1.397	0.127	0.142	0.488	0.478	0.512	0.522	30
61	39636	54.7	30.5	200	0.061	0.313	0.123	1.395	0.123	0.138	0.465	0.455	0.535	0.545	30
62	39637	54.7	30.6	200	0.06	0.317	0.125	1.381	0.13	0.144	0.476	0.467	0.524	0.533	30
63	39638	54.7	30.7	200	0.062	0.315	0.123	1.382	0.132	0.145	0.483	0.473	0.517	0.527	30
64	39639	54.7	30.8	200	0.065	0.316	0.123	1.389	0.131	0.145	0.489	0.477	0.511	0.523	30
65	39640	54.7	30.9	200	0.061	0.318	0.128	1.393	0.141	0.154	0.512	0.5	0.488	0.5	30
66	39641	54.7	31	199.999580928881	0.053	0.315	0.126	1.389	0.149	0.161	0.527	0.515	0.473	0.485	30
67	39642	54.7	31.1	199.997367983789	0.048	0.32	0.128	1.381	0.155	0.169	0.534	0.523	0.466	0.477	30
68	39643	54.7	31.2	199.951138763302	0.053	0.318	0.127	1.389	0.14	0.154	0.488	0.477	0.512	0.523	30
69	39644	54.7	31.3	199.848707566146	0.061	0.31	0.119	1.41	0.121	0.135	0.448	0.434	0.552	0.566	30
70	39732	54.6	-8.2	196.872071131459	0.188	0.334	0.142	1.296	0.177	0.184	0.51	0.507	0.49	0.493	30
71	39733	54.6	-8.1	197.324251918328	0.186	0.335	0.142	1.308	0.176	0.184	0.507	0.505	0.493	0.494	30
