# Forceps productivity export at Sat Aug 06 18:11:23 CEST 2022

# Genotypes included in the simulation
# genoptypeName	id name sname type s hmax amax g ddmin witn witx drtol ntol brow ly la lq immt ageMaturityForReproduction
# 17-Genotype-1	17 Fagus sylvatica FSyl D2 200.0 39.6037391963019 2184.33594658524 314.088848266763 504.141508268629 -22.8467826900248 19.7585052014981 0.0 2 3 1.0 4.71562408701714 2 -12000.0 1.0

#Trees
#date	patchId	speciesId	speciesShortName	adultProdBasalArea	adultProdBiomass	adultTreeBasalArea	adultTreeBiomass	deadBasalArea	deadBiomass	saplingBasalArea	saplingBiomass	adultTreeNumber	deadNumber	saplingNumber	droughtIndexAnnual	droughtIndexSeasonal

1971	55	17	FSyl	0	0	3.03353	24981.39438	0	0	0	0	19	0	0	0.41551352310738315	0.41551352310738315
1971	56	17	FSyl	0	0	2.19245	16499.31411	0.00478	17.0343	0	0	19	1	0	0.41551352310738315	0.41551352310738315
1971	57	17	FSyl	0	0	3.52008	30439.17232	0	0	0	0	23	0	0	0.41551352310738315	0.41551352310738315
1971	58	17	FSyl	0	0	3.60285	39732.43037	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	59	17	FSyl	0	0	2.20465	16261.16271	0	0	0	0	21	0	0	0.41551352310738315	0.41551352310738315
1971	60	17	FSyl	0	0	1.85403	14388.60609	0	0	0	0	21	0	0	0.41551352310738315	0.41551352310738315
1971	61	17	FSyl	0	0	2.493	19536.08484	0	0	0	0	24	0	0	0.41551352310738315	0.41551352310738315
1971	62	17	FSyl	0	0	2.79409	19789.16887	0	0	0	0	32	0	0	0.41551352310738315	0.41551352310738315
1971	63	17	FSyl	0	0	3.40315	30339.19584	0.00186	5.45536	0	0	28	1	0	0.41551352310738315	0.41551352310738315
1971	64	17	FSyl	0	0	1.67317	15889.96955	0	0	0	0	17	0	0	0.41551352310738315	0.41551352310738315
1971	65	17	FSyl	0	0	0.93203	6092.99697	0	0	0	0	14	0	0	0.41551352310738315	0.41551352310738315
1971	66	17	FSyl	0	0	2.19678	19925.43108	0	0	0	0	14	0	0	0.41551352310738315	0.41551352310738315
1971	67	17	FSyl	0	0	4.84693	46631.01708	0	0	0	0	15	0	0	0.41551352310738315	0.41551352310738315
1971	68	17	FSyl	0	0	2.50429	18731.02522	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	69	17	FSyl	0	0	3.94754	44010.81563	0	0	0	0	15	0	0	0.41551352310738315	0.41551352310738315
1971	70	17	FSyl	0	0	4.06458	36721.65458	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	71	17	FSyl	0	0	4.40601	41281.91669	0	0	0	0	8	0	0	0.41551352310738315	0.41551352310738315
1971	72	17	FSyl	0	0	2.20381	16535.64659	0	0	0	0	23	0	0	0.41551352310738315	0.41551352310738315
1971	73	17	FSyl	0	0	2.95714	24044.40189	0	0	0	0	22	0	0	0.41551352310738315	0.41551352310738315
1971	74	17	FSyl	0	0	2.42515	21401.86625	0	0	0	0	23	0	0	0.41551352310738315	0.41551352310738315
1971	75	17	FSyl	0	0	0.5017	3039.83636	0	0	0	0	13	0	0	0.41551352310738315	0.41551352310738315
1971	76	17	FSyl	0	0	1.58183	10994.37548	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	77	17	FSyl	0	0	1.45284	9097.95462	0	0	0	0	28	0	0	0.41551352310738315	0.41551352310738315
1971	78	17	FSyl	0	0	2.87132	24843.55028	0	0	0	0	15	0	0	0.41551352310738315	0.41551352310738315
1971	79	17	FSyl	0	0	2
