# Forceps productivity export at Sat Aug 06 18:11:23 CEST 2022

# Genotypes included in the simulation
# genoptypeName	id name sname type s hmax amax g ddmin witn witx drtol ntol brow ly la lq immt ageMaturityForReproduction
# 17-Genotype-1	17 Fagus sylvatica FSyl D2 200.0 39.6037391963019 2184.33594658524 314.088848266763 504.141508268629 -22.8467826900248 19.7585052014981 0.0 2 3 1.0 4.71562408701714 2 -12000.0 1.0

#Trees
#date	patchId	speciesId	speciesShortName	adultProdBasalArea	adultProdBiomass	adultTreeBasalArea	adultTreeBiomass	deadBasalArea	deadBiomass	saplingBasalArea	saplingBiomass	adultTreeNumber	deadNumber	saplingNumber	droughtIndexAnnual	droughtIndexSeasonal

1971	1	17	FSyl	0	0	3.75083	32562.72199	0	0	0	0	30	0	0	0.41551352310738315	0.41551352310738315
1971	2	17	FSyl	0	0	3.20838	32272.99776	0	0	0	0	19	0	0	0.41551352310738315	0.41551352310738315
1971	3	17	FSyl	0	0	2.27202	19724.8152	0	0	0	0	17	0	0	0.41551352310738315	0.41551352310738315
1971	4	17	FSyl	0	0	3.49392	30776.18729	0	0	0	0	26	0	0	0.41551352310738315	0.41551352310738315
1971	5	17	FSyl	0	0	3.84208	32004.88568	0	0	0	0	24	0	0	0.41551352310738315	0.41551352310738315
1971	6	17	FSyl	0	0	5.35288	53839.93091	0	0	0	0	17	0	0	0.41551352310738315	0.41551352310738315
1971	7	17	FSyl	0	0	1.95261	15251.0168	0	0	0	0	21	0	0	0.41551352310738315	0.41551352310738315
1971	8	17	FSyl	0	0	2.3262	16714.65521	0	0	0	0	27	0	0	0.41551352310738315	0.41551352310738315
1971	9	17	FSyl	0	0	3.91356	35792.30602	0	0	0	0	9	0	0	0.41551352310738315	0.41551352310738315
1971	10	17	FSyl	0	0	3.0883	31490.54694	0	0	0	0	8	0	0	0.41551352310738315	0.41551352310738315
1971	11	17	FSyl	0	0	1.57241	13461.22743	0	0	0	0	15	0	0	0.41551352310738315	0.41551352310738315
1971	12	17	FSyl	0	0	2.67643	21849.05325	0	0	0	0	23	0	0	0.41551352310738315	0.41551352310738315
1971	13	17	FSyl	0	0	2.14929	16957.39404	0	0	0	0	26	0	0	0.41551352310738315	0.41551352310738315
1971	14	17	FSyl	0	0	0.64815	5381.16393	0	0	0	0	10	0	0	0.41551352310738315	0.41551352310738315
1971	15	17	FSyl	0	0	4.46175	40464.73951	0	0	0	0	18	0	0	0.41551352310738315	0.41551352310738315
1971	16	17	FSyl	0	0	3.57854	29262.68256	0	0	0	0	34	0	0	0.41551352310738315	0.41551352310738315
1971	17	17	FSyl	0	0	3.45637	29242.71701	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	18	17	FSyl	0	0	2.57987	23092.45799	0	0	0	0	17	0	0	0.41551352310738315	0.41551352310738315
1971	19	17	FSyl	0	0	4.76989	47870.1084	0	0	0	0	8	0	0	0.41551352310738315	0.41551352310738315
1971	20	17	FSyl	0	0	2.31618	24310.87492	0	0	0	0	5	0	0	0.41551352310738315	0.41551352310738315
1971	21	17	FSyl	0	0	1.97425	17511.98616	0	0	0	0	26	0	0	0.41551352310738315	0.41551352310738315
1971	22	17	FSyl	0	0	3.41629	26900.85414	0	0	0	0	20	0	0	0.41551352310738315	0.41551352310738315
1971	23	17	FSyl	0	0	2.58102	20625.46485	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	24	17	FSyl	0	0	3.30507	28309.44723	0	0	0	0	27	0	0	0.41551352310738315	0.41551352310738315
1971	25	17	FSyl	0	0	3.70831	32024.39584	0	0	0	0	19	0	0	0.41551352310738315	0.41551352310738315
1971	26	17	FSyl	0	0	0.17282	770.06765	0	0	0	0	14	0	0	0.41551352310738315	0.41551352310738315
1971	27	17	FSyl	0	0	3.60327	27273.74573	0	0	0	0	26	0	0	0.41551352310738315	0.41551352310738315
1971	28	17	FSyl	0	0	3.52247	31045.67783	0	0	0	0	22	0	0	0.41551352310738315	0.41551352310738315
1971	29	17	FSyl	0	0	2.77428	23480.91447	0	0	0	0	28	0	0	0.41551352310738315	0.41551352310738315
1971	30	17	FSyl	0	0	3.64032	30479.67041	0	0	0	0	30	0	0	0.41551352310738315	0.41551352310738315
1971	31	17	FSyl	0	0	3.57802	35865.70909	0	0	0	0	20	0	0	0.41551352310738315	0.41551352310738315
1971	32	17	FSyl	0	0	2.99026	26003.41484	0	0	0	0	31	0	0	0.41551352310738315	0.41551352310738315
1971	33	17	FSyl	0	0	4.30623	35652.13495	0	0	0	0	30	0	0	0.41551352310738315	0.41551352310738315
1971	34	17	FSyl	0	0	2.52845	21661.21573	0	0	0	0	18	0	0	0.41551352310738315	0.41551352310738315
1971	35	17	FSyl	0	0	3.71857	31847.21172	0	0	0	0	23	0	0	0.41551352310738315	0.41551352310738315
1971	36	17	FSyl	0	0	3.42424	38434.245	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	37	17	FSyl	0	0	3.06473	26524.24267	0	0	0	0	18	0	0	0.41551352310738315	0.41551352310738315
1971	38	17	FSyl	0	0	3.33546	27849.78219	0	0	0	0	28	0	0	0.41551352310738315	0.41551352310738315
1971	39	17	FSyl	0	0	3.99348	32969.64012	0	0	0	0	33	0	0	0.41551352310738315	0.41551352310738315
1971	40	17	FSyl	0	0	4.16924	40034.59398	0	0	0	0	31	0	0	0.41551352310738315	0.41551352310738315
1971	41	17	FSyl	0	0	2.74156	21482.11455	0	0	0	0	21	0	0	0.41551352310738315	0.41551352310738315
1971	42	17	FSyl	0	0	2.17104	18441.07178	0	0	0	0	13	0	0	0.41551352310738315	0.41551352310738315
1971	43	17	FSyl	0	0	2.8505	21800.25961	0	0	0	0	26	0	0	0.41551352310738315	0.41551352310738315
1971	44	17	FSyl	0	0	2.21886	17140.41322	0	0	0	0	23	0	0	0.41551352310738315	0.41551352310738315
1971	45	17	FSyl	0	0	3.05077	24636.30726	0	0	0	0	25	0	0	0.41551352310738315	0.41551352310738315
1971	46	17	FSyl	0	0	3.38661	39375.40396	0	0	0	0	3	0	0	0.41551352310738315	0.41551352310738315
1971	47	17	FSyl	0	0	1.75448	12065.19988	0	0	0	0	19	0	0	0.41551352310738315	0.41551352310738315
1971	48	17	FSyl	0	0	2.72605	22236.09537	0	0	0	0	20	0	0	0.41551352310738315	0.41551352310738315
1971	49	17	FSyl	0	0	2.98878	26884.17675	0	0	0	0	21	0	0	0.41551352310738315	0.41551352310738315
1971	50	17	FSyl	0	0	5.02974	49095.45771	0	0	0	0	12	0	0	0.41551352310738315	0.41551352310738315
1971	51	17	FSyl	0	0	3.68697	32778.63834	0	0	0	0	11	0	0	0.41551352310738315	0.41551352310738315
1971	52	17	FSyl	0	0	2.03663	16679.79381	0	0	0	0	18	0	0	0.41551352310738315	0.41551352310738315
1971	53	17	FSyl	0	0	3.47888	29948.26009	0	0	0	0	24	0	0	0.41551352310738315	0.41551352310738315
1971	54	17	FSyl	0	0	1.75114	14044.15454	0	0	0	0	12	0	0	0.41551352310738315	0.41551352310738315
