"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Isoëtes"	"Liliaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
1560	1604	"Lake PWWL"	73.59139	-98.53889	0.5	"AWI"	0.5	-84.5	136.5	18.5	0	0	0.564971751412429	2.25988700564972	0	9.03954802259887	3.38983050847458	2.25988700564972	0.564971751412429	0	27.1186440677966	0	0	7.34463276836158	0.564971751412429	0	0	2.25988700564972	0	3.38983050847458	5.64971751412429	4.51977401129944	0	12.9943502824859	9.03954802259887	0	3.38983050847458	0	0	5.64971751412429	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	2	"AWI"	2	-22	440	190	0	0	0	1.69491525423729	0	12.4293785310734	2.82485875706215	1.12994350282486	0	0	46.3276836158192	0	0	11.864406779661	0	0	0	0	0	0	6.21468926553672	0	0	17.5141242937853	0	0	0	0	0	0	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	6.5	"AWI"	6.5	261	1246.5	702.5	0	11.4173228346457	0.78740157480315	1.96850393700787	1.18110236220472	5.90551181102362	0.393700787401575	0.393700787401575	0	0	33.4645669291339	0	0	12.2047244094488	0	0	0	0	0	0.78740157480315	9.84251968503937	14.1732283464567	0	6.69291338582677	0	0	0.78740157480315	0	0	0	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	21.5	"AWI"	21.5	1428	2238	1805	0	9.09090909090909	0	3.97727272727273	0	13.6363636363636	5.11363636363636	0	0.568181818181818	0	19.3181818181818	0	0	14.7727272727273	0	0	0	0.568181818181818	0.568181818181818	1.13636363636364	9.65909090909091	13.6363636363636	0	6.25	0	0	0.568181818181818	0	0	0	1.13636363636364
1560	1604	"Lake PWWL"	73.59139	-98.53889	39	"AWI"	39	2267	2898	2588	0.37593984962406	13.9097744360902	0	1.8796992481203	0	6.01503759398496	2.25563909774436	1.12781954887218	0	0	25.9398496240602	0	0	7.89473684210526	0	0.37593984962406	0.37593984962406	3.38345864661654	0	0	4.51127819548872	16.1654135338346	0.37593984962406	6.39097744360902	0	0.75187969924812	1.8796992481203	3.00751879699248	0	3.38345864661654	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	50.5	"AWI"	50.5	2772	3830	3218	0	13.4078212290503	0	3.35195530726257	0	11.1731843575419	1.11731843575419	1.67597765363128	0.558659217877095	0.558659217877095	22.3463687150838	1.67597765363128	0	7.82122905027933	0	0	0	0	0	0.558659217877095	3.91061452513966	25.1396648044693	0	5.58659217877095	0	0	1.11731843575419	0	0	0	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	60	"AWI"	60	3222	4422	3832	0	10.5726872246696	0.440528634361234	1.3215859030837	0	8.81057268722467	3.9647577092511	0.881057268722467	0	0	36.1233480176211	0	0	7.9295154185022	0	0	0	0	0.440528634361234	0.440528634361234	9.2511013215859	16.2995594713656	0	2.6431718061674	0	0	0.881057268722467	0	0	0	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	80.5	"AWI"	80.5	4826	6601	5529	0	0	0	1.5	0	13	0	0	0	0	43.5	0	0	12	0	0	0	0	0	1	12	13	0	4	0	0	0	0	0	0	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	95.5	"AWI"	95.5	6309.5	7940.5	7323	0	0	0.467289719626168	2.80373831775701	0	18.2242990654206	0.934579439252336	0	0	0	41.1214953271028	0	0	10.2803738317757	0	0	0	0	0	0.934579439252336	2.80373831775701	0	0.467289719626168	6.54205607476635	0	0	0	0	14.9532710280374	0	0.467289719626168
1560	1604	"Lake PWWL"	73.59139	-98.53889	124.5	"AWI"	124.5	7526	9881.5	8672	0	7.14285714285714	0	0.714285714285714	0	24.2857142857143	0	0	0	0	14.2857142857143	0	0	25.7142857142857	0	0	0	0	0	0.714285714285714	17.8571428571429	0	2.14285714285714	7.14285714285714	0	0	0	0	0	0	0
1560	1604	"Lake PWWL"	73.59139	-98.53889	158.5	"AWI"	158.5	8976.5	11849	10316	0	0	0	0.591715976331361	0	43.1952662721894	0	0	0	0	11.2426035502959	0	0	20.7100591715976	0	0	0	0	0	2.36686390532544	14.2011834319527	0	0	7.69230769230769	0	0	0	0	0	0	0
