"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"
1554	1595	"Lake GB2"	56.1	-75.28333	0	"AWI"	0	-144	28	-64	0	0	195	2	0	5	15	116	0	0	0	0	0	7	9	11	0	0	0	5	0	1	6	0	1	606	80	0	0	8	0	1	1	0	0	0	0	1	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	2	"AWI"	2	-89	231	32	0	0	161	2	0	3	2	80	0	0	0	0	2	2	4	6	0	0	0	3	0	4	2	0	1	337	46	0	0	3	0	0	2	0	0	0	0	1	0	0	1
1554	1595	"Lake GB2"	56.1	-75.28333	4	"AWI"	4	-66	496	123	0	0	118	1	0	3	2	67	0	0	0	0	0	4	3	4	0	0	0	3	0	5	1	0	1	439	27	0	0	4	0	0	0	0	0	0	0	1	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	6	"AWI"	6	-51	767	215	2	0	114	2	0	3	4	86	0	0	0	0	0	1	3	4	0	0	1	1	0	6	5	0	1	420	42	0	0	4	0	0	0	0	0	0	0	0	0	0	2
1554	1595	"Lake GB2"	56.1	-75.28333	8	"AWI"	8	-37	1041	307	1	0	92	0	0	2	0	54	1	0	0	0	1	6	1	2	0	0	0	1	0	3	1	0	0	323	19	0	0	3	0	0	0	0	0	0	0	1	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	10	"AWI"	10	-25	1317	397	0	0	123	0	0	4	5	80	0	0	0	0	1	2	5	5	0	0	0	7	0	8	1	1	1	397	19	0	0	3	0	0	0	0	0	0	0	1	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	12	"AWI"	12	65	1396	508	0	1	139	2	0	3	0	64	0	0	0	0	0	2	11	4	0	0	1	2	0	4	4	0	0	389	31	0	0	5	0	0	0	0	0	0	0	0	0	1	1
1554	1595	"Lake GB2"	56.1	-75.28333	14	"AWI"	14	115	1498	628	0	0	123	0	0	3	0	63	0	0	0	0	0	2	6	5	0	0	0	1	0	5	2	1	1	369	28	0	0	4	0	0	4	0	0	0	0	2	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	16	"AWI"	16	150	1649	744	1	0	166	2	0	4	4	84	0	0	0	0	1	2	5	7	0	1	1	2	0	4	0	0	0	258	19	0	0	6	0	0	0	0	0	0	0	1	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	18	"AWI"	18	178	1794	852	1	0	146	1	0	5	4	70	0	0	0	0	0	1	1	4	0	0	1	1	0	3	2	0	1	337	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0
1554	1595	"Lake GB2"	56.1	-75.28333	20	"AWI"	20	204	1970	963	0	0	113	0	0	4	0	50	0	0	0	0	0	4	5	7	0	0	0	4	0	8	3	0	1	431	27	0	0	2	0	1	1	0	0	0	0	2	0	0	1
1554	1595	"Lake GB2"	56.1	-75.28333	22	"AWI"	22	348	2026	1077	1	0	113	0	0	3	3	61	0	0	0	0	0	2	2	4	0	0	0	1	0	7	3	0	0	407	26	0	0	4	0	1	1	0	0	0	0	0	0	1	0
