"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Lamiaceae"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
967	998	"Gytgykai Lake"	63.16667	175	20	"AWI"	20	6066	7079	6734	31.7460317460317	0	0	0	0.952380952380952	0	12.6984126984127	0	0	0	0	3.17460317460317	5.71428571428571	0	0	0	0	0	0	0	0	0	41.2698412698413	0	2.53968253968254	0	0	0	0	0	0	0	0	1.26984126984127	0	0	0.634920634920635
967	998	"Gytgykai Lake"	63.16667	175	0	"AWI"	0	4863	6991	6432	36.01108033241	0	0	0	0.277008310249307	0	5.54016620498615	0	0	0	0	1.10803324099723	0.554016620498615	0	0	0	0	0	0	2.21606648199446	0	0	51.2465373961219	0	1.66204986149584	0	0	0	0	0	0	0	0	1.10803324099723	0	0	0.277008310249307
967	998	"Gytgykai Lake"	63.16667	175	30	"AWI"	30	6563	7156	6905	33.4269662921348	0	0	0	1.96629213483146	0	20.2247191011236	0	0	0	0	2.80898876404494	3.65168539325843	0	0	0	0	0	0	0	0	0	30.0561797752809	0	4.49438202247191	0	0	0	0	0	0	0	0.561797752808989	1.12359550561798	0.280898876404494	0	1.40449438202247
967	998	"Gytgykai Lake"	63.16667	175	12	"AWI"	12	5582	7045	6610	35.2818371607516	0.208768267223382	0	0.417536534446764	1.25260960334029	0	12.9436325678497	0	0	0	0.626304801670146	5.8455114822547	5.21920668058455	0	0	0	0	0	0	0	0	0	30.6889352818372	0	4.38413361169102	0	0	0	0	0	0	0	0.626304801670146	1.25260960334029	0.626304801670146	0	0.626304801670146
967	998	"Gytgykai Lake"	63.16667	175	40	"AWI"	40	6794	7232	7036	34.9887133182844	0	0	0	1.35440180586907	0	16.4785553047404	0	0	0	0	5.86907449209932	3.83747178329571	0	0	0	0	0	0	0	0	0	32.7313769751693	0	2.25733634311512	0	0	0	0	0	0	0	0.225733634311512	1.35440180586907	0.451467268623025	0	0.451467268623025
967	998	"Gytgykai Lake"	63.16667	175	50	"AWI"	50	6894	7422	7156	35.0404312668464	0	0	0	2.15633423180593	0	8.08625336927224	0	0.269541778975741	0	0	4.31266846361186	2.69541778975741	0	0	0	0.269541778975741	0	0	0	0	0	40.4312668463612	0	2.69541778975741	0	0	0	0	0	0	0	0.269541778975741	2.69541778975741	0.808625336927224	0	0.269541778975741
967	998	"Gytgykai Lake"	63.16667	175	60	"AWI"	60	6952	7738	7262	45.0184501845018	0	0	0	1.1070110701107	0	6.08856088560886	0	0	0	0.55350553505535	4.7970479704797	2.76752767527675	0	0	0	0	0	0	0	0	0	32.6568265682657	0	4.61254612546125	0	0	0	0	0	0	0	0	0.922509225092251	0.738007380073801	0	0.738007380073801
967	998	"Gytgykai Lake"	63.16667	175	70	"AWI"	70	7033	7946	7375	44.0501043841336	0	0	0	1.04384133611691	0	7.51565762004175	0	0	0	0	8.35073068893528	1.46137787056367	0	0	0	0	0	0	0	0	0	32.3590814196242	0	2.08768267223382	0	0	0	0	0	0	0	0	1.25260960334029	1.04384133611691	0	0.835073068893528
967	998	"Gytgykai Lake"	63.16667	175	80	"AWI"	80	7099	8067	7498	30.2631578947368	0	0	0	0.657894736842105	0	7.23684210526316	0	0	0	0	7.23684210526316	5.26315789473684	0	0	0	0	0	0	0	0	0	46.0526315789474	0	1.31578947368421	0	0	0	0	0	0	0	0.328947368421053	0.657894736842105	0	0.328947368421053	0.657894736842105
967	998	"Gytgykai Lake"	63.16667	175	90	"AWI"	90	7144	8242	7619	86.4182692307692	0	0	0	0.240384615384615	0	1.86298076923077	0	0	0	0	1.02163461538462	0.841346153846154	0	0	0	0	0	0	0	0	0	8.89423076923077	0	0.360576923076923	0	0	0	0	0	0	0	0	0.180288461538462	0.180288461538462	0	0
967	998	"Gytgykai Lake"	63.16667	175	100	"AWI"	100	7214	8400	7736	37.3456790123457	0	0	0	3.39506172839506	0	11.1111111111111	0	0	0	0	6.17283950617284	1.54320987654321	0	0	0	0	0	0	0	0	0	35.1851851851852	0	3.08641975308642	0	0	0	0	0	0	0	0	0.925925925925926	0.308641975308642	0	0.925925925925926
967	998	"Gytgykai Lake"	63.16667	175	110	"AWI"	110	7314	8468	7861	30.7167235494881	0	0	0.341296928327645	1.36518771331058	0	4.77815699658703	0	0	0	0	1.36518771331058	1.36518771331058	0	0	0	0	0	0	0	0	0	54.6075085324232	0	2.04778156996587	0	0	0	0	0	0	0	0.341296928327645	1.36518771331058	0.68259385665529	0.68259385665529	0.341296928327645
967	998	"Gytgykai Lake"	63.16667	175	120	"AWI"	120	7370	8571	7988	41.8390804597701	0	0	0	2.52873563218391	0	7.35632183908046	0	0	0	0	4.59770114942529	1.60919540229885	0	0	0	0	0	0	0	0	0	36.0919540229885	0	2.52873563218391	0	0	0	0	0	0	0.229885057471264	0	1.37931034482759	1.37931034482759	0	0.459770114942529
967	998	"Gytgykai Lake"	63.16667	175	130	"AWI"	130	7434	8730	8104	54.320987654321	0	0	0	0.493827160493827	0	3.20987654320988	0	0	0	0	2.71604938271605	1.48148148148148	0	0	0	0	0	0	0	0	0	33.3333333333333	0	2.96296296296296	0	0	0	0	0	0	0	0	0.493827160493827	0.740740740740741	0	0.246913580246914
967	998	"Gytgykai Lake"	63.16667	175	160	"AWI"	160	7736	8994	8470	36.3636363636364	0	0	0	2.5974025974026	0	8.83116883116883	0	0	0	0	1.55844155844156	1.55844155844156	0	0	0	0	0	0	0	0	0	36.3636363636364	0	8.31168831168831	0	0	0	0	0	0	0	0	3.11688311688312	0.25974025974026	0	1.03896103896104
967	998	"Gytgykai Lake"	63.16667	175	180	"AWI"	180	8109	9119	8690	72.2405816259088	0	0	0	1.18968935888962	0	9.91407799074686	0	0	0	0	2.3132848645076	1.38797091870456	0	0	0	0.0660938532716457	0	0	0.264375413086583	0.0660938532716457	0	6.9398545935228	0	2.37937871777925	0	0	0	0.264375413086583	0.0660938532716457	0	0	0.198281559814937	1.32187706543291	0.0660938532716457	0	1.32187706543291
967	998	"Gytgykai Lake"	63.16667	175	190	"AWI"	190	8225	9195	8814	70.2702702702703	0	0	0	0.810810810810811	0	13.5135135135135	0	0	0	0	4.86486486486486	0.540540540540541	0	0	0	0	0	0	0	0	0	4.32432432432432	0.27027027027027	2.7027027027027	0	0	0	0	0	0	0	0.540540540540541	1.08108108108108	0.810810810810811	0.27027027027027	0
967	998	"Gytgykai Lake"	63.16667	175	220	"AWI"	220	8910	9555	9238	77.0093457943925	0.373831775700935	0	0	0.934579439252336	0	14.7663551401869	0	0	0	0	1.30841121495327	1.68224299065421	0	0.186915887850467	0	0	0	0	0	0	0	0	0	2.05607476635514	0	0	0	0	0	0	0	0	0.934579439252336	0.373831775700935	0	0.373831775700935
967	998	"Gytgykai Lake"	63.16667	175	230	"AWI"	230	9112	10050	9544	72.6003490401396	0	0	0	1.2216404886562	0	10.6457242582897	0	0	0	0	4.3630017452007	0.349040139616056	0.174520069808028	0	0	0	0	0	0.87260034904014	0.174520069808028	0	0	0	5.58464223385689	0	0	0.174520069808028	0	0	0	0	0	0.349040139616056	0.174520069808028	0.349040139616056	2.96684118673647
967	998	"Gytgykai Lake"	63.16667	175	240	"AWI"	240	9271	11173	10112	64.5435244161359	0.212314225053079	0	0	1.06157112526539	0	21.8683651804671	0.636942675159236	0	0	0.212314225053079	2.33545647558386	0.849256900212314	0.212314225053079	0	0	0	0	0	1.48619957537155	0.212314225053079	0	0.212314225053079	0	1.69851380042463	0	0	0	0	0	0	0	0.212314225053079	0.636942675159236	0.424628450106157	0	3.18471337579618
967	998	"Gytgykai Lake"	63.16667	175	250	"AWI"	250	9372	12447	10650	50.5050505050505	0	0	0	0	0	30.3030303030303	0	0	0	0	2.52525252525253	0	0	0	0.505050505050505	0	0	0	0	0	0	0	0	6.06060606060606	0	0	0	0	0	0	0	0	9.09090909090909	1.01010101010101	0	0
967	998	"Gytgykai Lake"	63.16667	175	260	"AWI"	260	9529	13562	11197	58.7412587412587	0	0.233100233100233	0	0.699300699300699	0	17.7156177156177	0.932400932400932	0	0	0	6.29370629370629	0.466200466200466	0	0	0	0	0	0	2.33100233100233	0.233100233100233	0	0	0	6.99300699300699	0	0	0.932400932400932	0	0	0	0	0.233100233100233	2.56410256410256	0.233100233100233	0.233100233100233	1.16550116550117
