"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygalaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
326	333	"Camp 12 Lake"	45.985066	-89.38065	0.25	"AWI"	0.25	-44.5	-3	-23	0	0	4.65116279069767	3.87596899224806	1.55038759689922	0	48.062015503876	0	0	0	0	0	0	0.775193798449612	0	0	0	0	0	8.52713178294574	1.55038759689922	0	0	0	0	0	1.55038759689922	0	0	1.55038759689922	0	0	0	22.4806201550388	0	0	0	0	0.775193798449612	3.87596899224806	0.775193798449612
326	333	"Camp 12 Lake"	45.985066	-89.38065	1.25	"AWI"	1.25	-38.75	1	-18.75	0	0	2.5	4.58333333333333	1.66666666666667	0	27.5	0	0	0	0	0.833333333333333	0	0.416666666666667	0	0	0	0	0.416666666666667	0	1.66666666666667	0	0	0	0.416666666666667	0.416666666666667	1.66666666666667	39.5833333333333	0	1.66666666666667	0	1.66666666666667	0	11.6666666666667	0	0	0	0	1.66666666666667	1.66666666666667	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	2.25	"AWI"	2.25	-33.5	5	-13.75	0	0	3.57142857142857	1.42857142857143	1.07142857142857	0	28.5714285714286	0	0.357142857142857	0	0	1.07142857142857	0	0.357142857142857	0	0	0	0	0.357142857142857	1.07142857142857	0	0	0	0	0	1.42857142857143	1.42857142857143	41.7857142857143	0	0.714285714285714	0	0	0	12.5	0	1.07142857142857	0	0	0.714285714285714	2.14285714285714	0.357142857142857
326	333	"Camp 12 Lake"	45.985066	-89.38065	3.25	"AWI"	3.25	-27.75	9.25	-8.75	0	0	5.83333333333333	1.66666666666667	0.833333333333333	0	20.8333333333333	0	0.416666666666667	0	0	0.833333333333333	0	0.416666666666667	0	0.416666666666667	0	1.25	0.416666666666667	0	0	0.833333333333333	0	0	0	0	1.66666666666667	51.25	0	1.66666666666667	0.833333333333333	0	0	8.33333333333333	0	0	0	0	0.833333333333333	1.66666666666667	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	4.25	"AWI"	4.25	-22.5	14	-3.75	0	0	2.76679841897233	3.55731225296443	1.18577075098814	0	20.1581027667984	0	0.395256916996047	0	0	0.395256916996047	0	0.395256916996047	0	0	0	0	0	0	0.395256916996047	0.395256916996047	0	0	0.395256916996047	1.58102766798419	1.97628458498024	50.9881422924901	0	3.95256916996047	0	0	0	5.92885375494071	0	0.790513833992095	0	0	1.18577075098814	3.16205533596838	0.395256916996047
326	333	"Camp 12 Lake"	45.985066	-89.38065	5.25	"AWI"	5.25	-16.75	18.25	1	0	0	4.90566037735849	2.26415094339623	1.88679245283019	0	20	0	0	0	0.377358490566038	1.50943396226415	0.754716981132076	1.13207547169811	0	0	0	0	0.377358490566038	0.377358490566038	1.50943396226415	0	0	0.377358490566038	1.13207547169811	3.0188679245283	0.754716981132076	43.0188679245283	0	4.15094339622642	0	0	0	7.92452830188679	0.754716981132076	0	0.377358490566038	0	2.64150943396226	0.377358490566038	0.377358490566038
326	333	"Camp 12 Lake"	45.985066	-89.38065	6.25	"AWI"	6.25	-11.75	23.25	5.25	0.847457627118644	0	2.54237288135593	1.27118644067797	1.69491525423729	0	26.271186440678	0	0	0	0.423728813559322	0.423728813559322	0	0	0	0	0	0	0	0.847457627118644	0	0.423728813559322	0	0	0	3.8135593220339	0.847457627118644	44.9152542372881	0	2.11864406779661	0	0.423728813559322	0.423728813559322	6.35593220338983	0	0.847457627118644	0	0.423728813559322	3.38983050847458	1.27118644067797	0.423728813559322
326	333	"Camp 12 Lake"	45.985066	-89.38065	7.25	"AWI"	7.25	-6.75	28.25	10.25	0	0	6.59340659340659	0	0.366300366300366	9.15750915750916	17.9487179487179	0.366300366300366	0	0.366300366300366	0	1.46520146520147	0	0.366300366300366	0	0	0	0	0.366300366300366	1.0989010989011	0.366300366300366	0.366300366300366	0	0	0	1.83150183150183	0.366300366300366	41.3919413919414	0	3.66300366300366	0	0.732600732600733	0	6.59340659340659	0	0.366300366300366	0	0.366300366300366	5.12820512820513	0.366300366300366	0.366300366300366
326	333	"Camp 12 Lake"	45.985066	-89.38065	8.25	"AWI"	8.25	-2	33.25	15.25	0	0	3.09859154929577	1.12676056338028	0.845070422535211	0	25.6338028169014	0	0	0	0	0.28169014084507	0	0	0	0	0	0.845070422535211	0.563380281690141	1.40845070422535	3.38028169014084	0	0.28169014084507	0	0	2.8169014084507	2.25352112676056	45.6338028169014	0	3.09859154929577	0.28169014084507	0.28169014084507	0	4.50704225352113	0	0	0	0	2.25352112676056	1.40845070422535	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	9.25	"AWI"	9.25	2.25	38.25	20.25	0.316455696202532	0	2.84810126582278	0.632911392405063	1.89873417721519	0	23.4177215189873	0	0.316455696202532	0	0	0	0	0	0	0	0	0	0	1.89873417721519	0	0	0	0	0	1.89873417721519	1.26582278481013	56.3291139240506	0.316455696202532	2.21518987341772	0	0.316455696202532	0	3.16455696202532	0	0	0	0	3.16455696202532	0	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	11.75	"AWI"	11.75	14	49.75	31.75	0	0	2.25225225225225	0.45045045045045	0.900900900900901	0	22.5225225225225	0	0	0	0	0	0	0.900900900900901	0	0	0	0	0	0.45045045045045	3.6036036036036	0.45045045045045	0	0	0	1.8018018018018	1.8018018018018	54.5045045045045	0	0.45045045045045	0	0	0	4.5045045045045	0	0.45045045045045	0	0	4.05405405405405	0.900900900900901	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	12.75	"AWI"	12.75	18	54.75	36.75	0	0	2.89855072463768	0	0.72463768115942	0	21.3768115942029	0	0	0	0	0	0	0	0	0	0	0	0	0.72463768115942	2.89855072463768	0.36231884057971	0	0	0	1.08695652173913	2.17391304347826	57.6086956521739	0	1.08695652173913	0	0	0	2.89855072463768	0	0.36231884057971	0	0	3.26086956521739	2.53623188405797	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	15.25	"AWI"	15.25	29	68	48	0	0	1.3215859030837	0	1.3215859030837	0	21.1453744493392	0	0	0	0	0	0	0	0	0	0	0	0	2.6431718061674	6.16740088105727	0	0	0	0	0.440528634361234	3.08370044052863	54.625550660793	0	0.440528634361234	0	0	0	1.76211453744493	0	0.440528634361234	0	0	5.2863436123348	1.3215859030837	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	17.25	"AWI"	17.25	37	77.5	57.25	0.72463768115942	0	0.72463768115942	0.36231884057971	1.44927536231884	0	19.2028985507246	0	0	0	0	0.36231884057971	0	0.36231884057971	0	0	0	0	0	0.36231884057971	2.17391304347826	0	0	0	0.36231884057971	1.44927536231884	2.17391304347826	58.3333333333333	0	1.08695652173913	0	0	0	6.15942028985507	0	0.36231884057971	0	0	3.26086956521739	1.08695652173913	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	28.75	"AWI"	28.75	85	135	108.75	0	0	0.862068965517241	0	1.29310344827586	0	11.6379310344828	0	0.431034482758621	0	0	0	0	0	0	0	0	0	0	0.862068965517241	2.58620689655172	0.431034482758621	0	0	0	1.72413793103448	2.58620689655172	68.1034482758621	0	0	0	0	0	4.31034482758621	0	0.862068965517241	0	0	3.87931034482759	0.431034482758621	0
326	333	"Camp 12 Lake"	45.985066	-89.38065	39.5	"AWI"	39.5	130	186.5	157.5	0.221238938053097	0	0.884955752212389	0	1.10619469026549	0	17.2566371681416	0	0	0	0	0.442477876106195	0	0.221238938053097	0	0	0.221238938053097	0	0	0.221238938053097	0.442477876106195	0	0	0	0	0.442477876106195	0.663716814159292	67.6991150442478	0	0.663716814159292	0	0.221238938053097	0	3.76106194690266	0	0.221238938053097	0	0	3.76106194690266	1.54867256637168	0
