"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celastraceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
759	778	"Eaglenest Lake"	57.76667	-112.1	167.5	"AWI"	167.5	2311.5	6005	4196	0	64	1	0	3	0	26	1	0	0	0	1	0	3	0	1	0	0	28	0	0	94	140	0	3	0	2	0	0	0	7	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	175	"AWI"	175	2455	6156	4404	1	49	0	0	1.5	0	22	0	0	0	0	0	0	3	0	0	0	0	23	0	0	107.5	141	0	5	0	3	1	0	0	9	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	187.5	"AWI"	187.5	2654.5	6485	4722.5	0	62	2	0	0	0	28	1	1	0	0	0	0	2	0	0	0	0	34	0	0	110.5	122.5	0	3	0	2	0	0	0	13	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	200	"AWI"	200	3233	6606	5019	0	47	1	0	4	0	27	2	0	0	0	0	0	4	0	0	0	0	28	0	0	129	110.5	0	5	0	6	0	0	0	11	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	212.5	"AWI"	212.5	3596.5	6706.5	5341	0	62	1	0	1	0	31	0	2	0	0	0	0	3	0	0	0	0	23	0	0	108	126	0	2	0	5	0	0	0	7	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	225	"AWI"	225	3875	6877	5677	0	45	0	0	5	0	35	0	2	0	0	1	0	4	0	2	0	0	31	0	0	117.5	110	0	6	0	4	0	0	0	14	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	237.5	"AWI"	237.5	4442.5	7099.5	6059.5	0	51	2	0	5	0	28	0	2	0	0	0	1	5	0	0	0	0	30	0	0	123	113	0	8	0	3	0	0	0	5	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	250	"AWI"	250	5638	7199	6567	0	38	1	0	2	0	24	1	0	0	0	0	0	9	0	0	0	0	15	0	0	140	97	0	8	0	14	0	0	0	11	1	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	262.5	"AWI"	262.5	6767.5	7371	7077.5	0	43	2	0	2	0	25	0	0	0	0	1	0	5	0	0	0	0	40	0	0	134.5	106	1	6	0	2	0	0	0	23	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	270	"AWI"	270	7060	7732	7393	0	45	0	0	3	0	19	0	0	0	1	0	0	5	0	0	0	0	22	0	0	172	85	0	4	0	2	0	0	0	9	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	275	"AWI"	275	7131	8151	7598	0	46	1	0	3	0	33	0	1	0	0	1	0	4	0	1	0	0	27	0	0	144	80	0	3	0	6	0	0	0	11	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	280	"AWI"	280	7179	8608	7806	0	47	0	0	5	0	35	0	0	0	0	0	0	6	0	0	0	0	34	0	0	138.5	95.5	0	4	0	5	0	0	0	10	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	285	"AWI"	285	7258	8673	7884	0	53	2	0	5	0	32	0	0	0	0	0	0	9	0	0	1	0	31	0	0	162	67	0	6	0	3	0	0	0	12	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	290	"AWI"	290	7315	8753	7967	0	51	3	0	4	0	30	0	0	0	0	1	0	3	0	1	0	0	36	0	0	164	51	0	8	0	3	0	0	0	26	0	0	0	2
759	778	"Eaglenest Lake"	57.76667	-112.1	295	"AWI"	295	7372	8844	8042	0	55	0	0	3	0	32	1	1	0	0	0	0	7	0	0	0	0	27	0	0	185.5	46.5	0	5	0	2	0	0	0	16	1	0	0	1
759	778	"Eaglenest Lake"	57.76667	-112.1	300	"AWI"	300	7413	8955	8120	1	50	2	0	7	0	41	2	1	0	0	2	0	7	0	0	0	0	31	0	0	187.5	37	0	5	0	6	0	0	0	12	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	312.5	"AWI"	312.5	7494.5	9278	8312	0	45	4	0	2	0	50	0	0	0	0	0	1	3	0	0	0	0	32	0	0	194	22.5	0	2	0	2	0	0	0	16	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	325	"AWI"	325	7560	9690	8499	0	47	2	0	10	0	42	0	0	0	0	0	0	3	0	0	0	0	26	0	0	193	19.5	0	10	0	4	0	0	0	21	0	0	0	1
759	778	"Eaglenest Lake"	57.76667	-112.1	337.5	"AWI"	337.5	7792	9872	8706.5	0	28	2	0	2	0	40	0	0	0	0	0	0	10	0	0	0	0	30	0	0	210.5	29.5	0	6	0	0	0	0	0	12	0	0	0	2
759	778	"Eaglenest Lake"	57.76667	-112.1	350	"AWI"	350	7957	10020	8927	0	20	1	0	5	0	46	4	0	0	0	0	0	6	0	0	0	0	18	0	0	210.5	23.5	0	3	0	9	0	0	0	22	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	362.5	"AWI"	362.5	8069.5	10225.5	9142.5	0	30	4	0	4	0	34	1	0	0	0	0	1	6	0	1	0	0	38	0	0	200.5	22.5	0	5	0	4	0	0	0	22	0	0	0	2
759	778	"Eaglenest Lake"	57.76667	-112.1	375	"AWI"	375	8201	10516	9344	0	25	1	0	6	0	40	2	0	0	0	1	0	5	0	0	0	0	21	0	0	190.5	28.5	0	10	0	7	0	0	0	30	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	387.5	"AWI"	387.5	8505	10602	9551	0	25	3	0	2	6	66	1	1	0	0	0	0	6	0	1	0	0	40	0	1	190.5	24	0	2	0	4	0	0	0	15	0	0	0	1
759	778	"Eaglenest Lake"	57.76667	-112.1	400	"AWI"	400	8696	10728	9774	1	17	3	0	3	0	66	2	0	0	0	0	0	3	0	0	0	0	25	0	0	203	15.5	0	4	0	7	0	0	0	23	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	412.5	"AWI"	412.5	8864.5	10854.5	9999.5	0	15	3	0	6	0	101	0	0	0	0	1	1	10	0	1	0	0	31	0	0	170	18	0	6	0	2	0	0	1	24	1	0	0	2
759	778	"Eaglenest Lake"	57.76667	-112.1	425	"AWI"	425	9108	11000	10196	0	0	7	0	7	0	99	1	1	0	0	0	1	6	0	0	0	0	28	0	0	187	15.5	0	6	0	6	0	0	0	17	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	437.5	"AWI"	437.5	9542.5	11079.5	10367	0	3	2	0	7	0	127	0	1	0	0	0	0	9	0	0	0	0	37	0	0	152.5	16.5	0	2	0	2	0	0	0	22	0	0	0	2
759	778	"Eaglenest Lake"	57.76667	-112.1	450	"AWI"	450	9918	11191	10548	0	0	3	1	11	0	93	1	1	0	0	0	0	10	0	2	0	0	14	0	0	180.5	9.5	0	3	0	7	0	0	0	34	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	462.5	"AWI"	462.5	10174	11368.5	10739.5	0	0	2	0	10	0	113	0	0	0	0	0	0	3	0	1	0	0	18	0	0	180.5	10	0	6	0	5	0	0	0	18	0	0	0	2
759	778	"Eaglenest Lake"	57.76667	-112.1	475	"AWI"	475	10449	11524	10948	0	5	2	0	7	0	119	2	0	0	0	0	2	5	0	0	0	0	15	0	0	160	9	0	6	0	17	0	0	0	23	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	487.5	"AWI"	487.5	10631.5	11763.5	11200.5	0	4	4	0	11	0	96	1	0	0	0	1	1	5	0	1	0	0	27	0	0	171	9	0	6	0	17	0	0	0	30	2	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	500	"AWI"	500	10731	12190	11411	0	4	5	0	29	0	80	4	0	0	0	1	0	24	0	0	0	0	21	0	0	128.5	4	0	12	0	54	0	0	0	20	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	512.5	"AWI"	512.5	10794.5	12709	11617	0	1	5	0	56	0	91	1	0	0	0	1	0	33	0	1	0	0	44	0	0	61.5	5	1	39	0	30	0	0	0	50	0	0	2	0
759	778	"Eaglenest Lake"	57.76667	-112.1	525	"AWI"	525	10955	12924	11786	0	0	6	0	143	0	14	2	0	0	0	2	0	24	0	2	0	1	25	0	0	20.5	14.5	0	77	0	16	0	0	0	50	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	550	"AWI"	550	11152	13521	12102	0	0	5	0	46	0	16	2	0	0	0	0	0	24	0	0	0	0	26	0	0	15	14.5	0	48	0	27	0	0	0	43	0	0	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	612.5	"AWI"	612.5	11667.5	14804.5	12934.5	1	7	3	0	18	0	1	1	0	0	0	1	0	4	0	0	0	0	43	0	0	10	3.5	3	20	0	12	0	0	0	12	1	0	1	0
759	778	"Eaglenest Lake"	57.76667	-112.1	650	"AWI"	650	12009	15473	13451	0	0	9	0	21	0	7	0	0	0	0	0	3	11	0	0	1	0	40	0	0	14	11	0	11	2	5	0	0	0	7	0	2	0	0
759	778	"Eaglenest Lake"	57.76667	-112.1	700	"AWI"	700	12502	16407	14144	0	2	5	0	22	0	2	3	1	0	0	0	0	24	0	0	0	0	27	0	0	10.5	8	0	16	0	23	0	0	0	15	0	0	0	0
