"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cercocarpus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Urticaceae"
494	506	"Copley Lake"	38.871908	-107.08357	0	"AWI"	0	-113	53	-30	42	0	0	31	1	43	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	13	13420	0	4	0	0	0	0	0	0	118	160	0	19	0	0	0	0	1	19	0	0	0	0	5	0	11	0	0	0	0
494	506	"Copley Lake"	38.871908	-107.08357	4	"AWI"	4	-32	480	166	42	0	2	36	0	99	0	0	0	0	1	1	3	0	0	4	0	0	0	0	0	1	0	10	52736	0	2	0	0	0	0	0	1	83	203	0	9	0	0	0	0	1	26	0	0	0	0	2	0	8	0	0	0	0
494	506	"Copley Lake"	38.871908	-107.08357	8	"AWI"	8	2	977	360	41	0	1	28	3	43	0	0	0	0	0	0	0	0	0	17	0	5	1	0	0	0	0	15	17556	0	7	0	0	0	0	0	0	112	180	0	9	0	0	5	0	5	2	0	0	0	0	3	0	8	0	0	3	0
494	506	"Copley Lake"	38.871908	-107.08357	12	"AWI"	12	127	1289	572	38	0	3	38	2	60	0	0	0	0	0	0	1	0	0	26	0	2	0	0	0	0	0	8	19800	0	7	0	0	0	0	0	0	105	148	0	28	0	0	2	0	6	6	0	0	0	0	2	0	8	0	0	5	0
494	506	"Copley Lake"	38.871908	-107.08357	16	"AWI"	16	249	1437	815	45	0	2	42	1	59	0	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	15	21760	0	6	0	0	0	1	0	0	121	160	0	25	0	0	2	0	5	6	9	0	0	0	1	0	10	0	0	5	0
494	506	"Copley Lake"	38.871908	-107.08357	20	"AWI"	20	334	1700	1043	49	0	2	55	1	51	0	0	0	0	0	0	3	0	0	22	0	0	2	0	0	0	0	9	25200	0	2	0	0	0	0	0	0	138	169	0	33	0	0	2	0	4	8	0	0	0	0	3	0	8	0	0	2	0
494	506	"Copley Lake"	38.871908	-107.08357	24	"AWI"	24	755	1811	1234	21	0	8	49	1	67	0	0	0	0	0	0	4	0	0	22	0	0	1	0	0	0	0	13	18666	0	14	0	0	0	0	0	0	106	164	0	44	0	0	1	0	8	14	0	0	0	0	5	0	11	0	0	8	1
494	506	"Copley Lake"	38.871908	-107.08357	28	"AWI"	28	1060	1973	1430	48	0	1	42	0	86	0	0	0	0	0	2	1	0	0	16	0	0	0	3	0	0	0	12	17640	0	5	0	0	0	0	0	0	87	135	0	31	0	0	2	0	4	8	0	0	1	0	2	0	8	0	0	3	0
494	506	"Copley Lake"	38.871908	-107.08357	32	"AWI"	32	1361	2437	1817	44	0	2	39	0	86	0	0	0	0	0	1	1	0	0	29	0	5	0	1	0	0	0	22	16100	0	9	0	0	0	0	0	0	142	138	0	35	0	0	1	0	9	13	0	0	0	0	2	0	11	0	0	7	0
494	506	"Copley Lake"	38.871908	-107.08357	36	"AWI"	36	1534	3533	2340	47	0	9	49	2	74	0	0	0	0	0	0	4	0	0	24	0	6	2	1	0	0	0	17	13662	0	13	0	0	0	0	0	1	86	121	0	37	0	0	1	0	16	10	0	0	0	0	8	0	10	0	2	6	0
