"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	290	"AWI"	290	5428	6367	5755	3.38983050847458	0	0	1.69491525423729	5.08474576271187	0	0	13.5593220338983	0	0	0	0	0	0	0	29.6610169491525	0	0	0	0.847457627118644	0	0	2.54237288135593	1.69491525423729	0	0	4.23728813559322	0.847457627118644	0	0	0	0	0	0	0	0	0	6.77966101694915	0	0	0	0	0	12.7118644067797	0	0	0	0	14.4067796610169	2.54237288135593	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	295	"AWI"	295	5453	6592	5844	0	0	2.99145299145299	0	0	0	0	23.9316239316239	0	0	0	0	0	0	0	46.1538461538462	0	2.13675213675214	0	1.28205128205128	0	0.427350427350427	1.28205128205128	0	1.28205128205128	0	0.427350427350427	0	0	0.427350427350427	0	0	0	0	0.854700854700855	0	0	4.7008547008547	0	0	0.427350427350427	0	0	4.7008547008547	0	0.427350427350427	0	0.427350427350427	5.98290598290598	2.13675213675214	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	300	"AWI"	300	5480	6851	5925	0	0	0	0.558659217877095	1.67597765363128	0	0	12.2905027932961	0	0	0	0	0	0	0	63.1284916201117	0	0	0	0	0	0	1.11731843575419	0.558659217877095	0	0	0.558659217877095	0	0	0	0	0	0	0	0	0	0	2.79329608938547	0	0	0	0	0	6.14525139664804	0	0	0	1.67597765363128	8.37988826815642	1.11731843575419	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	0	"AWI"	0	-147	16	-69	1.07296137339056	0	2.78969957081545	0.858369098712446	0	21.8884120171674	0	38.412017167382	0	0	0.214592274678112	0	0	0	0	2.78969957081545	0.214592274678112	17.381974248927	0	1.931330472103	0	0	0.214592274678112	0	0	0	0.429184549356223	0	0	1.07296137339056	0	0	0.429184549356223	0	0	3.43347639484979	0	4.29184549356223	0	0.214592274678112	0	0	0.214592274678112	0.429184549356223	0	0	0	0.214592274678112	0.858369098712446	0.643776824034335	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	5	"AWI"	5	-93	147	19	0.657894736842105	0	0	0.219298245614035	0	19.9561403508772	0	46.9298245614035	0	0	0	0	0	0	0	1.09649122807018	0	14.6929824561404	0	2.63157894736842	0	0	0	0	0.219298245614035	0	0.219298245614035	0	0	0	0	0	0	0	0	0	0	3.7280701754386	0	0	0.43859649122807	0	0.219298245614035	0.43859649122807	0	0.219298245614035	0.219298245614035	0.219298245614035	6.79824561403509	1.09649122807018	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	10	"AWI"	10	-69	321	105	0.673400673400673	0	4.37710437710438	1.34680134680135	0	0	0	33.6700336700337	0	0	0.336700336700337	1.34680134680135	0	0	0	1.34680134680135	0	35.6902356902357	0.336700336700337	0.336700336700337	0	0.673400673400673	0	0	0.336700336700337	1.34680134680135	0	0	0.336700336700337	0	5.38720538720539	0	0	0	0	0	0	4.71380471380471	0	0	1.01010101010101	0	1.01010101010101	1.34680134680135	0	0	0	0	2.35690235690236	2.02020202020202	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	20	"AWI"	20	-35	704	280	1.31578947368421	0	4.21052631578947	0	0.526315789473684	0	0	53.1578947368421	0	0	0	0	0	0	0	2.10526315789474	0	6.31578947368421	0	2.10526315789474	0	0	0.263157894736842	0	0.526315789473684	1.31578947368421	0.263157894736842	0.263157894736842	0	0.263157894736842	11.5789473684211	0	0	0	0	0	0	3.94736842105263	0	0	0	0	5	1.57894736842105	0	0	0	0	3.42105263157895	1.84210526315789	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	25	"AWI"	25	97	736	363	2.48868778280543	0	0.678733031674208	0	0.678733031674208	0	0	23.5294117647059	0	0	0	0	0	0	0	1.35746606334842	0	3.61990950226244	0	5.42986425339367	0	0	0	0.226244343891403	0	0	0	0.452488687782805	0	0.452488687782805	11.3122171945701	30.316742081448	0	4.29864253393665	0	0	0	1.80995475113122	0.226244343891403	0	0	0	1.13122171945701	0	0	0	0	0.226244343891403	9.50226244343891	2.26244343891403	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	30	"AWI"	30	189	781	458	1.74927113702624	0	3.79008746355685	0	0.583090379008746	0	0	49.2711370262391	0	0	0.291545189504373	0	0.291545189504373	0	0.291545189504373	1.16618075801749	0	8.7463556851312	0	4.95626822157434	0	0	0	0	0	1.16618075801749	0.583090379008746	0	0	0	10.7871720116618	0	0	0	0	0	0	4.3731778425656	0	0	0	0	0	0.583090379008746	0	0	0	0	8.7463556851312	2.62390670553936	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	40	"AWI"	40	315	951	647	1.02739726027397	0	1.36986301369863	0	0.513698630136986	0	0	44.8630136986301	0	0	0	0.171232876712329	0	0	0.856164383561644	0.342465753424658	0	6.50684931506849	0	11.8150684931507	0	0	0.342465753424658	0	0.171232876712329	0	0.513698630136986	0	0	0.513698630136986	4.96575342465753	0	0	0	0	0	0	3.76712328767123	0	0	0	0	0.171232876712329	0	0	0	0	0.513698630136986	19.6917808219178	1.88356164383562	0
