"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Arecaceae"	"Asteraceae"	"Betula"	"Bursera"	"Carya"	"Casuarina"	"Celtis"	"Cephalanthus"	"Cupressaceae"	"Cyperaceae"	"Cyrilla"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Lamiaceae"	"Liquidambar"	"Melastomataceae"	"Myrica"	"Nyssa"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ulmus"
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	0.5	"AWI"	0.5	-103	-23	-54.5	0	0.343642611683849	39.5189003436426	0	14.7766323024055	0	0.343642611683849	0.343642611683849	0.687285223367698	0	0	0	10.3092783505155	0	0	0	0	0	0.343642611683849	0	0	0	9.27835051546392	0	21.6494845360825	1.03092783505155	0	1.3745704467354	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	1	"AWI"	1	-92	-18	-46	0	0.346020761245675	34.6020761245675	0	13.840830449827	0.346020761245675	0	0	0.69204152249135	0	0	0.346020761245675	4.1522491349481	0	0	0	0	0	0	0	0	0	13.1487889273356	0	29.4117647058824	0.69204152249135	0	2.42214532871972	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	3	"AWI"	3	-40	-1	-16	0	0	43.6363636363636	0	5	0	0	0	0	0.454545454545455	0	0	0.909090909090909	0.454545454545455	0	0	0	0	0.454545454545455	0	0	0	13.1818181818182	0	32.7272727272727	1.36363636363636	0	1.81818181818182	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	5	"AWI"	5	-15	19	3	0	0.558659217877095	29.0502793296089	0	0	0	0	1.11731843575419	0	0	0.558659217877095	1.11731843575419	0.558659217877095	0	0.558659217877095	0	1.67597765363128	0	0	0	0.558659217877095	0	15.0837988826816	0	45.8100558659218	1.11731843575419	0	2.23463687150838	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	7	"AWI"	7	-2	38	17	0	0	36.8686868686869	0	0	0	0	0	0	0	0	1.51515151515152	1.01010101010101	0	0	0.505050505050505	0	0	1.01010101010101	0	0	0	11.6161616161616	0.505050505050505	44.4444444444444	0	0	2.52525252525253	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	9	"AWI"	9	11	53	30	0	0.602409638554217	30.7228915662651	0	0	0	0	0	0	0	0	0	0.602409638554217	0	1.20481927710843	0	0.602409638554217	0	0	0.602409638554217	0	0	9.03614457831325	0.602409638554217	51.8072289156626	0	0.602409638554217	3.01204819277108	0.602409638554217
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	11	"AWI"	11	28	67	44	0	0	31.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14.5	0.5	49	0	0	3.5	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	15	"AWI"	15	68	166	103	0	0	33.6099585062241	0	0	0	0	0	0	0	0	0	0.4149377593361	0	0	0	0	0	0	0	0	0	10.7883817427386	0	50.207468879668	2.0746887966805	0	2.9045643153527	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	19	"AWI"	19	131	298	203	0	0.819672131147541	27.8688524590164	0	0	0	0	0	0	0	0.819672131147541	0	1.63934426229508	0	0.819672131147541	0	0	0	0	0	0	0	9.83606557377049	0	53.2786885245902	1.63934426229508	0	3.27868852459016	0
1619	1671	"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)"	26.48111	-80.41556	21	"AWI"	21	169	346	255	0	0	25.7142857142857	0	0	0	0	1.42857142857143	0	0	0	0	1.42857142857143	0	1.42857142857143	0	1.42857142857143	0	0	0	0	0	18.5714285714286	0	48.5714285714286	0	0	0	1.42857142857143
