"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Diospyros"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Juglans"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Morus"	"Ostrya.Carpinus"	"Oxalidaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhus"	"Rosaceae"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
364	375	"Chatsworth Bog"	40.67552	-88.325062	20	"AWI"	20	22	1326	608	0	0	0	21.602787456446	1.39372822299652	0.348432055749129	8.71080139372822	0.348432055749129	0	1.04529616724739	0	0	0	0	0.696864111498258	22.6480836236934	0	0	0	0	1.04529616724739	0	1.74216027874564	0	0	0	0	0	0	0	0	0.348432055749129	0	2.09059233449477	7.31707317073171	0	0	0	29.616724738676	0	0	0.696864111498258	0	0	0.348432055749129	0	0	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	40	"AWI"	40	110	2719	1274	0	0.544959128065395	0.272479564032698	9.26430517711172	0	0.817438692098093	11.1716621253406	0.272479564032698	0	4.08719346049046	0.817438692098093	0.272479564032698	0	0.272479564032698	0	40.3269754768392	0	0	0.272479564032698	0	0.272479564032698	0	0.544959128065395	0	0	0	0	0	0	0	0	0	1.08991825613079	1.90735694822888	2.72479564032698	0	0	0	23.433242506812	0	0	0.272479564032698	0	0	0	0	1.08991825613079	0.272479564032698	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	60	"AWI"	60	1365	3085	2147	0	0.353356890459364	0	4.24028268551237	0.706713780918728	0.706713780918728	17.6678445229682	0	0	0.706713780918728	0.353356890459364	0	0	0	0.706713780918728	32.8621908127208	0	0	1.06007067137809	0	0.353356890459364	0	0.353356890459364	0.353356890459364	0	0	0.706713780918728	0	0.706713780918728	0	0	0	0	1.41342756183746	7.42049469964664	0	0	0	27.9151943462898	0	0	1.06007067137809	0	0	0	0	0.353356890459364	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	80	"AWI"	80	2456	3503	3062	0	0.712589073634204	0.475059382422803	5.22565320665083	0	0	10.9263657957245	0.712589073634204	0	1.90023752969121	0.712589073634204	0	0	0	0	38.2422802850356	0	0	0	0	1.18764845605701	0.237529691211401	0.237529691211401	0.237529691211401	0	0	0	0.475059382422803	0.237529691211401	0	0.237529691211401	0	1.42517814726841	0.712589073634204	12.5890736342043	0	0	0	21.3776722090261	0	0	0	0.237529691211401	0	0	0	1.90023752969121	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	100	"AWI"	100	3153	3766	3473	0	0	0	5.33807829181495	0	0.355871886120996	11.3879003558719	0.355871886120996	0	2.13523131672598	0.711743772241993	0	0	0	1.42348754448399	33.0960854092527	0	0	0	0.355871886120996	2.13523131672598	0	0.355871886120996	0.355871886120996	0	3.20284697508897	0	0.711743772241993	0	0	0	0	2.49110320284698	1.77935943060498	11.0320284697509	0	0	0	21.7081850533808	0	0	0	0	0	0	0	1.06761565836299	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	120	"AWI"	120	3457	4129	3770	0	0	0	4.37158469945355	0.819672131147541	0.273224043715847	16.3934426229508	0	0	1.91256830601093	0	0	0	0.273224043715847	0.273224043715847	18.8524590163934	0	0	6.28415300546448	0.819672131147541	1.63934426229508	0	0.819672131147541	0.273224043715847	0	0	0	0	0	0	0	0	0	1.63934426229508	18.8524590163934	0	0	0.273224043715847	24.0437158469945	0	0	0	0	0	0	0	2.18579234972678	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	140	"AWI"	140	3639	4429	4000	0	1.00755667506297	0	4.03022670025189	0.503778337531486	0.251889168765743	17.632241813602	0.251889168765743	0	1.7632241813602	0.503778337531486	0	0	0.251889168765743	0	17.3803526448363	0	0	2.51889168765743	0.755667506297229	1.51133501259446	0	1.00755667506297	0	0	0	0	0	0	0	0	0	0	1.7632241813602	20.6549118387909	0	0	0	24.6851385390428	0	0	0	0	0	0	0	3.5264483627204	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	160	"AWI"	160	3762	4590	4213	0	0.28169014084507	0.28169014084507	6.19718309859155	0	0.845070422535211	19.7183098591549	0.563380281690141	0	2.8169014084507	0	0	0	0	0.845070422535211	15.4929577464789	0	0	1.12676056338028	0.563380281690141	1.12676056338028	0	0.563380281690141	0	0	0	0	0	0.28169014084507	0	0	0	0	1.40845070422535	26.1971830985915	0	0	0	20.8450704225352	0	0	0	0	0	0	0	0.845070422535211	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	180	"AWI"	180	3987	4737	4391	0	0	0.304878048780488	2.74390243902439	0	0.609756097560976	20.7317073170732	0	0	1.82926829268293	0	0	0	0.609756097560976	0.914634146341463	8.84146341463415	0	0	0.609756097560976	0	2.4390243902439	0	0.304878048780488	0	0	0	0.609756097560976	0.304878048780488	0.304878048780488	0	0	0	0	2.4390243902439	25.3048780487805	0	0	0	29.5731707317073	0	0	0.304878048780488	0	0	0	0	1.21951219512195	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	200	"AWI"	200	4226	4828	4574	0	0.29585798816568	0.29585798816568	2.36686390532544	0	1.18343195266272	18.3431952662722	0.887573964497041	0	2.07100591715976	1.18343195266272	0.591715976331361	0	0	0	13.905325443787	0	0	0.887573964497041	0.29585798816568	0.591715976331361	0	0.29585798816568	0	0	0	0.591715976331361	0	0.29585798816568	0	0	0	0	2.07100591715976	17.4556213017751	0	0	0.591715976331361	32.5443786982249	0	0	0.591715976331361	0	0	0	0	2.66272189349112	0	0
364	375	"Chatsworth Bog"	40.67552	-88.325062	220	"AWI"	220	4358	5003	4737	0	0	0.289017341040462	1.15606936416185	0	0.578034682080925	12.7167630057803	1.44508670520231	0.289017341040462	4.6242774566474	1.73410404624277	1.44508670520231	0	0	0	16.1849710982659	0	0	1.73410404624277	0	1.73410404624277	0	1.15606936416185	0	0	0	0.578034682080925	0.289017341040462	0.578034682080925	0	0	0	0	2.60115606936416	21.9653179190751	0	0	0.289017341040462	26.878612716763	0	0	0.867052023121387	0	0	0.289017341040462	0	0.578034682080925	0	0
