"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Liquidambar"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1679	1735	"Lake Mendota"	43.1	-89.41667	45.5	"AWI"	45.5	-9.5	326.5	124.5	0	0	0	7.69230769230769	0	0	0	0	0	0	1.92307692307692	1.92307692307692	1.92307692307692	0	0	0	11.5384615384615	0	0	0	0	0	0	1.92307692307692	0	0	0	21.1538461538462	0	3.84615384615385	42.3076923076923	0	0	0	1.92307692307692	0	0	0	0	3.84615384615385
1679	1735	"Lake Mendota"	43.1	-89.41667	55.5	"AWI"	55.5	18	377.5	175.5	0	0	0	0.684931506849315	0.684931506849315	0	3.08219178082192	2.73972602739726	0	0	0	0	0.684931506849315	0	0.684931506849315	0	2.05479452054794	0	0	0.342465753424658	0	0	2.3972602739726	0.342465753424658	8.9041095890411	0	1.36986301369863	5.47945205479452	0	0	64.041095890411	0.342465753424658	0	0	0.684931506849315	0	0	0.342465753424658	0.684931506849315	4.45205479452055
1679	1735	"Lake Mendota"	43.1	-89.41667	65.5	"AWI"	65.5	43.5	446.5	227.5	0	0	0	1.52439024390244	0.609756097560976	0	3.04878048780488	1.52439024390244	0	0	0.609756097560976	0	0.609756097560976	0	2.4390243902439	0	0.609756097560976	0	0	0	0.304878048780488	0	1.52439024390244	0.609756097560976	9.45121951219512	0	0.304878048780488	3.96341463414634	0	0.914634146341463	65.5487804878049	0	0.609756097560976	0	0	0	0.304878048780488	0	0.914634146341463	4.57317073170732
1679	1735	"Lake Mendota"	43.1	-89.41667	85.5	"AWI"	85.5	173	965	489	0	0	0	1.07142857142857	1.07142857142857	0	3.92857142857143	2.85714285714286	0	0	1.42857142857143	0.714285714285714	0.357142857142857	0	0.357142857142857	0	1.42857142857143	0	0	0	0	0	1.42857142857143	0.357142857142857	11.7857142857143	0	1.42857142857143	4.64285714285714	0	0	63.2142857142857	0	0	0	0	0	0	0.357142857142857	1.42857142857143	2.14285714285714
1679	1735	"Lake Mendota"	43.1	-89.41667	105.5	"AWI"	105.5	317	1451	766.5	0	0	0	1.08695652173913	1.08695652173913	0	3.98550724637681	3.26086956521739	0	0	0	0.36231884057971	4.71014492753623	0	1.81159420289855	0	1.08695652173913	0	0	0.36231884057971	0	0	0.36231884057971	0.36231884057971	12.3188405797101	0	0	4.34782608695652	0.72463768115942	0	57.6086956521739	0	0	0.72463768115942	0	0	0	1.44927536231884	1.08695652173913	3.26086956521739
1679	1735	"Lake Mendota"	43.1	-89.41667	125.5	"AWI"	125.5	446	1727	1088	0	0	0	0.826446280991736	2.06611570247934	0	4.95867768595041	2.06611570247934	0	0	0.413223140495868	1.2396694214876	2.47933884297521	0	2.06611570247934	0	1.65289256198347	0	0	0	0	0	1.2396694214876	0	13.2231404958678	0	1.2396694214876	6.19834710743802	0	0	57.0247933884297	0	0	0	0.413223140495868	0	0	0	0.413223140495868	2.47933884297521
1679	1735	"Lake Mendota"	43.1	-89.41667	185.5	"AWI"	185.5	1698	2243.5	1961	1.09289617486339	0	3.27868852459016	1.63934426229508	2.73224043715847	0	6.01092896174863	0.546448087431694	0	0	0	0	2.18579234972678	0	1.09289617486339	0	2.18579234972678	0	0	0	0	0	1.63934426229508	0.546448087431694	0	0	1.09289617486339	6.01092896174863	0	0	66.6666666666667	0	0	0	0	0	0	0.546448087431694	0	2.73224043715847
1679	1735	"Lake Mendota"	43.1	-89.41667	205.5	"AWI"	205.5	1898.5	2569	2206.5	0	0	0	4.04411764705882	2.57352941176471	0	4.41176470588235	1.83823529411765	0	0	0	0.367647058823529	1.83823529411765	0	0.735294117647059	0	0.367647058823529	0	0	0	0	0	0.735294117647059	0.367647058823529	9.92647058823529	0	2.20588235294118	8.08823529411765	0	0	58.0882352941177	0.367647058823529	0	0	1.10294117647059	0	0	0	0	2.94117647058824
1679	1735	"Lake Mendota"	43.1	-89.41667	215.5	"AWI"	215.5	1951	2838	2305	0	0	0	0.804289544235925	1.07238605898123	0	4.02144772117962	1.34048257372654	0	0	0.268096514745308	0.268096514745308	0.804289544235925	0	0	0	0.268096514745308	0	0.268096514745308	0	0	0	1.34048257372654	0	9.11528150134048	0.268096514745308	1.07238605898123	10.455764075067	0	0	64.0750670241287	0.268096514745308	0	0	0.536193029490617	0	0	0.268096514745308	0.536193029490617	2.94906166219839
1679	1735	"Lake Mendota"	43.1	-89.41667	225.5	"AWI"	225.5	1991	3135	2400	0.31055900621118	0	0	4.96894409937888	2.48447204968944	0	4.34782608695652	1.5527950310559	0	0	0	0.31055900621118	0.93167701863354	0	0.31055900621118	3.1055900621118	1.5527950310559	0	0	0	0	0	0.93167701863354	0.62111801242236	8.69565217391304	0	2.17391304347826	14.2857142857143	0	0.31055900621118	49.3788819875776	0	0	0	0.31055900621118	0	0.31055900621118	0.62111801242236	0	2.48447204968944
1679	1735	"Lake Mendota"	43.1	-89.41667	245.5	"AWI"	245.5	2139.5	3375.5	2629	0	1.21212121212121	2.12121212121212	3.03030303030303	1.21212121212121	0	4.24242424242424	2.12121212121212	0	0.303030303030303	0.909090909090909	0.303030303030303	0.909090909090909	0	0.606060606060606	0	0.606060606060606	0	0	0.303030303030303	0	0	0.909090909090909	0.303030303030303	10.3030303030303	0	1.21212121212121	15.4545454545455	0	0.606060606060606	48.1818181818182	0	0	0	0.303030303030303	0	0	0.303030303030303	0.303030303030303	4.24242424242424
1679	1735	"Lake Mendota"	43.1	-89.41667	285.5	"AWI"	285.5	2397.5	3919	3080.5	0.398406374501992	0	0	2.39043824701195	1.59362549800797	0	2.78884462151394	4.38247011952191	0	0	0.398406374501992	0.796812749003984	1.59362549800797	0.398406374501992	0.398406374501992	0	0.796812749003984	0	0	0.398406374501992	0	0	2.39043824701195	0	0	0	2.78884462151394	12.3505976095618	0	0	61.7529880478088	0	0	0	0.398406374501992	0	0	0.796812749003984	0	3.18725099601594
1679	1735	"Lake Mendota"	43.1	-89.41667	325.5	"AWI"	325.5	2725	4419	3541.5	0	0	0	1.88679245283019	0	0	0.754716981132076	4.52830188679245	0	0	0.377358490566038	0	0.377358490566038	0	1.13207547169811	0	0.377358490566038	0	0	0	0.377358490566038	0	5.66037735849057	0.377358490566038	9.81132075471698	0	0	13.2075471698113	0	0	56.6037735849057	0	0	0	1.13207547169811	0	0.377358490566038	0	0	3.0188679245283
