"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"
811	835	"Floating Island Lake"	44.55	-107.46667	5	"AWI"	5	-109	111	-13	0	0	0.334448160535117	4.68227424749164	0	16.3879598662207	0	0	0	0	0	2.0066889632107	0	2.67558528428094	0	0.334448160535117	0.334448160535117	0	1.00334448160535	71.5719063545151	0	0	0	0	0	0	0	0	0	0	0.334448160535117	0	0.334448160535117	0
811	835	"Floating Island Lake"	44.55	-107.46667	100	"AWI"	100	383	1338	802	0	0	0	3.79746835443038	0	8.22784810126582	0	0	0.632911392405063	0	0	2.21518987341772	0	0	0	1.58227848101266	0.316455696202532	0	1.26582278481013	79.746835443038	0	0	0	0	0	0.316455696202532	0	0	0	0	0.632911392405063	0.632911392405063	0.632911392405063	0
811	835	"Floating Island Lake"	44.55	-107.46667	110	"AWI"	110	466	1429	895	0.347222222222222	0	0.347222222222222	5.20833333333333	0	9.02777777777778	0	0	0	0	0	1.73611111111111	0	0	0	0.694444444444444	0	0	0.694444444444444	78.8194444444444	0	0	0	0	0.347222222222222	0.347222222222222	0	0	0	0	0.347222222222222	0	1.73611111111111	0.347222222222222
811	835	"Floating Island Lake"	44.55	-107.46667	120	"AWI"	120	531	1527	980	0	0	0	3.11418685121107	0	15.5709342560554	0	0	0	0	0	2.07612456747405	0	0	0	0.69204152249135	1.03806228373702	0	2.07612456747405	74.0484429065744	0	0	0	0	0	0	0	0	0	0	0	0	1.3840830449827	0
811	835	"Floating Island Lake"	44.55	-107.46667	130	"AWI"	130	599	1622	1064	0	0	0.341296928327645	3.41296928327645	0	12.2866894197952	0	0	0	0	0	2.04778156996587	0	0	0	1.02389078498294	0	0	2.38907849829352	75.7679180887372	0	0	0	0	0.341296928327645	0	0	0	0	0	0	0.341296928327645	2.04778156996587	0
811	835	"Floating Island Lake"	44.55	-107.46667	300	"AWI"	300	2002	2997	2561	0.3690036900369	0.3690036900369	0	9.59409594095941	0.3690036900369	12.9151291512915	0	0	0	0	0	2.5830258302583	0	0	0	1.1070110701107	0	0	3.3210332103321	66.0516605166052	0	0	0	0	0.738007380073801	0	0	0	0	0	0.738007380073801	0	1.8450184501845	0
811	835	"Floating Island Lake"	44.55	-107.46667	310	"AWI"	310	2124	3045	2649	0	0	0	1.86915887850467	0.311526479750779	8.72274143302181	0	0	0	0	0	10.9034267912773	0	0.311526479750779	0	1.55763239875389	0.311526479750779	0	1.24610591900312	72.8971962616822	0	0	0	0	0	0.311526479750779	0	0	0	0	0.311526479750779	0.311526479750779	0.623052959501558	0.311526479750779
811	835	"Floating Island Lake"	44.55	-107.46667	320	"AWI"	320	2234	3111	2735	0	0	0	6.37254901960784	0	9.31372549019608	0	0	0	0	0	13.2352941176471	0	0	0	0.490196078431373	0.490196078431373	0	2.45098039215686	65.6862745098039	0	0	0	0	0	0	0	0	0	0	0	0.980392156862745	0.980392156862745	0
811	835	"Floating Island Lake"	44.55	-107.46667	330	"AWI"	330	2340	3174	2825	0.638977635782748	0	0	4.15335463258786	0.319488817891374	9.90415335463259	0	0	0	0	0	7.66773162939297	0	0	0	0.638977635782748	1.2779552715655	0	2.55591054313099	70.926517571885	0	0	0	0	0	0	0	0	0	0	0.319488817891374	0.958466453674121	0.638977635782748	0
811	835	"Floating Island Lake"	44.55	-107.46667	340	"AWI"	340	2466	3234	2911	0	0	0	3.63036303630363	0	8.58085808580858	0	0	0	0	0	7.26072607260726	0.33003300330033	0	0	0.66006600660066	0	0	0.99009900990099	77.2277227722772	0	0	0	0	0	0	0	0	0	0	0	0.33003300330033	0.99009900990099	0
