"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1534	1572	"Lac à Magie"	44.26389	-66.07917	805	"AWI"	805	9971	10551	10262	10.9324758842444	0	0	0.321543408360129	0	0.643086816720257	0	45.3376205787781	0	0	0	0.321543408360129	0	0	0	2.57234726688103	0	0.321543408360129	0	0	0	0	0	0	0	2.89389067524116	2.2508038585209	0.321543408360129	0	3.85852090032154	2.57234726688103	0	0	2.2508038585209	0	0	0.321543408360129	0	0	21.8649517684887	0	0	0	0	0.643086816720257	1.60771704180064	0.964630225080386	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	809	"AWI"	809	10226	10691	10435	10.126582278481	0	0	0	0	0	0	37.1308016877637	0	0	0	0	0	0.421940928270042	0	6.75105485232067	1.68776371308017	2.10970464135021	0	0	0	0	0	0	0	1.68776371308017	10.5485232067511	0	0.421940928270042	1.26582278481013	3.37552742616034	0	0	3.79746835443038	0	0	0	0	0	19.831223628692	0	0	0	0	0	0.421940928270042	0.421940928270042	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	813	"AWI"	813	10353	10870	10597	7.01107011070111	0	1.1070110701107	0.738007380073801	0	0	0	47.9704797047971	0	0	0	0	0	0	0	2.2140221402214	0	0.738007380073801	0	0	0	0	0	0	0	6.27306273062731	8.11808118081181	0.3690036900369	0	1.8450184501845	2.2140221402214	0	0	2.5830258302583	0	0	0.3690036900369	0	0	16.6051660516605	0	0	0	0	0.3690036900369	1.1070110701107	0.3690036900369	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	817	"AWI"	817	10485	11055	10760	2.20125786163522	0	0.943396226415094	0.314465408805031	0	0	0	45.5974842767296	0	0	0	0	0	0	0	1.57232704402516	0	0.943396226415094	0	0	0	0	0	0	0	3.14465408805031	22.9559748427673	0	0	1.57232704402516	2.51572327044025	0	0	0.943396226415094	0	0	0.943396226415094	0	0	14.7798742138365	0	0	0	0.314465408805031	0.314465408805031	0.628930817610063	0.314465408805031	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	821	"AWI"	821	10631	11225	10922	2.4024024024024	0	0	0	0.3003003003003	0	0	36.036036036036	0	0	0	0.3003003003003	0	0	0	1.8018018018018	0	0	0	0	0	0	0	0	0	2.1021021021021	36.6366366366366	0.600600600600601	0	3.003003003003	3.6036036036036	0	0	1.2012012012012	0	0	0.900900900900901	0	0	9.00900900900901	0	0	0	1.5015015015015	0	0	0.600600600600601	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	825	"AWI"	825	10781	11394	11087	1.19047619047619	0	0	0	0	0	0	26.4285714285714	0	0	0	0	0	0	0	1.9047619047619	1.42857142857143	0.476190476190476	0	0	0	0	0	0	0	2.85714285714286	50.9523809523809	0	0	1.66666666666667	3.57142857142857	0	0	0.952380952380952	0	0	0.476190476190476	0	0	6.66666666666667	0	0	0	0.476190476190476	0.238095238095238	0	0.714285714285714	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	829	"AWI"	829	10943	11563	11251	0.389863547758285	0	0	0	0	0	0	27.6803118908382	0	0	0	0	0	0.389863547758285	0.194931773879142	1.364522417154	0.389863547758285	0.584795321637427	0	0	0	0	0.194931773879142	0	0	2.14424951267056	41.3255360623782	0.194931773879142	0	3.7037037037037	7.60233918128655	0	0	2.53411306042885	0	0	1.55945419103314	0	0	7.60233918128655	0	0	0	1.94931773879142	0	0	0.194931773879142	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	833	"AWI"	833	11111	11710	11412	0.147058823529412	0	1.02941176470588	0.147058823529412	0	0	0	8.97058823529412	0	0	0	0	0	0.147058823529412	0	0.441176470588235	1.17647058823529	0.147058823529412	0	0	0	0	0	0	0	0.882352941176471	65.5882352941177	0.147058823529412	0	1.91176470588235	7.79411764705882	0	0	1.02941176470588	0	0	2.05882352941176	0	0	5.44117647058824	0	0	0	2.05882352941176	0	0.588235294117647	0.294117647058824	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	836	"AWI"	836	11241	11824	11534	0.139082058414465	0	1.11265646731572	0	0	0	0	6.39777468706537	0	0	0	0	0	0.139082058414465	0.139082058414465	0	1.52990264255911	0.417246175243394	0.139082058414465	0	0	0	0	0	0	2.50347705146036	71.4881780250348	0	0	0.417246175243394	7.23226703755216	0	0	0.834492350486787	0	0	1.39082058414465	0	0	4.86787204450626	0	0	0	0.973574408901252	0	0.278164116828929	0	0	0
1534	1572	"Lac à Magie"	44.26389	-66.07917	838	"AWI"	838	11321	11897	11618	0.256849315068493	0	0.941780821917808	0	0	0	0	6.76369863013699	0	0	0	0	0	0.0856164383561644	0	0	1.36986301369863	0.599315068493151	0	0	0	0	0	0	0	1.96917808219178	77.9109589041096	0.0856164383561644	0	0.0856164383561644	4.10958904109589	0	0	0.342465753424658	0	0	1.45547945205479	0	0	1.54109589041096	0	0	0	1.71232876712329	0.0856164383561644	0.599315068493151	0.0856164383561644	0	0
