"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Boraginaceae"	"Brassicaceae"	"Buddleja"	"Caryophyllaceae"	"Cyperaceae"	"Drimys"	"Embothrium"	"Ephedraceae"	"Ericales"	"Fuchsia"	"Grossulariaceae"	"Gunneraceae"	"Indeterminable"	"Liliaceae"	"Lomatia"	"Maytenus"	"Misodendraceae"	"Myrtaceae"	"Nothofagus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Podocarpus"	"Polygonaceae"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Schinus"	"Verbenaceae"	"Vivianiaceae"
1565	1610	"La Mision"	-53.5	-67.83333	0	"AWI"	0	-144	18	-66	3.41463414634146	0	0	0	0	0	0	0	0.975609756097561	26.3414634146341	0	0	0	0	0	0	0	1.95121951219512	0	0	0	0	0	5.85365853658537	0	0	58.5365853658537	0	0	2.4390243902439	0	0.48780487804878	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	20	"AWI"	20	12	455	168	0.126262626262626	0	0.126262626262626	0	0	0	0	0	1.01010101010101	0.378787878787879	0	0	0	1.13636363636364	0	0	0.252525252525253	0.505050505050505	0	0	0	0	0	6.69191919191919	0.126262626262626	0	88.3838383838384	0	0	0.252525252525253	0	1.01010101010101	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	42	"AWI"	42	126	919	427	3.2967032967033	0	0	0	0	0	0.549450549450549	0	1.64835164835165	7.14285714285714	0	0	0	2.1978021978022	0	0	0	0	0	0	0	0	0	18.6813186813187	1.0989010989011	0	63.7362637362637	0	0	1.0989010989011	0	0.549450549450549	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	49	"AWI"	49	173	1053	508	1.03359173126615	0	0	0	1.55038759689922	0	0	0	0.645994832041344	0.387596899224806	0	0	0	0.387596899224806	0	0	0.129198966408269	0	0	0	0	0	0	5.68475452196382	0.129198966408269	0	89.1472868217054	0	0	0.387596899224806	0	0.516795865633075	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	60	"AWI"	60	247	1236	639	17.1270718232044	0	0	0	0.552486187845304	0	0	0	0.552486187845304	2.20994475138122	0	0	0	1.10497237569061	0	0	0	2.20994475138122	0	0	0	0	0	55.2486187845304	1.65745856353591	0	17.6795580110497	1.65745856353591	0	0	0	0	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	80	"AWI"	80	401	1561	875	41.1444141689373	0	0	0	0	0	0	0.272479564032698	1.63487738419619	1.36239782016349	0	0	0	1.90735694822888	0	0.817438692098093	0.272479564032698	1.08991825613079	0	0.272479564032698	0	0.272479564032698	0	30.7901907356948	1.08991825613079	0	13.3514986376022	4.08719346049046	0	0	0	1.63487738419619	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	122	"AWI"	122	747	2221	1375	0.819672131147541	0	0	0	0	0	0	0.409836065573771	2.86885245901639	0.409836065573771	0	0	0	2.04918032786885	0	0	0	2.86885245901639	0	0	0	0	0	76.2295081967213	0	0	12.2950819672131	0.819672131147541	0	0	0	1.22950819672131	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	130	"AWI"	130	826	2317	1466	26.3736263736264	0	0.549450549450549	0	0	0	0	0	0	2.74725274725275	0.549450549450549	0	0	1.0989010989011	0	0	0	0.549450549450549	0	0	0	0	0.549450549450549	52.7472527472528	0.549450549450549	0	10.989010989011	2.1978021978022	0	0	0	0	0.549450549450549	0	0.549450549450549	0
1565	1610	"La Mision"	-53.5	-67.83333	162	"AWI"	162	1119	2753	1846	54.4943820224719	0	0	0	0.561797752808989	0	0	0	1.40449438202247	1.40449438202247	0	0	0	1.96629213483146	0	0	0.561797752808989	0.280898876404494	0	1.12359550561798	0	0	0	22.4719101123595	1.12359550561798	0.280898876404494	7.86516853932584	4.21348314606742	0	0	0.280898876404494	1.96629213483146	0	0	0	0
1565	1610	"La Mision"	-53.5	-67.83333	180	"AWI"	180	1273	3019	2061	27.1739130434783	0	0	0	0	0	0	0	1.08695652173913	4.34782608695652	2.17391304347826	0	0	0	0	0	0	0	0	0	0	0	0	48.9130434782609	1.08695652173913	0	11.9565217391304	3.26086956521739	0	0	0	0	0	0	0	0
