"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Arecaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Bromeliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cistaceae"	"Citrus"	"Combretaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Cyrilla"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gordonia"	"Grossulariaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Itea"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Liquidambar"	"Malvaceae"	"Meliaceae"	"Moraceae"	"Myrica"	"Myrtaceae"	"Nyssa"	"Onagraceae"	"Osmanthus"	"Ostrya.Carpinus"	"Pinus"	"Planera"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Sapindaceae"	"Serenoa"	"Symplocos"	"Taxodium"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"	"Zanthoxylum"
229	232	"Barchampe Lake"	30.62222	-83.25389	479.5	"AWI"	479.5	42	547.5	253	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	1	0	0	0	16	0	3	0	0	2	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	5	1	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	482	"AWI"	482	69	577	279	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	6	5	0	1	0	0	0	6	0	0	0	48	0	8	0	0	4	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	484.5	"AWI"	484.5	93.5	604	306.5	0	2	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	8	0	0	1	0	2	0	0	0	3	3	0	0	0	0	0	1	0	1	0	15	0	3	0	0	3	0	0	0	0	0	0	0	70	0	0	0	0	2	0	0	0	0	0	0	9	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	487	"AWI"	487	108	631	334	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	4	0	1	0	0	0	4	0	0	0	43	0	14	0	0	1	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	489.5	"AWI"	489.5	121	668	361.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	29	0	11	1	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	492	"AWI"	492	147	691	387	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	2	0	0	0	26	0	8	0	0	2	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	494.5	"AWI"	494.5	171.5	717.5	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	3	1	1	0	4	1	0	1	0	0	0	3	0	0	0	38	0	5	0	0	2	0	0	1	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	497	"AWI"	497	189	746	440	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	7	0	0	0	36	0	7	0	0	3	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	499.5	"AWI"	499.5	204	783	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	8	0	3	1	0	1	5	0	0	0	35	0	10	0	0	2	0	0	0	0	0	0	0	46	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	502	"AWI"	502	233	807	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	5	2	0	0	1	0	0	0	0	0	0	28	0	6	0	1	3	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	1	1	5	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	504.5	"AWI"	504.5	257	827	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	0	6	0	0	0	35	0	6	0	0	3	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	507	"AWI"	507	276	852	550	0	1	0	0	1	0	0	0	0	0	0	0	0	0	15	0	2	1	2	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	6	0	0	4	0	0	0	5	0	0	0	29	0	12	0	0	6	0	0	0	0	0	1	0	69	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	509.5	"AWI"	509.5	294	885	577	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	0	6	0	0	2	0	0	0	0	0	0	0	58	0	0	0	0	0	1	0	0	0	0	0	6	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	512	"AWI"	512	328	907	604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	1	0	1	0	0	0	8	0	0	0	29	0	4	0	0	1	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	514.5	"AWI"	514.5	358	932	631	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	1	0	0	4	2	0	2	1	0	0	2	0	0	0	32	0	6	1	0	1	0	0	0	0	0	0	0	66	0	0	0	0	0	1	0	0	0	0	0	5	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	517	"AWI"	517	386	955	658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	0	1	0	0	0	1	0	0	0	23	0	3	0	0	2	0	1	0	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	519.5	"AWI"	519.5	402	992	685	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	25	0	4	0	0	1	0	0	1	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	522	"AWI"	522	433	1015	710	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	1	3	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	26	0	8	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	524.5	"AWI"	524.5	461.5	1033	737.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	3	0	0	1	0	0	0	7	0	0	1	0	0	5	0	0	2	4	0	1	0	0	0	2	0	0	0	32	0	6	0	0	1	0	0	0	0	0	0	0	44	0	0	0	0	0	2	0	0	0	0	0	10	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	532	"AWI"	532	542	1109	816	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	1	2	0	0	0	0	0	0	6	0	0	1	0	1	1	0	0	3	0	0	0	0	0	0	4	0	0	0	27	0	3	0	0	3	0	0	1	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	13	0	1	2	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	537	"AWI"	537	606	1150	868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	2	6	0	1	0	0	0	3	0	0	0	34	0	10	0	0	3	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	550	"AWI"	550	765	1259	999	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	32	0	6	0	0	2	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1
229	232	"Barchampe Lake"	30.62222	-83.25389	553	"AWI"	553	828	1295	1045	0	0	0	0	0	0	0	1	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	4	9	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	0	0	0	15	0	2	0	0	3	0	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	1	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	558	"AWI"	558	879	1443	1127	0	1	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	1	0	0	0	1	2	0	0	0	0	0	4	0	0	0	24	0	1	0	0	3	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	563	"AWI"	563	944	1602	1220	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	0	0	2	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	4	0	0	0	23	0	4	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	568	"AWI"	568	997	1803	1317	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	5	0	0	0	28	0	1	0	0	4	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	573	"AWI"	573	1062	1974	1416	0	2	0	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	5	3	0	0	0	0	1	7	0	0	0	36	0	12	0	0	1	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	578	"AWI"	578	1114	2122	1519	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	3	0	0	0	22	0	6	0	0	2	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	588	"AWI"	588	1259	2408	1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	2	2	0	0	0	0	0	4	0	0	0	25	0	5	0	0	5	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	590.5	"AWI"	590.5	1292.5	2487	1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	2	2	0	0	4	7	0	0	0	0	0	6	0	0	0	39	0	4	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	593	"AWI"	593	1333	2543	1828	0	0	0	0	0	0	0	1	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	5	3	0	0	1	0	0	2	0	0	5	4	0	2	0	0	0	0	0	0	0	51	0	10	0	0	1	0	1	0	0	0	0	0	87	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	598	"AWI"	598	1397	2688	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	6	0	0	0	0	1	0	8	0	0	0	44	0	11	0	0	3	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	8	1	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	603	"AWI"	603	1472	2813	2032	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	2	0	0	4	2	0	0	0	0	0	4	0	0	0	29	0	10	0	0	2	0	1	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	608	"AWI"	608	1547	2965	2135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	3	1	0	0	4	4	0	1	0	0	0	4	0	0	0	22	0	4	0	0	3	0	0	0	0	0	0	0	66	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	613	"AWI"	613	1629	3086	2240	0	1	0	0	0	0	0	0	0	0	0	0	0	0	17	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	6	1	0	2	0	0	0	5	0	0	0	52	0	10	1	0	2	0	0	0	0	0	0	0	99	0	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	618	"AWI"	618	1698	3198	2344	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	2	0	3	1	0	1	0	0	0	3	0	0	0	0	2	0	0	0	4	7	0	0	0	0	0	4	0	0	0	27	0	8	0	0	2	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	623	"AWI"	623	1785	3326	2451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	4	1	0	0	1	2	0	0	0	0	0	9	0	0	0	58	0	1	0	0	4	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	628	"AWI"	628	1856	3439	2558	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	6	6	0	0	0	0	0	6	0	1	0	37	0	4	0	0	4	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	641	"AWI"	641	2059	3736	2829	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	7	1	0	2	0	0	0	7	0	0	0	36	0	7	0	0	2	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	653	"AWI"	653	2278	4013	3080	0	0	0	0	0	0	0	1	0	0	1	0	0	0	19	0	0	0	1	0	0	1	0	0	0	3	0	0	2	0	4	2	0	0	6	3	0	1	0	0	0	7	0	0	0	64	0	6	0	0	7	0	0	1	0	0	0	0	125	1	0	0	0	0	0	1	0	0	0	0	11	0	0	3	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	673	"AWI"	673	2646	4446	3504	0	1	0	0	0	0	0	0	0	0	1	0	1	0	25	0	0	0	7	0	0	0	0	1	0	1	0	0	3	0	5	1	0	0	10	4	0	0	0	0	0	11	0	0	0	57	0	15	1	0	9	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	23	0	0	4	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	693	"AWI"	693	3022	4906	3926	0	1	0	0	0	0	0	0	0	0	1	0	0	0	10	0	1	0	7	0	0	1	0	0	0	2	0	0	2	0	2	0	0	0	17	3	0	2	0	0	0	12	0	0	0	47	0	5	0	0	4	0	0	1	0	0	2	0	127	0	0	0	0	1	0	0	0	0	0	0	30	0	0	2	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	713	"AWI"	713	3414	5324	4342	0	0	0	0	0	0	0	0	0	0	2	0	0	0	25	0	0	0	6	0	0	1	0	0	0	3	0	0	0	0	1	4	0	0	2	3	0	3	0	0	0	4	0	0	1	34	0	8	0	0	1	0	0	1	0	0	1	0	96	0	0	0	0	0	1	0	0	0	0	0	24	0	0	4	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	723	"AWI"	723	3618	5526	4548	0	0	0	0	0	0	0	0	1	0	1	0	0	0	21	0	0	0	4	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	3	0	0	1	6	0	0	0	57	0	5	0	0	4	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	733	"AWI"	733	3826	5705	4761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	6	0	0	1	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	5	0	0	0	43	1	1	1	0	2	0	0	1	0	0	0	1	135	0	0	0	1	1	0	0	0	0	0	0	9	0	0	3	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	753	"AWI"	753	4223	6099	5182	0	2	2	0	0	0	0	0	0	0	0	0	0	0	19	0	1	0	5	2	0	0	0	0	1	9	0	0	0	0	4	3	0	0	0	4	0	4	0	0	0	4	0	0	1	41	0	7	0	0	3	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	18	0	0	3	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	773	"AWI"	773	4649	6470	5602	0	0	0	0	1	1	0	0	0	0	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	3	0	0	2	0	1	2	0	0	0	4	0	2	0	0	0	9	0	0	0	46	0	12	2	0	8	0	0	0	0	0	0	0	144	0	0	0	0	1	0	0	0	0	0	0	15	1	0	4	1	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	793	"AWI"	793	5086	6834	6026	0	0	0	0	1	0	0	0	0	0	3	0	0	0	16	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	3	0	0	0	18	0	2	0	0	3	0	0	0	0	0	1	0	94	0	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	813	"AWI"	813	5551	7187	6454	0	1	0	0	0	0	0	0	0	0	1	0	0	0	21	0	2	0	0	0	0	1	0	0	0	39	0	0	1	0	1	1	0	0	0	3	0	0	0	0	1	3	0	0	0	36	0	6	0	0	2	0	0	1	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	833	"AWI"	833	6032	7513	6870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	8	0	0	0	23	1	1	0	0	2	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	853	"AWI"	853	6566	7797	7292	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	0	0	8	0	1	1	0	0	0	0	0	0	0	0	0	114	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0
229	232	"Barchampe Lake"	30.62222	-83.25389	873	"AWI"	873	7166	8080	7705	0	0	0	0	0	1	0	0	2	0	0	0	0	0	18	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0
