"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula (<20 µm)"	"Betula (>25 µm)"	"Betula (20-25 µm)"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"
957	987	"Grey Islands"	50.76889	-55.51667	0	"AWI"	0	-117	50	-35	2.09580838323353	0	41.0179640718563	0	0	0	0	0.29940119760479	0.29940119760479	17.3652694610778	0	0	0.898203592814371	6.58682634730539	2.39520958083832	0	0.29940119760479	0	5.68862275449102	0	0	7.48502994011976	0	0	13.4730538922156	1.19760479041916	0.29940119760479	0	0.29940119760479	0	0	0	0	0.29940119760479	0
957	987	"Grey Islands"	50.76889	-55.51667	5	"AWI"	5	-65	140	38	0.887573964497041	0	37.8698224852071	0	0	0.29585798816568	0	0.591715976331361	0	24.8520710059172	0	0	3.25443786982249	3.25443786982249	2.66272189349112	0	0	0	8.57988165680473	0	0.29585798816568	5.62130177514793	0	0	8.57988165680473	2.66272189349112	0.29585798816568	0.29585798816568	0	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	10	"AWI"	10	-39	265	109	1.9774011299435	0	35.5932203389831	0	0	0	0	0.564971751412429	0.282485875706215	20.3389830508475	0	0	1.12994350282486	3.67231638418079	0.564971751412429	0	0.282485875706215	0.282485875706215	9.88700564971751	0	0.282485875706215	7.06214689265537	0	0.282485875706215	14.4067796610169	2.25988700564972	0.847457627118644	0.282485875706215	0	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	15	"AWI"	15	-21	399	181	2.28758169934641	0	33.6601307189542	0	0	0	0	0.326797385620915	0	21.8954248366013	0	0.326797385620915	5.55555555555556	3.92156862745098	3.26797385620915	0	0	0	7.18954248366013	0	0	4.57516339869281	0	0.326797385620915	12.4183006535948	3.59477124183007	0	0	0	0	0	0.326797385620915	0	0	0.326797385620915
957	987	"Grey Islands"	50.76889	-55.51667	20	"AWI"	20	-7	541	253	4.32276657060519	0	33.4293948126801	0	0	0.288184438040346	0	0.864553314121038	2.01729106628242	22.1902017291066	0	0	1.72910662824208	4.89913544668588	1.72910662824208	0	0.288184438040346	0	8.93371757925072	0.288184438040346	0.288184438040346	6.62824207492795	0	0	10.3746397694525	1.44092219020173	0	0	0.288184438040346	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	25	"AWI"	25	54	647	331	1.12676056338028	0	33.8028169014084	0	0	0	0	0	0	19.7183098591549	0	0	4.7887323943662	2.8169014084507	2.25352112676056	0	0	0	8.73239436619718	0	0	6.76056338028169	0	0	16.9014084507042	2.53521126760563	0	0	0	0	0	0.28169014084507	0	0	0.28169014084507
957	987	"Grey Islands"	50.76889	-55.51667	30	"AWI"	30	224	665	429	6.10079575596817	0.26525198938992	37.1352785145889	0	0.26525198938992	0.530503978779841	0	0.26525198938992	1.59151193633952	19.893899204244	0	0	0.26525198938992	3.97877984084881	1.85676392572944	0	0.26525198938992	0	5.83554376657825	0.26525198938992	0	4.24403183023873	0	0	13.5278514588859	3.18302387267904	0	0	0	0	0	0.530503978779841	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	35	"AWI"	35	385	698	526	2.45398773006135	0	32.5153374233129	0	0	0	0	0	0	20.8588957055215	0.306748466257669	0	3.37423312883436	2.14723926380368	4.9079754601227	0	0.613496932515337	0	8.89570552147239	0	0	3.98773006134969	0	0	17.1779141104294	2.14723926380368	0	0.306748466257669	0	0	0	0	0.306748466257669	0	0
957	987	"Grey Islands"	50.76889	-55.51667	40	"AWI"	40	524	770	629	5.23255813953488	0	29.9418604651163	0	0	0	0	0.872093023255814	0	18.3139534883721	0	0	1.74418604651163	6.1046511627907	1.74418604651163	0	0.290697674418605	0	4.94186046511628	0	0.290697674418605	7.84883720930233	0	0	18.3139534883721	3.48837209302326	0	0	0.581395348837209	0	0	0.290697674418605	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	45	"AWI"	45	593	889	725	3.36391437308868	0	33.3333333333333	0.305810397553517	0	0	0	0	0	25.0764525993884	0	0	3.05810397553517	4.89296636085627	2.75229357798165	0	0	0	7.03363914373089	0	0	2.44648318042813	0	0.305810397553517	14.0672782874618	2.75229357798165	0.305810397553517	0.305810397553517	0	0	0	0	0	0	0
