"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Ilex"	"Juglans"	"Myrica"	"Phellodendron"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Saxifragaceae"	"Ulmus"
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	90	"AWI"	90	2503	3353	3034	20.7792207792208	33.7662337662338	0	0.779220779220779	1.81818181818182	1.2987012987013	10.9090909090909	0.25974025974026	0	0	1.2987012987013	0	0.519480519480519	0	0	0.25974025974026	0	22.5974025974026	2.5974025974026	0.519480519480519	0	0	1.03896103896104	0.779220779220779	0	0.779220779220779
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	110	"AWI"	110	2636	3602	3173	16.4383561643836	26.5753424657534	0	0	0.547945205479452	0	9.58904109589041	0	0	0.273972602739726	1.0958904109589	0	0	0	0	0.273972602739726	0.273972602739726	43.013698630137	0	0.547945205479452	0	0	1.0958904109589	0	0	0.273972602739726
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	120	"AWI"	120	2706	3706	3247	21.3114754098361	23.7704918032787	0.273224043715847	0	4.37158469945355	0.273224043715847	16.9398907103825	0	0	0	0.546448087431694	0	0.273224043715847	0.273224043715847	0	0	0	28.6885245901639	0	0.546448087431694	0.546448087431694	0	1.36612021857923	0	0	0.819672131147541
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	130	"AWI"	130	2785	3808	3320	35.1851851851852	0	0	0	9.25925925925926	0	0	0	0	0	0	0	0	0	0	0	0	53.7037037037037	0	1.85185185185185	0	0	0	0	0	0
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	150	"AWI"	150	2939	4013	3466	25	0	0	2.27272727272727	2.27272727272727	3.40909090909091	0	0	1.13636363636364	0	0	0	0	0	0	0	0	43.1818181818182	0	19.3181818181818	3.40909090909091	0	0	0	0	0
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	170	"AWI"	170	3083	4198	3611	28.4552845528455	3.7940379403794	0	0.5420054200542	0.2710027100271	0	0	0	0	0	0	0.2710027100271	0	0	0	0	0	65.3116531165312	0	0	0	0.2710027100271	0.5420054200542	0	0	0.5420054200542
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	180	"AWI"	180	3158	4288	3686	13.0044843049327	33.4080717488789	0	0	0.896860986547085	0.224215246636771	10.9865470852018	0	0	0	0.224215246636771	0	0	0	0	0	0	36.7713004484305	0	2.69058295964126	0	0	1.34529147982063	0	0	0.448430493273543
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	195	"AWI"	195	3265	4407	3800	10.9452736318408	43.7810945273632	0.497512437810945	0	4.47761194029851	0	0	0	0	0	1.49253731343284	0	0	0	0	0.497512437810945	0	25.3731343283582	0	8.95522388059701	0	0	1.99004975124378	0	0	1.99004975124378
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	220	"AWI"	220	3435	4619	3986	13.8020833333333	25	0	0	5.20833333333333	0	12.2395833333333	0	0	0	1.04166666666667	0	0	0	0	0	0	39.0625	0	0	0	0	2.34375	0	0	1.30208333333333
1122	1156	"Izylmet'evskaya Terrace Exposure 3410"	48.81667	141.96667	230	"AWI"	230	3499	4711	4064	9.78835978835979	31.4814814814815	0	0.264550264550265	5.55555555555556	0	12.962962962963	0	0	0	1.05820105820106	0	0	0	0	0	0	34.3915343915344	0	0	0	0.264550264550265	2.91005291005291	0	0	1.32275132275132
