"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Grossulariaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Violaceae"
769	788	"Elikchan 4 Lake"	60.75	151.88333	2	"AWI"	2	-92	230	24	48.9539748953975	0	0	0	2.51046025104602	0	33.8912133891213	0	0	0	0	4.18410041841004	2.51046025104602	0	0	0	0	2.51046025104602	0	0	0	0	0	0	0	0	2.92887029288703	0	0	0	0.836820083682008	0.418410041841004	0	0	0	1.25523012552301	0	0	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	9	"AWI"	9	-40	1156	259	49.5145631067961	0	0	0	1.61812297734628	0	24.5954692556634	0	0	0	0	4.20711974110032	3.23624595469256	0	0	0	0	1.94174757281553	0	0	0	0	0	0	0	0	7.11974110032362	0	0	0	1.94174757281553	0.323624595469256	0	0	0	3.88349514563107	0.647249190938511	0.970873786407767	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	20	"AWI"	20	145	1940	760	52	0	0	0	3.42857142857143	0	26.2857142857143	0	0	0	0	1.71428571428571	5.71428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42857142857143	0	0	0	4.57142857142857	0	0	0	0	1.14285714285714	1.14285714285714	0.571428571428571	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	25	"AWI"	25	286	2129	964	52.9850746268657	0	0	0.373134328358209	1.86567164179104	0	35.4477611940299	0	0	0	0	0.373134328358209	2.61194029850746	0	0	0	0	0.373134328358209	0	0	0	0	0	0	0	0	0.373134328358209	0	0	0	3.35820895522388	0	0	0	0	1.11940298507463	0.373134328358209	0.746268656716418	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	30	"AWI"	30	366	2446	1159	40.2777777777778	0	0	0	4.86111111111111	0	29.1666666666667	0	0	0	0	4.86111111111111	5.55555555555556	0	0	0	0	0.694444444444444	0	0	0	0	0	0	0	0	6.94444444444444	0	0	0	4.16666666666667	0	0	0	0	0.694444444444444	1.38888888888889	1.38888888888889	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	40	"AWI"	40	659	2810	1629	37.8723404255319	0	0	0	2.12765957446809	0	41.7021276595745	0	0	0	0	5.53191489361702	2.97872340425532	0	0	0	0	0.425531914893617	0	0	0	0	0	0	0	0	3.82978723404255	0	0	0	2.5531914893617	0	0	0	0	2.12765957446809	0.425531914893617	0.425531914893617	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	45	"AWI"	45	856	2925	1847	43.0769230769231	0	0	0	1.02564102564103	0	46.1538461538462	0	0	0	0	0	3.07692307692308	0	0	0	0	0.512820512820513	0	0	0	0	0	0	0	0	1.53846153846154	0	0	0	2.05128205128205	0	0	0	0	1.02564102564103	0.512820512820513	1.02564102564103	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	50	"AWI"	50	994	3091	2066	36.4444444444444	0	0	0	0.222222222222222	0	38	0	0	0	0	7.77777777777778	2.66666666666667	0	0	0	0	0.222222222222222	0.222222222222222	0	0	0.222222222222222	0	0	0	0	10.4444444444444	0	0	0	1.55555555555556	0	0	0	0	2	0	0.222222222222222	0	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	55	"AWI"	55	1217	3215	2319	46.5346534653465	0	0	0	0.99009900990099	0	35.6435643564356	0	0	0	0	2.47524752475248	3.46534653465347	0	0	0	0	0.495049504950495	0	0	0	0	0	0	0	0	5.94059405940594	0	0	0.495049504950495	1.48514851485149	0	0	0	0	0.99009900990099	0.495049504950495	0.495049504950495	0.495049504950495	0
769	788	"Elikchan 4 Lake"	60.75	151.88333	60	"AWI"	60	1309	3438	2570	53.416149068323	0	0	0	3.1055900621118	0	31.6770186335404	0	0	0	0	0	3.72670807453416	0	0	0	0	0	0	0	0	0	0	0	0	0	3.72670807453416	0	0	0	2.48447204968944	0	0	0	0	1.24223602484472	0	0.62111801242236	0	0
