"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Montiaceae"	"Nyctaginaceae"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Urticaceae"
246	250	"Beef Pasture"	37.472418	-108.162002	0	"AWI"	0	-90	34	-22	0.938967136150235	0	0.156494522691706	4.69483568075117	0.469483568075117	2.03442879499218	0	0	0	0	0	0	0	0	0	0	0	53.9906103286385	0	0	0	0	0	0	0	0	0	0.156494522691706	0	1.87793427230047	0	0	0	0	0	0	0	0	10.0156494522692	13.302034428795	0	8.45070422535211	0	0	0	0	0	3.44287949921753	0	0	0	0	0.156494522691706	0	0	0.312989045383412	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	0.5	"AWI"	0.5	-83	35.5	-18.5	0.826446280991736	0	0.137741046831956	4.13223140495868	0.137741046831956	2.06611570247934	0	0	0	0	0	0	0	0	0	0	0	55.5096418732782	0	0	0	0.137741046831956	0	0	0	0	0	0.275482093663912	0	3.71900826446281	0	0.137741046831956	0	0	0	0	0	0	10.1928374655647	10.7438016528926	0.137741046831956	4.26997245179063	0	0	0	0	0.137741046831956	5.64738292011019	0	0	0	0.137741046831956	1.10192837465565	0	0	0.413223140495868	0.137741046831956	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	2.5	"AWI"	2.5	-56	40.5	-3.5	0.664451827242525	0	0.332225913621262	4.65116279069767	0.498338870431894	4.15282392026578	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0.166112956810631	0.166112956810631	1.49501661129568	0	0	0	0	0	0	0	0	12.9568106312292	11.4617940199336	0	5.48172757475083	0	0	0	1.82724252491694	0	4.15282392026578	0	0	0	0	0.830564784053156	0	0	1.16279069767442	0	0	0	0
246	250	"Beef Pasture"	37.472418	-108.162002	4	"AWI"	4	-36	45	8	0.91324200913242	0	0.684931506849315	8.44748858447489	0.45662100456621	7.99086757990868	0	0.45662100456621	0	0	0	0	0	0	0	0	0	31.0502283105023	0	0	0	0	0	0	0.45662100456621	0	0	0.45662100456621	0	1.36986301369863	0	0.228310502283105	0	0	0	0	0	0	10.7305936073059	21.2328767123288	0	8.21917808219178	0	0	0	0	0	5.25114155251141	0	0	0	0	0.684931506849315	0	0	0.228310502283105	0.91324200913242	0	0.228310502283105	0
246	250	"Beef Pasture"	37.472418	-108.162002	6	"AWI"	6	-10	53	23	1.19617224880383	0	0.956937799043062	7.6555023923445	0.717703349282297	8.61244019138756	0	0	0	0	0	0	0	0	0	0	0	25.8373205741627	0	0	0	0	0	0	1.43540669856459	0	0	3.11004784688995	0	0.956937799043062	0	0	0	0	0	0	0.478468899521531	0	9.56937799043062	27.511961722488	0	6.69856459330144	0	0	0	0	0.239234449760766	2.87081339712919	0	0	0	0	0.956937799043062	0	0	0.239234449760766	0.478468899521531	0	0.478468899521531	0
246	250	"Beef Pasture"	37.472418	-108.162002	8.5	"AWI"	8.5	14	68.5	41.5	1.11607142857143	0	0	6.69642857142857	1.11607142857143	10.0446428571429	0	0	0.223214285714286	0	0	0	0	0	0	0	0	24.7767857142857	0	0	0	0	0	0	0.223214285714286	0	0	1.5625	0	2.00892857142857	0.223214285714286	0	0	0	0	0	0.223214285714286	0	11.6071428571429	27.9017857142857	0	6.25	0	0	0	0	0	4.91071428571429	0	0	0	0	0.669642857142857	0	0	0	0	0	0.446428571428571	0
246	250	"Beef Pasture"	37.472418	-108.162002	10.5	"AWI"	10.5	32.5	89.5	60.5	1.47058823529412	0	0	7.84313725490196	1.22549019607843	11.7647058823529	0	0	0	0	0	0	0	0	0	0	0	24.0196078431373	0	0	0	0	0	0	0.735294117647059	0	0	0.735294117647059	0	1.47058823529412	0	0	0	0	0	0	1.22549019607843	0	12.2549019607843	27.2058823529412	0	4.65686274509804	0	0	0.245098039215686	0	0	0.980392156862745	0	0	0	0	1.7156862745098	0	0	0.735294117647059	0	0	1.7156862745098	0
246	250	"Beef Pasture"	37.472418	-108.162002	12.5	"AWI"	12.5	51.5	148	89	0.475059382422803	0	0	5.93824228028503	0.950118764845606	9.97624703087886	0	0	0	0	0	0	0	0	0	0	0	31.5914489311164	0	0	0	0	0	0	0	0	0	2.61282660332542	0	3.80047505938242	0	0	0	0	0	0	0	0	9.26365795724466	25.41567695962	0	3.56294536817102	0	0	0	0	0	3.80047505938242	0	0	0	0.237529691211401	1.18764845605701	0	0	0	0	0	1.18764845605701	0
246	250	"Beef Pasture"	37.472418	-108.162002	14.5	"AWI"	14.5	59	226	115.5	1.6260162601626	0	0.2710027100271	5.96205962059621	0	13.0081300813008	0	0	0	0	0	0	0	0	0.2710027100271	0	0	25.4742547425474	0	0.813008130081301	0	0	0	0	1.0840108401084	0	0.2710027100271	1.3550135501355	0	1.8970189701897	0	0	0	0	0	0	0.2710027100271	0	9.48509485094851	26.0162601626016	0	2.4390243902439	0	0	0	0	0.813008130081301	5.14905149051491	0	0	0	0	1.3550135501355	0	0	0.2710027100271	1.6260162601626	0	0.5420054200542	0
246	250	"Beef Pasture"	37.472418	-108.162002	16.5	"AWI"	16.5	65	307.5	142.5	0.875656742556918	0	0	8.05604203152364	0.175131348511384	9.45709281961471	0	0	0	0	0	0	0	0	0	0	0	36.077057793345	0	0	0	0	0	0	0.350262697022767	0	0	0.700525394045534	0	1.22591943957968	0	0.350262697022767	0	0	0	0	0	0	13.4851138353765	20.8406304728546	0	3.50262697022767	0	0	0.175131348511384	0	0.175131348511384	2.1015761821366	0	0	0	0	1.75131348511384	0	0	0.350262697022767	0	0	0.350262697022767	0
