"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Aquifoliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1531	1569	"Lac Colin"	46.71667	-70.3	180	"AWI"	180	3571	4532	3999	17	16	89	0	0	1	0	409	0	0	0	0	5	0	0	26	0	0	0	1	0	19	86	0	0	7	0	8	0	1	0	0	0	2	3	0	3	2
1531	1569	"Lac Colin"	46.71667	-70.3	200	"AWI"	200	3772	4838	4271	14	7	61	0	0	0	0	355	0	0	0	1	6	0	0	10	10	0	0	10	2	11	55	0	0	5	1	10	0	2	0	0	0	0	4	0	4	5
1531	1569	"Lac Colin"	46.71667	-70.3	220	"AWI"	220	3981	5115	4549	26	10	71	0	1	2	0	421	0	0	0	0	3	0	1	19	10	0	2	5	4	14	86	0	0	4	0	13	0	3	0	0	0	2	2	2	2	2
1531	1569	"Lac Colin"	46.71667	-70.3	240	"AWI"	240	4242	5348	4820	19	13	42	0	1	0	0	356	0	0	1	0	5	0	0	8	9	0	3	4	3	15	76	0	0	5	1	10	0	2	0	0	0	0	4	1	2	5
1531	1569	"Lac Colin"	46.71667	-70.3	260	"AWI"	260	4535	5554	5097	21	13	59	1	0	2	0	327	1	0	0	0	2	0	0	8	13	0	1	3	1	13	51	0	1	2	0	12	0	0	0	0	1	3	1	1	3	6
1531	1569	"Lac Colin"	46.71667	-70.3	280	"AWI"	280	4861	5743	5386	14	2	63	0	2	1	0	375	0	0	0	0	6	0	0	6	10	0	1	0	3	10	76	0	0	3	0	14	0	2	0	0	0	0	2	0	4	6
1531	1569	"Lac Colin"	46.71667	-70.3	300	"AWI"	300	5318	5909	5640	11	10	57	0	0	1	0	443	0	0	0	0	2	0	0	10	10	0	0	1	2	15	79	0	2	0	0	9	0	1	0	0	0	1	1	1	14	4
1531	1569	"Lac Colin"	46.71667	-70.3	320	"AWI"	320	5440	6222	5824	13	3	45	0	3	3	0	309	0	0	0	0	4	0	0	3	5	0	0	3	0	14	48	0	2	1	1	11	0	0	0	0	0	1	2	1	24	5
1531	1569	"Lac Colin"	46.71667	-70.3	340	"AWI"	340	5602	6463	6018	13	11	58	0	1	2	0	335	0	0	2	0	3	0	0	3	5	0	5	8	2	12	72	0	4	4	1	10	0	1	0	1	0	1	1	0	19	3
1531	1569	"Lac Colin"	46.71667	-70.3	362	"AWI"	362	5776	6689	6239	23	7	43	0	2	2	0	285	0	0	0	0	4	0	0	4	2	0	0	2	2	16	49	0	3	3	1	4	0	3	0	0	0	2	1	0	37	6
1531	1569	"Lac Colin"	46.71667	-70.3	380	"AWI"	380	5923	6859	6413	16	13	57	1	0	3	0	317	0	0	0	0	5	0	0	7	11	0	0	3	1	18	102	0	0	4	0	15	0	0	0	1	1	5	0	0	43	8
1531	1569	"Lac Colin"	46.71667	-70.3	400	"AWI"	400	6121	7030	6612	22	7	47	0	1	1	0	283	0	0	0	0	4	0	0	2	5	0	1	2	1	8	90	0	0	0	0	10	0	0	0	0	0	3	2	0	43	10
1531	1569	"Lac Colin"	46.71667	-70.3	420	"AWI"	420	6319	7187	6806	20	17	54	0	0	0	0	296	1	0	1	0	5	0	0	3	11	0	2	3	0	17	80	0	0	3	0	13	0	3	0	1	0	6	2	0	23	5
1531	1569	"Lac Colin"	46.71667	-70.3	440	"AWI"	440	6514	7329	6993	15	6	30	0	0	1	0	230	0	0	0	0	5	0	1	3	10	0	0	5	2	14	84	0	0	1	0	11	0	0	0	0	0	6	2	1	34	5
1531	1569	"Lac Colin"	46.71667	-70.3	460	"AWI"	460	6821	7427	7173	19	12	61	0	0	0	0	242	1	0	0	0	3	0	0	1	6	0	3	4	0	14	120	0	2	1	0	16	0	1	0	0	0	2	2	0	18	9
1531	1569	"Lac Colin"	46.71667	-70.3	480	"AWI"	480	7044	7641	7365	18	17	33	2	0	0	0	196	0	0	1	0	0	0	0	5	9	0	0	3	0	22	112	0	0	1	3	18	0	1	0	2	0	1	0	0	13	7
1531	1569	"Lac Colin"	46.71667	-70.3	500	"AWI"	500	7217	7928	7559	18	9	49	0	0	0	0	264	0	0	3	0	4	0	1	3	13	0	3	11	1	26	206	0	0	5	1	15	0	0	0	2	0	6	4	0	15	9
1531	1569	"Lac Colin"	46.71667	-70.3	520	"AWI"	520	7386	8184	7754	29	21	39	1	1	3	0	305	0	0	1	0	6	0	1	8	10	0	0	7	2	32	257	0	3	3	4	34	0	1	0	1	0	5	0	0	19	10
1531	1569	"Lac Colin"	46.71667	-70.3	540	"AWI"	540	7564	8429	7946	17	17	48	0	0	2	0	225	1	0	0	0	2	0	1	3	9	0	2	6	3	29	217	0	1	3	4	21	0	0	0	1	0	4	6	1	4	9
1531	1569	"Lac Colin"	46.71667	-70.3	560	"AWI"	560	7804	8693	8146	34	16	67	0	0	0	0	240	0	0	2	0	5	0	0	4	7	0	0	7	6	41	264	0	1	5	1	21	0	0	0	3	1	5	2	0	9	7
1531	1569	"Lac Colin"	46.71667	-70.3	580	"AWI"	580	8041	8980	8398	24	7	52	0	0	0	0	205	0	0	0	0	4	0	0	1	5	0	1	4	1	26	162	0	0	3	0	19	0	1	0	2	0	2	3	1	3	6
1531	1569	"Lac Colin"	46.71667	-70.3	600	"AWI"	600	8246	9593	8789	46	18	41	0	0	2	0	239	0	0	1	2	5	0	0	1	19	0	2	9	9	36	291	0	0	2	2	41	0	2	0	1	0	7	2	1	10	10
1531	1569	"Lac Colin"	46.71667	-70.3	620	"AWI"	620	8503	9922	9193	17	10	42	0	0	1	0	227	3	0	1	1	2	0	0	1	15	0	2	7	1	27	119	0	0	5	5	19	0	1	0	3	0	3	5	0	2	13
1531	1569	"Lac Colin"	46.71667	-70.3	640	"AWI"	640	8913	10220	9609	49	2	141	1	0	2	0	320	0	1	4	0	4	0	0	2	8	0	1	3	3	45	140	0	0	7	29	15	0	0	0	2	0	2	3	0	1	9
1531	1569	"Lac Colin"	46.71667	-70.3	660	"AWI"	660	9670	10542	10055	73	0	0	1	0	0	0	313	0	1	1	1	5	0	0	0	5	0	3	1	1	31	89	0	1	4	35	18	0	0	1	0	0	0	0	0	0	3
1531	1569	"Lac Colin"	46.71667	-70.3	670	"AWI"	670	9913	10803	10300	6	2	0	0	0	3	0	176	0	0	0	0	5	0	0	1	1	0	0	0	2	82	64	0	1	5	75	16	0	0	0	5	0	0	0	0	0	4
1531	1569	"Lac Colin"	46.71667	-70.3	673	"AWI"	673	10222	11049	10587	6	1	0	0	0	1	0	90	0	0	1	0	2	0	0	0	5	0	2	1	3	73	39	0	0	2	50	7	0	1	0	3	0	0	0	0	1	5
1531	1569	"Lac Colin"	46.71667	-70.3	676	"AWI"	676	10588	11359	10967	3	1	0	0	1	1	0	62	0	0	0	0	5	0	0	0	2	0	1	2	2	81	55	0	2	2	29	15	0	1	0	0	0	0	0	0	1	6
1531	1569	"Lac Colin"	46.71667	-70.3	678	"AWI"	678	10770	11587	11225	3	0	0	1	0	3	0	66	0	0	3	3	9	0	0	0	1	0	2	1	5	149	55	0	0	7	13	22	0	1	0	3	0	0	0	0	1	8
1531	1569	"Lac Colin"	46.71667	-70.3	681	"AWI"	681	10987	11935	11614	2	1	12	0	0	2	0	80	0	0	0	1	11	0	1	0	0	0	0	0	6	101	32	0	0	1	6	14	0	0	0	6	0	0	0	0	0	5
1531	1569	"Lac Colin"	46.71667	-70.3	683	"AWI"	683	11109	12183	11874	0	2	0	0	0	7	0	142	0	0	0	2	17	3	2	0	2	0	0	0	3	131	35	0	0	5	19	19	0	0	1	17	0	0	0	0	1	2
1531	1569	"Lac Colin"	46.71667	-70.3	685	"AWI"	685	11227	12442	12131	3	0	0	0	0	1	0	135	1	0	0	1	29	1	0	0	0	0	0	0	0	58	43	0	1	4	12	7	1	0	0	25	0	0	0	0	0	0
1531	1569	"Lac Colin"	46.71667	-70.3	687	"AWI"	687	11352	12717	12386	1	2	0	0	0	3	0	187	0	0	0	0	43	0	2	0	1	0	0	1	1	26	52	0	0	5	11	4	0	0	0	31	0	0	1	0	0	3
1531	1569	"Lac Colin"	46.71667	-70.3	691	"AWI"	691	11585	13296	12896	1	0	26	0	0	11	0	124	0	0	0	0	39	0	2	0	4	0	0	0	3	15	51	0	0	10	11	6	0	1	0	46	0	0	1	0	2	1
1531	1569	"Lac Colin"	46.71667	-70.3	694	"AWI"	694	11761	13745	13275	2	0	0	1	0	15	14	105	0	0	1	1	103	0	1	0	0	0	0	0	1	22	56	1	0	21	5	8	0	6	0	46	0	0	0	0	1	2
