"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Indeterminable"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Viburnum"
805	829	"Fiddler's Pond"	56.25	-121.42	0.5	"AWI"	0.5	-118.5	46.5	-30.5	10	0	1	0	2	0	0	0	0	4	0	0	25	0	0	14	0	0	0	0	58	7	0	0	15	0	1	1	4	1	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	5	"AWI"	5	-77	247	41	4	0	1	0	2	0	0	0	0	1	0	0	9	0	0	2	0	0	0	0	65	5	0	0	2	0	0	0	7	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	10	"AWI"	10	-21	388	132	4	0	0	0	1	0	0	0	0	2	0	0	17	0	0	12	0	0	0	0	63	3	0	0	3	0	0	2	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	15	"AWI"	15	40	507	232	3	0	0	0	4	0	0	0	0	2	0	0	15	1	0	7	0	0	0	0	65	12	0	0	4	0	0	4	5	1	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	20	"AWI"	20	105	621	329	5	0	0	0	2	0	0	0	0	4	0	0	14	0	0	8	0	0	0	0	65	9	0	0	6	0	0	3	2	0	1	0
805	829	"Fiddler's Pond"	56.25	-121.42	25	"AWI"	25	184	722	425	2	0	0	0	1	0	0	0	0	2	0	0	23	0	0	13	0	0	0	0	58	8	0	0	3	0	0	1	4	1	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	30	"AWI"	30	262	820	526	7	0	0	0	1	0	0	0	0	1	0	0	15	0	0	14	0	0	0	0	64	10	0	0	6	0	0	0	0	2	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	35	"AWI"	35	347	906	622	3	0	0	0	1	0	0	0	0	3	0	0	15	0	0	8	0	0	0	0	52	11	0	0	2	0	0	0	5	3	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	40	"AWI"	40	430	994	716	2	0	0	0	0	0	0	7	0	9	1	0	11	0	0	0	0	0	0	0	67	11	0	0	4	0	1	0	9	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	45	"AWI"	45	528	1067	814	6	0	0	0	1	0	0	1	0	5	0	2	9	0	0	12	0	0	0	0	52	13	0	0	2	2	0	1	2	0	1	0
805	829	"Fiddler's Pond"	56.25	-121.42	50	"AWI"	50	636	1143	909	7	0	0	0	2	0	0	0	0	1	1	2	21	0	0	13	0	0	0	0	50	10	0	0	1	0	0	0	5	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	55	"AWI"	55	741	1212	1003	3	0	0	0	0	0	0	0	0	0	1	2	17	0	0	5	0	0	0	0	60	14	0	0	12	0	1	0	6	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	60	"AWI"	60	875	1273	1096	3	0	0	0	4	0	0	0	0	3	0	1	15	0	0	6	0	0	0	0	59	19	0	0	7	0	3	1	7	0	0	0
