"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Indeterminable"	"Juniperus"	"Larix"	"Liliaceae"	"Myrica"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Viburnum"
805	829	"Fiddler's Pond"	56.25	-121.42	65	"AWI"	65	1010	1340	1194	9	0	0	0	3	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	55	13	0	0	4	0	1	0	3	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	70	"AWI"	70	1113	1786	1347	7	0	0	0	0	0	0	0	0	2	0	0	19	0	0	10	0	0	0	0	75	15	0	0	2	0	0	0	3	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	75	"AWI"	75	1218	2093	1539	3	0	1	0	2	0	0	0	0	0	0	0	31	1	0	15	0	0	0	0	72	23	0	0	4	0	0	0	5	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	80	"AWI"	80	1331	2385	1741	5	0	0	0	1	0	0	0	0	1	0	0	20	0	0	18	0	0	0	1	66	16	0	0	8	0	0	0	6	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	85	"AWI"	85	1453	2646	1938	6	0	1	0	0	0	0	0	0	0	0	1	29	0	1	12	0	0	0	0	68	8	0	0	13	0	0	1	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	90	"AWI"	90	1586	2856	2129	6	0	3	0	0	0	0	0	0	0	0	0	25	0	0	13	0	0	0	0	68	9	0	0	5	0	1	0	1	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	95	"AWI"	95	1728	3063	2318	5	0	0	0	1	0	0	0	0	0	2	0	48	0	1	7	0	0	0	0	82	11	0	0	8	0	0	0	1	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	100	"AWI"	100	1884	3280	2508	11	0	1	0	1	0	0	0	0	0	0	1	32	1	0	14	0	0	0	0	75	11	0	0	12	0	0	0	2	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	105	"AWI"	105	2043	3479	2705	6	20	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	85	7	0	0	0	0	0	0	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	110	"AWI"	110	2210	3686	2901	3	0	2	0	2	0	0	0	0	0	0	0	17	0	0	15	0	0	0	0	114	29	0	0	2	0	0	0	5	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	115	"AWI"	115	2375	3882	3102	5	0	4	0	1	0	0	0	0	0	1	0	21	0	0	8	0	0	0	0	90	8	0	0	2	0	0	0	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	120	"AWI"	120	2564	4091	3290	5	0	2	0	1	0	0	0	0	0	0	0	26	0	0	3	0	0	0	1	90	7	0	0	4	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	125	"AWI"	125	2739	4278	3488	0	0	8	0	0	0	0	0	0	0	0	0	35	2	0	12	0	0	0	0	77	18	0	0	10	0	2	0	3	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	130	"AWI"	130	2927	4458	3690	0	0	0	0	0	0	0	0	0	0	0	0	38	1	0	13	0	0	0	0	63	19	0	0	7	0	0	2	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	135	"AWI"	135	3111	4629	3885	0	0	0	0	1	0	0	0	0	0	0	0	33	0	0	35	2	0	0	0	57	44	0	0	3	0	0	0	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	140	"AWI"	140	3312	4803	4082	0	0	0	0	2	0	0	0	2	0	0	0	77	0	0	12	0	0	0	0	86	21	0	0	6	0	0	0	2	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	145	"AWI"	145	3484	4977	4272	0	0	1	0	1	0	0	0	0	0	0	0	19	1	0	19	0	0	0	0	54	24	0	0	3	0	0	1	2	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	150	"AWI"	150	3699	5134	4464	1	0	1	0	3	0	0	0	0	0	0	0	55	2	0	34	0	0	0	0	87	27	0	0	12	0	0	0	6	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	155	"AWI"	155	3898	5300	4660	1	0	3	0	1	0	0	0	0	0	0	0	56	0	0	25	1	0	0	0	76	44	0	0	11	0	0	0	1	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	160	"AWI"	160	4108	5449	4860	3	0	2	0	2	0	0	0	0	0	0	0	85	1	0	20	0	0	0	0	67	7	0	0	27	0	0	0	2	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	165	"AWI"	165	4323	5599	5050	0	0	4	0	1	0	0	0	0	3	0	0	77	1	0	12	1	7	0	0	76	22	0	0	14	0	0	0	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	170	"AWI"	170	4550	5739	5243	0	0	6	0	0	0	0	0	0	0	0	0	73	0	0	15	0	0	0	0	95	19	0	0	8	0	3	2	4	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	175	"AWI"	175	4782	5875	5436	2	0	5	0	1	0	0	0	0	1	0	1	74	0	0	21	1	0	2	1	82	14	0	0	13	0	0	0	5	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	180	"AWI"	180	5048	6011	5626	5	0	6	0	6	0	0	0	0	0	0	0	63	0	0	7	2	0	0	0	68	18	0	0	7	0	0	0	5	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	185	"AWI"	185	5342	6121	5809	1	0	3	0	2	0	0	0	0	3	0	0	77	0	0	17	0	0	0	0	43	6	0	0	16	0	0	0	19	0	0	1
805	829	"Fiddler's Pond"	56.25	-121.42	190	"AWI"	190	5750	6245	5971	0	0	2	1	1	0	0	0	0	1	0	0	31	1	0	8	0	0	0	2	59	9	145	0	10	0	7	0	2	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	195	"AWI"	195	5892	6887	6270	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	9	0	0	0	0	64	15	0	0	5	0	0	0	1	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	200	"AWI"	200	6081	7263	6603	1	0	7	0	9	0	0	0	0	0	0	0	14	0	0	0	0	3	0	0	45	26	156	0	3	0	0	0	1	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	205	"AWI"	205	6324	7572	6941	1	0	11	0	4	0	0	0	0	0	0	0	5	1	0	11	0	0	0	0	40	27	0	0	8	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	210	"AWI"	210	6625	7830	7276	0	0	15	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	57	44	0	0	7	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	215	"AWI"	215	6991	8049	7605	0	0	6	0	3	0	0	0	0	0	0	0	0	2	0	34	0	0	0	0	50	75	0	0	3	0	0	0	0	0	0	0
805	829	"Fiddler's Pond"	56.25	-121.42	220	"AWI"	220	7501	8237	7909	0	0	8	0	7	0	0	0	0	0	1	0	2	1	0	52	0	0	0	0	108	64	0	0	7	0	0	0	2	0	0	0
