"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Banksia"	"Boraginaceae"	"Brassicaceae"	"Bursaria"	"Callitris"	"Campanulaceae"	"Caryophyllaceae"	"Casuarina"	"Casuarina (<25 µm)"	"Celastraceae"	"Codonocarpus"	"Connaraceae"	"Convolvulaceae"	"Cyperaceae"	"Dodonaea"	"Elaeocarpus"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Exocarpos"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Goodeniaceae"	"Hakea"	"Haloragaceae"	"Hypericaceae"	"Hypoxidaceae"	"Indeterminable"	"Kunzea"	"Lamiaceae"	"Leptospermum"	"Leucopogon"	"Liliaceae"	"Melaleuca"	"Myrtaceae"	"Onagraceae"	"Orobanchaceae"	"Phyllanthaceae"	"Pinus"	"Pittosporum"	"Plantaginaceae"	"Poaceae (<40 µm)"	"Poaceae (>40 µm)"	"Podocarpus"	"Polygalaceae"	"Polygonaceae"	"Polyscias"	"Pomaderris"	"Proteaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Scrophulariaceae"	"Solanaceae"	"Stylidiaceae"	"Thymelaeaceae"	"Urticaceae"	"Violaceae"	"Vitaceae"	"Winteraceae"
247	252	"Bega Swamp"	-36.51667	149.5	2.1	"AWI"	2.1	-119.4	17.6	-43.1	0	17.8683385579937	2.50783699059561	0	0	0	0	0	0	0.313479623824451	0	0	0	0	6.58307210031348	0	0	0	0	0	41.3793103448276	0.313479623824451	0	0.626959247648903	0	0	0	0	0	0.313479623824451	0	0	0	0	0	2.82131661442006	0	0	0	0	0	0	1.56739811912226	0	0	0	2.19435736677116	0	0	20.0626959247649	0	0	0	0	0	1.25391849529781	0	0.313479623824451	0	0	1.88087774294671	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	2.65	"AWI"	2.65	-116.1	20.9	-38.15	0.980392156862745	32.843137254902	2.45098039215686	0	0	0	0	0	0.490196078431373	0	0	0	0	0	5.88235294117647	0	0	0	0.980392156862745	0	30.8823529411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45098039215686	0	0	0	0	0	0	0.490196078431373	0	0	0	0.490196078431373	0	0	16.6666666666667	0.490196078431373	0	0	0	0	0.980392156862745	0	0	0	0	3.92156862745098	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	3.21	"AWI"	3.21	-113.16	24.26	-33.11	0	32.1917808219178	0.684931506849315	0	0	0	0	0	0	0	0	1.02739726027397	0	0	4.79452054794521	0	0	0	0	0	35.958904109589	0.684931506849315	0	0.342465753424658	0	0	0	0	0	0	0	0	0	0.342465753424658	0	2.3972602739726	0.342465753424658	0	0	0	0	1.71232876712329	1.02739726027397	0	0	0	0.342465753424658	0.342465753424658	0	13.6986301369863	0	0	0	0	0	1.02739726027397	0	1.71232876712329	0	0	1.36986301369863	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	3.8	"AWI"	3.8	-110.8	27.8	-27.8	0.275482093663912	28.6501377410468	1.10192837465565	0	0	0	6.8870523415978	0	0.550964187327824	0	0	0.550964187327824	0	0.550964187327824	4.6831955922865	0	0	0	0.275482093663912	0	26.9972451790634	0.550964187327824	0	0.275482093663912	0	0	0	0	0	0.826446280991736	0	0	0	0	0	2.47933884297521	0	0.275482093663912	0.550964187327824	0	0	0	0	0.275482093663912	0	0	2.47933884297521	0	0	16.8044077134986	0	0	0	0	0	0	0	0.826446280991736	0	0	4.13223140495868	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	4.24	"AWI"	4.24	-108.56	30.68	-23.6	0.395256916996047	40.3162055335968	0.395256916996047	0	0	0	0	0	0.395256916996047	0	0	0.395256916996047	0	0	5.53359683794466	0	0	0	0	0	25.296442687747	0.395256916996047	0	0	0	0.790513833992095	0	0	0	0	0	0	0	0	0	2.37154150197628	0	0	0	2.76679841897233	0	0.790513833992095	0	0	0	0	1.18577075098814	0	0	15.4150197628458	1.18577075098814	0	0	0.395256916996047	0	0.790513833992095	0	0.395256916996047	0	0	0.790513833992095	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	4.77	"AWI"	4.77	-105.38	34.39	-18.3	0.785340314136126	48.4293193717278	0.785340314136126	0	0	0	6.02094240837696	0	0	0	0	0	0	0	4.45026178010471	0	0	0	0.523560209424084	0	20.6806282722513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83246073298429	0	0.261780104712042	0	0	0	0	0	0	0	0	0.785340314136126	0	0	11.7801047120419	0	0	0	0	0	1.04712041884817	0	0.261780104712042	0	0	2.09424083769634	0	0	0	0	0	0	0	0	0.261780104712042
247	252	"Bega Swamp"	-36.51667	149.5	5.3	"AWI"	5.3	-101.6	38.1	-13.3	0	42.2839506172839	0.925925925925926	0	0	0	0	0	0	0	0.308641975308642	0.617283950617284	0	0	4.62962962962963	0	0	0	0.617283950617284	0	23.7654320987654	0.308641975308642	0	2.16049382716049	0	0	0	0	0	0	0	0.308641975308642	0	0	0	2.77777777777778	0	0	0.308641975308642	0	0	0	0	0	0	0	0.925925925925926	0	0	15.7407407407407	0	0	0	0	0	0	0	0.925925925925926	0	0	3.39506172839506	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	5.87	"AWI"	5.87	-97.04	42.09	-8.17	0.223214285714286	50	0.446428571428571	0	0	0	5.80357142857143	0	0	0	0.223214285714286	0	0	0	1.11607142857143	0	0	0	0	0	19.8660714285714	1.11607142857143	0	0.892857142857143	0	0	0	0	0	0	0	0	0	0.446428571428571	0	2.00892857142857	0	0	0	0	0.223214285714286	0.446428571428571	0	0	0	0	0.446428571428571	0	0	14.7321428571429	0.223214285714286	0	0	0	0	0.669642857142857	0	0.669642857142857	0	0	0.223214285714286	0	0	0	0	0	0	0.223214285714286	0	0
247	252	"Bega Swamp"	-36.51667	149.5	6.43	"AWI"	6.43	-92.99	47.3	-3.13	0.31055900621118	46.583850931677	1.24223602484472	0	0	0	0	0	0	0	0	0	0	0	3.1055900621118	0	0	0	0.62111801242236	0	24.5341614906832	0.31055900621118	0	0.62111801242236	0	0	0	0	0	0	0	0	0	0	0	1.5527950310559	0	0	0.93167701863354	0	0	0	0.93167701863354	0	0	0	2.48447204968944	0	0	14.2857142857143	0	0	0	0	0	0.31055900621118	0	0	0	0	1.86335403726708	0	0	0	0	0	0.31055900621118	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	6.99	"AWI"	6.99	-89.07	52.9	1.91	0	49.5283018867925	0.471698113207547	0	0	0	0	0	0	0	0	0	0	0	3.77358490566038	0	0	0	0	0	25.7075471698113	0	0	0.235849056603774	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235849056603774	1.17924528301887	0	0	1.17924528301887	0	0	0	0	0	0	0	16.5094339622642	0	0	0	0	0	0	0	0	0	0	0.943396226415094	0.235849056603774	0	0	0	0	0	0	0	0
