"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Agathis"	"Arecaceae"	"Casuarinaceae"	"Cunoniaceae"	"Dacrydium"	"Elaeocarpaceae"	"Eucalyptus"	"Myrtaceae"	"Phyllocladus"	"Poaceae"	"Podocarpus"	"Rutaceae"	"Urticaceae"
1628	1683	"Lynch's Crater"	-17.3667	145.6881	325	"AWI"	325	18225	23802	20899	0	0	39	0	0	0	44	1	0	22	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	350	"AWI"	350	19863	23949	21738	0	0	85	0	0	0	60	0	0	23	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	375	"AWI"	375	21325	24220	22600	0	0	91	0	0	0	53	1	0	17	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	425	"AWI"	425	23349	25973	24350	0	1	94	0	0	0	36	0	0	73	2	1	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	450	"AWI"	450	24522	26886	25607	0	0	93	0	0	0	48	0	0	102	4	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	475	"AWI"	475	25334	28008	26890	0	0	59	0	0	0	14	0	0	11	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	500	"AWI"	500	26089	29345	28171	0	0	51	0	0	0	21	0	0	13	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	525	"AWI"	525	26799	30873	29435	0	0	103	0	0	0	37	0	0	27	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	550	"AWI"	550	28444	31381	29941	0	0	94	0	1	0	40	1	0	26	1	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	575	"AWI"	575	29447	32043	30488	0	0	80	0	0	0	50	3	0	48	0	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	600	"AWI"	600	29823	33002	31041	2	0	74	0	1	0	62	4	0	825	0	0	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	625	"AWI"	625	30022	34244	31554	2	0	61	0	0	0	66	2	0	29	6	0	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	650	"AWI"	650	31508	34954	32833	2	0	73	0	0	1	57	3	0	96	3	1	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	675	"AWI"	675	33020	35630	34311	0	0	62	0	1	3	52	3	0	45	5	3	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	700	"AWI"	700	34152	37089	35721	2	0	67	0	0	0	50	4	0	510	15	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	725	"AWI"	725	35047	39058	37115	3	0	46	0	1	0	63	5	0	412	16	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	750	"AWI"	750	35810	40054	38024	2	0	79	0	1	0	32	4	0	141	17	0	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	775	"AWI"	775	36467	40354	38636	3	0	60	0	0	0	41	2	0	962	15	1	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	800	"AWI"	800	36962	40720	39283	5	0	38	0	2	0	31	2	0	400	30	2	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	825	"AWI"	825	37405	41206	39933	3	0	52	0	2	0	35	2	0	670	31	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	850	"AWI"	850	37823	41658	40432	13	0	24	0	3	0	42	2	0	210	44	0	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	875	"AWI"	875	38332	41707	40727	17	0	20	0	1	0	33	9	0	147	31	2	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	900	"AWI"	900	38683	41783	41048	16	0	27	0	3	0	21	2	0	58	37	1	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	925	"AWI"	925	39016	41875	41392	20	0	29	0	2	0	36	6	0	113	32	2	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	950	"AWI"	950	39298	42030	41703	14	0	20	0	2	1	27	25	0	55	30	1	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	975	"AWI"	975	39407	42062	41819	16	0	25	1	1	2	22	9	0	48	38	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1000	"AWI"	1000	39547	42155	41957	15	0	18	0	2	2	24	14	0	42	39	2	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1025	"AWI"	1025	39675	42684	42054	11	0	45	0	1	0	12	3	0	78	55	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1050	"AWI"	1050	39786	43335	42126	8	0	29	0	1	0	21	4	0	90	45	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1075	"AWI"	1075	39886	43751	42189	11	0	40	0	0	0	20	10	0	49	47	0	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1100	"AWI"	1100	39969	44649	42235	22	0	23	0	0	1	18	6	0	39	42	0	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1125	"AWI"	1125	40061	45644	42279	16	0	26	0	1	0	30	0	0	32	37	2	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1150	"AWI"	1150	40153	46611	42325	18	0	35	0	3	0	20	1	0	49	46	2	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1175	"AWI"	1175	40697	46926	43048	27	0	38	0	2	0	15	0	0	39	44	1	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1200	"AWI"	1200	41222	47387	43869	10	0	18	1	0	0	6	4	0	24	18	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1225	"AWI"	1225	41738	47815	44610	2	0	23	0	0	2	18	5	0	9	26	0	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1250	"AWI"	1250	42178	48595	45257	28	0	39	0	1	0	23	5	0	18	26	3	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1275	"AWI"	1275	42917	49051	45904	33	0	45	0	0	0	13	3	0	21	27	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1300	"AWI"	1300	43774	49326	46549	27	0	27	0	1	0	13	1	0	18	19	0	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1325	"AWI"	1325	44407	49635	47268	9	0	42	0	4	0	9	1	0	32	22	0	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1350	"AWI"	1350	44765	50126	48008	23	1	48	0	2	0	12	1	0	25	42	1	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1375	"AWI"	1375	45820	50623	48701	18	0	54	0	1	0	9	3	0	46	29	1	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1425	"AWI"	1425	48863	51627	50217	5	0	12	2	4	1	12	8	0	0	16	2	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1450	"AWI"	1450	49279	53308	50936	16	0	11	0	2	2	12	6	0	24	35	6	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1475	"AWI"	1475	49691	55104	51666	23	0	21	1	3	3	16	5	0	10	37	3	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1500	"AWI"	1500	50313	55830	52567	20	0	22	0	5	2	10	11	0	27	21	7	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1525	"AWI"	1525	50642	56895	53465	14	0	16	1	2	3	10	17	0	24	26	1	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1550	"AWI"	1550	50942	58358	54310	37	0	38	1	2	3	9	8	0	32	11	0	7
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1575	"AWI"	1575	51190	60059	55135	19	1	21	0	1	4	14	11	0	34	19	0	12
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1600	"AWI"	1600	52234	60418	56032	18	0	20	0	1	8	14	12	0	26	8	1	16
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1625	"AWI"	1625	52856	60839	56971	22	0	5	0	1	10	9	18	0	21	10	3	23
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1650	"AWI"	1650	53322	61426	57971	16	0	14	0	0	17	15	10	0	25	11	3	25
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1675	"AWI"	1675	53725	62271	58873	14	0	19	1	0	3	13	5	0	13	10	2	25
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1700	"AWI"	1700	55435	62579	59702	13	0	15	0	0	5	24	8	0	11	16	3	21
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1725	"AWI"	1725	57365	62781	60495	9	0	30	0	1	2	19	12	0	34	23	0	10
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1750	"AWI"	1750	59190	63120	61298	20	0	19	0	1	6	23	7	0	30	17	0	17
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1775	"AWI"	1775	60509	63648	62173	9	0	20	1	0	4	40	13	0	23	11	0	15
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1800	"AWI"	1800	61451	64279	62945	9	2	23	0	3	1	17	13	0	28	41	0	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1825	"AWI"	1825	61978	65457	63602	18	0	21	0	0	0	23	10	0	23	25	1	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1850	"AWI"	1850	62266	67303	64183	23	0	27	0	1	1	39	5	0	20	25	1	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1875	"AWI"	1875	62482	69345	64738	24	0	26	0	3	1	28	8	0	23	25	2	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1900	"AWI"	1900	62859	70738	65371	15	0	26	0	2	0	66	0	0	20	15	0	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1925	"AWI"	1925	63329	71381	66118	16	0	47	0	2	1	22	6	0	46	23	3	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1950	"AWI"	1950	63637	72227	66807	21	0	35	0	0	0	30	5	0	36	23	0	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	1975	"AWI"	1975	63861	73490	67448	16	0	34	0	3	0	48	4	0	25	17	3	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2000	"AWI"	2000	64161	74642	68076	23	0	45	0	1	0	26	2	0	42	23	1	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2025	"AWI"	2025	64726	75194	68789	18	0	48	0	1	1	22	4	0	43	14	3	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2050	"AWI"	2050	65115	75852	69500	11	0	53	0	1	0	42	0	0	47	19	2	6
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2075	"AWI"	2075	65410	76765	70185	19	0	48	0	0	0	32	5	0	35	21	5	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2100	"AWI"	2100	65696	77807	70853	25	0	41	0	2	2	19	9	0	46	12	2	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2125	"AWI"	2125	66437	78242	71527	23	0	27	0	2	3	37	9	0	41	6	4	10
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2150	"AWI"	2150	67001	78867	72197	27	1	45	0	2	0	18	8	0	44	16	0	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2175	"AWI"	2175	67390	79660	72857	26	0	41	0	1	2	23	10	0	51	15	2	12
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2200	"AWI"	2200	67762	80634	73544	30	0	23	0	3	0	28	10	0	35	23	1	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2225	"AWI"	2225	68465	81183	74230	23	0	45	0	0	1	18	6	0	34	14	3	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2250	"AWI"	2250	69247	81672	74950	31	1	51	1	4	0	5	3	0	29	21	1	11
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2275	"AWI"	2275	69834	82164	75680	9	1	84	0	2	0	11	3	0	31	6	0	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2300	"AWI"	2300	70285	83031	76395	11	0	68	1	4	0	4	7	0	15	25	0	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2325	"AWI"	2325	71081	83770	77057	11	10	42	0	3	3	9	8	0	19	16	1	12
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2350	"AWI"	2350	71929	84381	77757	18	14	5	1	12	3	6	8	0	14	18	1	12
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2375	"AWI"	2375	72569	85013	78487	2	32	11	1	14	10	4	0	0	9	9	4	11
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2400	"AWI"	2400	73090	85850	79198	6	33	5	2	5	14	5	32	0	4	1	1	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2425	"AWI"	2425	73691	86651	79886	2	33	4	10	6	14	4	27	0	4	7	1	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2450	"AWI"	2450	74434	87312	80597	2	26	5	9	13	13	2	15	1	0	15	0	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2475	"AWI"	2475	75087	88070	81315	0	56	2	9	4	6	1	21	0	1	2	1	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2500	"AWI"	2500	75519	89029	82038	1	37	7	11	11	12	4	14	0	4	6	0	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2525	"AWI"	2525	76000	90013	82718	0	35	2	14	4	22	2	21	0	4	3	1	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2550	"AWI"	2550	76987	90577	83426	1	41	1	18	4	11	2	22	0	1	1	1	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2575	"AWI"	2575	77683	91302	84129	1	46	4	16	2	15	2	17	0	1	2	5	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2600	"AWI"	2600	78208	92150	84899	2	42	2	22	1	24	6	16	0	2	1	1	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2625	"AWI"	2625	78679	93248	85631	0	48	1	22	2	14	2	19	0	2	0	6	6
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2650	"AWI"	2650	79580	93916	86349	0	35	2	24	2	20	1	23	0	1	1	4	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2675	"AWI"	2675	80335	94778	87137	3	38	3	6	2	8	7	10	0	1	0	1	10
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2700	"AWI"	2700	80844	95844	87885	5	36	3	7	3	5	5	15	0	4	6	4	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2725	"AWI"	2725	81337	97160	88600	1	34	3	4	2	4	11	9	0	3	3	2	17
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2750	"AWI"	2750	81966	97961	89355	7	26	5	3	16	7	5	13	0	1	12	4	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2775	"AWI"	2775	82595	98777	90089	10	35	4	5	11	3	6	19	0	2	8	0	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2800	"AWI"	2800	83144	99703	90811	4	33	5	0	10	4	4	22	0	2	10	0	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2825	"AWI"	2825	83570	100713	91603	5	29	6	11	7	11	3	18	0	2	8	4	7
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2850	"AWI"	2850	84329	101607	92303	8	15	4	3	9	6	6	23	0	0	13	2	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2875	"AWI"	2875	85114	102187	93076	2	24	2	3	8	0	0	67	0	0	5	2	1
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2900	"AWI"	2900	85694	103063	93783	2	34	4	2	13	3	3	29	0	3	8	0	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2925	"AWI"	2925	86232	104122	94529	2	45	6	7	9	1	4	19	0	1	8	2	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2950	"AWI"	2950	86863	104996	95242	4	30	10	10	5	5	9	30	0	5	8	0	10
1628	1683	"Lynch's Crater"	-17.3667	145.6881	2975	"AWI"	2975	87614	105564	95964	4	25	2	2	7	3	7	28	0	3	8	1	11
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3000	"AWI"	3000	88211	106358	96701	2	17	2	4	7	2	3	16	0	1	6	1	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3025	"AWI"	3025	88734	107409	97436	2	16	2	2	6	0	3	20	1	1	5	1	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3050	"AWI"	3050	89225	108239	98135	6	38	6	5	6	5	7	39	0	1	3	0	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3075	"AWI"	3075	89958	108845	98931	7	28	24	2	3	3	8	11	0	1	6	4	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3100	"AWI"	3100	90643	109678	99729	2	26	24	2	9	1	5	8	0	3	10	2	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3175	"AWI"	3175	92561	111970	102070	1	28	27	4	1	6	8	24	0	5	2	1	12
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3200	"AWI"	3200	93371	112606	102810	4	27	19	1	10	3	4	17	0	7	12	0	15
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3225	"AWI"	3225	94082	113351	103602	1	12	31	1	2	5	8	12	0	8	10	0	12
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3250	"AWI"	3250	94596	114235	104365	4	28	23	7	6	7	6	24	0	8	4	1	10
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3300	"AWI"	3300	96589	115401	105884	4	20	16	1	6	1	10	23	0	3	8	1	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3325	"AWI"	3325	97417	116113	106669	6	27	17	0	4	4	8	24	0	2	5	0	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3350	"AWI"	3350	97995	116976	107431	4	23	22	4	3	6	10	17	0	2	9	6	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3375	"AWI"	3375	98971	117638	108161	2	30	15	10	11	2	2	19	0	6	11	1	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3400	"AWI"	3400	99994	118073	108894	2	19	5	7	23	6	3	13	1	4	15	1	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3450	"AWI"	3450	101377	119367	110420	5	28	9	4	14	1	11	20	0	2	4	1	7
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3475	"AWI"	3475	102160	120034	111139	3	25	23	0	8	4	10	16	0	3	11	0	15
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3500	"AWI"	3500	103274	120717	111854	3	24	21	5	6	7	2	13	0	6	6	2	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3575	"AWI"	3575	105375	123017	114094	2	28	30	2	7	4	3	17	0	2	4	2	7
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3600	"AWI"	3600	106181	123761	114813	4	23	33	2	9	2	7	7	0	12	18	0	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3625	"AWI"	3625	106882	124608	115514	3	30	7	18	6	6	5	12	0	2	2	1	7
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3650	"AWI"	3650	107515	125719	116240	5	17	11	6	6	2	9	6	0	5	6	0	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3725	"AWI"	3725	109231	128582	118490	7	11	2	8	2	6	7	9	0	3	11	3	17
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3755	"AWI"	3755	109942	129831	119421	16	14	8	3	0	5	4	28	0	2	5	1	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3775	"AWI"	3775	110297	130881	119977	8	22	2	7	0	2	5	45	1	3	2	1	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3800	"AWI"	3800	110938	131615	120713	2	6	1	25	0	6	1	47	0	4	2	3	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3825	"AWI"	3825	111767	132306	121466	1	6	0	21	0	2	0	46	0	0	0	1	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3875	"AWI"	3875	112841	133879	122937	1	20	0	18	0	5	1	38	0	2	0	2	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3900	"AWI"	3900	113566	134658	123644	2	6	0	25	0	13	1	41	0	2	1	1	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3925	"AWI"	3925	114273	135397	124435	0	4	0	24	0	9	0	49	0	0	1	1	6
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3950	"AWI"	3950	114847	136380	125195	1	17	1	20	0	4	0	49	0	1	0	5	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	3975	"AWI"	3975	115399	137437	125938	0	14	1	24	0	3	3	47	0	2	1	1	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4000	"AWI"	4000	116045	138323	126704	1	7	2	17	0	3	1	42	0	0	0	1	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4025	"AWI"	4025	116886	139012	127492	1	33	0	9	0	7	2	38	0	6	1	0	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4050	"AWI"	4050	117594	139828	128255	3	10	1	33	0	8	0	45	0	2	1	1	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4075	"AWI"	4075	118167	140526	129010	3	15	0	14	0	11	1	44	0	0	0	4	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4100	"AWI"	4100	118875	141472	129740	29	2	16	4	5	7	3	17	0	31	20	1	10
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4125	"AWI"	4125	119646	142167	130521	6	1	13	3	0	10	13	11	0	46	11	0	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4150	"AWI"	4150	120393	142784	131359	11	0	18	0	2	1	6	5	0	31	11	0	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4175	"AWI"	4175	121183	143538	132141	21	0	45	0	2	0	27	4	0	24	15	0	7
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4200	"AWI"	4200	121663	144503	132861	13	11	17	4	3	5	16	22	0	20	7	0	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4225	"AWI"	4225	122524	145147	133616	20	8	11	3	0	9	5	28	0	13	13	3	11
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4250	"AWI"	4250	123210	145915	134390	26	4	25	3	0	4	6	0	0	30	17	3	19
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4275	"AWI"	4275	123820	146709	135163	39	1	31	0	4	0	11	2	0	24	22	2	2
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4300	"AWI"	4300	124342	147895	135872	28	0	39	1	3	0	8	3	0	27	14	2	8
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4325	"AWI"	4325	125227	148549	136611	31	0	28	0	0	2	12	6	0	29	5	6	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4350	"AWI"	4350	125977	149229	137356	15	0	39	0	3	2	12	9	0	24	2	1	11
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4375	"AWI"	4375	126559	149910	138066	36	0	42	0	1	1	11	3	0	37	13	3	4
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4400	"AWI"	4400	127042	150865	138765	12	0	55	0	2	0	17	13	0	45	7	1	3
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4425	"AWI"	4425	127874	151704	139517	34	0	31	1	1	0	16	5	0	39	11	3	16
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4450	"AWI"	4450	128777	152235	140296	26	0	42	0	3	0	11	8	0	47	18	2	5
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4475	"AWI"	4475	129423	152919	141122	31	1	54	1	2	1	9	6	0	34	9	0	0
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4500	"AWI"	4500	130067	153787	141903	8	0	58	0	1	1	10	10	0	49	3	0	14
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4525	"AWI"	4525	130776	154513	142662	3	1	26	1	1	3	18	14	0	40	6	1	40
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4550	"AWI"	4550	131644	154996	143426	10	0	52	0	0	0	6	6	0	50	15	0	16
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4575	"AWI"	4575	132273	155800	144222	19	1	69	0	1	0	5	3	0	51	17	1	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4600	"AWI"	4600	132931	156519	145026	21	0	44	0	1	3	7	14	0	48	10	2	16
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4625	"AWI"	4625	133585	157252	145781	27	0	55	0	3	0	14	8	0	53	4	1	11
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4725	"AWI"	4725	136777	160157	148812	13	0	64	0	1	0	5	15	0	42	10	3	13
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4750	"AWI"	4750	137896	160785	149559	21	0	65	1	3	1	7	8	0	51	8	3	9
1628	1683	"Lynch's Crater"	-17.3667	145.6881	4775	"AWI"	4775	138844	161476	150295	19	0	47	1.5	0	3	11	13	0	44	9	1	11
