"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Celtis"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
292	298	"Bog D Pond"	47.1774	-95.16281	1	"AWI"	1	-126	30	-38	0.819672131147541	0	5.73770491803279	1.91256830601093	0.273224043715847	1.63934426229508	0	13.3879781420765	0	0	0	0	0	0	1.09289617486339	2.73224043715847	0	0	0	0	1.09289617486339	0	0	0	1.09289617486339	0.819672131147541	2.18579234972678	49.4535519125683	0	0	6.55737704918033	0.273224043715847	8.46994535519126	0	0	0.819672131147541	0	0	0	1.63934426229508	0
292	298	"Bog D Pond"	47.1774	-95.16281	10	"AWI"	10	-91	78	-1	0.446428571428571	0	4.01785714285714	2.45535714285714	0.446428571428571	4.24107142857143	0	11.6071428571429	0	0.223214285714286	0	0	0	0	1.33928571428571	1.78571428571429	0	0	0	0	0	0	0.669642857142857	0	2.45535714285714	0.669642857142857	1.33928571428571	53.125	0	0	8.48214285714286	1.11607142857143	3.57142857142857	0	0	0.223214285714286	0	0	0.223214285714286	1.5625	0
292	298	"Bog D Pond"	47.1774	-95.16281	20	"AWI"	20	-44	128	40	0.707547169811321	0	4.00943396226415	2.12264150943396	0	3.30188679245283	0	13.9150943396226	0	0	0	0	0	0	1.17924528301887	3.30188679245283	0	0	0	0	0	0.235849056603774	0	0	2.83018867924528	0.235849056603774	0.943396226415094	55.4245283018868	0	0	3.06603773584906	1.17924528301887	4.95283018867925	0	0	0.707547169811321	0.235849056603774	0	0	1.65094339622642	0
292	298	"Bog D Pond"	47.1774	-95.16281	30	"AWI"	30	3	173	81	0.837988826815642	0	2.79329608938547	0.558659217877095	0	5.3072625698324	0	13.6871508379888	0	0	0	0.279329608938547	0	0	1.39664804469274	4.74860335195531	0	0	0	0	0	0	0	0	3.07262569832402	1.67597765363128	1.39664804469274	48.6033519553073	0	0	4.18994413407821	0.837988826815642	8.93854748603352	0	0	0.837988826815642	0.279329608938547	0	0	0.558659217877095	0
292	298	"Bog D Pond"	47.1774	-95.16281	40	"AWI"	40	52	216	120	0.50125313283208	0	4.26065162907268	0.75187969924812	0	4.76190476190476	0	15.5388471177945	0	0	0	0	0.25062656641604	0	1.50375939849624	2.75689223057644	0	0	0	0	0.50125313283208	0	0.75187969924812	0	3.00751879699248	0.75187969924812	1.75438596491228	50.6265664160401	0	0	5.76441102756892	1.00250626566416	4.01002506265664	0	0	0.50125313283208	0	0	0	1.00250626566416	0
292	298	"Bog D Pond"	47.1774	-95.16281	50	"AWI"	50	100	454	214	0.817438692098093	0	2.72479564032698	1.08991825613079	0	2.17983651226158	0	9.26430517711172	0.272479564032698	0	0	0.272479564032698	0	0	0.544959128065395	1.63487738419619	0	0	0	0	0	0	0	0	1.90735694822888	1.90735694822888	1.90735694822888	63.4877384196185	0	0	7.90190735694823	0.272479564032698	3.26975476839237	0	0	0	0	0	0	0.544959128065395	0
292	298	"Bog D Pond"	47.1774	-95.16281	60	"AWI"	60	147	635	320	0.224719101123596	0	2.69662921348315	0.449438202247191	0	2.24719101123596	0	10.3370786516854	0	0	0	0	0	0	0.898876404494382	2.24719101123596	0	0	0	0	0	0.224719101123596	0.224719101123596	0	1.79775280898876	1.57303370786517	3.82022471910112	57.752808988764	0	0	10.561797752809	0	3.59550561797753	0	0	0.674157303370786	0	0.224719101123596	0	0.449438202247191	0
292	298	"Bog D Pond"	47.1774	-95.16281	70	"AWI"	70	204	817	426	0.466200466200466	0	3.72960372960373	0.466200466200466	0	1.3986013986014	0	7.45920745920746	0	0	0	0	0	0	0.233100233100233	2.33100233100233	0	0.233100233100233	0	0	0	0	0.233100233100233	0	2.33100233100233	1.16550116550117	1.63170163170163	60.6060606060606	0	0	11.6550116550117	0.233100233100233	4.66200466200466	0.233100233100233	0	0.466200466200466	0.233100233100233	0	0	0.233100233100233	0
292	298	"Bog D Pond"	47.1774	-95.16281	100	"AWI"	100	416	1234	769	0.256410256410256	0	3.58974358974359	0.512820512820513	0	3.07692307692308	0	20.2564102564103	0	0	0	0	0	0	0.256410256410256	2.05128205128205	0	0	0	0	0	0	0	0	2.30769230769231	5.12820512820513	0.769230769230769	38.974358974359	0	0	16.1538461538462	0	4.87179487179487	0	0	0.512820512820513	0	0	0	1.28205128205128	0
292	298	"Bog D Pond"	47.1774	-95.16281	120	"AWI"	120	578	1492	1000	0.400801603206413	0	5.21042084168337	0.200400801603206	0.200400801603206	2.00400801603206	0	12.4248496993988	0	0	0	0.400801603206413	0	0	0.601202404809619	2.60521042084168	0	0	0	0	0.801603206412826	0	0.200400801603206	0	1.80360721442886	1.80360721442886	0.601202404809619	33.8677354709419	0	0	29.8597194388778	0.601202404809619	5.01002004008016	0	0	0	0.200400801603206	0.200400801603206	0	1.00200400801603	0
292	298	"Bog D Pond"	47.1774	-95.16281	140	"AWI"	140	790	1704	1225	0.371057513914657	0	1.48423005565863	0.185528756957328	0	1.48423005565863	0	6.86456400742115	0	0	0	0	0	0	0	0.927643784786642	0	0.185528756957328	0.185528756957328	0	0	0	0.185528756957328	0	1.2987012987013	1.2987012987013	1.48423005565863	35.2504638218924	0	0	41.5584415584416	2.04081632653061	3.52504638218924	0	0	0.371057513914657	0.185528756957328	0	0	1.11317254174397	0
292	298	"Bog D Pond"	47.1774	-95.16281	160	"AWI"	160	985	1917	1450	0	0	2.94985250737463	1.17994100294985	0	3.53982300884956	0	12.9793510324484	0	0	0	0	0	0	1.47492625368732	0.589970501474926	0	0	0	0	0	0	0	0	2.65486725663717	0.589970501474926	0	64.6017699115044	0	0	4.12979351032448	0.294985250737463	3.83480825958702	0	0	0	0.294985250737463	0.294985250737463	0	0.589970501474926	0
292	298	"Bog D Pond"	47.1774	-95.16281	180	"AWI"	180	1210	2107	1680	0.274725274725275	0	4.3956043956044	0.274725274725275	0	2.74725274725275	0	16.7582417582418	0	0	0	0	0	0	1.37362637362637	2.47252747252747	0	0	0	0	0.824175824175824	0	0.549450549450549	0	1.0989010989011	3.57142857142857	1.0989010989011	44.2307692307692	0	0	12.0879120879121	0.274725274725275	5.21978021978022	0	0	0.274725274725275	0.549450549450549	0	0	1.92307692307692	0
292	298	"Bog D Pond"	47.1774	-95.16281	200	"AWI"	200	1427	2307	1903	0	0	1.34408602150538	0.537634408602151	0	1.0752688172043	0	13.4408602150538	0	0	0	0.268817204301075	0.268817204301075	0	0.537634408602151	1.88172043010753	0	0	0	0	1.61290322580645	0	0.268817204301075	0	1.61290322580645	3.49462365591398	0.537634408602151	41.9354838709677	0	0	15.0537634408602	0.268817204301075	13.7096774193548	0	0	0	0.268817204301075	0	0.268817204301075	1.61290322580645	0
292	298	"Bog D Pond"	47.1774	-95.16281	210	"AWI"	210	1575	2385	2010	0.261780104712042	0	4.18848167539267	0.523560209424084	0	2.09424083769634	0	18.586387434555	0	0	0	0	0	0	0.523560209424084	2.35602094240838	0	0.261780104712042	0	0	1.30890052356021	0	0	0	1.30890052356021	4.45026178010471	0.261780104712042	28.2722513089005	0	0	15.7068062827225	0.523560209424084	15.7068062827225	0	0	0	0	0	0.261780104712042	3.40314136125654	0
292	298	"Bog D Pond"	47.1774	-95.16281	220	"AWI"	220	1708	2474	2123	0	0	5.88235294117647	0.267379679144385	0	4.27807486631016	0	29.9465240641711	0	0	0	0	0	0	1.60427807486631	3.20855614973262	0	0	0	0	1.06951871657754	0	0	0	0.802139037433155	7.2192513368984	0	24.8663101604278	0	0	4.27807486631016	0.53475935828877	12.8342245989305	0	0	1.06951871657754	0	0	0.267379679144385	1.8716577540107	0
