"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Heliotropium"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Liquidambar"	"Magnolia"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Taxodium"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Verbenaceae"	"Vitaceae"
480	492	"Clear Pond"	33.798804	-78.95349	238	"AWI"	238	216	1223	522	0	0	2	3	0	0	0	0	15	1	1	0	2	0	0	0	0	1	0	1	3	0	1	0	0	0	0	0	0	1	2	0	0	0	10	0	2	9	0	4	0	0	0	0	4	0	0	1	79	0	0	0	0	0	0	0	0	0	1	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	242	"AWI"	242	298	1388	698	0	0	0	0	0	0	0	0	2	0	0	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	1	0	0	5	0	3	6	0	0	0	0	0	1	5	0	0	0	70	0	0	0	0	0	0	0	0	0	0	6	0	0
480	492	"Clear Pond"	33.798804	-78.95349	246	"AWI"	246	347	1618	863	0	0	3	1	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	10	0	0	6	0	5	0	0	0	0	21	0	0	0	103	0	0	0	0	0	0	0	0	0	0	12	0	0
480	492	"Clear Pond"	33.798804	-78.95349	250	"AWI"	250	536	1764	1054	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	0	4	0	2	0	0	0	0	20	0	0	3	78	1	0	0	0	0	0	1	0	0	0	12	0	0
480	492	"Clear Pond"	33.798804	-78.95349	254	"AWI"	254	668	1942	1263	0	0	2	1	0	0	0	0	8	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	11	0	0	0	5	0	0	6	0	3	0	0	0	0	17	0	0	1	85	0	0	0	0	0	0	2	0	0	0	5	0	0
480	492	"Clear Pond"	33.798804	-78.95349	262	"AWI"	262	1008	2286	1662	0	0	1	1	0	1	0	0	6	0	0	0	4	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	9	0	1	2	0	2	0	0	0	0	13	0	0	0	73	0	0	0	0	0	0	0	0	0	0	8	0	0
480	492	"Clear Pond"	33.798804	-78.95349	266	"AWI"	266	1121	2418	1874	0	0	1	0	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	7	5	1	0	0	0	0	0	0	1	8	0	0	0	7	1	4	4	0	4	0	0	0	0	40	0	0	1	111	1	0	0	0	0	0	2	0	0	0	6	0	0
480	492	"Clear Pond"	33.798804	-78.95349	270	"AWI"	270	1490	2505	2058	0	0	0	0	0	0	0	0	8	1	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	4	0	0	0	3	0	0	0	0	1	0	0	0	0	21	0	0	0	91	1	0	0	0	0	0	2	0	0	0	12	0	0
480	492	"Clear Pond"	33.798804	-78.95349	274	"AWI"	274	1891	2567	2250	0	0	2	0	0	0	0	0	14	0	0	0	9	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	11	0	0	0	11	0	0	1	0	1	0	0	0	1	14	0	0	1	107	0	0	0	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	278	"AWI"	278	2168	2677	2447	0	0	3	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	13	0	0	0	9	0	1	3	0	2	0	0	0	0	16	0	0	1	84	0	0	0	0	0	0	0	1	0	0	18	0	0
480	492	"Clear Pond"	33.798804	-78.95349	282	"AWI"	282	2401	2913	2648	0	0	0	0	1	0	0	0	10	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	7	0	1	6	0	6	0.5	0	0	0	29	0	0	0	120	3	0	0	0	0	0	3	0	0	0	5	0	0
480	492	"Clear Pond"	33.798804	-78.95349	290	"AWI"	290	2587	3716	3023	0	0	3	0	0	0	0	0	15	2	0	0	4	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	3	0	2	0	0	0	0	27	0	0	1	86	0	0	0	0	0	0	0	0	0	0	8	0	0
480	492	"Clear Pond"	33.798804	-78.95349	294	"AWI"	294	2658	4014	3240	0	0	5	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	7	1	1	10	0	3	0	0	0	0	21	0	0	6	95	0	0	0	0	0	0	1	0	0	0	5	0	0
480	492	"Clear Pond"	33.798804	-78.95349	298	"AWI"	298	2775	4424	3455	0	0	0	1	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	4	0	0	0	9	0	2	8	0	11	0	0	0	0	7	0	0	2	78	0	0	1	0	0	0	0	0	0	0	20	0	0
480	492	"Clear Pond"	33.798804	-78.95349	306	"AWI"	306	3116	4715	3901	0	0	3	0	0	0	0	0	13	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	15	0	0	6	0	1	0	0	0	0	25	0	0	0	77	0	0	0	0	0	0	0	0	0	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	310	"AWI"	310	3351	4843	4098	0	0	3	1	0	0	0	0	15	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	40	2	0	0	28	0	5	16	0	1	2	673	0	1	35	0	0	0	200	0	0	0	0	0	1	0	0	1	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	314	"AWI"	314	3538	4945	4315	0	0	1	0	0	0	0	0	6	0	0	0	4	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	4	0	0	0	54	0	0	0	0	0	0	0	0	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	316	"AWI"	316	3591	5029	4424	0	0	3	1	0	0	0	0	15	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	9	0	1	9	0	3	0	0	0	1	17	0	0	0	103	1	0	0	0	0	0	0	0	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	320	"AWI"	320	3982	5120	4617	0	0	3	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15	0	0	0	10	0	11	5	0	1	0	0	0	0	9	0	0	0	80	0	0	0	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	324	"AWI"	324	4374	5214	4814	0	0	6	1	0	0	0	0	12	2	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	19	0	0	0	8	1	0	2	0	2	0	0	0	1	20	0	0	0	89	0	0	0	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	327	"AWI"	327	4555	5347	4975	0	0	1	1	0	1	0	0	9	0	0	0	2	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	4	0	0	0	5	0	0	2	0	0	0.5	0	0	0	19	0	0	1	81	0	0	0	0	0	1	0	0	0	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	332	"AWI"	332	4958	5649	5289	0	0	2	1	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	20	0	1	2	0	2	0	0	0	0	20	0	0	1	124	0	0	0	0	0	0	0	0	0	0	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	336	"AWI"	336	5048	6229	5513	0	0	2	0	0	1	0	0	26	1	0	0	4	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	18	0	0	0	16	0	3	7	0	1	0.5	0	0	2	41	0	0	0	176	0	0	0	0	0	0	0	0	0	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	344	"AWI"	344	5380	6793	6085	0	0	0	0	0	1	0	0	13	0	0	0	6	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	1	0	2	4	0	5	0	0	0	0	24	0	0	0	167	0	0	0	0	0	1	0	1	0	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	348	"AWI"	348	5542	7164	6350	0	0	1	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	3	0	0	0	10	0	0	2	0	0	0	0	0	1	16	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0
480	492	"Clear Pond"	33.798804	-78.95349	352	"AWI"	352	5777	7301	6633	0	0	1	1	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	16	0	0	10	0	1	0	0	0	0	9	0	0	0	119	0	2	0	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	356	"AWI"	356	5931	7513	6926	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	1	1	0	1	0	0	0	1	21	0	0	0	62	0	0	0	0	0	1	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	360	"AWI"	360	6385	7650	7147	0	0	4	0	0	0	0	0	12	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	15	0	0	0	11	0	1	5	0	3	0	0	0	0	14	0	0	2	107	0	0	0	0	0	0	0	0	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	364	"AWI"	364	6867	7723	7374	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	8	0	0	0	0	9	0	0	0	87	0	0	0	0	0	1	0	1	0	0	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	368	"AWI"	368	7126	7851	7599	0	0	0	0	1	0	0	0	8	0	0	0	1	0	0	0	1	0	0	0	3	10	0	0	0	0	0	0	0	0	5	0	0	0	13	0	0	0	0	5	0	0	0	0	37	0	0	0	124	0	0	0	0	0	1	0	0	0	0	7	0	0
480	492	"Clear Pond"	33.798804	-78.95349	372	"AWI"	372	7343	7928	7720	0	0	1	1	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	12	0	0	2	0	1	0	0	0	0	12	0	0	2	84	3	0	0	0	0	1	0	0	0	0	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	376	"AWI"	376	7455	8170	7839	0	0	0	0	0	0	0	0	12	0	0	0	5	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	2	0	0	0	13	0	0	4	0	1	0	0	0	0	17	0	0	0	76	0	0	0	0	0	1	1	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	384	"AWI"	384	7588	8450	7997	0	0	3	1	0	0	0	0	8	0	0	0	3	0	1	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	9	0	0	0	10	0	1	5	0	1	0	0	0	2	16	0	0	1	83	0	0	1	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	388	"AWI"	388	7647	8612	8068	0	0	2	0	2	0	0	0	1	0	0	0	4	0	0	0	0	1	0	4	0	2	0	0	0	0	0	0	0	0	50	0	0	0	35	0	2	7	0	0	0	0	0	0	36	0	0	0	184	0	0	0	0	0	1	0	0	0	0	10	0	0
480	492	"Clear Pond"	33.798804	-78.95349	396	"AWI"	396	7769	8818	8211	0	0	1	1	0	0	0	0	17	0	0	0	13	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	9	0	0	0	28	0	0	4	0	6	0	0	0	0	30	0	0	0	215	0	0	0	0	0	0	0	1	0	0	5	0	0
480	492	"Clear Pond"	33.798804	-78.95349	400	"AWI"	400	7829	8915	8282	0	0	1	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	1	1	0	5	0	0	0	0	0	7	0	0	2	14	0	5	4	0	5	0	0	0	0	24	0	0	0	89	0	0	0	0	0	0	0	0	0	0	5	0	0
480	492	"Clear Pond"	33.798804	-78.95349	404	"AWI"	404	7881	9010	8354	0	0	3	1	1	0	0	0	6	1	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	8	0	0	0	10	0	0	5	0	5	0	0	0	1	22	0	0	0	110	0	0	0	0	0	1	0	0	0	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	412	"AWI"	412	8000	9203	8501	0	0	0	1	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	15	0	0	0	7	1	0	5	0	2	0	0	0	0	29	0	0	0	94	2	0	0	0	0	0	0	0	0	0	6	0	0
480	492	"Clear Pond"	33.798804	-78.95349	416	"AWI"	416	8048	9334	8575	0	0	1	0	1	1	0	0	3	0	0	0	3	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	12	0	0	0	11	0	0	3	0	2	0	0	0	0	20	0	0	0	75	6	1	0	0	0	0	0	1	0	0	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	420	"AWI"	420	8111	9430	8649	0	0	2	0	0	0	0	0	5	0	0	0	3	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	3	2	0	0	0	6	0	0	3	0	1	0	0	0	0	30	0	0	0	86	0	0	2	0	0	0	0	0	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	424	"AWI"	424	8173	9519	8720	0	0	0	1	0	0	0	0	6	2	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	0	2	0	0	0	2	23	0	0	0	98	0	0	0	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	432	"AWI"	432	8304	9674	8864	0	0	0	0	2	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	9	0	0	1	0	5	0	0	0	1	22	0	0	1	97	0	0	0	0	0	0	0	1	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	436	"AWI"	436	8367	9755	8947	0	0	1	0	0	1	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	11	1	0	2	0	6	0	0	0	1	32	0	0	2	105	0	0	0	0	0	0	0	0	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	444	"AWI"	444	8527	9988	9077	0	0	0	0	0	1	0	0	3	1	0	0	6	0	0	0	0	0	0	0	1	11	0	0	0	0	0	0	1	0	17	0	0	0	0	2	0	0	0	3	0	0	0	0	29	0	0	1	123	0	0	0	0	0	0	0	0	0	0	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	448	"AWI"	448	8610	10083	9150	0	0	0	0	2	0	0	0	7	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	0	7	0	1	1	0	0	1	0	0	0	28	0	0	0	84	0	0	0	0	0	0	0	0	0	1	0	0	0
480	492	"Clear Pond"	33.798804	-78.95349	452	"AWI"	452	8724	10180	9214	0	0	1	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	1	11	0	0	0	7	0	1	6	0	4	0	0	0	1	34	0	0	5	172	0	0	0	0	0	0	0	1	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	456	"AWI"	456	8801	10303	9282	0	0	1	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	1	5	1	0	0	0	0	0	0	0	3	0	0	0	8	1	0	0	0	2	0	0	0	0	25	0	0	1	140	0	0	0	0	0	0	0	1	0	0	6	0	0
480	492	"Clear Pond"	33.798804	-78.95349	460	"AWI"	460	8911	10420	9342	0	0	0	0	1	0	0	0	1	0	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	18	0	0	0	11	0	0	6	0	0	0	0	0	0	18	0	0	0	238	0	0	0	0	0	0	0	1	0	0	2	0	0
480	492	"Clear Pond"	33.798804	-78.95349	464	"AWI"	464	9000	10569	9401	0	0	0	1	2	1	0	0	3	0	0	0	13	0	0	0	0	0	0	1	2	10	0	0	0	0	0	0	0	1	9	0	0	0	9	0	0	6	0	4	0	0	0	0	33	0	0	0	255	0	0	0	0	0	0	1	0	0	0	5	0	0
480	492	"Clear Pond"	33.798804	-78.95349	468	"AWI"	468	9096	10682	9465	0	0	0	0	8	2	0	0	2	0	0	0	9	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	10	0	0	0	2	0	0	3	0	4	0.5	0	0	1	50	0	0	1	201	0	0	0	0	0	0	0	0	0	0	9	0	0
480	492	"Clear Pond"	33.798804	-78.95349	472	"AWI"	472	9259	10809	9517	0	0	2	1	2	0	0	0	3	0	0	0	5	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	8	0	0	0	7	0	0	0	0	3	0	0	0	0	38	0	0	0	174	0	0	0	0	0	0	0	0	0	0	9	0	0
480	492	"Clear Pond"	33.798804	-78.95349	476	"AWI"	476	9342	10977	9600	0	0	3	1	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	1	1	11	1	0	0	0	0	0	1	0	12	0	1	0	10	0	0	1	0	1	0	0	0	1	38	0	0	0	185	2	0	0	0	0	2	0	1	0	1	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	484	"AWI"	484	9578	11549	10290	0	0	3	1	0	0	0	0	5	1	0	0	11	0	0	0	0	0	0	1	1	9	1	0	0	0	0	0	0	2	11	0	0	0	9	0	0	2	0	5	1	0	0	4	52	0	0	1	226	1	0	0	0	0	2	0	0	0	0	7	0	0
480	492	"Clear Pond"	33.798804	-78.95349	488	"AWI"	488	9720	12121	10587	0	0	2	0	0	1	0	0	5	0	0	0	14	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	0	5	26	0	0	0	15	0	0	5	0	9	0	0	0	2	64	0	0	6	299	0	0	0	2	0	1	0	0	0	1	11	0	0
480	492	"Clear Pond"	33.798804	-78.95349	492	"AWI"	492	9921	12309	10967	0	0	4	1	0	2	0	0	4	1	0	0	12	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	6	26	19.5	0	0	9	1	0	1	0	9	2	0	0	1	80	0	0	2	260	0	0	0	0	0	0	1	0	0	0	6	0	0
480	492	"Clear Pond"	33.798804	-78.95349	496	"AWI"	496	10031	12613	11311	0	0	3	3	1	0	0	0	6	1	0	0	21	0	1	0	1	0	0	0	4	18	0	0	0	0	0	0	0	4	29	0	0	0	14	0	0	1	0	11	1	0	0	1	77	0	0	0	233	8	0	1	0	0	0	0	0	0	1	7	0	0
480	492	"Clear Pond"	33.798804	-78.95349	500	"AWI"	500	10394	12823	11685	0	0	32	1	10	1	0	0	3	0	0	0	23	0	19	0	0	2	0	2	13	19	1	0	0	0	0	0	0	29	68	82	1	0	17	0	2	4.6	0	50	0	0	0	0	147	0	0	9	318	0	0	0	0	0	1	0	0	0	0	17	0	0
480	492	"Clear Pond"	33.798804	-78.95349	504	"AWI"	504	10598	12973	12133	0	0	8	0	6	1	0	0	7	1	0	0	16	0	4	0	1	0	0	0	1	21	0	0	0	0	0	0	0	12	11	0	0	0	10	0	0	0	0	15	1	0	0	3	29	0	0	0	147	1	0	0	0	0	0	0	1	0	0	4	0	0
480	492	"Clear Pond"	33.798804	-78.95349	512	"AWI"	512	11361	13269	12808	0	0	10	0	0	2	0	0	4	0	0	0	24	1	0	0	0	2	0	0	1	11	1	0	0	0	0	0	0	12	12	940	1	0	7	0	0	2	0	18	2	0	0	2	59	0	0	0	117	0	0	0	0	0	0	0	0	2	0	0	0	4
480	492	"Clear Pond"	33.798804	-78.95349	516	"AWI"	516	11634	13373	13112	0	0	13	1	0	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	2	5	2	0	77	0	0	1	0	13	45	38	1	0	7	0	0	0	0	21	1	0	0	0	36	0	0	3	301	1	0	0	0	0	2	0	0	0	0	1	0	0
480	492	"Clear Pond"	33.798804	-78.95349	520	"AWI"	520	11817	13467	13271	0	0	9	0	2	0	0	0	5	0	0	0	22	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	0	13	19	38.2	0	0	5	0	0	3	0	22	0	0	0	1	26	0	0	0	138	1	0	0	0	0	0	0	1	0	0	3	0	0
480	492	"Clear Pond"	33.798804	-78.95349	524	"AWI"	524	11958	13598	13363	0	0	12	1	2	0	0	0	4	0	0	0	15	0	2	0	0	0	0	1	2	5	1	0	0	0	0	0	0	20	19	295.1	0	0	2	1	0	1	0	12	0	0	0	4	29	0	0	1	183	0	0	1	0	0	0	0	0	0	1	5	0	2
480	492	"Clear Pond"	33.798804	-78.95349	528	"AWI"	528	12105	13776	13439	0	0	16	0	5	2	0	0	11	0	5	0	18	0	3	0	0	0	0	0	7	5	0	0	0	0	0	1	0	8	22	245	0	0	7	0	0	0	0	30	0	0	0	1	35	0	0	1	249	0	0	0	0	0	2	0	1	0	1	6	1	0
480	492	"Clear Pond"	33.798804	-78.95349	532	"AWI"	532	12226	13870	13503	0	0	3	0	2	0	0	0	7	0	0	0	8	1	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	15	12	731.5	0	0	1	0	2	1	0	17	0	0	0	6	20	0	0	1	157	2	0	0	0	0	0	0	0	0	2	7	0	2
480	492	"Clear Pond"	33.798804	-78.95349	536	"AWI"	536	12337	14004	13565	0	0	9	0	0	0	0	0	2	0	0	0	8	1	5	0	0	0	0	0	4	3	0	0	0	0	0	0	0	8	21	537.6	0	0	5	1	0	0	0	19	1	0	0	4	22	0	0	0	172	3	0	0	0	0	2	0	1	0	1	6	0	10
480	492	"Clear Pond"	33.798804	-78.95349	544	"AWI"	544	12599	14192	13691	0	0	8	0	1	0	0	0	5	0	0	0	10	0	3	0	0	1	0	0	2	5	0	0	0	0	0	0	0	15	3	1643.3	0	0	3	0	0	3	0	23	0	0	0	0	40	0	0	2	150	0	2	2	0	0	0	0	1	0	0	3	0	0
