"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Liquidambar"	"Morus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
666	684	"Devils Lake"	43.4159	-89.73334	514	"AWI"	514	10562	11562	11159	9	13	2	0	0	2	0	120	0	0	4	0	0	0	4	1	10	0	0	0	0	132	0	4	0	7	1	0	0	10	12	0	0	1	11	15	65	0	0	1	0	1	1	0	1	0	113	1
666	684	"Devils Lake"	43.4159	-89.73334	519	"AWI"	519	10685	11672	11296	20	5	4	2	0	3	0	144	0	0	1	0	0	0	6	2	40	0	0	0	0	83	0	4	0	1	4	0	0	9	15	104	0	0	4	7	43	0	0	1	0	6	0	1	0	0	67	0
666	684	"Devils Lake"	43.4159	-89.73334	524	"AWI"	524	10798	11744	11346	29	5	7	0	0	6	0	110	0	0	0	0	3	0	16	2	20	0	0	0	0	159	0	2	0	2	2	0	0	7	38	0	0	0	9	37	60	0	0	0	0	3	0	1	0	0	86	2
666	684	"Devils Lake"	43.4159	-89.73334	535	"AWI"	535	11108	11930	11500	44	11	8	2	0	5	0	123	0	0	4	0	1	0	7	0	13	0	0	0	0	117	0	1	1	0	1	0	1	10	30	0	0	0	6	23	59	0	0	0	0	5	0	0	0	0	44	0
666	684	"Devils Lake"	43.4159	-89.73334	540	"AWI"	540	11217	12025	11595	68	4	5	2	0	11	0	80	0	0	1	0	0	0	14	2	22	0	0	0	0	74	0	1	0	3	3	0	0	22	43	139	0	0	7	58	31	0	0	1	0	2	0	0	0	0	49	4
666	684	"Devils Lake"	43.4159	-89.73334	544	"AWI"	544	11296	12128	11690	20	6	4	2	0	11	0	86	0	0	0	0	3	0	13	5	25	0	0	0	0	47	0	1	0	1	3	0	0	34	69	126	0	0	5	69	29	0	0	0	0	2	2	3	0	0	27	0
666	684	"Devils Lake"	43.4159	-89.73334	550	"AWI"	550	11414	12358	11850	25	4	24	3	0	32	0	188	4	0	0	0	0	0	12	11	36	0	1	0	0	99	0	8	0	0	9	0	0	43	169	125	0	2	27	187	92	0	0	2	0	15	0	2	3	0	60	1
666	684	"Devils Lake"	43.4159	-89.73334	554	"AWI"	554	11489	12411	11949	24	3	19	1	0	19	0	55	1	0	2	0	1	0	7	11	71	0	0	0	0	35	0	8	0	1	3	0	0	15	129	0	0	0	15	116	30	0	0	2	0	9	0	3	0	0	15	7
666	684	"Devils Lake"	43.4159	-89.73334	560	"AWI"	560	11591	12520	12095	16	2	12	3	0	28	0	86	1	0	0	0	0	1	5	1	31	0	0	0	0	20	0	2	0	1	10	0	0	24	191	0	0	1	11	36	23	0	0	2	0	8	1	5	0	0	12	0
666	684	"Devils Lake"	43.4159	-89.73334	564	"AWI"	564	11705	12559	12190	26	3	15	8	1	22	11	69	0	0	0	0	0	0	6	4	33	0	0	0	0	26	0	5	0	0	6	0	0	20	169	10	0	0	30	131	26	0	0	0	0	8	1	4	0	0	15	0
666	684	"Devils Lake"	43.4159	-89.73334	568	"AWI"	568	11799	12620	12290	13	0	8	5	0	26	0	52	2	0	0	0	0	0	4	6	31	2	0	0	0	29	0	5	0	0	1	0	0	16	155	12	0	1	54	46	29	0	0	1	0	9	0	4	0	0	26	0
666	684	"Devils Lake"	43.4159	-89.73334	570	"AWI"	570	11826	12670	12336	23	2	10	2	1	19	0	78	0	0	0	0	0	0	8	4	37	1	0	0	0	18	0	3	0	1	2	0	0	17	188	0	0	1	22	83	26	0	0	0	1	15	0	2	0	1	12	3
666	684	"Devils Lake"	43.4159	-89.73334	574	"AWI"	574	11994	12721	12420	26	5	11	3	1	33	0	49	1	0	0	0	0	0	6	2	26	0	0	0	0	24	0	2	0	0	1	0	0	12	200	8	0	0	25	64	32	0	0	0	0	17	1	1	0	0	12	1
666	684	"Devils Lake"	43.4159	-89.73334	578	"AWI"	578	12100	12790	12512	30	0	10	3	1	27	0	35	1	0	0	0	0	0	9	8	19	0	0	0	0	21	0	5	0	0	4	0	0	21	247	0	0	0	13	55	31	0	0	0	0	10	0	3	0	0	11	1
666	684	"Devils Lake"	43.4159	-89.73334	580	"AWI"	580	12139	12836	12562	22	3	14	7	1	39	0	32	4	2	1	0	1	0	14	7	42	0	0	0	0	43	0	8	0	0	3	0	0	18	139	0	0	1	19	72	37	0	0	0	0	17	1	6	2	0	13	1
666	684	"Devils Lake"	43.4159	-89.73334	584	"AWI"	584	12616	12998	12739	16	2	4	3	0	18	0	17	3	0	4	0	1	0	29	1	24	0	0	0	0	101	0	2	0	0	4	0	0	41	127	0	0	0	11	219	35	0	0	2	0	12	2	1	0	0	29	1
666	684	"Devils Lake"	43.4159	-89.73334	588	"AWI"	588	12696	13450	12932	18	4	6	3	0	27	22	16	1	0	1	0	2	0	23	6	20	0	0	0	0	111	0	4	0	1	3	0	0	41	113	0	0	0	17	162	30	0	0	1	0	13	1	5	0	0	21	3
666	684	"Devils Lake"	43.4159	-89.73334	590	"AWI"	590	12717	13779	13024	14	2	3	7	0	47	0	6	13	0	5	0	3	0	10	11	60	1	0	0	0	170	0	9	1	1	6	0	0	43	496	0	0	1	30	215	60	0	0	0	0	11	1	11	0	0	19	2
666	684	"Devils Lake"	43.4159	-89.73334	596	"AWI"	596	13438	14151	13683	2	0	2	2	0	17	19	3	2	0	2	0	4	0	2	11	49	0	0	0	0	117	0	6	0	1	4	0	0	20	162	0	0	0	28	86	40	0	0	0	0	10	0	4	0	0	16	1
666	684	"Devils Lake"	43.4159	-89.73334	598	"AWI"	598	13679	14300	13919	5	2	1	1	0	26	0	6	5	1	3	0	1	2	5	11	24	0	1	0	0	88	0	5	0	1	3	0	0	22	196	0	0	1	17	87	40	0	0	0	0	12	0	4	0	0	5	2
666	684	"Devils Lake"	43.4159	-89.73334	600	"AWI"	600	13880	14533	14146	1	2	1	1	0	15	25	6	6	0	0	0	1	0	3	3	20	0	0	0	0	92	0	2	0	0	4	0	0	18	218	0	0	0	22	76	34	0	0	0	0	10	0	3	0	0	9	0
666	684	"Devils Lake"	43.4159	-89.73334	602	"AWI"	602	14025	14726	14312	5	3	5	4	0	42	0	4	1	0	4	0	2	0	1	11	20	0	0	0	0	146	0	3	0	0	3	0	0	29	528	5	0	2	60	157	60	0	0	0	0	11	1	7	0	0	11	4
666	684	"Devils Lake"	43.4159	-89.73334	603	"AWI"	603	14053	14744	14333	2	0	2	1	0	15	0	1	2	0	0	0	0	0	1	7	24	0	0	0	0	94	0	3	0	0	4	0	0	14	233	7	0	1	16	89	26	0	0	0	0	7	0	5	0	0	9	3
666	684	"Devils Lake"	43.4159	-89.73334	608	"AWI"	608	14147	14862	14444	1	4	4	0	1	13	15	1	2	0	0	0	1	0	0	9	27	0	0	0	0	100	0	8	0	0	4	0	0	15	264	0	3	1	19	96	30	1	0	1	0	7	0	1	0	0	2	2
666	684	"Devils Lake"	43.4159	-89.73334	613	"AWI"	613	14220	15040	14554	0	1	3	2	0	24	0	2	4	0	0	0	0	0	0	17	34	0	0	0	0	71	0	6	0	0	3	0	0	18	204	0	0	2	49	54	19	1	0	2	0	17	0	2	0	0	3	0
666	684	"Devils Lake"	43.4159	-89.73334	618	"AWI"	618	14290	15134	14665	1	6	2	2	0	21	23	7	0	0	0	0	0	0	0	19	85	0	0	0	0	93	0	11	0	0	4	0	0	6	181	0	0	0	27	16	17	0	0	0	0	7	0	0	0	0	4	3
666	684	"Devils Lake"	43.4159	-89.73334	623	"AWI"	623	14350	15257	14765	3	13	9	0	1	15	0	3	1	0	0	0	0	0	3	35	36	0	0	0	0	62	0	12	0	1	6	0	0	13	200	0	0	0	21	80	27	0	0	4	1	12	0	0	0	0	1	2
666	684	"Devils Lake"	43.4159	-89.73334	628	"AWI"	628	14433	15336	14868	3	15	6	2	0	14	0	3	2	0	0	0	0	0	0	39	42	0	0	0	0	68	0	17	0	0	9	0	0	9	225	5	0	0	20	13	21	0	0	2	0	2	0	1	0	0	6	1
666	684	"Devils Lake"	43.4159	-89.73334	633	"AWI"	633	14488	15473	14980	0	2	3	3	1	5	0	1	0	0	0	0	0	0	0	10	37	0	0	0	0	8	0	23	0	0	5	0	0	5	172	0	0	0	6	20	10	0	0	1	1	4	0	1	0	0	5	1
