"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Diapensiaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1355	1390	"Joe Lake"	66.76667	-157.21667	0	"AWI"	0	-132	35	-50	120	0	0	0	2	0	117	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	10	"AWI"	10	-11	1320	414	129	0	0	0	0	0	100	0	0	0	45	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	8	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	20	"AWI"	20	222	2297	963	155	0	0	0	4	0	134	0	0	0	42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	8	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	30	"AWI"	30	400	3359	1575	138	0	0	0	4	0	115	0	0	0	29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	40	"AWI"	40	898	3722	2180	154	0	0	0	3	0	102	0	0	0	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	50	"AWI"	50	1456	4191	2787	175	0	0	0	0	0	143	0	0	0	24	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	9	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	60	"AWI"	60	1972	4634	3462	146	0	0	0	4	0	117	0	0	0	19	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	6	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	70	"AWI"	70	3158	4930	3996	166	1	0	0	1	0	106	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	5	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	80	"AWI"	80	5287	6254	5729	158	0	0	0	1	0	135	0	0	0	26	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	7	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	85	"AWI"	85	6945	7418	7152	184	0	0	0	0	0	92	0	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	3	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	90	"AWI"	90	8349	8897	8605	179	0	0	0	0	0	174	0	0	0	23	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	6	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	95	"AWI"	95	8531	9295	8907	183	0	0	0	1	0	121	0	0	0	26	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	1	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	100	"AWI"	100	8609	9866	9208	174	0	0	0	0	0	109	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	3	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	105	"AWI"	105	8658	10461	9504	136	0	0	0	1	0	131	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	4	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	110	"AWI"	110	9173	10568	9796	103	0	0	0	4	0	143	0	0	0	24	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	1	9	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	115	"AWI"	115	9524	10704	10108	44	0	0	0	5	0	173	0	0	1	55	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	19	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	120	"AWI"	120	9763	10979	10421	57	0	0	0	3	0	157	0	0	0	40	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	14	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	130	"AWI"	130	10459	11617	10980	32	0	0	0	9	0	246	1	0	1	52	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	28	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	140	"AWI"	140	10745	12562	11485	10	0	0	0	3	0	215	0	0	0	45	0	0	0	0	2	6	1	0	0	1	0	0	0	0	0	36	0	0	0	0	0	0	0	0	18	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	150	"AWI"	150	10959	13355	11979	0	0	0	0	4	0	243	0	0	1	25	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	1	20	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	160	"AWI"	160	11345	13763	12485	1	0	0	0	1	0	299	0	0	0	20	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	13	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	170	"AWI"	170	11786	14256	12970	4	0	0	0	6	0	266	0	0	0	34	0	0	0	0	3	20	2	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	22	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	180	"AWI"	180	12090	14708	13483	0	0	0	0	3	0	266	0	0	0	31	0	0	0	0	1	40	2	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	34	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	190	"AWI"	190	12687	14889	13973	2	0	0	0	4	0	164	0	0	0	38	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	41	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	200	"AWI"	200	13421	15128	14437	3	0	0	0	10	0	146	0	0	2	40	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	54	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	210	"AWI"	210	14223	15395	14974	3	0	0	0	7	0	157	0	0	1	22	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	37	0	0	0	0	0	0	0	0	34	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	220	"AWI"	220	14429	15545	15117	2	0	0	0	11	0	188	0	0	0	31	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	40	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	230	"AWI"	230	14613	15742	15281	1	0	0	0	17	0	163	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	61	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	240	"AWI"	240	14757	15995	15467	0	0	0	0	16	0	158	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	76	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	250	"AWI"	250	14989	16121	15658	0	0	0	0	11	0	148	0	0	1	45	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	33	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	260	"AWI"	260	15265	16266	15841	0	0	0	0	2	0	210	0	0	1	48	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	95	0	0	0	0	0	0	0	2	22	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	270	"AWI"	270	15456	16423	16025	0	1	0	0	2	0	192	1	0	1	59	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	36	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	280	"AWI"	280	15546	16537	16133	0	0	0	0	7	0	180	0	0	1	68	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	1	30	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	290	"AWI"	290	15621	16664	16224	0	2	0	0	6	0	265	0	0	0	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	1	29	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	300	"AWI"	300	15682	16776	16300	0	0	0	0	11	0	164	0	0	1	76	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	2	24	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	310	"AWI"	310	15750	16875	16387	0	0	0	0	4	0	183	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	19	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	320	"AWI"	320	15812	16980	16476	0	0	0	0	5	0	206	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	21	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	330	"AWI"	330	15869	17097	16560	0	0	0	0	3	0	161	0	0	1	93	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	33	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	340	"AWI"	340	15929	17176	16649	2	0	0	0	3	0	239	0	0	0	49	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	35	0	0
1355	1390	"Joe Lake"	66.76667	-157.21667	350	"AWI"	350	15998	17262	16731	0	0	0	0	5	0	182	0	0	1	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	28	0	4
1355	1390	"Joe Lake"	66.76667	-157.21667	360	"AWI"	360	16044	17333	16812	0	1	0	0	12	0	169	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	21	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	370	"AWI"	370	16134	17417	16926	0	3	0	0	25	0	63	0	0	2	173	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	103	0	14
1355	1390	"Joe Lake"	66.76667	-157.21667	380	"AWI"	380	16337	17567	17083	2	4	0	0	63	0	22	2	0	6	355	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	1	161	0	15
1355	1390	"Joe Lake"	66.76667	-157.21667	390	"AWI"	390	16575	17792	17287	1	1	0	0	39	0	0	1	0	2	212	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	86	0	9
1355	1390	"Joe Lake"	66.76667	-157.21667	400	"AWI"	400	16937	17901	17495	59	0	0	0	22	0	87	3	0	1	144	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	95	0	0	0	0	0	0	0	3	48	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	410	"AWI"	410	17367	18079	17760	0	1	0	0	62	11	4	1	0	4	124	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	235	0	0	0	1	0	0	0	0	56	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	420	"AWI"	420	17646	18540	18095	1	2	0	0	34	0	29	3	0	16	140	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	46	0	6
1355	1390	"Joe Lake"	66.76667	-157.21667	430	"AWI"	430	18208	23285	19987	1	1	0	0	29	0	65	2	0	6	185	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	163	0	0	0	0	0	0	0	0	25	0	6
1355	1390	"Joe Lake"	66.76667	-157.21667	440	"AWI"	440	19568	26454	22341	2	0	0	0	19	0	92	3	0	8	174	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	4	25	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	450	"AWI"	450	20791	28727	25362	4	3	0	0	34	0	108	4	0	5	161	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	19	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	460	"AWI"	460	26113	29200	27832	2	2	0	0	14	0	92	1	0	7	174	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	179	0	0	0	0	0	0	0	2	26	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	470	"AWI"	470	28200	29918	29307	0	1	0	0	24	0	168	0	0	9	180	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	1	28	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	490	"AWI"	490	29194	30609	29961	0	0	0	0	6	0	125	2	0	6	175	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	129	0	0	0	0	0	0	0	4	34	0	3
1355	1390	"Joe Lake"	66.76667	-157.21667	500	"AWI"	500	29609	30981	30322	1	0	0	0	19	0	87	3	0	4	166	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	121	0	0	0	1	0	0	0	4	49	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	510	"AWI"	510	29896	31843	30733	0	1	2	0	18	0	119	0	0	4	196	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	129	0	0	0	0	0	0	0	1	33	0	11
1355	1390	"Joe Lake"	66.76667	-157.21667	520	"AWI"	520	30257	32542	31165	1	0	0	0	19	0	87	2	0	2	160	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	2	40	0	10
1355	1390	"Joe Lake"	66.76667	-157.21667	530	"AWI"	530	30532	33299	31569	0	1	0	0	27	0	93	3	0	4	139	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	29	0	15
1355	1390	"Joe Lake"	66.76667	-157.21667	540	"AWI"	540	30777	34157	31972	1	0	0	0	21	0	111	2	0	3	183	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	37	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	550	"AWI"	550	31197	34597	32413	0	2	0	0	20	0	112	4	0	4	148	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	37	0	6
1355	1390	"Joe Lake"	66.76667	-157.21667	560	"AWI"	560	31577	35158	32793	1	1	0	0	17	0	116	5	0	4	169	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	0	1	37	0	1
1355	1390	"Joe Lake"	66.76667	-157.21667	570	"AWI"	570	31872	35624	33139	1	0	0	0	23	0	142	4	0	4	146	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	134	0	0	0	0	0	0	0	1	25	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	580	"AWI"	580	32153	35896	33434	0	0	0	0	21	0	124	0	0	2	159	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	1	29	0	5
1355	1390	"Joe Lake"	66.76667	-157.21667	590	"AWI"	590	32497	36251	33828	1	0	0	0	23	0	147	0	0	5	111	0	0	0	0	4	0	0	1	0	2	0	0	0	0	0	143	0	0	0	0	0	0	0	2	23	0	17
1355	1390	"Joe Lake"	66.76667	-157.21667	600	"AWI"	600	32733	36797	34282	2	0	0	0	28	0	163	1	0	7	121	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	124	0	0	0	0	0	0	0	2	18	0	12
1355	1390	"Joe Lake"	66.76667	-157.21667	610	"AWI"	610	33131	37210	34805	2	0	0	0	16	0	168	2	0	1	208	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	36	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	620	"AWI"	620	33521	37773	35324	2	0	0	0	19	0	156	0	0	1	141	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	23	0	6
1355	1390	"Joe Lake"	66.76667	-157.21667	630	"AWI"	630	33890	38344	35846	1	0	0	0	20	0	138	1	0	0	129	0	0	0	0	4	0	0	2	0	0	1	0	0	0	0	149	0	0	0	0	0	0	0	0	28	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	640	"AWI"	640	34307	38810	36379	2	0	0	0	19	0	147	3	0	3	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	37	0	3
1355	1390	"Joe Lake"	66.76667	-157.21667	660	"AWI"	660	35080	39901	37433	3	0	0	1	52	0	262	7	0	0	343	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	256	0	0	0	0	0	0	0	1	39	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	670	"AWI"	670	35637	40305	37950	1	0	0	0	6	0	214	1	0	2	195	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	1	31	0	3
1355	1390	"Joe Lake"	66.76667	-157.21667	680	"AWI"	680	36084	40725	38441	0	0	0	0	5	0	177	2	0	3	183	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	76	0	0	0	0	0	0	0	1	26	0	3
1355	1390	"Joe Lake"	66.76667	-157.21667	700	"AWI"	700	37057	41627	39472	0	1	0	0	15	0	149	7	0	3	168	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	4	32	0	7
1355	1390	"Joe Lake"	66.76667	-157.21667	710	"AWI"	710	37592	42013	39972	1	0	0	0	17	10	115	1	0	3	186	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	42	0	10
1355	1390	"Joe Lake"	66.76667	-157.21667	720	"AWI"	720	38025	42470	40485	2	0	0	0	14	0	161	6	0	1	170	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	85	0	0	0	0	0	0	0	0	30	0	3
1355	1390	"Joe Lake"	66.76667	-157.21667	730	"AWI"	730	38760	42848	40977	1	1	0	0	7	0	190	0	0	1	160	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	1	53	0	5
1355	1390	"Joe Lake"	66.76667	-157.21667	740	"AWI"	740	39205	43339	41487	1	0	0	0	3	0	272	2	0	2	199	0	0	0	0	6	0	0	0	0	0	0	0	5	0	0	24	0	0	0	0	0	0	0	1	23	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	760	"AWI"	760	39976	44940	42487	3	0	0	0	8	0	8	3	0	2	290	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	11	66	0	8
1355	1390	"Joe Lake"	66.76667	-157.21667	770	"AWI"	770	40368	45823	42981	2	0	0	0	18	0	9	4	0	3	233	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	2	106	0	20
1355	1390	"Joe Lake"	66.76667	-157.21667	780	"AWI"	780	40715	46591	43485	2	0	2	0	39	0	15	7	0	2	218	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	117	0	0	0	0	0	0	0	3	47	0	25
1355	1390	"Joe Lake"	66.76667	-157.21667	790	"AWI"	790	41173	47395	44017	2	0	0	0	20	0	6	4	0	2	133	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	87	0	0	0	0	0	0	0	0	40	0	14
1355	1390	"Joe Lake"	66.76667	-157.21667	810	"AWI"	810	41992	48880	45074	0	0	0	0	30	0	9	7	0	2	111	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	1	34	0	15
1355	1390	"Joe Lake"	66.76667	-157.21667	830	"AWI"	830	42849	50210	46145	1	0	0	0	45	0	14	9	0	2	270	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	1	85	0	45
1355	1390	"Joe Lake"	66.76667	-157.21667	850	"AWI"	850	43730	51567	47222	2	0	0	0	28	0	12	4	0	2	117	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	50	0	30
1355	1390	"Joe Lake"	66.76667	-157.21667	860	"AWI"	860	44167	52318	47761	2	0	0	0	37	0	25	9	0	0	154	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	67	0	26
1355	1390	"Joe Lake"	66.76667	-157.21667	880	"AWI"	880	44927	53637	48827	0	0	0	0	41	0	16	5	0	1	85	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	41	0	6
1355	1390	"Joe Lake"	66.76667	-157.21667	890	"AWI"	890	45310	54390	49395	2	0	0	0	50	0	33	10	0	1	196	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	60	0	9
1355	1390	"Joe Lake"	66.76667	-157.21667	900	"AWI"	900	45727	55121	49927	7	0	0	0	25	0	21	8	0	1	62	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	105	0	0	0	0	0	0	0	1	43	0	6
