"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"
252	258	"Bereziuk"	54.04722	-76.12028	440	"AWI"	440	6935	8076	7604	0	0	32.7759197324415	0.167224080267559	0.501672240802676	0	12.7090301003344	0.167224080267559	0	0	0.334448160535117	1.17056856187291	0.836120401337793	0.501672240802676	0	0	0.167224080267559	4.68227424749164	0	4.8494983277592	2.0066889632107	0.334448160535117	0	0.167224080267559	11.5384615384615	0	0.501672240802676	23.4113712374582	0	0.167224080267559	0.334448160535117	2.34113712374582	0	0.167224080267559	0	0	0.167224080267559
252	258	"Bereziuk"	54.04722	-76.12028	450	"AWI"	450	7026	8481	7733	0	0	20.7865168539326	0.561797752808989	5.2434456928839	2.05992509363296	14.2322097378277	0	0.187265917602996	0	0.187265917602996	7.11610486891386	0.749063670411985	1.87265917602996	0.187265917602996	0	0	10.1123595505618	0	0	1.12359550561798	0.374531835205993	0.187265917602996	0.561797752808989	0	0	1.31086142322097	27.1535580524345	1.12359550561798	0.187265917602996	0	4.49438202247191	0	0	0	0	0.187265917602996
252	258	"Bereziuk"	54.04722	-76.12028	460	"AWI"	460	7173	8722	7897	0.251256281407035	0	27.1356783919598	2.01005025125628	9.2964824120603	7.53768844221105	20.6030150753769	0	0.50251256281407	0	0	5.77889447236181	0	0.251256281407035	0	0.753768844221105	0.50251256281407	0	0	0	0.50251256281407	0.50251256281407	0	0.251256281407035	18.3417085427136	0	2.76381909547739	0	1.50753768844221	0	0	1.00502512562814	0	0	0	0	0.50251256281407
252	258	"Bereziuk"	54.04722	-76.12028	475	"AWI"	475	7351	9123	8147	0	0	23.728813559322	3.38983050847458	10.1694915254237	9.03954802259887	29.3785310734463	0.564971751412429	0	0	0	11.2994350282486	0	0.564971751412429	0	0	0	0	0	0	3.38983050847458	0.564971751412429	0	0	0	0	2.82485875706215	0	0.564971751412429	0	0.564971751412429	1.12994350282486	0	0	0	0	2.82485875706215
252	258	"Bereziuk"	54.04722	-76.12028	485	"AWI"	485	7468	9419	8311	0	0	0	1.5625	13.28125	11.71875	36.71875	0	0.78125	0	0.78125	11.71875	0	0	0	3.90625	2.34375	1.5625	0.78125	0	0	1.5625	0	0.78125	0	0	4.6875	0	3.125	0	0	3.125	0	0	0	0	1.5625
252	258	"Bereziuk"	54.04722	-76.12028	500	"AWI"	500	7645	9783	8558	0	0	36.3363363363363	3.003003003003	9.60960960960961	7.50750750750751	26.7267267267267	0.3003003003003	0	0	0	6.00600600600601	0	0	0	0	0.900900900900901	0	0	1.8018018018018	0	0	0	0	0	0	2.7027027027027	0	1.8018018018018	0	0	1.2012012012012	0.3003003003003	0	0	0	1.8018018018018
252	258	"Bereziuk"	54.04722	-76.12028	5	"AWI"	5	-103	202	8	0	0	65.9722222222222	0	0	0	19.4444444444444	0	0	0	0	4.86111111111111	0	0	0	0	0	0	0	2.77777777777778	4.86111111111111	0	0	0	0	0	1.38888888888889	0	0.694444444444444	0	0	0	0	0	0	0	0
252	258	"Bereziuk"	54.04722	-76.12028	25	"AWI"	25	16	941	334	0.531914893617021	0	66.4893617021277	0	1.59574468085106	0	22.3404255319149	0	0	0	0	1.59574468085106	0	1.06382978723404	0	0	0	0.531914893617021	0	1.59574468085106	1.59574468085106	0.531914893617021	0.531914893617021	0	0	0	0.531914893617021	0	0	0	0	0	0	0	0	0	1.06382978723404
252	258	"Bereziuk"	54.04722	-76.12028	50	"AWI"	50	228	1569	770	0	0	51.8796992481203	0	0.75187969924812	3.00751879699248	37.593984962406	0	0	0	0	3.00751879699248	0	0	0	0	0	0	0	0	0.75187969924812	0	0	0	0	0	0	0	1.50375939849624	0	0.75187969924812	0	0	0	0	0	0.75187969924812
252	258	"Bereziuk"	54.04722	-76.12028	75	"AWI"	75	558	2007	1222	0	0	66.0606060606061	0	1.21212121212121	0	26.0606060606061	0	0	0	0	0	0	3.63636363636364	0	0	0	0.606060606060606	0	0	1.21212121212121	0.606060606060606	0	0	0	0	0.606060606060606	0	0	0	0	0	0	0	0	0	0
