"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
766	785	"Edward Lake"	44.37	-80.25	100	"AWI"	100	559	2071	1181	4	0	1	0	0	0	0	0	56	0	4	0	0	0	0	17	0	0	0	2	54	10	4	0	3	0	7	3	0	0	0	0	2	0	3	35	0	0	0	0	0	1	0	0	3	55	44	0	0
766	785	"Edward Lake"	44.37	-80.25	110	"AWI"	110	721	2294	1390	5	0	0	0	0	1	0	0	40	0	3	0	0	0	0	14	1	0	0	0	37	16	1	0	3	0	14	5	0	0	0	0	2	0	2	28	0	0	0	0	0	0	0	0	1	50	29	0	0
766	785	"Edward Lake"	44.37	-80.25	120	"AWI"	120	869	2514	1603	4	0	3	0	1	1	0	1	59	0	1	0	0	0	0	0	0	0	1	0	50	10	0	0	0	1	4	4	0	0	1	0	3	0	0	28	0	0	0	0	0	1	0	0	1	27	56	0	0
766	785	"Edward Lake"	44.37	-80.25	130	"AWI"	130	1012	2742	1816	6	0	0	0	0	0	0	0	61	0	4	0	0	0	0	5	0	0	0	0	45	20	3	0	1	0	5	3	0	0	2	0	0	0	0	20	0	0	0	0	0	1	0	0	0	34	57	0	0
766	785	"Edward Lake"	44.37	-80.25	140	"AWI"	140	1209	2936	2033	6	0	3	0	0	2	0	0	46	0	2	0	1	0	0	8	0	0	0	0	53	16	0	0	2	0	10	2	0	0	0	0	0	0	0	17	0	0	0	0	1	1	0	0	4	28	47	0	0
766	785	"Edward Lake"	44.37	-80.25	150	"AWI"	150	1378	3152	2244	8	0	5	0	0	0	0	0	37	0	3	0	0	0	0	14	0	0	0	0	53	10	4	2	1	0	7	3	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	2	72	34	0	0
766	785	"Edward Lake"	44.37	-80.25	160	"AWI"	160	1542	3355	2454	2	0	1	0	0	0	0	0	52	0	2	0	0	0	0	13	0	0	0	0	44	0	0	0	0	0	5	0	0	0	4	0	2	0	3	38	0	0	0	0	0	0	0	0	2	21	52	0	0
766	785	"Edward Lake"	44.37	-80.25	170	"AWI"	170	1752	3514	2663	1	0	2	0	0	0	0	0	53	0	4	0	0	0	0	7	0	0	0	0	65	18	1	2	2	0	17	4	0	0	1	0	0	0	2	19	0	0	0	0	0	0	0	0	0	38	44	0	0
766	785	"Edward Lake"	44.37	-80.25	180	"AWI"	180	1965	3699	2867	2	0	2	0	0	1	0	0	53	0	2	0	0	0	0	13	0	0	0	0	28	18	1	0	3	1	6	3	0	0	0	0	0	0	3	14	0	0	0	0	0	0	0	0	6	32	47	0	0
766	785	"Edward Lake"	44.37	-80.25	190	"AWI"	190	2173	3919	3076	3	0	3	0	0	0	0	0	55	0	2	0	0	0	1	2	0	0	0	0	55	22	0	0	0	0	6	2	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	7	26	51	0	0
766	785	"Edward Lake"	44.37	-80.25	200	"AWI"	200	2381	4060	3287	6	0	2	0	0	1	0	0	64	0	3	0	0	0	0	19	2	0	0	0	34	10	1	0	2	0	10	4	0	0	1	0	0	0	1	24	0	0	0	0	0	0	0	0	3	26	52	0	0
766	785	"Edward Lake"	44.37	-80.25	210	"AWI"	210	2614	4205	3490	3	0	4	0	0	1	0	0	45	0	7	0	2	0	0	8	0	0	0	0	49	8	0	0	0	0	5	6	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	11	38	61	0	0
766	785	"Edward Lake"	44.37	-80.25	220	"AWI"	220	2832	4375	3692	3	0	4	0	0	1	0	0	73	0	2	0	0	0	0	11	0	0	0	0	50	16	0	0	2	1	11	6	0	0	0	0	2	0	0	27	0	0	0	0	0	1	0	0	6	20	41	0	0
766	785	"Edward Lake"	44.37	-80.25	230	"AWI"	230	3066	4521	3901	5	0	3	0	0	1	0	0	48	0	7	0	0	0	0	19	1	0	0	0	28	16	2	0	0	0	8	4	0	0	2	0	0	0	0	21	0	0	0	0	0	0	0	0	7	15	40	0	0
766	785	"Edward Lake"	44.37	-80.25	240	"AWI"	240	3365	4655	4103	0	0	0	0	0	2	0	0	69	0	2	0	0	0	0	10	0	0	0	0	27	0	2	0	2	0	6	3	0	0	0	0	4	0	0	20	0	0	0	0	1	1	0	0	13	8	53	0	0
766	785	"Edward Lake"	44.37	-80.25	250	"AWI"	250	3671	4799	4305	5	0	1	0	0	1	0	0	63	0	7	0	0	0	0	2	0	0	0	0	42	6	0	4	1	3	4	1	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	4	16	33	0	0
766	785	"Edward Lake"	44.37	-80.25	260	"AWI"	260	3978	4948	4504	1	0	9	0	0	1	0	0	46	0	2	0	0	0	0	16	0	0	0	0	32	10	0	0	0	0	10	1	0	1	2	0	1	0	3	28	0	0	0	0	0	0	0	1	5	12	18	1	0
766	785	"Edward Lake"	44.37	-80.25	270	"AWI"	270	4255	5091	4684	0	0	3	0	0	0	0	0	49	0	2	0	0	0	1	30	0	0	0	0	35	14	53	5	0	0	7	0	0	0	3	0	0	0	0	26	0	0	0	0	0	0	0	0	8	9	65	0	0
766	785	"Edward Lake"	44.37	-80.25	280	"AWI"	280	4412	5297	4853	0	0	3	0	0	2	0	0	57	0	1	0	0	0	1	1	0	0	0	0	37	12	0	0	3	0	6	5	0	0	1	0	0	0	4	28	0	0	0	0	0	0	0	0	5	8	50	0	0
766	785	"Edward Lake"	44.37	-80.25	285	"AWI"	285	4468	5417	4925	3	0	0	1	0	0	0	0	66	0	2	0	0	0	0	6	2	0	0	0	25	16	0	2	0	0	15	2	0	0	2	0	1	0	2	24	0	0	0	0	0	0	0	0	12	10	47	0	0
766	785	"Edward Lake"	44.37	-80.25	290	"AWI"	290	4512	5584	4991	1	0	1	0	0	2	0	0	83	0	3	0	0	3	0	4	3	0	0	0	49	10	0	0	0	0	10	2	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	2	12	50	0	0
766	785	"Edward Lake"	44.37	-80.25	295	"AWI"	295	4586	5656	5067	1	0	0	1	0	3	0	0	85	0	3	0	0	0	1	5	0	0	0	0	53	0	0	0	0	0	11	2	0	0	3	0	1	0	1	30	0	0	0	1	0	0	0	0	9	20	61	0	0
766	785	"Edward Lake"	44.37	-80.25	300	"AWI"	300	4644	5744	5143	0	0	4	0	0	2	0	0	63	0	3	0	0	0	0	22	5	0	0	0	48	26	3	0	1	0	12	3	0	0	4	0	0	0	0	20	0	0	0	0	0	0	0	0	2	28	53	0	0
766	785	"Edward Lake"	44.37	-80.25	310	"AWI"	310	4761	5944	5297	0	0	1	3	0	1	0	0	43	0	2	0	0	0	0	9	2	0	0	0	48	24	10	0	1	0	6	3	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6	49	49	0	0
766	785	"Edward Lake"	44.37	-80.25	320	"AWI"	320	4859	6146	5456	1	0	1	0	0	3	0	0	44	0	3	0	0	0	0	5	1	0	0	0	22	10	0	0	0	0	3	0	0	0	0	0	1	0	12	25	0	0	0	0	0	0	0	0	1	66	51	0	0
766	785	"Edward Lake"	44.37	-80.25	330	"AWI"	330	5001	6306	5615	1	0	2	0	0	1	0	0	29	0	4	0	0	0	0	4	0	0	0	0	29	6	1	0	0	0	2	1	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	1	120	41	0	0
766	785	"Edward Lake"	44.37	-80.25	340	"AWI"	340	5143	6455	5770	0	0	1	0	0	0	0	0	19	0	3	0	1	0	0	1	0	0	0	1	26	16	0	3	0	1	4	3	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	2	90	31	3	0
766	785	"Edward Lake"	44.37	-80.25	350	"AWI"	350	5268	6617	5922	0	0	0	0	0	1	0	0	10	0	1	0	0	0	0	4	0	0	0	0	23	8	0	0	0	0	4	5	0	0	1	0	1	0	0	19	0	0	0	0	0	0	0	0	1	129	31	0	0
766	785	"Edward Lake"	44.37	-80.25	360	"AWI"	360	5402	6775	6079	0	0	0	1	0	3	0	0	11	0	3	0	0	0	0	9	3	0	0	0	24	16	0	0	1	0	0	2	0	0	1	0	0	0	2	31	0	0	0	0	0	0	0	0	4	102	36	0	0
766	785	"Edward Lake"	44.37	-80.25	370	"AWI"	370	5566	6927	6243	1	0	0	1	0	0	0	0	7	0	1	0	0	0	0	26	0	0	0	0	16	0	42	4	0	0	8	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	0	0	0	108	45	0	0
766	785	"Edward Lake"	44.37	-80.25	380	"AWI"	380	5711	7085	6405	0	0	1	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	13	12	0	0	1	0	2	2	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	7	126	44	0	0
766	785	"Edward Lake"	44.37	-80.25	390	"AWI"	390	5852	7227	6564	0	0	1	0	0	0	0	0	14	0	1	0	0	0	0	2	0	0	0	0	28	10	0	0	0	0	3	9	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	5	112	44	0	0
766	785	"Edward Lake"	44.37	-80.25	400	"AWI"	400	6014	7352	6714	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	19	1	0	0	0	12	16	1	0	0	0	9	4	0	0	0	0	1	0	1	24	0	0	0	0	0	0	0	0	2	118	25	0	0
766	785	"Edward Lake"	44.37	-80.25	410	"AWI"	410	6174	7495	6868	0	0	0	2	0	0	0	0	7	0	2	0	0	0	0	12	2	0	0	0	13	24	2	0	0	0	1	2	0	0	0	0	0	0	4	18	0	0	0	0	0	0	0	0	3	160	29	0	0
766	785	"Edward Lake"	44.37	-80.25	420	"AWI"	420	6330	7618	7026	0	0	1	1	0	2	0	0	7	0	3	0	0	2	0	1	0	0	0	0	22	28	0	0	0	0	8	1	0	0	1	0	2	0	0	28	0	0	0	1	0	1	0	0	4	171	32	0	0
766	785	"Edward Lake"	44.37	-80.25	430	"AWI"	430	6527	7724	7172	0	0	2	0	0	2	0	0	9	0	4	0	0	0	0	3	3	0	0	0	9	0	3	0	0	0	7	3	0	0	1	0	3	0	0	26	0	0	0	0	0	0	0	0	3	110	42	0	0
766	785	"Edward Lake"	44.37	-80.25	440	"AWI"	440	6748	7849	7325	0	0	0	2	0	0	0	0	9	0	2	0	0	0	0	15	1	0	0	0	6	8	0	0	0	0	4	2	0	0	3	0	1	0	0	26	0	0	0	0	0	0	0	0	3	94	17	1	0
766	785	"Edward Lake"	44.37	-80.25	450	"AWI"	450	6940	7989	7480	3	0	0	0	0	0	0	0	16	0	1	0	0	0	0	9	0	0	0	0	4	0	0	9	0	0	11	10	0	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	1	41	21	0	0
766	785	"Edward Lake"	44.37	-80.25	460	"AWI"	460	7231	8103	7622	3	0	1	1	0	1	0	0	20	0	0	0	0	0	1	12	1	0	0	0	5	18	0	0	3	0	19	0	227	0	1	0	1	0	2	50	0	0	0	0	0	0	0	0	1	34	27	0	0
766	785	"Edward Lake"	44.37	-80.25	470	"AWI"	470	7460	8274	7796	13	0	0	0	0	1	0	0	20	0	0	0	0	0	2	10	1	0	0	0	5	4	0	0	0	0	15	3	208	0	4	0	0	0	2	56	0	0	0	0	0	0	0	0	3	26	27	0	0
766	785	"Edward Lake"	44.37	-80.25	480	"AWI"	480	7603	8543	7990	4	0	0	2	0	0	0	0	24	0	3	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	22	1	346	0	0	0	1	0	2	39	0	0	0	0	0	0	0	0	2	20	24	0	0
766	785	"Edward Lake"	44.37	-80.25	490	"AWI"	490	7743	8926	8219	3	0	0	0	0	0	0	0	20	0	0	0	0	0	1	8	2	0	0	0	1	6	4	0	1	1	9	1	290	0	1	0	0	0	0	44	0	0	0	0	0	0	0	0	4	2	25	0	0
766	785	"Edward Lake"	44.37	-80.25	500	"AWI"	500	7892	9237	8447	3	0	1	1	0	1	0	0	46	0	0	0	0	0	0	15	4	0	0	0	0	14	5	0	1	0	25	4	313	0	0	0	0	0	1	38	0	0	0	0	0	0	0	0	1	7	15	0	0
766	785	"Edward Lake"	44.37	-80.25	510	"AWI"	510	8034	9542	8669	7	0	4	0	0	0	0	0	43	0	0	0	0	0	0	9	2	0	0	0	0	0	4	0	1	0	5	8	346	0	0	0	0	0	1	30	0	0	0	0	0	0	0	0	0	3	8	0	0
766	785	"Edward Lake"	44.37	-80.25	520	"AWI"	520	8189	9812	8911	8	0	1	0	0	1	0	0	52	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	8	10	370	0	0	0	3	0	0	29	0	0	0	0	0	0	0	0	0	0	9	0	0
766	785	"Edward Lake"	44.37	-80.25	530	"AWI"	530	8390	10039	9143	6	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	2	0	0	14	410	0	2	0	3	0	0	17	0	0	0	0	0	1	0	0	0	3	10	0	0
766	785	"Edward Lake"	44.37	-80.25	540	"AWI"	540	8571	10283	9370	7	0	0	3	0	0	0	0	37	0	1	0	0	0	0	4	1	0	0	0	1	8	0	0	5	1	5	1	338	0	1	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	5	0	0
766	785	"Edward Lake"	44.37	-80.25	560	"AWI"	560	9019	10714	9853	21	0	3	0	0	1	0	0	63	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0	4	7	276	0	0	0	1	0	3	29	0	0	0	0	0	0	0	0	0	1	6	0	0
766	785	"Edward Lake"	44.37	-80.25	580	"AWI"	580	9439	11170	10322	16	0	1	0	0	0	0	0	80	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	13	8	166	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0	1	7	1	0
766	785	"Edward Lake"	44.37	-80.25	590	"AWI"	590	9756	11353	10542	18	0	1	1	0	1	0	0	55	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	10	0	7	30	158	0	2	0	0	0	0	35	0	0	0	0	0	2	0	0	0	3	5	0	0
766	785	"Edward Lake"	44.37	-80.25	600	"AWI"	600	10072	11534	10759	25	0	0	0	0	1	0	0	87	0	1	0	0	0	0	5	4	0	0	0	0	0	0	0	3	0	19	23	100	0	0	0	1	0	2	26	0	0	0	0	0	1	0	0	0	4	10	0	0
766	785	"Edward Lake"	44.37	-80.25	610	"AWI"	610	10315	11732	10974	28	0	1	0	0	3	0	0	66	0	1	0	0	0	0	0	4	0	0	0	0	4	5	0	1	0	18	38	123	0	0	0	0	0	3	24	0	0	0	0	0	1	0	0	0	0	14	0	0
766	785	"Edward Lake"	44.37	-80.25	620	"AWI"	620	10475	12020	11179	6	0	0	0	0	8	0	0	15	0	2	0	0	0	1	5	10	0	0	0	0	0	4	0	8	0	13	93	104	0	0	0	2	0	27	46	0	0	0	0	0	3	0	1	0	2	7	0	0
766	785	"Edward Lake"	44.37	-80.25	630	"AWI"	630	10630	12332	11370	8	0	1	1	0	7	0	0	30	0	2	0	0	0	0	5	1	0	0	0	3	0	0	4	5	0	1	120	0	0	0	0	3	0	0	20	0	1	0	0	0	8	0	0	0	0	5	0	0
766	785	"Edward Lake"	44.37	-80.25	640	"AWI"	640	10759	12630	11564	1	0	7	2	0	17	0	0	68	0	0	1	0	0	1	3	95	0	0	0	0	0	6	0	0	0	4	130	0	0	0	0	22	0	1	11	0	0	0	0	1	11	1	35	0	4	1	0	0
766	785	"Edward Lake"	44.37	-80.25	650	"AWI"	650	10897	12915	11760	1	0	4	2	0	39	0	0	24	0	6	0	0	0	0	0	161	0	1	0	1	0	4	0	0	0	5	181	0	0	0	0	7	0	0	21	0	0	0	0	0	12	0	6	0	2	10	0	0
766	785	"Edward Lake"	44.37	-80.25	660	"AWI"	660	11051	13190	11956	4	0	1	2	0	20	0	0	4	0	1	0	0	0	1	5	163	0	0	2	0	0	0	0	1	0	5	171	0	0	0	0	6	2	0	23	0	0	0	0	0	4	0	0	0	0	1	0	0
766	785	"Edward Lake"	44.37	-80.25	670	"AWI"	670	11185	13491	12152	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	6	23	0	0	0	0	0	8	0	2	0	0	70	0	0	0	0	6	0	3	7	0	0	0	0	0	0	0	0	0	0	2	0	0
766	785	"Edward Lake"	44.37	-80.25	680	"AWI"	680	11324	13744	12347	4	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	2	0	0	234	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
766	785	"Edward Lake"	44.37	-80.25	700	"AWI"	700	11618	14243	12742	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	6	19	0	0	0	0	0	1	0	2	0	0	75	0	0	0	1	7	0	1	5	0	0	0	0	0	1	0	0	0	0	1	0	0
766	785	"Edward Lake"	44.37	-80.25	720	"AWI"	720	11920	14736	13126	0	0	3	0	0	4	0	0	3	0	0	0	0	0	1	14	30	0	0	0	0	0	0	0	0	0	2	156	0	0	0	0	24	0	9	20	0	0	0	0	0	3	0	4	0	0	1	0	0
766	785	"Edward Lake"	44.37	-80.25	740	"AWI"	740	12181	15230	13534	3	0	0	0	0	2	0	0	0	0	1	0	0	0	20	2	16	0	0	0	0	0	0	0	0	0	1	212	0	0	0	0	7	0	3	7	0	0	0	0	0	0	0	0	0	0	3	0	0
766	785	"Edward Lake"	44.37	-80.25	750	"AWI"	750	12362	15462	13731	8	0	4	2	0	16	0	0	5	0	0	0	0	0	0	8	20	0	0	0	0	0	0	0	1	0	1	151	0	0	0	0	33	0	4	27	0	0	0	0	0	0	0	0	0	0	1	0	0
766	785	"Edward Lake"	44.37	-80.25	760	"AWI"	760	12510	15712	13931	4	0	10	0	0	11	0	0	1	0	0	0	0	0	1	2	16	0	0	0	0	0	0	0	0	0	3	128	0	0	0	0	19	0	2	9	0	0	0	0	0	2	0	0	0	0	3	0	0
766	785	"Edward Lake"	44.37	-80.25	770	"AWI"	770	12676	15954	14136	7	0	9	1	0	22	0	0	0	0	1	0	0	0	0	6	32	0	0	0	0	0	0	0	0	0	2	107	0	0	0	0	20	0	11	39	0	0	0	0	0	2	0	0	0	0	0	0	0
766	785	"Edward Lake"	44.37	-80.25	780	"AWI"	780	12817	16221	14328	2	0	3	0	0	11	0	0	0	0	9	1	0	0	0	2	14	0	0	0	0	0	0	0	4	0	1	145	0	0	0	0	15	0	3	15	0	0	0	0	0	6	0	0	0	1	1	0	0
766	785	"Edward Lake"	44.37	-80.25	800	"AWI"	800	13142	16729	14718	1	0	7	0	0	3	0	0	2	0	5	0	0	0	1	3	28	0	0	0	0	0	0	0	0	0	1	138	0	2	0	0	16	0	3	14	0	0	0	0	0	1	0	0	0	0	1	0	0
766	785	"Edward Lake"	44.37	-80.25	820	"AWI"	820	13488	17155	15128	2	0	1	0	0	11	0	0	3	0	0	1	0	0	0	3	26	0	0	0	0	0	3	0	0	0	3	198	0	0	0	0	13	0	4	4	0	0	0	0	0	0	0	1	0	0	2	0	0
766	785	"Edward Lake"	44.37	-80.25	840	"AWI"	840	13810	17698	15521	4	0	2	0	0	18	0	0	10	0	2	0	0	0	1	4	19	0	1	0	0	0	0	0	0	0	2	136	0	0	0	1	14	0	0	9	0	0	0	0	0	0	0	1	0	0	14	0	0
766	785	"Edward Lake"	44.37	-80.25	860	"AWI"	860	14144	18129	15894	3	0	1	0	0	5	0	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	43	0	0	0	0	3	0	0	7	0	0	0	0	0	0	0	1	0	2	4	0	0
766	785	"Edward Lake"	44.37	-80.25	870	"AWI"	870	14288	18382	16102	0	0	2	1	0	8	0	0	7	0	1	0	0	0	0	0	3	0	0	0	3	0	1	0	0	0	0	63	0	0	0	0	4	0	0	5	0	0	0	0	0	1	0	0	0	3	1	0	0
