"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Leitneria"	"Liquidambar"	"Magnolia"	"Morus"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Rosaceae"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"	"Vitaceae"
203	203	"Anderson Pond"	36.02963	-85.501848	140	"AWI"	140	12063	13246	12644	1	0	0	2	0	1	0	0	5	7	0	0	3	0	0	2	0	10	0	0	0	1	0	0	6	0	0	0	0	0	0	1	0	0	64	28	0	0	1	0	3	0	0	157	0	1	0	0	0	0	0	8	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	148	"AWI"	148	13130	14515	13918	0	0	0	0	0	1	0	0	2	11	0	1	1	0	0	1	0	6	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	76	33	0	1	0	0	2	0	0	142	0	0	0	0	2	0	0	6	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	152	"AWI"	152	13560	15156	14466	6	0	0	4	1	0	0	0	3	3	0	0	0	0	0	3	0	10	0	0	0	1	0	0	49	0	0	0	0	0	4	2	0	0	72	25	17	0	0	0	1	0	0	142	0	0	0	0	1	0	0	9	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	156	"AWI"	156	13641	15189	14527	0	0	0	2	0	0	1	0	6	9	0	0	0	0	0	1	0	5	0	0	0	6	0	0	28	0	0	0	0	1	0	2	0	0	71	31	0	0	0	0	1	0	0	132	0	1	0	0	0	0	0	2	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	164	"AWI"	164	13800	15280	14647	1	0	0	2	0	2	0	0	9	7	0	0	0	0	0	3	0	7	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	70	32	0	0	0	0	0	0	0	134	0	0	0	0	0	1	0	11	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	190	"AWI"	190	14267	15761	15028	5	0	0	9	1	2	1	0	3	6	0	0	0	0	0	5	0	18	0	0	0	3	21	0	20	0	0	0	0	1	0	0	0	0	32	23	89	0	1	0	0	2	0	106	0	1	0	0	1	0	0	4	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	200	"AWI"	200	14476	15898	15187	9	0	0	11	1	0	2	0	9	3	0	0	0	0	0	3	0	7	0	0	0	3	14	0	22	0	0	0	0	0	0	0	0	0	27	25	87	0	0	0	0	0	0	118	0	1	0	0	0	0	0	7	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	216	"AWI"	216	14698	16257	15459	9	0	0	18	1	1	2	0	2	5	0	0	0	0	0	4	2	12	0	0	0	3	0	0	11	0	6	0	0	0	0	1	0	0	22	50	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	7	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	232	"AWI"	232	15010	16764	15862	13	0	0	11	0	0	6	0	7	3	0	1	0	0	0	4	0	10	0	0	0	4	24	0	26	0	0	0	0	0	0	0	0	0	28	59	74	0	1	0	0	0	0	77	0	2	0	0	0	0	0	4	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	248	"AWI"	248	15222	17580	16221	3	0	0	16	0	1	3	0	3	6	0	0	0	0	0	1	2	10	0	0	0	2	0	0	24	4	0	0	0	0	0	0	0	0	17	62	71	0	1	0	0	0	0	103	0	2	0	0	3	0	0	9	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	264	"AWI"	264	15609	17839	16668	4	0	0	9	0	2	3	0	12	5	0	0	0	0	0	3	0	8	0	0	0	2	30	0	16	3	0	0	0	0	0	0	0	0	22	79	51	0	0	0	0	0	0	92	0	0	0	0	4	0	0	4	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	280	"AWI"	280	15878	18261	17083	7	0	0	9	0	1	2	0	5	2	0	0	0	0	1	1	0	8	0	0	0	1	33	0	17	7	0	0	0	0	0	0	0	0	16	76	85	0	1	0	0	0	0	85	0	0	0	0	1	0	0	3	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	296	"AWI"	296	16396	18460	17498	0	0	0	14	0	0	4	0	4	5	0	1	0	0	0	3	1	9	0	0	0	1	0	0	12	19	0	1	0	0	0	0	0	0	8	68	141	0	0	0	0	0	0	59	0	1	0	0	2	0	0	2	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	312	"AWI"	312	16710	18801	17895	4	0	0	4	0	1	3	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	13	0	14	16	0	0	0	0	0	0	0	0	2	56	190	0	0	0	1	0	0	36	0	1	0	0	0	0	0	2	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	330	"AWI"	330	17040	19034	18190	2	0	0	4	0	0	1	0	2	2	0	0	0	0	0	4	0	16	0	0	0	0	13	0	14	8	0	0	0	0	0	0	0	0	1	40	0	0	0	0	0	0	0	40	0	0	0	0	1	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	350	"AWI"	350	17383	19367	18477	8	0	1	11	2	0	6	0	1	2	0	0	0	0	0	0	0	6	0	0	0	0	5	0	30	33	0	0	0	0	0	0	0	0	5	99	0	0	0	0	1	0	0	28	0	2	0	1	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	370	"AWI"	370	17692	19649	18756	5	0	0	3	0	1	1	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	0	32	26	0	0	0	0	0	0	0	0	3	63	0	0	0	0	1	0	0	23	0	0	0	0	2	0	0	3	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	390	"AWI"	390	18098	19852	19023	2	0	0	6	0	0	0	0	1	1	0	1	1	0	0	0	0	7	0	0	0	0	0	0	2	28	0	0	0	0	0	0	0	0	5	84	0	0	0	0	1	0	0	22	0	0	0	0	1	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	410	"AWI"	410	18453	20110	19298	2	0	0	9	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	8	0	13	23	0	0	0	0	0	0	0	0	1	50	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	430	"AWI"	430	18879	20362	19587	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	21	91	0	0	0	0	0	0	0	0	1	32	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	450	"AWI"	450	19086	20673	19859	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	30	3	0	0	0	1	0	0	0	0	4	36	0	0	0	0	0	0	0	18	0	0	0	0	3	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	470	"AWI"	470	19257	21149	20115	4	0	0	2	1	0	1	0	0	1	0	0	0	0	1	1	0	26	1	0	0	1	0	0	36	2	0	0	0	0	0	1	0	0	2	45	0	0	0	0	1	0	0	14	0	0	0	0	3	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	490	"AWI"	490	19474	21436	20382	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	8	0	0	0	0	0	0	14	2	0	1	0	0	0	0	1	0	5	42	242	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	510	"AWI"	510	19701	21758	20647	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3	0	8	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	4	18	0	0	0	0	1	0	0	17	0	0	0	0	1	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	530	"AWI"	530	19902	22124	20923	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	1	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	22	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	550	"AWI"	550	20165	22390	21192	3	0	0	0	0	0	2	0	1	0	0	0	0	0	1	1	1	28	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	23	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	570	"AWI"	570	20415	22704	21459	5	0	0	3	0	0	2	0	1	0	1	0	0	0	0	1	0	61	0	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	1	52	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	2	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	590	"AWI"	590	20646	22983	21742	3	0	0	1	1	1	2	0	2	0	0	0	0	0	0	1	0	33	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	49	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	1	0
203	203	"Anderson Pond"	36.02963	-85.501848	610	"AWI"	610	20955	23251	22005	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	69	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	3	60	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	630	"AWI"	630	21234	23576	22262	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	117	0	0	0	0	0	0	26	1	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	650	"AWI"	650	21557	23860	22522	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	1	0	0	12	0	0	1	0	0	0	0	0	1	1	67	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	670	"AWI"	670	21926	24136	22767	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	58	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	1	0	52	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	690	"AWI"	690	22236	24520	23028	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	28	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	700	"AWI"	700	22449	24817	23284	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
203	203	"Anderson Pond"	36.02963	-85.501848	930	"AWI"	930	26979	34266	29974	6	0	0	21	0	0	2	0	2	6	0	0	1	3	0	0	0	23	0	0	0	0	0	0	28	11	0	0	0	0	0	0	1	0	2	52	166	0	0	0	0	0	0	54	0	1	0	0	1	0	0	2	2	0
