"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Droseraceae"	"Ericales"	"Fabaceae"	"Larix"	"Lentibulariaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	0	"AWI"	0	7362	9885	8433	46.5798045602606	0	0	0.325732899022801	0	47.557003257329	0	0	0	0.977198697068404	0	0.651465798045603	0	0.325732899022801	0	0	0	0	0	0	0	1.62866449511401	0.325732899022801	0	0	0	0	1.30293159609121	0.325732899022801	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	35	"AWI"	35	8252	10863	9563	21.5686274509804	0.490196078431373	0.490196078431373	4.41176470588235	3.92156862745098	27.4509803921569	0.490196078431373	0	1.96078431372549	18.6274509803922	0	3.43137254901961	0.490196078431373	0	0	0	0	0	0	0	0	10.7843137254902	0.490196078431373	0.490196078431373	0.490196078431373	0	0	4.41176470588235	0	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	65	"AWI"	65	9216	11537	10527	22.4	1.6	0	5.2	5.2	25.2	0	0	3.6	10.4	0	2	0.4	0	0.4	0	0	0	0	0	0	11.2	3.2	0	0	0	0	8.8	0.4	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	105	"AWI"	105	11000	12312	11719	20.253164556962	0	0	2.10970464135021	1.26582278481013	36.2869198312236	0.421940928270042	0.421940928270042	0.843881856540084	12.6582278481013	1.26582278481013	5.48523206751055	0.843881856540084	0	0	0.421940928270042	0	0	0.421940928270042	0.421940928270042	0	6.75105485232067	0.843881856540084	0	0	0	0	8.0168776371308	1.26582278481013	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	135	"AWI"	135	12056	12806	12498	19.5571955719557	0.738007380073801	0	2.9520295202952	3.3210332103321	43.5424354243542	0	0	1.4760147601476	6.64206642066421	0	5.53505535055351	0.3690036900369	0	0	0	0	0	0	0	0	8.48708487084871	1.1070110701107	0	1.1070110701107	0	0	5.16605166051661	0	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	170	"AWI"	170	13410	13867	13604	19.7183098591549	0.469483568075117	0	0.469483568075117	4.22535211267606	29.1079812206573	0	0	3.75586854460094	8.92018779342723	0	4.69483568075117	0.469483568075117	0	0	0.469483568075117	0	0	0.469483568075117	0	3.75586854460094	15.962441314554	0	0.469483568075117	0	0	0	6.10328638497653	0.469483568075117	0	0.469483568075117
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	215	"AWI"	215	13989	15219	14499	26.4150943396226	0.943396226415094	0	1.41509433962264	6.60377358490566	29.7169811320755	0	0	3.30188679245283	0.471698113207547	0	2.83018867924528	0.471698113207547	0.943396226415094	0	0	0	0	0	0	0	20.7547169811321	1.41509433962264	1.41509433962264	0	0	0	3.30188679245283	0	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	265	"AWI"	265	14702	16173	15466	3.09278350515464	1.3745704467354	0.343642611683849	25.7731958762887	2.06185567010309	3.09278350515464	0	0	4.12371134020619	0.687285223367698	0	0.343642611683849	0.687285223367698	0	0	0	0.687285223367698	0	0	0	0	53.6082474226804	0.343642611683849	0	2.40549828178694	0	0	1.3745704467354	0	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	325	"AWI"	325	16221	16957	16584	12.2923588039867	0.996677740863787	0	9.63455149501661	4.65116279069767	18.936877076412	0	0	3.32225913621263	4.31893687707641	0	0.332225913621262	0.332225913621262	0	0	0	0	0	0	0	0	42.5249169435216	0	0	0.332225913621262	0	0	1.66112956810631	0.332225913621262	0.332225913621262	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	355	"AWI"	355	16583	18014	17127	7.85714285714286	0.357142857142857	0.714285714285714	18.9285714285714	1.42857142857143	7.5	0.714285714285714	0	5.35714285714286	1.42857142857143	0	1.07142857142857	0.357142857142857	0	0	0	0	0	0	0	0	46.4285714285714	0.714285714285714	0	3.92857142857143	0	0	2.85714285714286	0.357142857142857	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	385	"AWI"	385	16913	18872	17695	12.874251497006	0	1.49700598802395	11.6766467065868	4.79041916167665	11.0778443113772	0.598802395209581	0.898203592814371	9.58083832335329	1.79640718562874	0	0.29940119760479	0.898203592814371	0	0	0.29940119760479	0	0	0	0	0	38.0239520958084	2.09580838323353	0	0.598802395209581	0	0.598802395209581	2.09580838323353	0	0.29940119760479	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	435	"AWI"	435	17602	20085	18662	11.1510791366906	0.719424460431655	1.43884892086331	14.7482014388489	6.11510791366906	13.3093525179856	0.719424460431655	0	7.55395683453237	3.9568345323741	0	0	2.15827338129496	0.359712230215827	0	0	0	0.359712230215827	0	0	0	33.0935251798561	0.359712230215827	0	1.43884892086331	0	0	2.15827338129496	0.359712230215827	0	0
253	259	"Berelyekh River, Indigirka Lowland"	70.58333	145	460	"AWI"	460	17996	20684	19143	12.4293785310734	0	0	6.77966101694915	8.47457627118644	21.4689265536723	0	0	5.08474576271187	1.69491525423729	0	0.564971751412429	0.564971751412429	0	0	0	1.12994350282486	0	0	0	0	35.0282485875706	2.25988700564972	0	3.95480225988701	0	0	0.564971751412429	0	0	0
