"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Violaceae"
31	31	"Alut Lake"	60.13667	152.31278	857	"AWI"	857	28363	29473	28843	10	0	0	16.3636363636364	0	6.36363636363636	0	0	1.81818181818182	9.09090909090909	1.81818181818182	0.909090909090909	0	0	0	0	0	0	0	0	8.18181818181818	0	13.6363636363636	0	12.7272727272727	0	0	0	1.81818181818182	0	0	0	0	4.54545454545455	0.909090909090909	0	11.8181818181818	0
31	31	"Alut Lake"	60.13667	152.31278	882	"AWI"	882	28732	30084	29269	20	0	0	3.79310344827586	0	6.89655172413793	10	0	1.72413793103448	10.3448275862069	0	0	0	0	0	0	0	0	0	0.344827586206897	9.31034482758621	0	8.62068965517241	0	20.6896551724138	0	0	0	0.344827586206897	0	0	0	0	5.17241379310345	1.03448275862069	0	1.72413793103448	0
31	31	"Alut Lake"	60.13667	152.31278	1030	"AWI"	1030	30831	33584	31952	44.2307692307692	0.0915750915750916	0.0915750915750916	0.549450549450549	0	6.86813186813187	0	0	0.0915750915750916	2.47252747252747	0.274725274725275	0	0	0	0	0.183150183150183	0	0	0	0	0	0	43.3150183150183	0	1.00732600732601	0	0	0.274725274725275	0.0915750915750916	0.0915750915750916	0	0	0	0.274725274725275	0	0	0.0915750915750916	0
31	31	"Alut Lake"	60.13667	152.31278	867	"AWI"	867	28539	29680	29024	11.6129032258065	1.61290322580645	0	5.80645161290323	0.967741935483871	3.87096774193548	9.67741935483871	0	1.93548387096774	6.7741935483871	1.29032258064516	0	0	0	0	0	0	0	0	0	12.5806451612903	0	4.19354838709677	0	30.3225806451613	0	0	0.32258064516129	0.967741935483871	0	0	0	0	3.87096774193548	0.967741935483871	0.645161290322581	2.58064516129032	0
31	31	"Alut Lake"	60.13667	152.31278	877	"AWI"	877	28671	29920	29188	21.7665615141956	0	0	6.62460567823344	0	2.52365930599369	11.3564668769716	0	2.8391167192429	0.630914826498423	0	0	0	0	0	0	0	0	0	0	14.5110410094637	0	8.2018927444795	0	23.6593059936909	0.315457413249211	0	0	1.57728706624606	0	0	0	0	3.47003154574132	1.26182965299685	0	1.26182965299685	0
31	31	"Alut Lake"	60.13667	152.31278	817	"AWI"	817	27503	28833	28162	6.58914728682171	0	0.581395348837209	11.6279069767442	0	1.16279069767442	0	0	2.13178294573643	29.8449612403101	0.968992248062015	0	0	0	0	0	0	0	0	0	7.36434108527132	0	3.10077519379845	0	22.2868217054264	0	0	0.968992248062015	2.13178294573643	0	0	0	0	2.51937984496124	0.775193798449612	0	7.94573643410853	0
31	31	"Alut Lake"	60.13667	152.31278	1020	"AWI"	1020	30650	33289	31780	44.7058823529412	0	0.0840336134453782	0.588235294117647	0	7.05882352941176	0	0	0.420168067226891	6.72268907563025	1.17647058823529	0	0	0	0	0.0840336134453782	0	0	0	0	0	0	36.0504201680672	0	1.76470588235294	0	0	0.168067226890756	0.252100840336134	0	0	0	0	0.672268907563025	0	0.0840336134453782	0.168067226890756	0
31	31	"Alut Lake"	60.13667	152.31278	1124	"AWI"	1124	32465	36575	34256	67.3719376391982	0	0	1.0022271714922	0	16.815144766147	0	0	0.44543429844098	4.23162583518931	2.78396436525613	0.111358574610245	0	0	0	0	0.111358574610245	0	0	0	0.22271714922049	0	3.56347438752784	0	2.2271714922049	0	0	0.111358574610245	0.22271714922049	0	0	0	0	0.66815144766147	0	0	0.111358574610245	0
31	31	"Alut Lake"	60.13667	152.31278	724	"AWI"	724	26054	27395	26784	5.6369785794814	0	0.112739571589628	2.14205186020293	0	33.1454340473506	0	0	1.01465614430665	35.7384441939121	0.56369785794814	0	0	0	0.112739571589628	0	0	0	0	0.112739571589628	0.789177001127396	0	1.35287485907554	0	14.3179255918828	0	0	0.225479143179256	0.450958286358512	0	0	0	0	2.36753100338219	0.112739571589628	0	1.80383314543405	0
31	31	"Alut Lake"	60.13667	152.31278	1090	"AWI"	1090	31905	35547	33455	28.0864197530864	0	0.154320987654321	7.71604938271605	0	10.0308641975309	0	0	0.617283950617284	24.2283950617284	4.32098765432099	0	0	0	0	0	0.154320987654321	0	0	0	0.154320987654321	0	0.925925925925926	0	18.5185185185185	0	0	0.154320987654321	0.462962962962963	0	0	0	0	2.62345679012346	0	0.308641975308642	1.54320987654321	0
31	31	"Alut Lake"	60.13667	152.31278	764	"AWI"	764	26680	27857	27239	4.97787610619469	0	0	2.21238938053097	0.331858407079646	41.0398230088496	0	0	1.65929203539823	26.3274336283186	1.43805309734513	0	0	0	0	0	0	0	0	0	0.884955752212389	0	1.54867256637168	0	14.712389380531	0	0	0.331858407079646	0.331858407079646	0	0	0	0	3.31858407079646	0.110619469026549	0	0.774336283185841	0
31	31	"Alut Lake"	60.13667	152.31278	837	"AWI"	837	27854	29160	28515	11.1827956989247	0	0.43010752688172	11.1827956989247	1.29032258064516	4.51612903225806	0	0	3.65591397849462	27.0967741935484	1.0752688172043	0	0	0	0	0	0	0	0	0	4.3010752688172	0	2.58064516129032	0	18.7096774193548	0	0	0.860215053763441	1.93548387096774	0	0	0	0	4.73118279569892	1.0752688172043	0	5.37634408602151	0
31	31	"Alut Lake"	60.13667	152.31278	684	"AWI"	684	25410	27006	26386	4.93630573248408	0	0.955414012738854	6.36942675159236	1.11464968152866	5.89171974522293	0	0	2.22929936305732	31.0509554140127	1.11464968152866	0.318471337579618	0	0	0.318471337579618	0	0	0	0	0	6.05095541401274	0	2.22929936305732	0	26.4331210191083	0	0	0.636942675159236	1.7515923566879	0	0	0	0	3.18471337579618	0.318471337579618	0	5.09554140127389	0
31	31	"Alut Lake"	60.13667	152.31278	900	"AWI"	900	28927	30622	29599	26.1627906976744	0	0	4.84496124031008	0.775193798449612	8.72093023255814	0	0	1.93798449612403	8.91472868217054	2.90697674418605	0	0	0	0	0	0.193798449612403	0	0	0	9.88372093023256	0	13.7596899224806	0	13.3720930232558	0	0	0.193798449612403	0.775193798449612	0	0	0	0	5.03875968992248	0.775193798449612	0.193798449612403	1.55038759689922	0
31	31	"Alut Lake"	60.13667	152.31278	960	"AWI"	960	29730	32095	30700	40.7407407407407	0	0.132275132275132	3.30687830687831	1.19047619047619	8.99470899470899	0	0	3.30687830687831	5.55555555555556	2.11640211640212	0	0	0	0	0	0.132275132275132	0	0	0	0.661375661375661	0	19.8412698412698	0	9.25925925925926	0	0	0	0.396825396825397	0	0	0	0	3.43915343915344	0	0.132275132275132	0.793650793650794	0
31	31	"Alut Lake"	60.13667	152.31278	784	"AWI"	784	26961	28284	27581	8.71985157699443	0	0.556586270871985	7.60667903525046	1.85528756957328	5.56586270871985	0	0	2.41187384044527	40.8163265306122	1.85528756957328	0.371057513914657	0	0	0	0	0	0	0.185528756957328	0	1.48423005565863	0	4.82374768089054	0	15.9554730983302	0	0	0.185528756957328	0	0	0	0	0	4.08163265306122	0.185528756957328	0	3.33951762523191	0
31	31	"Alut Lake"	60.13667	152.31278	920	"AWI"	920	29199	31163	29977	27.144535840188	0	0.235017626321974	3.87779083431257	1.17508813160987	6.3454759106933	0	0	2.58519388954172	11.6333725029377	1.29259694477086	0.117508813160987	0	0	0	0	0	0	0	0	3.05522914218566	0	18.9189189189189	0	18.8014101057579	0	0	0.235017626321974	0.82256169212691	0	0	0	0	2.23266745005875	0	0.352526439482961	1.17508813160987	0
31	31	"Alut Lake"	60.13667	152.31278	980	"AWI"	980	30031	32467	31034	56.625	0	0.5	0.625	0	14	0	0	0	5	2.875	0.25	0	0	0	0	0	0	0.125	0	0.25	0	13.75	0	3.375	0	0	0.25	0.375	0.125	0	0	0	1.375	0.125	0.25	0.125	0
31	31	"Alut Lake"	60.13667	152.31278	1000	"AWI"	1000	30324	32807	31431	36.3636363636364	0	0.0937207122774133	0.937207122774133	0	7.12277413308341	0	0	0.468603561387066	16.2136832239925	2.71790065604499	0.0937207122774133	0	0	0	0	0.0937207122774133	0	0.0937207122774133	0	0.0937207122774133	0	30.5529522024367	0	2.99906279287723	0	0	0.187441424554827	0.28116213683224	0.0937207122774133	0	0	0	1.49953139643861	0	0	0.0937207122774133	0
31	31	"Alut Lake"	60.13667	152.31278	1110	"AWI"	1110	32268	36177	33932	44.743935309973	0	0.134770889487871	1.88679245283019	0	16.5768194070081	1.07816711590297	0	0.539083557951483	13.7466307277628	2.15633423180593	0	0	0	0	0	0	0	0	0	0.404312668463612	0	2.69541778975741	0	13.0727762803235	0	0	0	0.539083557951483	0	0	0	0	1.75202156334232	0.269541778975741	0.269541778975741	0.134770889487871	0
31	31	"Alut Lake"	60.13667	152.31278	950	"AWI"	950	29588	31877	30523	20.6243032329989	0	0.111482720178372	4.23634336677815	0	4.12486064659978	3.01003344481605	0	1.56075808249721	22.1850613154961	1.56075808249721	0	0	0	0	0	0	0	0	0	1.11482720178372	0	19.5094760312152	0	18.9520624303233	0	0	0.222965440356745	0.668896321070234	0	0	0	0	0.891861761426979	0.557413600891862	0.334448160535117	0.334448160535117	0
31	31	"Alut Lake"	60.13667	152.31278	1080	"AWI"	1080	31719	35207	33213	32.1353065539112	0.211416490486258	0.422832980972516	8.66807610993657	1.90274841437632	11.2050739957717	0	0	2.5369978858351	22.8329809725159	2.5369978858351	0	0	0	0	0	0.211416490486258	0	0	0	1.90274841437632	0	0.845665961945032	0	9.72515856236786	0	0	0	1.05708245243129	0	0	0	0	1.90274841437632	0	0.211416490486258	1.69133192389006	0
31	31	"Alut Lake"	60.13667	152.31278	847	"AWI"	847	28091	29319	28682	11.8686868686869	0	0.252525252525253	8.83838383838384	1.51515151515152	5.80808080808081	0	0	3.53535353535354	11.6161616161616	1.01010101010101	0.252525252525253	0	0	0	0	0.505050505050505	0	0	0.252525252525253	8.83838383838384	0	3.28282828282828	0	29.2929292929293	0.252525252525253	0	1.51515151515152	1.01010101010101	0	0	0	0	3.53535353535354	1.01010101010101	0.252525252525253	5.55555555555556	0
31	31	"Alut Lake"	60.13667	152.31278	827	"AWI"	827	27662	29013	28338	3.25814536340852	0.25062656641604	0.75187969924812	13.7844611528822	0	2.5062656641604	0	0	1.00250626566416	19.047619047619	1.50375939849624	0.25062656641604	0	0	0	0	0	0	0	0	7.76942355889724	0	5.76441102756892	0	27.5689223057644	0	0	1.00250626566416	1.50375939849624	0	0	0	0	2.5062656641604	1.00250626566416	0.50125313283208	10.0250626566416	0
31	31	"Alut Lake"	60.13667	152.31278	1120	"AWI"	1120	32425	36454	34156	47.7045908183633	0.0998003992015968	0.199600798403194	3.79241516966068	0.798403193612774	17.8642714570858	0	0	0.898203592814371	10.0798403193613	4.19161676646707	0.0998003992015968	0	0	0	0	0	0	0	0	0.399201596806387	0	5.98802395209581	0	5.48902195608782	0	0	0.0998003992015968	0.798403193612774	0	0	0	0.0998003992015968	0.998003992015968	0	0	0.399201596806387	0
31	31	"Alut Lake"	60.13667	152.31278	1100	"AWI"	1100	32089	35858	33701	43.5483870967742	0	0.248138957816377	5.83126550868486	0.372208436724566	9.18114143920596	0	0	1.61290322580645	11.166253101737	6.82382133995037	0	0	0	0	0	0.124069478908189	0	0	0	0.496277915632754	0	3.59801488833747	0	12.1588089330025	0	0	0.496277915632754	1.36476426799007	0	0	0	0	1.73697270471464	0.124069478908189	0.372208436724566	0.744416873449132	0
