"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Thuja"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	300	"AWI"	300	7286	8032	7584	1.32890365448505	0	11.2956810631229	0	0.664451827242525	0	11.6279069767442	0	0	0	0.332225913621262	0	0	49.1694352159468	0	0	0.332225913621262	0	0	0	2.32558139534884	0	0	0	0	0.996677740863787	0	0	0	0.332225913621262	0	0	0	0	0	0	0	5.98006644518272	0	0	0	0	0.332225913621262	0	8.63787375415282	0	0.332225913621262	0	0	0	1.32890365448505	4.98338870431894	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	320	"AWI"	320	7490	8529	7911	3.30578512396694	0	16.5289256198347	0	0.826446280991736	0	11.5702479338843	0	0	0	0	0	0	9.09090909090909	0	0	0	0.826446280991736	0	0	2.47933884297521	0	0	0	0	0.826446280991736	0	0	0	0.826446280991736	0	0	0	0	0	0	0	9.91735537190083	0	0	0	0	0	0	28.099173553719	0	0	0	0	0	3.30578512396694	12.396694214876	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	330	"AWI"	330	7603	8796	8083	0	0	0	0.666666666666667	0	0	23.3333333333333	0	0	0	0	0	1.33333333333333	17.3333333333333	0	0	0	0	0	0	3.33333333333333	0.666666666666667	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	10.6666666666667	0	0	0	0	0	0	32.6666666666667	0	0	0	0	0	0	9.33333333333333	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	340	"AWI"	340	7722	9019	8244	1.96078431372549	0	0	1.96078431372549	0	0	23.5294117647059	0	0	0.980392156862745	0	0.980392156862745	4.90196078431373	22.5490196078431	0	0	1.96078431372549	0	0	0	7.84313725490196	0.980392156862745	0	0	0	1.96078431372549	0	0	0	0.980392156862745	0	0	0	0	0	0	0	14.7058823529412	0	0	0	0.980392156862745	0	0	7.84313725490196	0	0	0	0	0	1.96078431372549	3.92156862745098	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	350	"AWI"	350	7836	9236	8404	4.54545454545455	0	15.9090909090909	0	0	0	25	0	0	0.757575757575758	0	0	5.3030303030303	12.1212121212121	0	0	0.757575757575758	0	0	1.51515151515152	6.06060606060606	1.51515151515152	0	0	0	3.03030303030303	0	0	0	0	5.3030303030303	0	0	0	0	0	0	7.57575757575758	0	0	0	2.27272727272727	0	0	3.78787878787879	0	0	0	0	0	3.03030303030303	1.51515151515152	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	20	"AWI"	20	135	1770	746	0.239808153477218	0	0	0	0.719424460431655	0	47.4820143884892	0	0	0	0	0	3.35731414868106	0.959232613908873	0	0	0	5.99520383693046	2.39808153477218	5.51558752997602	0	0	0	0	0.239808153477218	0	0	0	0	3.83693045563549	8.15347721822542	0	0	0	0.239808153477218	0	0	2.15827338129496	0.239808153477218	0	0	0.239808153477218	0	0	2.15827338129496	0	0	0	0	0.959232613908873	8.87290167865707	2.15827338129496	4.07673860911271
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	40	"AWI"	40	739	2747	1665	0.271739130434783	0	0	0.271739130434783	0.271739130434783	0	35.8695652173913	0	0	0.543478260869565	0	0	0.815217391304348	26.6304347826087	0	0	0	4.07608695652174	0	0	1.08695652173913	0	0	0	0	0	0	0	0	1.6304347826087	16.8478260869565	0	0	0	0	0	0	2.98913043478261	0	0	0	0.271739130434783	0	0	1.35869565217391	0	0.271739130434783	0	1.90217391304348	0.815217391304348	2.44565217391304	1.08695652173913	0.543478260869565
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	60	"AWI"	60	1478	3493	2578	0	0	0	0	0	0	43.3962264150943	0	0	0	0	0	1.41509433962264	16.0377358490566	0	0	0	2.83018867924528	0	0.471698113207547	0.471698113207547	0	0	0	0	0.943396226415094	0	0	0	2.35849056603774	17.9245283018868	0	0	0	0	0	0	5.66037735849057	0	0	0	0.471698113207547	0	0	0	0	0	0	0	1.41509433962264	2.83018867924528	3.77358490566038	0
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	80	"AWI"	80	2528	4009	3508	0.337837837837838	0	0	0	0.337837837837838	0	19.9324324324324	0	0	0.337837837837838	0	0.337837837837838	0.337837837837838	17.9054054054054	0	0	0	0.337837837837838	0	0	0	0	0	0	0.675675675675676	3.37837837837838	0	0	0	0.337837837837838	15.2027027027027	0	0	0	0	0	0	3.71621621621622	0	0	0	0	0.337837837837838	0	3.37837837837838	0.337837837837838	0	0.337837837837838	0	0.675675675675676	27.7027027027027	3.37837837837838	0.675675675675676
498	510	"Tourbière de Lanoraie COTEAU JAUNE"	45.96083	-73.34194	100	"AWI"	100	3672	4561	4109	0	0	0	0	0	0	12.962962962963	0	0	0	0	0.264550264550265	0.529100529100529	19.047619047619	0	0	0	0.529100529100529	5.55555555555556	0	0.793650793650794	0	0	1.05820105820106	0	0.529100529100529	0	0	0	0	19.3121693121693	0	0	0	0	0	0	0.529100529100529	0	0	0	0	0	0	0.529100529100529	0	0.264550264550265	0	0.793650793650794	0.264550264550265	33.5978835978836	3.43915343915344	0
