"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
249	254	"Belmont Bog"	42.25	-77.91667	10	"AWI"	10	-74	278	59	0	5.83554376657825	0.530503978779841	0.530503978779841	0	0.530503978779841	0	10.8753315649867	0	0	0	0.795755968169761	0	1.3262599469496	0	0	1.85676392572944	0.530503978779841	0.530503978779841	0	12.4668435013263	7.42705570291777	0	0	0	10.3448275862069	0	0	0	0	0	0	4.24403183023873	0.530503978779841	0	0	0	8.22281167108753	0	1.85676392572944	10.6100795755968	0	0	0	0	1.3262599469496	0.795755968169761	0	0	0	0	16.1803713527851	2.6525198938992	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	14	"AWI"	14	-41	309	111	0	5.08474576271187	0.282485875706215	0.564971751412429	0.282485875706215	0.564971751412429	0	8.75706214689266	0	0	0	0.564971751412429	0	0.564971751412429	0	0.564971751412429	1.12994350282486	0.564971751412429	0.564971751412429	0	6.21468926553672	8.75706214689266	0	0	0	7.06214689265537	0	0	0	0	1.12994350282486	0	6.21468926553672	0	0	0	0.847457627118644	5.64971751412429	0	1.12994350282486	10.7344632768362	0	0	0	0	2.54237288135593	1.41242937853107	0	0	0	0.847457627118644	23.1638418079096	4.51977401129944	0	0	0.282485875706215
249	254	"Belmont Bog"	42.25	-77.91667	20	"AWI"	20	-13	401	182	0	3.23624595469256	0	0	0	0.970873786407767	0	7.76699029126214	0	0	0	0.970873786407767	0	0.323624595469256	0	0	0.647249190938511	0	0.970873786407767	0	2.9126213592233	11.0032362459547	0	0	0	12.621359223301	0	0	0	0	0.323624595469256	0	2.26537216828479	0	0	0	0.647249190938511	0.970873786407767	0	2.58899676375405	11.3268608414239	0	0	0	0	0.647249190938511	0.970873786407767	0	0	0	1.29449838187702	35.2750809061489	2.26537216828479	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	24	"AWI"	24	47	425	235	0	4.95049504950495	1.32013201320132	0	0	0	0	11.2211221122112	0	0	0	1.32013201320132	0	0.33003300330033	0	0	0.66006600660066	0.33003300330033	0.33003300330033	0	1.32013201320132	8.58085808580858	0	0	0	8.25082508250825	0	0	0	0	0.33003300330033	0	4.29042904290429	0	0	0	0.33003300330033	1.65016501650165	0	0	16.5016501650165	0	0	0	0	1.65016501650165	0.66006600660066	0	0	0	0.99009900990099	33.6633663366337	1.32013201320132	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	30	"AWI"	30	95	491	319	0	2.93040293040293	0.366300366300366	0	0	0	0	7.69230769230769	0	0	0	1.0989010989011	0	1.46520146520147	0	0	0	0	0.366300366300366	0	1.0989010989011	6.95970695970696	0	0	0	13.9194139194139	0	0	0.366300366300366	0	0	0	1.83150183150183	0	0	0	0.366300366300366	1.0989010989011	0	0	13.1868131868132	0	0	0	0	0	0.732600732600733	0	0	0.366300366300366	0.366300366300366	44.3223443223443	1.46520146520147	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	40	"AWI"	40	231	569	443	0	3.57142857142857	0.649350649350649	0	0	0	0	12.012987012987	0	0	0	2.27272727272727	0	1.62337662337662	0	0	0	0	0	0	2.92207792207792	7.14285714285714	0	0	0	16.5584415584416	0	0	0	0	0	0	5.19480519480519	0	0	0	0	0	0	0.974025974025974	11.6883116883117	0	0	0	0	0.324675324675325	0.324675324675325	0.324675324675325	0	0	0.649350649350649	32.4675324675325	1.2987012987013	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	50	"AWI"	50	513	831	608	0	2.82685512367491	0.353356890459364	0	0	0	0	12.3674911660777	0	0	0	0.706713780918728	0	0.353356890459364	0	0	0	0.353356890459364	0	0	2.12014134275618	9.89399293286219	0	0	0	8.8339222614841	0	0	0	0	0	0	4.9469964664311	0	0	0	0.353356890459364	0.353356890459364	0	0	15.547703180212	0	0	0	0	0	0	0	0	0	1.06007067137809	38.5159010600707	1.41342756183746	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	60	"AWI"	60	609	1581	915	0	4.76190476190476	0	0	0	0	0	10.4761904761905	0	0.317460317460317	0	0.634920634920635	0	2.22222222222222	0	0	0.317460317460317	0.317460317460317	0.317460317460317	0	0.952380952380952	7.3015873015873	0	0	0	17.7777777777778	0	0	0.317460317460317	0.317460317460317	0.317460317460317	0	6.03174603174603	0	0	0	0.634920634920635	0	0	0	13.3333333333333	0	0	0	0	0	0	0	0	0	0.317460317460317	32.3809523809524	0.952380952380952	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	70	"AWI"	70	750	1964	1225	0	4.12698412698413	0.317460317460317	0	0	0.317460317460317	0	7.3015873015873	0	0	0	0.317460317460317	0	0.317460317460317	0	0	0.317460317460317	0.317460317460317	0	0	0.952380952380952	16.1904761904762	0	0	0	19.047619047619	0.952380952380952	0	0.317460317460317	0.317460317460317	0	0	2.85714285714286	0	0	0	0.634920634920635	0	0	0.634920634920635	9.84126984126984	0	0	0	0	0	0	0	0	0	0.317460317460317	33.015873015873	1.26984126984127	0	0.317460317460317	0
249	254	"Belmont Bog"	42.25	-77.91667	80	"AWI"	80	958	2334	1552	0	5.58823529411765	0.294117647058824	0	0	0.294117647058824	0	9.70588235294118	0	0	0	0.882352941176471	0	5	0	0	0.294117647058824	0	0	0	2.35294117647059	18.2352941176471	0	0	0	12.3529411764706	0	0	0	0	1.47058823529412	0	3.52941176470588	0	0	0	0.882352941176471	0.294117647058824	0	0.294117647058824	12.6470588235294	0	0	0	0	0	0	0	0	0	0	22.9411764705882	2.94117647058824	0	0	0
