"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Montiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
1503	1541	"Kollioksak"	66.96667	-156.45	20	"AWI"	20	885	2473	1641	55.9322033898305	0	0	3.38983050847458	0	24.5762711864407	0	0	0	0.564971751412429	1.12994350282486	0	1.69491525423729	0	0	0	0	6.49717514124294	0	4.23728813559322	0	0	0	0	0	0	0	1.9774011299435	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	30	"AWI"	30	2307	2748	2541	54.8812664907652	0	0	2.37467018469657	0	24.0105540897098	0	0	0	3.69393139841689	0.527704485488127	0	0.79155672823219	1.31926121372032	0	0	0	7.65171503957784	0	2.37467018469657	0	0	0	0	0	0	0	2.37467018469657	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	40	"AWI"	40	2431	3201	2735	67.4321503131524	0	0	2.71398747390397	0	19.2066805845511	0	0	0	0.835073068893528	1.04384133611691	0	0	0	0	0	0	2.92275574112735	0	4.5929018789144	0	0	0	0	0	0	0	1.25260960334029	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	50	"AWI"	50	2528	3586	2914	56.019656019656	0	0	1.22850122850123	0	21.3759213759214	0	0	0	2.94840294840295	1.22850122850123	0	0.491400491400491	1.47420147420147	0	0	0.245700245700246	10.3194103194103	0	2.7027027027027	0	0	0	0	0	0	0	1.96560196560197	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	60	"AWI"	60	2620	3854	3099	55.3615960099751	0	0	0.498753117206983	0	29.1770573566085	0	0	0	0.997506234413965	0	0	0	2.49376558603491	0	0	0	9.47630922693267	0	1.74563591022444	0	0	0	0	0	0	0	0.249376558603491	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	70	"AWI"	70	2757	4106	3308	50.9333333333333	0	0	0.266666666666667	0	20.8	0	0.266666666666667	0	4	1.33333333333333	0	0.266666666666667	2.66666666666667	0	0	0	14.6666666666667	0	3.46666666666667	0	0	0	0	0	0	0	1.33333333333333	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	80	"AWI"	80	2892	4366	3500	59.214501510574	0	0	2.11480362537764	0	25.6797583081571	0	0	0	2.41691842900302	0.302114803625378	0	0	0	0	0	0	6.64652567975831	0	2.7190332326284	0	0	0	0	0	0	0.302114803625378	0.604229607250755	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	90	"AWI"	90	3005	4621	3702	60.1744186046512	0	0	1.45348837209302	0	20.3488372093023	0	0	0.290697674418605	2.32558139534884	0	0.290697674418605	0.581395348837209	0	0	0	0	8.72093023255814	0	4.36046511627907	0	0	0	0	0	0	0	1.45348837209302	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	100	"AWI"	100	3161	4820	3898	65.3225806451613	0	0	1.61290322580645	0	17.4731182795699	0	0	0	3.2258064516129	0.806451612903226	0	0.537634408602151	0	0	0	0	4.83870967741935	0	4.03225806451613	0	0	0	1.0752688172043	0.806451612903226	0	0	0.268817204301075	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	110	"AWI"	110	3321	5041	4099	48.9260143198091	0	0	1.19331742243437	0	22.9116945107399	0	0	0	2.38663484486873	0.954653937947494	0.238663484486874	0	0	0	0	0	21.2410501193317	0	1.67064439140811	0	0	0	0	0	0	0	0.477326968973747	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	120	"AWI"	120	3472	5255	4299	48.1481481481481	0	0	1.70940170940171	0	20.2279202279202	0	0	0	2.84900284900285	1.42450142450142	0	0	3.13390313390313	0	0	0.284900284900285	17.0940170940171	0.284900284900285	4.84330484330484	0	0	0	0	0	0	0	0	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	130	"AWI"	130	3663	5423	4497	72.2527472527473	0	0	1.64835164835165	0	12.9120879120879	0	0	0	0.549450549450549	1.92307692307692	0	0.824175824175824	0	0	0	0.274725274725275	4.94505494505495	0	4.12087912087912	0	0	0	0	0	0	0	0.549450549450549	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	140	"AWI"	140	3834	5596	4705	54.4927536231884	0	0	1.44927536231884	0	26.0869565217391	0	0	0	2.89855072463768	0.289855072463768	0	0	0	0	0	0	9.27536231884058	0	3.76811594202899	0	0	0	0	0	0	0	1.73913043478261	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	150	"AWI"	150	3981	5806	4905	52.5641025641026	0	0	1.28205128205128	0	28.4615384615385	0	0	0	2.30769230769231	0.512820512820513	0	0.512820512820513	0	0	0	0	10.7692307692308	0	3.07692307692308	0	0	0	0	0	0	0	0.512820512820513	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	160	"AWI"	160	4179	5967	5110	58.0729166666667	0	0	3.90625	0	22.1354166666667	0	0	0	1.30208333333333	0.78125	0	0.78125	0.78125	0	0	0	7.29166666666667	0	3.38541666666667	0	0	0	0	0	0	0	1.5625	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	170	"AWI"	170	4358	6157	5314	59.7435897435897	0	0	2.30769230769231	0	25.1282051282051	0	0	0	1.02564102564103	0.769230769230769	0	0	0	0.256410256410256	0	0.256410256410256	6.66666666666667	0	3.07692307692308	0	0	0	0	0	0	0	0.769230769230769	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	180	"AWI"	180	4554	6343	5509	70.2185792349727	0	0	1.63934426229508	0	17.7595628415301	0	0	0	0.819672131147541	0.546448087431694	0	0.819672131147541	0	0	0.273224043715847	0	2.18579234972678	0	3.55191256830601	0	0	0	0	0	0	0	2.18579234972678	0	0
1503	1541	"Kollioksak"	66.96667	-156.45	190	"AWI"	190	4781	6492	5715	57.5471698113208	0	0	0.628930817610063	0	27.0440251572327	0	0	0	0.943396226415094	0.943396226415094	0	0.314465408805031	2.83018867924528	0	0	0	6.28930817610063	0	2.83018867924528	0	0	0	0	0	0	0	0.628930817610063	0	0
