"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Larix"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"
248	253	"Bell's Lake"	65.01667	-127.48333	0	"AWI"	0	-144	25	-56	29.8288508557457	0	0	0.733496332518337	0	25.6723716381418	0	0	0	0	6.11246943765281	0	1.46699266503667	0.488997555012225	0	0	30.9290953545232	1.83374083129584	0	0	1.46699266503667	0	0	1.46699266503667	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	10	"AWI"	10	-61	645	133	32.1550741163056	0	0	0.456100342075257	0	26.9099201824401	0	0	0	0	4.78905359179019	0.228050171037628	0	0	0	0	31.2428734321551	1.93842645381984	0.228050171037628	0	0.456100342075257	0	0	1.36830102622577	0	0.228050171037628
248	253	"Bell's Lake"	65.01667	-127.48333	20	"AWI"	20	38	949	364	27.1428571428571	0	0	0	0	26.6666666666667	0	0	0	0.238095238095238	7.14285714285714	0	0.714285714285714	0.238095238095238	0	0	32.2619047619048	2.97619047619048	0.476190476190476	0	0.952380952380952	0	0	1.19047619047619	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	30	"AWI"	30	159	1191	583	29.8876404494382	0	0	0	0	28.5393258426966	0	0	0	0.224719101123596	7.19101123595506	0	0.674157303370786	0.224719101123596	0	0	26.4044943820225	2.58426966292135	0.449438202247191	0	1.34831460674157	0	0	1.79775280898876	0	0.674157303370786
248	253	"Bell's Lake"	65.01667	-127.48333	40	"AWI"	40	308	1431	823	32.1266968325792	0	0	0	0	23.0769230769231	0	0	0.226244343891403	0	8.5972850678733	0	0.678733031674208	0	0.226244343891403	0	29.185520361991	2.94117647058824	0.452488687782805	0	0.904977375565611	0	0	1.58371040723982	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	50	"AWI"	50	486	1656	1062	30.8771929824561	0	0	0.935672514619883	0	26.1988304093567	0	0	0	0	3.50877192982456	0	5.84795321637427	0.467836257309942	0	0	28.3040935672515	1.28654970760234	0.233918128654971	0	0.935672514619883	0	0	1.40350877192982	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	60	"AWI"	60	696	1855	1284	32.662192393736	0	0	0.223713646532438	0	23.7136465324385	0	0	0	0	8.05369127516778	0	0.671140939597315	0	0.447427293064877	0	29.9776286353468	1.11856823266219	0.447427293064877	0	1.11856823266219	0	0	1.34228187919463	0.223713646532438	0
248	253	"Bell's Lake"	65.01667	-127.48333	70	"AWI"	70	931	2056	1519	33.1975560081466	0	0	0	0	20.5702647657841	0.203665987780041	0	0	0	4.88798370672098	0	0.203665987780041	0	0.203665987780041	0.407331975560081	37.8818737270876	1.22199592668024	0	0	0.203665987780041	0	0	0.814663951120163	0	0.203665987780041
248	253	"Bell's Lake"	65.01667	-127.48333	80	"AWI"	80	1161	2244	1760	35.2678571428571	0	0	0	0	23.6607142857143	0	0	0	0	5.58035714285714	0	0.669642857142857	0.892857142857143	0.223214285714286	0	30.1339285714286	1.5625	0	0	1.33928571428571	0	0.223214285714286	0.223214285714286	0	0.223214285714286
248	253	"Bell's Lake"	65.01667	-127.48333	90	"AWI"	90	1455	2405	1996	30.546265328874	0	0	1.11482720178372	0	28.0936454849498	0	0	0	0	3.12151616499443	0	0.222965440356745	0	0.222965440356745	0	31.3266443701226	1.56075808249721	0.668896321070234	0	1.56075808249721	0	0	1.56075808249721	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	100	"AWI"	100	1782	2566	2209	36.3636363636364	0	0	0.491400491400491	0	25.3071253071253	0	0	0	0	4.17690417690418	0	0.491400491400491	0.245700245700246	0.491400491400491	0	29.97542997543	1.71990171990172	0	0	0.245700245700246	0	0	0.491400491400491	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	110	"AWI"	110	2146	2738	2416	31.7567567567568	0.225225225225225	0	0.900900900900901	0	24.0990990990991	0.225225225225225	0	0	0	5.40540540540541	0	0.675675675675676	0.225225225225225	0.225225225225225	0	32.545045045045	1.23873873873874	0.900900900900901	0	0.45045045045045	0	0	1.12612612612613	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	120	"AWI"	120	2262	3090	2607	34.6289752650177	0	0	0	0	24.7349823321555	0	0	0	0	3.76914016489988	0	0	0	0.235571260306243	0	32.6266195524146	2.12014134275618	0.706713780918728	0	0.94228504122497	0	0	0.235571260306243	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	130	"AWI"	130	2388	3370	2810	31.1827956989247	0	0	0.268817204301075	0	21.505376344086	0	0	0	0	1.88172043010753	0.268817204301075	0.806451612903226	0	0	0	41.2634408602151	1.47849462365591	0.537634408602151	0	0.268817204301075	0	0	0.537634408602151	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	140	"AWI"	140	2545	3600	3007	37.0600414078675	0	0	0.41407867494824	0	21.5320910973085	0.20703933747412	0	0.20703933747412	0	3.51966873706004	0	0.62111801242236	0	0	0	33.1262939958592	1.24223602484472	0.20703933747412	0	0.41407867494824	0	0	1.44927536231884	0	0
248	253	"Bell's Lake"	65.01667	-127.48333	150	"AWI"	150	2692	3863	3221	34.4919786096257	0	0	0.53475935828877	0	31.283422459893	0	0	0	0	4.81283422459893	0	0	0	1.06951871657754	0	25.5347593582888	0.401069518716578	0.802139037433155	0	0.267379679144385	0	0	0.53475935828877	0	0.267379679144385
248	253	"Bell's Lake"	65.01667	-127.48333	160	"AWI"	160	2867	4051	3428	30.1495972382048	0	0	0	0	29.9194476409666	0.230149597238205	0	0	0	2.07134637514384	0	0.46029919447641	0.230149597238205	0	0	31.0701956271577	2.41657077100115	0.46029919447641	0	0.920598388952819	0	0	2.07134637514384	0	0
