"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Larix"	"Myrica"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Ulmus"
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	1	"AWI"	1	-130	37	-52	8.2089552238806	0	9.70149253731343	0.373134328358209	0	0	0	14.1791044776119	0.373134328358209	3.35820895522388	0	0	0	0.373134328358209	5.97014925373134	0	0	16.7910447761194	4.85074626865672	20.1492537313433	14.1791044776119	0.373134328358209	0	0.373134328358209	0.373134328358209	0	0	0.373134328358209	0	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	40	"AWI"	40	-4	1068	444	3.68663594470046	0	7.83410138248848	7.83410138248848	0	0	0	17.9723502304147	0	1.38248847926267	0	0	0	0	1.84331797235023	0	0	29.0322580645161	8.29493087557604	2.76497695852535	17.9723502304147	0.921658986175115	0	0	0	0	0	0	0.460829493087558	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	50	"AWI"	50	17	1351	570	7.07964601769912	0	2.65486725663717	11.5044247787611	0	0	0	26.9911504424779	0	0	0.442477876106195	0.442477876106195	0	0	5.30973451327434	0	0.442477876106195	15.4867256637168	8.84955752212389	0.442477876106195	16.8141592920354	2.21238938053097	0	0	0.442477876106195	0	0	0	0.884955752212389	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	60	"AWI"	60	36	1631	697	5.55555555555556	0	1.66666666666667	5.55555555555556	0	0	0	37.7777777777778	0	1.11111111111111	0	0	0	0	0.555555555555556	0	0	26.1111111111111	9.44444444444444	5	4.44444444444444	1.11111111111111	0	0	0.555555555555556	0	0	0	0	1.11111111111111
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	70	"AWI"	70	95	1866	825	4.85436893203883	0	3.88349514563107	0	0	0	6.31067961165049	27.6699029126214	0	7.28155339805825	0	0	0	0	2.9126213592233	0	0	30.5825242718447	4.85436893203883	0.970873786407767	10.1941747572816	0.485436893203883	0	0	0	0	0	0	0	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	80	"AWI"	80	290	1915	960	5.10204081632653	0	5.10204081632653	2.04081632653061	0	0	5.10204081632653	35.2040816326531	0	2.55102040816327	0	0.510204081632653	0	0	2.55102040816327	0	0	22.9591836734694	6.12244897959184	4.08163265306122	7.14285714285714	0	0	0	0	0	0	0.510204081632653	1.02040816326531	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	90	"AWI"	90	434	1973	1103	6.43564356435644	0	5.44554455445545	0	0	0	0	29.2079207920792	0	0.495049504950495	0	0.99009900990099	0	0	2.97029702970297	0	0	28.2178217821782	5.94059405940594	5.44554455445545	14.3564356435644	0.495049504950495	0	0	0	0	0	0	0	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	100	"AWI"	100	557	2028	1246	14.0096618357488	0	1.44927536231884	0	0	0	0	25.6038647342995	0	0.483091787439614	0.483091787439614	0.483091787439614	0	0	4.83091787439614	0	0	32.3671497584541	9.66183574879227	3.86473429951691	5.31400966183575	0.483091787439614	0	0	0	0	0	0	0	0.966183574879227
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	110	"AWI"	110	659	2104	1402	10.7843137254902	0	5.88235294117647	3.43137254901961	0	0	0	15.6862745098039	0	0.490196078431373	0	0	0	0	3.92156862745098	0	0	39.7058823529412	12.2549019607843	3.43137254901961	2.94117647058824	0.490196078431373	0	0	0	0	0	0	0.980392156862745	0
1106	1139	"Hynes Brook Salt Marsh"	48.61861	-58.965	120	"AWI"	120	754	2207	1555	7.40740740740741	0	3.17460317460317	0	0	0	0	32.8042328042328	0	0	1.05820105820106	0	0	0	0	0	0	41.7989417989418	6.34920634920635	1.58730158730159	3.7037037037037	1.58730158730159	0	0	0	0	0	0	0	0.529100529100529
