"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Montiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Rosaceae"	"Salix"	"Thalictrum"
1612	1664	"Lorino Exposure"	65.5	-171.7	0	"AWI"	0	3222	5003	4211	2.28758169934641	0	0	3.59477124183007	0	1.63398692810458	0	0	0.326797385620915	14.3790849673203	45.0980392156863	0	0	0.326797385620915	0.980392156862745	28.7581699346405	0	0	0.326797385620915	2.28758169934641	0
1612	1664	"Lorino Exposure"	65.5	-171.7	380	"AWI"	380	12837	15496	14075	5.26315789473684	0	0	39.8496240601504	7.5187969924812	4.51127819548872	2.25563909774436	0	0	12.781954887218	1.50375939849624	0	0	0	0	11.2781954887218	0	0.75187969924812	0	12.781954887218	1.50375939849624
1612	1664	"Lorino Exposure"	65.5	-171.7	480	"AWI"	480	15302	18595	16830	2.60869565217391	0	0	23.4782608695652	3.47826086956522	10.4347826086957	10.4347826086957	1.73913043478261	3.47826086956522	5.21739130434783	3.47826086956522	0	0	0	0	32.1739130434783	0	0	0	3.47826086956522	0
1612	1664	"Lorino Exposure"	65.5	-171.7	680	"AWI"	680	20421	24465	22343	13.0718954248366	0	0	21.5686274509804	0	16.3398692810458	1.96078431372549	0	1.30718954248366	2.61437908496732	5.88235294117647	0	0	0	0	36.6013071895425	0	0.65359477124183	0	0	0
1612	1664	"Lorino Exposure"	65.5	-171.7	80	"AWI"	80	6087	6609	6382	12.0567375886525	0	0	0.354609929078014	0	28.7234042553192	0	0	0.709219858156028	15.2482269503546	6.38297872340426	0	0	0	0	17.0212765957447	0	0	0.354609929078014	19.1489361702128	0
1612	1664	"Lorino Exposure"	65.5	-171.7	100	"AWI"	100	6519	7071	6803	13.1578947368421	0	0	0.657894736842105	0	29.6052631578947	0	0	0.986842105263158	6.57894736842105	39.8026315789474	0	0	0	0.328947368421053	3.28947368421053	0	0	1.97368421052632	2.96052631578947	0.657894736842105
1612	1664	"Lorino Exposure"	65.5	-171.7	120	"AWI"	120	7028	7404	7223	7.77027027027027	0	0	1.35135135135135	0	29.0540540540541	0	0	0	16.8918918918919	33.445945945946	0	0	0	0	6.75675675675676	0	0.675675675675676	1.01351351351351	2.36486486486486	0.675675675675676
1612	1664	"Lorino Exposure"	65.5	-171.7	140	"AWI"	140	7359	8151	7696	5.2863436123348	0	0	0	0.881057268722467	19.3832599118943	0	0	0	9.2511013215859	52.4229074889868	0	0	0	0	7.48898678414097	0	0	0.881057268722467	3.52422907488987	0.881057268722467
1612	1664	"Lorino Exposure"	65.5	-171.7	160	"AWI"	160	7752	8741	8190	1.32013201320132	0	0.99009900990099	1.98019801980198	0.99009900990099	43.8943894389439	0	0	0	10.5610561056106	28.0528052805281	0	0.33003300330033	0	0	7.92079207920792	0	0	0	3.63036303630363	0.33003300330033
1612	1664	"Lorino Exposure"	65.5	-171.7	180	"AWI"	180	8176	9290	8687	0.923076923076923	0.307692307692308	0.615384615384615	2.46153846153846	0.923076923076923	45.5384615384615	0	0.923076923076923	0	5.53846153846154	25.8461538461538	0	0.615384615384615	0	0	8.30769230769231	0.307692307692308	0	0	7.69230769230769	0
1612	1664	"Lorino Exposure"	65.5	-171.7	200	"AWI"	200	8626	9780	9181	0.996677740863787	0.996677740863787	0.332225913621262	1.32890365448505	0.996677740863787	50.4983388704319	0	0	0	7.64119601328904	20.265780730897	0	0.332225913621262	0	0	11.2956810631229	0	0	0	4.31893687707641	0.996677740863787
1612	1664	"Lorino Exposure"	65.5	-171.7	220	"AWI"	220	9131	10241	9671	3.27380952380952	0.595238095238095	0.595238095238095	0.892857142857143	0.892857142857143	40.7738095238095	0	0	0	18.75	16.0714285714286	0	0	0	0	7.73809523809524	0	1.78571428571429	0.297619047619048	8.33333333333333	0
1612	1664	"Lorino Exposure"	65.5	-171.7	240	"AWI"	240	9569	11005	10222	0	3.07017543859649	0	23.6842105263158	7.01754385964912	0	0	0	3.07017543859649	34.2105263157895	4.82456140350877	0	0	0	0.43859649122807	12.719298245614	0.43859649122807	5.70175438596491	1.75438596491228	3.07017543859649	0
1612	1664	"Lorino Exposure"	65.5	-171.7	280	"AWI"	280	10463	12363	11323	0.925925925925926	0	0	11.5740740740741	2.77777777777778	0.925925925925926	0	0.925925925925926	0.925925925925926	33.3333333333333	0.925925925925926	0	0	0	0	42.1296296296296	0	2.77777777777778	0	2.77777777777778	0
1612	1664	"Lorino Exposure"	65.5	-171.7	300	"AWI"	300	10933	13010	11878	0.649350649350649	0	0	78.5714285714286	0.649350649350649	1.94805194805195	1.94805194805195	0	0	3.24675324675325	0.649350649350649	0	0	0	0	7.79220779220779	0.649350649350649	0.649350649350649	0	2.5974025974026	0.649350649350649
1612	1664	"Lorino Exposure"	65.5	-171.7	310	"AWI"	310	11156	13331	12148	0.398936170212766	0	0	13.8297872340426	1.86170212765957	0.132978723404255	2.79255319148936	0	0	22.0744680851064	2.79255319148936	0	0	0	0	40.6914893617021	0	6.51595744680851	0	7.97872340425532	0.930851063829787
