"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Isoëtes"	"Lamiaceae"	"Larix"	"Montiaceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
1396	1432	"Kaiyak Lake"	68.15	-161.41667	415	"AWI"	415	29829	35425	32470	0	0	0	21	0	5	0	13	0	2	0	56	3	0	0	1	9	0	0	0	1	1	0	0	0	81	0	0	0	0	0	0	0	4	10	0	0	15
1396	1432	"Kaiyak Lake"	68.15	-161.41667	425	"AWI"	425	30668	36416	33428	2	0	0	24	0	8	0	4	0	2	1	68	2	0	0	0	6	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	1	13	0	0	9
1396	1432	"Kaiyak Lake"	68.15	-161.41667	435	"AWI"	435	31581	37278	34400	0	0	0	29	0	11	0	7	0	5	0	86	0	2	0	0	9	0	0	0	0	0	2	0	0	91	0	0	2	0	0	0	0	7	21	0	0	23
1396	1432	"Kaiyak Lake"	68.15	-161.41667	445	"AWI"	445	32490	38133	35350	1	0	0	24	0	5	1	2	0	4	1	66	0	0	0	0	10	0	0	0	0	1	0	0	0	73	0	0	0	0	0	0	0	5	16	0	1	11
1396	1432	"Kaiyak Lake"	68.15	-161.41667	455	"AWI"	455	33351	38971	36310	0	0	0	28	0	3	0	5	0	3	0	56	0	0	0	0	11	0	0	0	0	0	0	0	0	83	0	0	2	0	0	0	0	10	18	0	0	12
1396	1432	"Kaiyak Lake"	68.15	-161.41667	465	"AWI"	465	34312	39738	37263	1	4	0	17	0	24	0	5	0	2	0	98	0	0	0	1	9	0	0	0	0	1	0	0	0	89	0	0	4	0	5	0	0	2	28	0	0	10
1396	1432	"Kaiyak Lake"	68.15	-161.41667	485	"AWI"	485	36482	41057	39133	0	0	0	28	0	1	0	0	0	5	0	42	0	0	0	0	5	0	0	0	0	0	0	0	0	89	0	0	1	0	0	0	0	10	10	0	1	13
1396	1432	"Kaiyak Lake"	68.15	-161.41667	495	"AWI"	495	37693	41675	40056	0	1	0	12	0	3	0	1	0	1	0	79	0	0	0	0	9	0	0	0	0	1	0	0	0	66	0	0	0	0	0	0	0	5	15	0	0	16
1396	1432	"Kaiyak Lake"	68.15	-161.41667	505	"AWI"	505	39109	42251	40990	0	1	0	20	0	32	0	6	0	1	0	105	0	0	0	1	7	0	0	0	0	1	0	2	0	90	0	0	0	2	0	0	0	1	23	0	0	27
1396	1432	"Kaiyak Lake"	68.15	-161.41667	515	"AWI"	515	40217	42910	41828	1	0	0	21	0	4	0	1	0	1	0	72	1	0	0	0	7	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	16	0	1	22
1396	1432	"Kaiyak Lake"	68.15	-161.41667	525	"AWI"	525	41164	43838	42540	1	0	0	16	0	21	0	4	0	2	0	110	0	0	0	0	3	0	0	0	0	0	0	0	1	66	0	0	0	0	0	0	0	0	16	0	0	11
1396	1432	"Kaiyak Lake"	68.15	-161.41667	535	"AWI"	535	42105	44624	43260	0	0	0	35	0	17	0	7	0	1	0	129	0	0	0	0	10	0	0	0	1	0	0	0	0	92	0	0	0	0	0	0	0	2	31	0	2	18
